auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,7.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Imperial Porter,breckenridge-brewery-imperial-porter,Porter - Imperial / Double,102142,236,https://untappd.akamaized.net/site/brewery_logos/brewery-BreckenridgeBrewery_236.jpeg,Breckenridge Brewery,breckenridge-brewery,Micro Brewery,http://www.facebook.com/BreckenridgeBrewery,BreckBrew,http://www.breckbrew.com,United States,Littleton,CO,39.5943,-105.025,"Thu, 24 Nov 2011 16:04:05 +0000",0,0,102142.0,"Fri, 13 Jan 2012 08:50:21 +0000",23072.0,86,3.80523,,1,102,99,0,0,[],3.68484,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Petite Saison d'Ete,homebrews-petite-saison-d-ete,Saison / Farmhouse Ale,23073,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,"Sun, 09 Jan 2011 06:59:02 +0000",1,1,,,,43,3.85465,,0,101,49,0,0,[],3.8516,False
0,0.0,Homebrew,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Citra IPA,biggins-brew-citra-ipa,IPA - American,23074,6526,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Biggins Brew,biggins-brew,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 07:02:00 +0000",1,1,,,,0,0.0,,0,4,2,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Chattahoochee River Water No-look batch,arooo-brewery-chattahoochee-river-water-no-look-batch,IPA - American,23075,6527,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Arooo Brewery,arooo-brewery,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 07:09:44 +0000",1,1,,,,0,0.0,,0,2,2,0,0,[],3.786,False
0,5.3,,12,https://untappd.akamaized.net/site/beer_logos/beer-7785_40fab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7785_98c38_hd.jpeg,JosephsBrau Bavarian Style Hefeweizen,trader-joe-s-josephsbrau-josephsbrau-bavarian-style-hefeweizen,Hefeweizen,7785,1601,https://untappd.akamaized.net/site/brewery_logos/brewery-TraderJoesBrewingCompanyJosephsBrau_1601.jpeg,Trader Joe's (JosephsBrau),trader-joe-s-josephsbrau,Micro Brewery,,,,United States,San Jose,CA,37.3541,-121.893,"Sun, 07 Nov 2010 05:34:23 +0000",0,1,7785.0,"Thu, 01 Jan 1970 00:00:00 +0000",23076.0,9152,3.29351,,126,12782,10379,0,0,[],3.30504,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mcgillin's Real Ale,stoudts-brewing-company-mcgillin-s-real-ale,Brown Ale - American,23077,2337,https://untappd.akamaized.net/site/brewery_logos/brewery-StoudtsBrewingCompany_2337.jpeg,Stoudts Brewing Company,stoudts-brewing-company,Micro Brewery,http://www.facebook.com/pages/Stoudts-Brewing-Company/154679657047?ref=ts,StoudtsBrewery,http://www.stoudtsbeer.com/,United States,Adamstown,PA,40.2369,-76.072,"Sun, 09 Jan 2011 07:12:09 +0000",0,1,,,,738,3.43191,,17,904,855,0,0,[],3.49597,False
0,10.5,"Inspired by the labor-intensive process of brewing this beer in our original brewhouse, Sisyphus was our first seasonal release. Due to popular demand, it later moved into our year-round lineup. The complex citrus notes provided by a healthy portion of hops are balanced by the rich toffee undertones of the malt. Its bold, intense and warming quality makes it a great nightcap. Vintage dated ? drink it now and save some for later.",75,https://untappd.akamaized.net/site/beer_logos/beer-1104_47eb8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1104_aac87_hd.jpeg,Sisyphus,real-ale-brewing-company-sisyphus,Barleywine - American,1104,1044,https://untappd.akamaized.net/site/brewery_logos/brewery-1044_fcb79.jpeg,Real Ale Brewing Company,real-ale-brewing-company,Micro Brewery,https://www.facebook.com/pages/Real-Ale-Brewing-Company/85360426538,RealAleBrewing,http://www.realalebrewing.com/,United States,Blanco,TX,30.1133,-98.4128,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,1104.0,"Thu, 01 Jan 1970 00:00:00 +0000",23078.0,3601,3.81894,,61,4884,4171,0,5,"[{'beer': {'bid': 41762, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Sisyphus2010_41762.jpeg', 'beer_slug': 'real-ale-brewing-company-sisyphus-2010', 'beer_name': 'Sisyphus (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 42751, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Sisyphus2007_42751.jpeg', 'beer_slug': 'real-ale-brewing-company-sisyphus-2007', 'beer_name': 'Sisyphus (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 42755, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Sisyphus2008_42755.jpeg', 'beer_slug': 'real-ale-brewing-company-sisyphus-2008', 'beer_name': 'Sisyphus (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 42766, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Sisyphus2009_42766.jpeg', 'beer_slug': 'real-ale-brewing-company-sisyphus-2009', 'beer_name': 'Sisyphus (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 106225, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Sisyphus2011_106225.jpeg', 'beer_slug': 'real-ale-brewing-company-sisyphus-2011', 'beer_name': 'Sisyphus (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.80582,False
0,12.0,"Our Bourbon barrel-aged version of Santa?s Little Helper, this Imperial Stout begins the journey with flavors of sweet Bourbon and oak, continues with hints of nutty dark chocolate and malt and finishes with a smoky coffee finish. A perfect beer to leave for the Jolly Old Fat Man instead of milk and cookies.",70,https://untappd.akamaized.net/site/beer_logos/beer-23079_a839b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-23079_86c0b_hd.jpeg,Santa's Little Helper (Bourbon Barrel Aged),port-brewing-company-santa-s-little-helper-bourbon-barrel-aged,Stout - American Imperial / Double,23079,1009,https://untappd.akamaized.net/site/brewery_logos/brewery-portbrewingcompany_1009.jpeg,Port Brewing Company,port-brewing-company,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.portbrewing.com/,United States,San Marcos,CA,33.1416,-117.149,"Sun, 09 Jan 2011 07:19:35 +0000",0,1,,,,10163,4.1964,,60,12827,11198,0,4,"[{'beer': {'bid': 16520, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SantasLittleHelperBourbonBarrelAged2009_16520.jpeg', 'beer_slug': 'port-brewing-company-santa-s-little-helper-bourbon-barrel-aged-2009', 'beer_name': ""Santa's Little Helper - Bourbon Barrel Aged (2009)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 16522, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SantasLittleHelperBourbonBarrelAged2010_16522.jpeg', 'beer_slug': 'port-brewing-company-santa-s-little-helper-bourbon-barrel-aged-2010', 'beer_name': ""Santa's Little Helper - Bourbon Barrel Aged (2010)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 65024, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SantasLittleHelperBourbonBarrelAged2011_65024.jpeg', 'beer_slug': 'port-brewing-company-santa-s-little-helper-bourbon-barrel-aged-2011', 'beer_name': ""Santa's Little Helper - Bourbon Barrel Aged (2011)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 193559, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-23079_a839b_sm.jpeg', 'beer_slug': 'port-brewing-company-santa-s-little-helper-bourbon-barrel-aged-2012', 'beer_name': ""Santa's Little Helper - Bourbon Barrel Aged (2012)"", 'is_vintage': 1, 'is_variant': 0}}]",4.18051,False
0,7.0,"When we set out to brew, we use imagination and salvation to guide us- not necessarily style guidelines. It?s the Belgian way. So, Ameri-Belgo and IPA both being styles, the branding begged for New Belgium whimsy to liven things up. Hmmm Belgo sounds like a Belgian disco. Hops like to party. Next thing you know, we bust out a disco-ball and brewers started groovin. Hops started hoppin. Add in an authentic Trappist yeast strain and the place brewed into a frenzy of citrus hoppy folly.",60,https://untappd.akamaized.net/site/beer_logos/beer-BelgoIPALipsofFaith_8610.jpeg,,Belgo IPA,new-belgium-brewing-company-belgo-ipa,IPA - Belgian,8610,905,https://untappd.akamaized.net/site/brewery_logos/brewery-905_2ddc7.jpeg,New Belgium Brewing Company,new-belgium-brewing-company,Micro Brewery,http://www.facebook.com/newbelgium,newbelgium,http://www.newbelgium.com,United States,Fort Collins,CO,40.5934,-105.067,"Thu, 11 Nov 2010 15:45:10 +0000",0,1,8610.0,"Thu, 01 Jan 1970 00:00:00 +0000",23080.0,15312,3.50193,,77,24388,18499,0,0,[],3.50484,False
0,6.0,"We first brewed this beer for McGillin Olde Ale House's 150th Anniversary (in 2010) in Philadelphia, PA.1860 IPA, is unfiltered, as it would have been in the 1800s, and is made from a secret recipe with multiple hop varieties including centennial and amarillo. A crisp hop flavor and aroma with a slight maltness and medium body round off this quaffable ale.",47,https://untappd.akamaized.net/site/beer_logos/beer-1860IPA_9563.jpeg,,1860 IPA,stoudts-brewing-company-1860-ipa,IPA - American,9563,2337,https://untappd.akamaized.net/site/brewery_logos/brewery-StoudtsBrewingCompany_2337.jpeg,Stoudts Brewing Company,stoudts-brewing-company,Micro Brewery,http://www.facebook.com/pages/Stoudts-Brewing-Company/154679657047?ref=ts,StoudtsBrewery,http://www.stoudtsbeer.com/,United States,Adamstown,PA,40.2369,-76.072,"Wed, 17 Nov 2010 08:26:09 +0000",0,1,9563.0,"Thu, 31 Oct 2013 09:46:09 +0000",23081.0,962,3.52105,,17,1328,1160,0,0,[],3.55232,False
0,5.6,"A dry, west coast style IPA which allows the full flavor of the American Grown Horizon, Centennial and Amarillo Hops to shine through. Not as bitter as one might expect but definitley delivers a big ""hop slap"" to the face with flavor. Drink it like the surfers do, with pizza or a burger.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Matt's Hop Slap IPA,mickey-finn-s-brewery-pub-matt-s-hop-slap-ipa,IPA - American,23082,854,https://untappd.akamaized.net/site/brewery_logos/brewery-MickeyFinnsBrewery_854.jpeg,Mickey Finn's Brewery & Pub,mickey-finn-s-brewery-pub,Micro Brewery,http://www.facebook.com/mickeyfinnsbrewery,mickeyfinns,http://www.mickeyfinnsbrewery.com/,United States,Libertyville,IL,42.2872,-87.9538,"Sun, 09 Jan 2011 07:35:44 +0000",0,1,,,,5,0.0,,0,18,15,0,0,[],3.51755,False
0,6.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-TripleThreatIPA_38423.jpeg,,Triple Threat IPA,lucky-labrador-brewing-company-triple-threat-ipa,IPA - American,38423,3046,https://untappd.akamaized.net/site/brewery_logos/brewery-LuckyLabradorBrewingCompany_3046.jpeg,Lucky Labrador Brewing Company ,lucky-labrador-brewing-company,Brew Pub,http://www.facebook.com/pages/Lucky-Labrador-Brewing/152866061429741#!/pages/Lucky-Labrador-Brew-Pub/111732085529020,LuckyLabPDX,http://www.luckylab.com,United States,Portland,OR,45.4688,-122.709,"Sat, 19 Mar 2011 13:51:47 +0000",0,1,38423.0,"Thu, 15 Dec 2011 05:33:57 +0000",23083.0,1000,3.4545,,4,1268,1148,0,0,[],3.50042,False
