auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.9,"A Portland Classic! This strong ale has a deep mahogany color and is crafted with seven different specialty malts. A touch of smoked malt gives it a complex aroma and incredible flavor. LSD is also generously hopped with six hop varieties to help create an awesome beer.
6.9% abv. | 58 IBU",58,https://untappd.akamaized.net/site/beer_logos/beer-LSDLompocSpecialDraft_33780.jpeg,,LSD (Lompoc Special Draft),lompoc-brewing-lsd-lompoc-special-draft,Strong Ale - American,33780,1629,https://untappd.akamaized.net/site/brewery_logos/brewery-LompocBrewing_1629.jpeg,Lompoc Brewing,lompoc-brewing,Micro Brewery,http://www.facebook.com/LompocBrewing?ref=ts,lompocbeer,http://www.lompocbrewing.com/,United States,Portland,OR,45.5344,-122.699,,,"Mon, 28 Feb 2011 03:57:51 +0000",0,1,33780.0,"Wed, 21 Dec 2011 02:42:31 +0000",29211.0,2035,3.67125,,41,2693,2290,0,,,,,,0.0,[],3.66863,False
0,7.5,"Conceived in a dimly lit room on a blistery cold night in the Upper Peninsula of Michigan, but born and raised here in Marshall Michigan. The Reserve Special is the oldest of all beers in the Dark Horse family. It has an incredibly ?thick? presence and when poured into a glass its color is so dark it?s eerie.  The flavors explode onto your taste buds with heavy malt, roast, and chocolate, but stay very balanced. The Reserve Special Black  Ale has a hard time being called a stout or porter but it fits nicely into the category of a delicious strong black ale.",0,https://untappd.akamaized.net/site/beer_logos/beer-29212_3febf_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29212_9b0df_hd.jpeg,Reserve Special Black Ale,dark-horse-brewing-co-reserve-special-black-ale,Dark Ale,29212,426,https://untappd.akamaized.net/site/brewery_logos/brewery-DarkHorseBrewingCo_426.jpeg,Dark Horse Brewing Co.,dark-horse-brewing-co,Micro Brewery,http://www.facebook.com/DarkHorseBrewing,DarkHorseBrewCo,http://www.darkhorsebrewery.com,United States,Marshall,MI,42.2667,-84.9641,,,"Mon, 07 Feb 2011 02:10:15 +0000",0,1,,,,22365,3.71749,,359,30403,24725,0,,,,,,3.0,"[{'beer': {'bid': 1170172, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dark-horse-brewing-co-reserve-special-black-ale-2015', 'beer_name': 'Reserve Special Black Ale (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1389204, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dark-horse-brewing-co-reserve-special-black-ale-2011', 'beer_name': 'Reserve Special Black Ale (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1695501, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dark-horse-brewing-co-reserve-special-black-ale-2016', 'beer_name': 'Reserve Special Black Ale (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.7166,False
0,5.3,,38,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Fatback Amber Ale,cool-springs-brewery-fatback-amber-ale,Altbier,29213,3473,https://untappd.akamaized.net/site/brewery_logos/brewery-CoolSpringsBrewery_3473.jpeg,Cool Springs Brewery,cool-springs-brewery,Brew Pub,,csbrewery,http://www.coolspringsbrewery.com/,United States,Franklin,TN,35.9454,-86.8214,,,"Mon, 07 Feb 2011 02:11:38 +0000",0,1,,,,928,3.28287,,20,1156,1037,0,,,,,,0.0,[],3.37394,False
0,9.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg,,Bigfoot (1999),sierra-nevada-brewing-co-bigfoot-1999,Barleywine - American,44548,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,,,"Sun, 17 Apr 2011 21:19:21 +0000",0,0,44548.0,"Thu, 01 Jan 1970 00:00:00 +0000",29214.0,316,3.9019,,1,420,394,0,9.6,Bigfoot,sierra-nevada-brewing-co-bigfoot,20951.0,7.0,,,3.77839,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hop Huffer,flossmoor-station-restaurant-and-brewery-hop-huffer,IPA - American,29215,536,https://untappd.akamaized.net/site/brewery_logos/brewery-536_10ded.jpeg,Flossmoor Station Restaurant and Brewery,flossmoor-station-brewery,Micro Brewery,https://www.facebook.com/Flossmoor-Station-Restaurant-Brewery-40409181284/?ref=hl,FlossmoorBrewCo,http://www.flossmoorstation.com/,United States,Flossmoor,IL,41.543,-87.6788,,,"Mon, 07 Feb 2011 02:24:58 +0000",0,0,,,,0,0.0,,0,2,2,0,,,,,,0.0,[],3.59537,False
0,8.1,"This beer was brewed in October 2011, then aged in Bourbon Whiskey barrels for seven months, then cellared for an additional three. It has a dark crimson color and malty body, with a Bourbon aroma and a slight vanilla flavor, and comes in at 8.1%. Enjoy it at Lompoc, then take some home - 22 oz. bottles sell for $9.",0,https://untappd.akamaized.net/site/beer_logos/beer-BourbonBarrelAgedBigBangRed_64658.jpeg,,Big Bang,lompoc-brewing-big-bang,Red Ale - American Amber / Red,64658,1629,https://untappd.akamaized.net/site/brewery_logos/brewery-LompocBrewing_1629.jpeg,Lompoc Brewing,lompoc-brewing,Micro Brewery,http://www.facebook.com/LompocBrewing?ref=ts,lompocbeer,http://www.lompocbrewing.com/,United States,Portland,OR,45.5344,-122.699,,,"Fri, 15 Jul 2011 17:45:55 +0000",0,1,64658.0,"Thu, 02 Aug 2012 07:54:36 +0000",29216.0,64,3.52734,,0,82,81,0,,,,,,0.0,[],3.61891,False
0,9.7,98% Ale - 2% Ale with Cherries Added. Unique blend of Ommegang Quadruple Ale and Liefmans Kriek. Three Philosophers was made for contemplation.,19,https://untappd.akamaized.net/site/beer_logos/beer-_6765_sm_17aff884676cbac70645da73810f5a.jpeg,,Three Philosophers,brewery-ommegang-three-philosophers,Belgian Quad,6765,249,https://untappd.akamaized.net/site/brewery_logos/brewery-249_20027.jpeg,Brewery Ommegang,brewery-ommegang,Micro Brewery,http://www.facebook.com/ommegang,BreweryOmmegang,http://www.ommegang.com/,United States,Cooperstown,NY,42.6818,-74.9255,,,"Fri, 22 Oct 2010 22:22:50 +0000",0,1,6765.0,"Thu, 01 Jan 1970 00:00:00 +0000",29217.0,106351,3.97253,,1711,150355,118912,0,,,,,,5.0,"[{'beer': {'bid': 38282, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brewery-ommegang-three-philosophers-2010', 'beer_name': 'Three Philosophers (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 42026, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brewery-ommegang-three-philosophers-2008', 'beer_name': 'Three Philosophers (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 54135, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-ThreePhilosophers2011_54135.jpeg', 'beer_slug': 'brewery-ommegang-three-philosophers-2011', 'beer_name': 'Three Philosophers (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 58267, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brewery-ommegang-three-philosophers-2009', 'beer_name': 'Three Philosophers (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 61566, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brewery-ommegang-three-philosophers-2007', 'beer_name': 'Three Philosophers (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.97161,False
0,5.6,"This seasonably brewed Amber ale exudes a rich, toasted flavor from a base of four organic malts with a crisp hop finish brought on by the edition of Nugget, Centennial, and Mt.Hood hops.  Our Amber ale is brewed bi-annually to coincide with the LEAF festivals in Black Mountain, NC.  10% of all proceeds go to LEAF in Schools and Streets.  Treat yourself and your community.

",29,https://untappd.akamaized.net/site/beer_logos/beer-_29218_sm_03aac60a4f07784554c1af92ce1cc2.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_29218_hd_648803c5a27a6c730729ac1e031293.jpeg,LEAF Amber,pisgah-brewing-company-leaf-amber,Red Ale - American Amber / Red,29218,1836,https://untappd.akamaized.net/site/brewery_logos/brewery-1836_a7510.jpeg,Pisgah Brewing Company,pisgah-brewing-company,Micro Brewery,http://www.facebook.com/PisgahBrewingCo,PisgahBrewing,http://pisgahbrewing.com/,United States,Black Mountain,NC,35.6179,-82.3212,,,"Mon, 07 Feb 2011 02:29:38 +0000",0,1,,,,926,3.55454,,43,1232,1074,0,,,,,,0.0,[],3.57846,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Citra Pale Ale,homebrews-citra-pale-ale,Pale Ale - American,29219,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Mon, 07 Feb 2011 02:30:09 +0000",1,1,,,,4,0.0,,0,10,5,0,,,,,,0.0,[],1.262,False
0,9.6,"An award-winning American barleywine boasting a dense, 
fruity bouquet, an intense flavor palate and a deep reddish-brown color. Its big maltiness is superbly balanced by a wonderfully bittersweet hoppiness.

??Bigfoot captures the imagination, and its character is as big as the name implies, with a huge hoppiness in its earthy aroma, a chewy palate, and a great depth of flavor.?

Michael Jackson, Michael Jackson?s Beer ",90,https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg,,Bigfoot,sierra-nevada-brewing-co-bigfoot,Barleywine - American,20951,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,,,"Tue, 04 Jan 2011 05:21:14 +0000",0,1,20951.0,"Thu, 01 Jan 1970 00:00:00 +0000",29220.0,30782,3.73525,,1646,41124,35380,0,,,,,,5.0,"[{'beer': {'bid': 22069, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg', 'beer_slug': 'sierra-nevada-brewing-co-bigfoot-1993', 'beer_name': 'Bigfoot (1993)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 43494, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg', 'beer_slug': 'sierra-nevada-brewing-co-bigfoot-2010', 'beer_name': 'Bigfoot (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 44285, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg', 'beer_slug': 'sierra-nevada-brewing-co-bigfoot-2011', 'beer_name': 'Bigfoot (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 44548, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg', 'beer_slug': 'sierra-nevada-brewing-co-bigfoot-1999', 'beer_name': 'Bigfoot (1999)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 45164, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-sierraNevadaBigfoot.jpg', 'beer_slug': 'sierra-nevada-brewing-co-bigfoot-2001', 'beer_name': 'Bigfoot (2001)', 'is_vintage': 1, 'is_variant': 0}}]",3.73443,False
