auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-8122_e8160_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8122_e5736_hd.jpeg,Mariestads Export,spendrups-bryggeri-mariestads-export,Lager - Dortmunder / Export,8122,1505,https://untappd.akamaized.net/site/brewery_logos/brewery-SpendrupsBryggeriAB_1505.jpeg,Spendrups Bryggeri,spendrups-bryggeri,Macro Brewery,,,http://www.spendrups.se,Sweden,V?rby,,59.2571,17.8812,,,"Tue, 09 Nov 2010 06:48:10 +0000",0,1,,,,21318,2.99101,,939,45461,23463,0,,,,,,0.0,[],3.00034,False
0,4.7,,0,https://untappd.akamaized.net/site/beer_logos/beer-8123_08e5c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8123_4ec40_hd.jpeg,Skol,ambev-skol,Lager - North American Adjunct,8123,4538,https://untappd.akamaized.net/site/brewery_logos/brewery-4538_90657.jpeg,Ambev,ambev,Macro Brewery,https://pt-br.facebook.com/TraineeAmBev,,http://www.ambev.com.br/,Brazil,,S?o Paulo,-23.5637,-46.5968,,,"Tue, 09 Nov 2010 06:59:41 +0000",0,1,,,,14092,2.19932,,323,32528,17359,0,,,,,,0.0,[],2.23016,False
0,4.0,A pale and intensely hoppy beer with enticing tropical fruit aromas,0,https://untappd.akamaized.net/site/beer_logos/beer-8124_5a955_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8124_5d196_hd.jpeg,BG Sips,blue-monkey-brewery-bg-sips,Pale Ale - English,8124,5703,https://untappd.akamaized.net/site/brewery_logos/brewery-5703_046bc.jpeg,Blue Monkey Brewery ,blue-monkey-brewery,Micro Brewery,,bluemonkeybrew,http://www.bluemonkeybrewery.com,England,"Giltbrook, Nottingham",,53.0043,-1.28053,,,"Tue, 09 Nov 2010 07:13:38 +0000",0,1,,,,1600,3.57562,,52,2510,1760,0,,,,,,0.0,[],3.5877,False
0,4.5,"In this classic wheat beer we use our own unique wheat yeast. This is a very refreshing beer with flavours of spice and citrus, a perfect summer beer.

HaandBryggeriet makes living beer, not pasturised nor filtered, but refermented in the bottle to create natural carbonation.",0,https://untappd.akamaized.net/site/beer_logos/beer-_126254_sm_954e74db0942cc8c3f6b51cb0f4ed7.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_126254_hd_8fd37ca17fb19948d3e7c5da779ae6.jpeg,Bavaria,haandbryggeriet-bavaria,Hefeweizen,126254,2206,https://untappd.akamaized.net/site/brewery_logos/brewery-HaandBryggeriet_2206.jpeg,HaandBryggeriet,haandbryggeriet,Micro Brewery,https://www.facebook.com/Haandbryggeriet-321958088808/,,http://www.haandbryggeriet.net,Norway,Drammen,,59.7414,10.231,,,"Tue, 31 Jan 2012 14:15:00 +0000",0,0,126254.0,"Mon, 13 Aug 2012 13:58:29 +0000",8125.0,3660,3.31059,,2,4812,3952,0,,,,,,0.0,[],3.33675,False
0,7.5,,60,https://untappd.akamaized.net/site/beer_logos/beer-15929_ca11e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15929_28d2a_hd.jpeg,India Pale Ale (IPA),nogne-o-india-pale-ale-ipa,IPA - American,15929,923,https://untappd.akamaized.net/site/brewery_logos/brewery-923_1cde4.jpeg,N?gne ?,nogne-o,Micro Brewery,http://www.facebook.com/nogneo,nogneo,http://www.nogne-o.com/,Norway,Grimstad,,58.406,8.63723,,,"Tue, 21 Dec 2010 13:47:21 +0000",0,1,15929.0,"Thu, 01 Jan 1970 00:00:00 +0000",8126.0,21698,3.84947,,490,36473,23783,0,,,,,,0.0,[],3.84671,False
0,7.0,"The second release in the Stag Series is August Schell's interpretation of a traditional Belgian Farmhouse Ale.  This Farmhouse Ale exhibits an earthy/nutty character due to the generous use of Minnesota Wild Rice, the State Grain of Minnesota.

The Wild Rice is combined with 2-Row, Munich, Vienna, and a touch of Rye malt to create a complementary backbone to the unique fermentation characteristics of the yeast.  Dry and thirst quenching, this Farmhouse Ale is hopped with Goldings.",0,https://untappd.akamaized.net/site/beer_logos/beer-StagSeriesNo2WildRiceFarmhouseAle_15114.jpeg,,Schell's Stag Series #2 Wild Rice Farmhouse Ale,august-schell-brewing-company-schell-s-stag-series-2-wild-rice-farmhouse-ale,Saison / Farmhouse Ale,15114,4905,https://untappd.akamaized.net/site/brewery_logos/brewery-4905_3cfb7.jpeg,August Schell Brewing Company,august-schell-brewing-company,Micro Brewery,http://www.facebook.com/pages/August-Schell-Brewing-Company/47056987065,schellsbrewery,http://www.schellsbrewery.com/,United States,New Ulm,MN,44.2896,-94.449,,,"Fri, 17 Dec 2010 10:17:13 +0000",0,1,15114.0,"Thu, 27 Oct 2011 01:52:52 +0000",8127.0,21,3.71429,,0,105,62,0,,,,,,0.0,[],3.62683,False
0,5.3,"The Premium Weissbier at the top of its class. Not only in the context of the Erdinger assortment Erdinger Weissbier with fine yeast applies undisputed as the classical authors, as the white beer absolutely. It is brewed with fine yeast after a delivered prescription and naturally strictly after the Bavarian purity requirement. Today still without the traditional bottle fermentation one does not do here: Three to four weeks it lasts, until the Erdinger Weissbier with fine yeast matured. For the production only finest raw materials are used. Experience of many years and constant quality controls guarantee beyond that the unmistakable taste. A Weissbier for all, those the unforgettable good taste love.",0,https://untappd.akamaized.net/site/beer_logos/beer-7420_a5d96_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7420_63117_hd.jpeg,Erdinger Wei?bier / Hefe-Weizen,erdinger-weissbrau-erdinger-weissbier-hefe-weizen,Hefeweizen,7420,1019,https://untappd.akamaized.net/site/brewery_logos/brewery-ErdingerWeissbrau_1019.jpeg,Erdinger Weissbr?u,erdinger-weissbra-u,Macro Brewery,http://www.facebook.com/erdinger.weissbier,,http://www.erdinger.de,Germany,Erding,,48.3153,11.8911,,,"Fri, 05 Nov 2010 19:27:12 +0000",0,1,7420.0,"Thu, 01 Jan 1970 00:00:00 +0000",8128.0,131940,3.70776,,4844,234467,148246,0,,,,,,0.0,[],3.70763,False
0,6.6,"An excellent beer emerges from the great Peroni tradition - PERONI GRAN RISERVA. A prestigious clear double malt beer with an alcohol content of 6.6%: this beer is the result of a careful, scrupulous selection of the most noble qualities of aromatic hops, yeast and a spring variety of distichous barley named ""cherie"". Ingredients are chosen with great attention and the experience of long-standing brewers. ",0,https://untappd.akamaized.net/site/beer_logos/beer-_250937_de703eee72b38034024248a468ec.jpeg,,Gran Riserva Doppio Malto,birra-peroni-gran-riserva-doppio-malto,Maibock / Heller (Helles) Bock,250937,1921,https://untappd.akamaized.net/site/brewery_logos/brewery-BirraPeroniSpA_1921.jpeg,Birra Peroni,birra-peroni,Macro Brewery,http://www.facebook.com/birraperoni,Birra_Peroni,www.peroni.it,Italy,Roma,RM,41.9028,12.5991,,,"Mon, 22 Oct 2012 12:51:36 +0000",0,1,250937.0,"Mon, 03 Feb 2014 11:35:37 +0000",8129.0,9809,3.32083,,358,12864,10841,0,,,,,,0.0,[],3.33081,False
0,2.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-8130_29519_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8130_2f996_hd.jpeg,St. Louis Premium P?che,brouwerij-van-honsebrouck-st-louis-premium-peche,Lambic - Fruit,8130,303,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijVanHonsebrouck_303.jpeg,Brouwerij Van Honsebrouck,brouwerij-van-honsebrouck,Macro Brewery,https://www.facebook.com/vanhonsebrouck,,http://www.vanhonsebrouck.be,Belgium,Ingelmunster,West-Vlaanderen,50.9201,3.25783,,,"Tue, 09 Nov 2010 08:06:15 +0000",0,1,,,,3569,3.49664,,100,4257,4060,0,,,,,,0.0,[],3.50882,False
0,0.0,Single hopped,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sorachi-ken,heidrun-brewery-heidrun-sorachi-ken,Pale Ale - American,8131,12785,https://untappd.akamaized.net/site/brewery_logos/brewery-HeirunBrewery_12785.jpeg,Heidrun Brewery (Hei?r?n),heidrun-brewery-heidrun,Home Brewery,,heidrunBrewery,http://www.heidrun.se,Sweden,Stockholm,,59.3289,18.0649,,,"Tue, 09 Nov 2010 08:07:55 +0000",1,0,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.786,False
