auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,7.0,"It is said that behind every great man is an equally great - and above all - wise woman. 
Now this can also be said of the beer world. Perhaps our most famous beer, Hr. (Mr.) Frederiksen is a powerful dude, who enjoys nothing more than to stand and admire his own muscles. Fru (Mrs.) Frederiksen however is a wise woman who knows perfectly well that it is possible to achieve almost as much without using anywhere near as much force. 
This Lady is just as powerful but is somewhat toned down compared to the Lord. Slightly sweeter and less smokey although with plenty of black malt, chocolate malt and roasted barley she is no complete sissy - the US Centennial hops with its 60+ IBUs reminds you of this fact. 
Bid the mistress welcome - she is here to stay. 
Ingredients: Water, barley malt, wheat malt, oats, hops and yeast",60,https://untappd.akamaized.net/site/beer_logos/beer-9706_4d6ea_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9706_3a683_hd.jpeg,Fru Frederiksen,amager-bryghus-fru-frederiksen,Stout - American,9706,1950,https://untappd.akamaized.net/site/brewery_logos/brewery-AmagerBryghus_1950.jpeg,Amager Bryghus,amager-bryghus,Micro Brewery,https://www.facebook.com/amagerbryghus?ref=hl&ref_type=bookmark,,www.amagerbryghus.dk,Denmark,Kastrup,,55.6245,12.5963,,,"Thu, 18 Nov 2010 05:23:08 +0000",0,1,,,,1425,3.67825,,27,1675,1583,0,0,[],3.6734,False
0,5.6,"A fruit-forward beer drawing distinctive flavors from a truly generous addition of real berries - never extracts - backed by a palate with hints of citrus, spice, and floral aromas. Bitchin? Berry boasts an aggressive, full berry flavor and aroma from seasonal blends of real raspberries, marionberries, and blackberries. A slightly-acidic balance alongside a light, soft malt base lets the fruit shine in this very harmonious brew. It?s beer and berry goodness for those who know how to pick ?em.
2013 Great American Beer Festival Silver Medal",15,https://untappd.akamaized.net/site/beer_logos/beer-9707_bdfd3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9707_2c3fb_hd.jpeg,Bitchin' Berry,great-basin-brewing-co-bitchin-berry,Fruit Beer,9707,2101,https://untappd.akamaized.net/site/brewery_logos/brewery-2101_57e3b.jpeg,Great Basin Brewing Co.,great-basin-brewing-co,Micro Brewery,http://www.facebook.com/pages/Great-Basin-Brewing-Co/377455351619,gbbco,http://greatbasinbrewingco.com/,United States,Sparks,NV,39.5352,-119.754,,,"Thu, 18 Nov 2010 05:30:06 +0000",0,1,,,,1080,3.50185,,9,1756,1261,0,0,[],3.53475,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-Splugen_91703.jpeg,,Spl?gen,birrificio-angelo-poretti-carlsberg-group-splugen,Lager - Pale,91703,17778,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioAngeloPorettiCarlsbergGroup_17778.jpeg,Birrificio Angelo Poretti,birrificio-angelo-poretti,Macro Brewery,,,www.birrificioporetti.it,Italy,Vareze,,45.8507,8.83851,,,"Mon, 24 Oct 2011 10:10:35 +0000",0,1,91703.0,"Sat, 23 Mar 2013 14:51:24 +0000",9709.0,314,2.53344,,1,455,413,0,0,[],3.08392,False
0,5.2,"Our award-winning example of a Dusseldorf-Style Altbier. Wild Horse boasts a sincere balance between malt and hops with the aroma dominated by malts, a German tradition. Wild Horse blends gently-roasted, strongly-roasted, and caramel malts with ample Noble-Hop additions to achieve a nutty, sweet brew with a crisp finish. A two-time Bronze Medal winner at the Great American Beer Festival.",28,https://untappd.akamaized.net/site/beer_logos/beer-9710_fcf65_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9710_944ca_hd.jpeg,Wild Horse Ale,great-basin-brewing-co-wild-horse-ale,Altbier,9710,2101,https://untappd.akamaized.net/site/brewery_logos/brewery-2101_57e3b.jpeg,Great Basin Brewing Co.,great-basin-brewing-co,Micro Brewery,http://www.facebook.com/pages/Great-Basin-Brewing-Co/377455351619,gbbco,http://greatbasinbrewingco.com/,United States,Sparks,NV,39.5352,-119.754,,,"Thu, 18 Nov 2010 05:32:36 +0000",0,1,,,,2375,3.40589,,43,3197,2672,0,0,[],3.43385,False
0,9.0,"The pale malts used give this tripel its deep, ocher colour.
Grimbergen Tripel has a bittersweet, spicy and extremely round flavor. The typical spicyness is created by using blonde candy sugar and the subtle mix of soft and bitter hop varieties.The secondary fermentation gives the flavour bouquet a perfect harmony. You'll especially appreciate the perfect aftertaste of this beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-GrimbergenTripel_9711.jpeg,,Grimbergen Tripel / Triple,brouwerij-alken-maes-grimbergen-tripel-triple,Belgian Tripel,9711,264,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijAlkenMaesHeineken_264.jpeg,Brouwerij Alken-Maes,brouwerij-alken-maes,Macro Brewery,https://www.facebook.com/AlkenMaes,,http://www.alken-maes.be/,Belgium,Mechelen,Antwerpen,51.0518,4.45415,,,"Thu, 18 Nov 2010 05:39:03 +0000",0,1,,,,20332,3.65538,,797,28858,22539,0,3,"[{'beer': {'bid': 1486264, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-GrimbergenTripel_9711.jpeg', 'beer_slug': 'brouwerij-alken-maes-grimbergen-tripel-triple-2016', 'beer_name': 'Grimbergen Tripel / Triple (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1929322, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-GrimbergenTripel_9711.jpeg', 'beer_slug': 'brouwerij-alken-maes-grimbergen-tripel-triple-2017', 'beer_name': 'Grimbergen Tripel / Triple (2017)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1993082, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-GrimbergenTripel_9711.jpeg', 'beer_slug': 'brouwerij-alken-maes-grimbergen-tripel-triple-1991', 'beer_name': 'Grimbergen Tripel / Triple (1991)', 'is_vintage': 1, 'is_variant': 0}}]",3.65532,False
0,7.5,"Brand Dubbelbock dankt zijn rijke en robuuste smaak aan de dubbele rijping. De bijzondere blend van gebrande moutsoorten geeft Dubbelbock een prachtige, robijnrode kleur. Brand Dubbelbock is door zijn krachtige, moutige karakter een echt herfstbier.
De smaak van Brand Dubbelbock komt het beste tot zijn recht in een tulpglas. ",27,https://untappd.akamaized.net/site/beer_logos/beer-9712_bb472_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9712_eeb99_hd.jpeg,Dubbelbock,koninklijke-brand-bierbrouwerij-dubbelbock,Doppelbock ,9712,2053,https://untappd.akamaized.net/site/brewery_logos/brewery-2053_f448c.jpeg,Koninklijke Brand Bierbrouwerij,koninklijke-brand-bierbrouwerij,Macro Brewery,https://www.facebook.com/Brandbier,Brand_Bier,http://www.brand.nl,Netherlands,Wijlre,Limburg,50.8307,5.89406,,,"Thu, 18 Nov 2010 05:47:22 +0000",0,1,,,,21887,3.46441,,310,34459,23897,0,5,"[{'beer': {'bid': 371763, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'koninklijke-brand-bierbrouwerij-dubbelbock-2011', 'beer_name': 'Dubbelbock (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 462725, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-462725_90bf6_sm.jpeg', 'beer_slug': 'koninklijke-brand-bierbrouwerij-dubbelbock-2012', 'beer_name': 'Dubbelbock (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 462986, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_462986_sm_3afe3c68ebdf6b24bfa885e667bbcb.jpeg', 'beer_slug': 'brand-bierbrouwerij-dubbelbock-2013', 'beer_name': 'Dubbelbock (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 477155, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'brand-bierbrouwerij-dubbelbock-2010', 'beer_name': 'Dubbelbock (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 808444, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-9712_bb472_sm.jpeg', 'beer_slug': 'koninklijke-brand-bierbrouwerij-dubbelbock-2014', 'beer_name': 'Dubbelbock (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.46698,False
0,6.0,"A German-style Hellerbock with a few twists, The Gift is Starr Hill?s winter offering. The beautiful golden color only hints at the fire inside. Made with two-row and Munich malts and balanced with German noble hops, The Gift is the perfect accompaniment to any holiday festivity.",25,https://untappd.akamaized.net/site/beer_logos/beer-7250_b4819_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7250_c9963_hd.jpeg,The Gift,starr-hill-brewery-the-gift,Bock,7250,1861,https://untappd.akamaized.net/site/brewery_logos/brewery-1861_71177.jpeg,Starr Hill Brewery,starr-hill-brewery,Micro Brewery,http://www.facebook.com/starrhillbrewery,starrhill,http://www.starrhill.com,United States,Crozet,VA,38.0679,-78.686,,,"Thu, 04 Nov 2010 13:40:53 +0000",0,0,7250.0,"Thu, 01 Jan 1970 00:00:00 +0000",9713.0,1350,3.28074,,0,2393,1705,0,2,"[{'beer': {'bid': 722366, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-722366_94096_sm.jpeg', 'beer_slug': 'starr-hill-brewery-the-gift-2010', 'beer_name': 'The Gift (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 810685, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-810685_8feb1_sm.jpeg', 'beer_slug': 'starr-hill-brewery-the-gift-2012', 'beer_name': 'The Gift (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.34887,False
0,7.0,"A bigger version of our Ichthyosaur IPA with 100% fresh ?wet? hops (hops used within 24 hours of harvest). Lots of Centennial and Cascade were used in the boil and at the end of the boil. As much fresh Simcoe, Centennial, and Chinook hops as we could fit were added to the fermenter for a blast of aroma and flavor.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hop-A-Saur,great-basin-brewing-co-hop-a-saur,IPA - American,9714,2101,https://untappd.akamaized.net/site/brewery_logos/brewery-2101_57e3b.jpeg,Great Basin Brewing Co.,great-basin-brewing-co,Micro Brewery,http://www.facebook.com/pages/Great-Basin-Brewing-Co/377455351619,gbbco,http://greatbasinbrewingco.com/,United States,Sparks,NV,39.5352,-119.754,,,"Thu, 18 Nov 2010 06:02:42 +0000",0,1,,,,312,3.81971,,0,449,361,0,0,[],3.73595,False
0,5.5,"Yahoo! You?ve hit the big one! The nutty, roasted flavors and creamy palate of this dark English classic makes it one of the most sought after of all our brews. An intriguing beer and a reward for any occasion.",0,https://untappd.akamaized.net/site/beer_logos/beer-_9715_sm_c6d667fbc932cef6ef3991d1ebf734.jpeg,,Jackpot Porter,great-basin-brewing-co-jackpot-porter,Porter - English,9715,2101,https://untappd.akamaized.net/site/brewery_logos/brewery-2101_57e3b.jpeg,Great Basin Brewing Co.,great-basin-brewing-co,Micro Brewery,http://www.facebook.com/pages/Great-Basin-Brewing-Co/377455351619,gbbco,http://greatbasinbrewingco.com/,United States,Sparks,NV,39.5352,-119.754,,,"Thu, 18 Nov 2010 06:32:10 +0000",0,1,,,,345,3.47681,,1,499,400,0,0,[],3.55861,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,TongueSplitter,northern-brewer-homebrew-supply-tonguesplitter,IPA - American,9716,2718,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Northern Brewer Homebrew Supply,northern-brewer-homebrew-supply,Home Brewery,https://www.facebook.com/northern.brewer.ltd,northern_brewer,http://www.northernbrewer.com/,United States,Minneapolis,MN,44.9778,-93.265,,,"Thu, 18 Nov 2010 06:44:03 +0000",1,1,,,,36,3.48611,,0,129,39,0,0,[],3.50189,False
