auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.25,"Jet-black in color, this monster smells of coffee and chocolate.  The taste is much of the same, with hints of creamy toffee and roasted malt.  Smooth and delicious, this medium bodied ale is all about the malts, but has enough hop bitterness to be balanced.",50,https://untappd.akamaized.net/site/beer_logos/beer-BuriedHatchet_5768.jpeg,,Buried Hatchet,southern-star-brewing-company-buried-hatchet,Stout - American,5768,1172,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthernStarBrewingCompany_1172.jpeg,Southern Star Brewing Company,southern-star-brewing-company,Micro Brewery,http://www.facebook.com/SouthernStarBrewing,SouthernStarBC,http://www.southernstarbrewery.com/,United States,Conroe,TX,30.3473,-95.4349,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5768.0,"Thu, 01 Jan 1970 00:00:00 +0000",32481.0,20851,3.90715,,302,37987,23319,0,,,,,,5.0,"[{'beer': {'bid': 1627291, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'southern-star-brewing-company-buried-hatchet-w-hazelnuts', 'beer_name': 'Buried Hatchet (w/ Hazelnuts)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1800072, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'southern-star-brewing-company-buried-hatchet-w-whitmeyers-oak-spirals', 'beer_name': 'Buried Hatchet (w/ Whitmeyers Oak Spirals)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1837887, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'southern-star-brewing-company-buried-hatchet-w-dosey-doe-coffee', 'beer_name': 'Buried Hatchet (w/ Dosey Doe Coffee)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1844092, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'southern-star-brewing-company-buried-hatchet-w-virtue-coffee', 'beer_name': 'Buried Hatchet (w/ Virtue Coffee)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1907310, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'southern-star-brewing-company-buried-hatchet-w-cherries', 'beer_name': 'Buried Hatchet (w/ Cherries)', 'is_vintage': 0, 'is_variant': 1}}]",3.90346,False
0,11.8,"Our Barleywine is rich and malty, with hints of fruity esters and a well-hopped finish. Enjoy this hearty ale with fresh fruit and ripe cheese on a cold winter?s night, or lay it up and savor it with a friend for a special summer treat.",0,https://untappd.akamaized.net/site/beer_logos/beer-_12652_9fbb3647a1e52c08c6282191b62d.jpeg,,Barleywine Style Ale,smuttynose-brewing-co-barleywine-style-ale,Barleywine - American,12652,1160,https://untappd.akamaized.net/site/brewery_logos/brewery-1160_6bec5.jpeg,Smuttynose Brewing Co.,smuttynose-brewing-co,Micro Brewery,http://www.facebook.com/Smuttynose,smuttynosebeer,http://www.smuttynose.com/,United States,Hampton,NH,42.9456,-70.8546,"Fri, 03 Dec 2010 15:43:22 +0000",0,1,12652.0,"Sun, 22 Jan 2012 17:40:29 +0000",32482.0,3014,3.67668,,16,3740,3480,0,,,,,,5.0,"[{'beer': {'bid': 34619, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'smuttynose-brewing-co-barleywine-style-ale-2009', 'beer_name': 'Barleywine Style Ale (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 80611, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'smuttynose-brewing-co-barleywine-style-ale-2007', 'beer_name': 'Barleywine Style Ale (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 120559, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'smuttynose-brewing-co-barleywine-style-ale-2006', 'beer_name': 'Barleywine Style Ale (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 143954, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'smuttynose-brewing-co-barleywine-style-ale-2010', 'beer_name': 'Barleywine Style Ale (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 175501, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'smuttynose-brewing-co-barleywine-style-ale-2004', 'beer_name': 'Barleywine Style Ale (2004)', 'is_vintage': 1, 'is_variant': 0}}]",3.67432,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Scotch Ale,nickel-brook-brewing-co-scotch-ale,Scotch Ale / Wee Heavy,240732,3252,https://untappd.akamaized.net/site/brewery_logos/brewery-3252_70e34.jpeg,Nickel Brook Brewing Co.,nickel-brook-brewing-co,Micro Brewery,https://www.facebook.com/NickelBrookBrewing,NickelBrookBeer,http://www.nickelbrook.com/,Canada,Burlington,ON,43.3431,-79.8047,"Fri, 05 Oct 2012 18:51:37 +0000",0,0,240732.0,"Wed, 10 Apr 2013 04:53:33 +0000",32483.0,7,0.0,,0,9,8,0,,,,,,0.0,[],3.53729,False
0,8.0,"Brewed with dark malts and burnt sugars then lightly spiced with Rose Hips, Hibiscus and Schisandra berries",0,https://untappd.akamaized.net/site/beer_logos/beer-ASaisonDarkly_8531.jpeg,,A Saison Darkly,stillwater-artisanal-ales-a-saison-darkly,Saison / Farmhouse Ale,8531,1203,https://untappd.akamaized.net/site/brewery_logos/brewery-1203_10f2b.jpeg,Stillwater Artisanal Ales,stillwater-artisanal-ales,Micro Brewery,https://www.facebook.com/stillwater.artisanal/,Stillwater_Art,http://www.stillwater-artisanal.com,United States,Baltimore,MD,39.2904,-76.6122,"Thu, 11 Nov 2010 11:03:03 +0000",0,1,8531.0,"Thu, 01 Jan 1970 00:00:00 +0000",32484.0,7203,3.75337,,25,8792,8109,0,,,,,,0.0,[],3.74922,False
0,0.0,Barrel Aged 15 months in red wine oak barrels,0,https://untappd.akamaized.net/site/beer_logos/beer-32485_75479_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-32485_fbbb4_hd.jpeg,Briscoe,alpine-beer-company-briscoe,Lambic - Other,32485,29,https://untappd.akamaized.net/site/brewery_logos/brewery-29_19acf.jpeg,Alpine Beer Company,alpine-beer-company,Micro Brewery,http://www.facebook.com/alpinebeercompany,alpinebeerco,http://alpinebeerco.com,United States,Alpine,CA,32.8354,-116.766,"Tue, 22 Feb 2011 02:32:58 +0000",0,1,,,,39,3.69872,,0,57,54,0,,,,,,0.0,[],3.6146,False
0,7.1,"Saison brewed with 60 pounds of orange blossom honey. Bright and light-bodied, earthy, fruity and spicy with a touch of honey and a dry, refreshing finish.",20,https://untappd.akamaized.net/site/beer_logos/beer-32486_6ac75_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-32486_dea5a_hd.jpeg,Honey Saison,iron-hill-brewery-and-restaurant-honey-saison,Saison / Farmhouse Ale,32486,2585,https://untappd.akamaized.net/site/brewery_logos/brewery-IronHillBreweryRestaurant_2585.jpeg,Iron Hill Brewery & Restaurant,iron-hill-brewery-restaurant,Brew Pub,https://www.facebook.com/IronHillBrewery/,ironhillbrewery,http://www.ironhillbrewery.com/,United States,Wilmington,DE,39.753,-75.5776,"Tue, 22 Feb 2011 02:38:11 +0000",0,1,,,,114,3.67544,,21,132,126,0,,,,,,0.0,[],3.65778,False
0,8.6,English style IPA with ginger ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Yellow Sheep ,painted-sheep-brewery-yellow-sheep,IPA - English,32487,8513,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Painted Sheep Brewery,painted-sheep-brewery,Home Brewery,,,,United States,,,0.0,0.0,"Tue, 22 Feb 2011 02:58:15 +0000",1,1,,,,1,0.0,,0,43,1,0,,,,,,0.0,[],2.524,False
0,5.0,"Named after the nautical term for the green buoy that helps navigate ships through the channels of Hampton Roads, the Green Can Gold Ale is a light-bodied Golden Ale. Crisp, clean easy drinking ale, our most approachable offering.",16,https://untappd.akamaized.net/site/beer_logos/beer-32488_aff9e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-32488_840d5_hd.jpeg,Green Can,o-connor-brewing-co-green-can,Golden Ale,32488,6369,https://untappd.akamaized.net/site/brewery_logos/brewery-6369_3a4fc.jpeg,O'Connor Brewing Co.,oconnor-brewing-co,Micro Brewery,https://www.facebook.com/pages/OConnor-Brewing-Co/123090326403,oconnorbrewing,http://oconnorbrewing.com/,United States,Norfolk,VA,36.8701,-76.2862,"Tue, 22 Feb 2011 02:58:35 +0000",0,1,,,,3849,3.36126,,58,5852,4431,0,,,,,,4.0,"[{'beer': {'bid': 735503, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-32488_aff9e_sm.jpeg', 'beer_slug': 'o-connor-brewing-co-green-can-w-blueberries', 'beer_name': 'Green Can (w/ Blueberries)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 764388, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'o-connor-brewing-co-sour-green-can', 'beer_name': 'Sour Green Can', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 773029, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-32488_aff9e_sm.jpeg', 'beer_slug': 'o-connor-brewing-co-green-can-w-mandarina-bavaria-hops', 'beer_name': 'Green Can (w/ Mandarina Bavaria Hops)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1392341, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-32488_aff9e_sm.jpeg', 'beer_slug': 'o-connor-brewing-co-green-can-with-rosemary-lemongrass-and-thai-basil-hopped-with-sorachi-ace', 'beer_name': 'Green Can With Rosemary, Lemongrass, And Thai Basil - Hopped With Sorachi Ace', 'is_vintage': 0, 'is_variant': 1}}]",3.38255,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Stout,the-gamble-mill-restaurant-microbrewery-winter-stout,Stout - Other,32489,3379,https://untappd.akamaized.net/site/brewery_logos/brewery-GambleMillRestaurantMicrobrewery_3379.jpeg,The Gamble Mill Restaurant & Microbrewery,gamble-mill-restaurant-microbrewery,Micro Brewery,http://www.facebook.com/pages/The-Gamble-Mill/127480617303193,GambleMill,http://www.gamblemill.com/,United States,Bellefonte,PA,40.914,-77.7833,"Tue, 22 Feb 2011 02:59:51 +0000",0,0,,,,7,0.0,,0,9,9,0,,,,,,0.0,[],3.48735,False
0,6.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_865_sm_66c1d6d148a2ff359613467b9ea3be.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_865_hd_845b2e4f1172501ffbcdef0b230a99.jpeg,Sticke,uerige-obergarige-hausbrauerei-sticke,Altbier,865,3223,https://untappd.akamaized.net/site/brewery_logos/brewery-UerigeObergarigeHausbrauerei_3223.jpeg,Uerige Oberg?rige Hausbrauerei,uerige-oberg-rige-hausbrauerei,Micro Brewery,https://www.facebook.com/UERIGE,,http://www.uerige.de,Germany,D?sseldorf,,51.225,6.77222,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,865.0,"Thu, 01 Jan 1970 00:00:00 +0000",32490.0,3268,3.66348,,58,4084,3752,0,,,,,,0.0,[],3.66243,False
