auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.2,,60,https://untappd.akamaized.net/site/beer_logos/beer-15938_5331b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15938_d8b8a_hd.jpeg,Free Range Red,laurelwood-brewing-co-free-range-red,Red Ale - American Amber / Red,15938,2348,https://untappd.akamaized.net/site/brewery_logos/brewery-LaurelwoodPublicHouseandBrewery_2348.jpeg,Laurelwood Brewing Co.,laurelwood-brewing-co,Brew Pub,http://www.facebook.com/laurelwoodbrewpub,LaurelwoodBeer,http://www.laurelwoodbrewpub.com/,United States,Portland,OR,45.54,-122.611,"Tue, 21 Dec 2010 14:29:46 +0000",0,1,,,,10559,3.60155,164,15910,11793,0,,,,,,0.0,[],3.60293,False
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-HoosierHoneyWheat_15939.jpeg,,Hoosier Honey Wheat,bee-creek-brewery-hoosier-honey-wheat,Pale Wheat Ale - American,15939,2962,https://untappd.akamaized.net/site/brewery_logos/brewery-BeeCreekBrewery_2962.jpeg,Bee Creek Brewery,bee-creek-brewery,Micro Brewery,,,,United States,Brazil,IN,39.5237,-87.125,"Tue, 21 Dec 2010 14:40:44 +0000",0,0,,,,64,3.24219,0,126,99,0,,,,,,0.0,[],3.57925,False
0,9.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-GiftoftheMagi2008_15940.jpeg,,Gift of the Magi (2008),the-lost-abbey-gift-of-the-magi-2008,Bi?re de Garde,15940,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,"Tue, 21 Dec 2010 14:54:00 +0000",0,0,,,,144,3.60069,0,207,200,0,12.0,Gift of the Magi,the-lost-abbey-gift-of-the-magi,16377.0,195.0,,,3.62986,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Baderbrau,rocky-mountain-brewery-baderbrau,Lager - North American Adjunct,15941,4165,https://untappd.akamaized.net/site/brewery_logos/brewery-RockyMountainBrewing_4165.jpeg,Rocky Mountain Brewery,rocky-mountain-brewery,Micro Brewery,www.facebook.com/rocky.mountainbrewery,,http://www.therockymountainbrewery.com/,United States,Colorado Springs,CO,38.8412,-104.716,"Tue, 21 Dec 2010 14:58:43 +0000",0,1,,,,1,0.0,0,5,5,0,,,,,,0.0,[],3.57953,False
0,6.3,"Organic Portland Roast Espresso Stout features a blend of Organic and Farm Friendly Direct coffees. Coffee, chocolate and dark roasted malt aromas and flavors dominate this ale.
Made with Organic Portland Roasting Coffee.",40,https://untappd.akamaized.net/site/beer_logos/beer-15942_f60ac_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15942_b6e50_hd.jpeg,Organic Portland Roast Espresso Stout,laurelwood-brewing-co-organic-portland-roast-espresso-stout,Stout - American,15942,2348,https://untappd.akamaized.net/site/brewery_logos/brewery-LaurelwoodPublicHouseandBrewery_2348.jpeg,Laurelwood Brewing Co.,laurelwood-brewing-co,Brew Pub,http://www.facebook.com/laurelwoodbrewpub,LaurelwoodBeer,http://www.laurelwoodbrewpub.com/,United States,Portland,OR,45.54,-122.611,"Tue, 21 Dec 2010 15:00:28 +0000",0,1,,,,4399,3.91151,27,5737,4834,0,,,,,,3.0,"[{'beer': {'bid': 281552, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'laurelwood-brewing-co-organic-espresso-stout-with-vanilla', 'beer_name': 'Organic Espresso Stout With Vanilla', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 316524, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'laurelwood-brewing-co-bourbon-barrel-espresso-stout-2011', 'beer_name': 'Bourbon Barrel Espresso Stout (2011)', 'is_vintage': 1, 'is_variant': 1}}, {'beer': {'bid': 949278, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-15942_f60ac_sm.jpeg', 'beer_slug': 'laurelwood-brewing-co-organic-portland-roast-espresso-stout-2015', 'beer_name': 'Organic Portland Roast Espresso Stout (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.89462,False
0,5.7,"SweetWater 420 Extra Pale Ale, our most popular brew, is a tasty West Coast Style Pale Ale with a stimulating hop character and a crisp finish. 1st brewed on April 20th 1997.",41,https://untappd.akamaized.net/site/beer_logos/beer-5912_11c77_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5912_e1654_hd.jpeg,420 Extra Pale Ale,sweetwater-brewing-company-420-extra-pale-ale,Pale Ale - American,5912,1224,https://untappd.akamaized.net/site/brewery_logos/brewery-1224_960f1.jpeg,SweetWater Brewing Company ,sweetwater-brewing-company,Micro Brewery,http://www.facebook.com/sweetwaterbrew,SweetWaterBrew,http://sweetwaterbrew.com/,United States,Atlanta,GA,33.8081,-84.3812,"Wed, 29 Sep 2010 10:41:03 +0000",0,1,5912.0,"Sat, 19 Sep 2015 18:40:38 +0000",15943.0,180368,3.62335,6677,364637,203674,0,,,,,,5.0,"[{'beer': {'bid': 1103256, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'sweetwater-brewing-company-velvet-room-pale-ale', 'beer_name': 'Velvet Room Pale Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1103304, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'sweetwater-brewing-company-chocolate-rabbit', 'beer_name': 'Chocolate Rabbit', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1479911, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-5912_11c77_sm.jpeg', 'beer_slug': 'sweetwater-brewing-company-passionfruit-420', 'beer_name': 'Passionfruit 420', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1613538, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-5912_11c77_sm.jpeg', 'beer_slug': 'sweetwater-brewing-company-far-east-420', 'beer_name': 'Far East 420', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1618174, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'sweetwater-brewing-company-420-with-brett', 'beer_name': '420 with Brett', 'is_vintage': 0, 'is_variant': 1}}]",3.6234,False
0,7.5,"Well the results are in. This beer is a hit. Santa Cruz loves its HOPS almost as much as it loves organic strawberries. This India Pale is an aromatic beer that packs a punch. A whopping 7.5% alcohol content, drink a 22 of this elyxir and you will be feeling a 'hoppy' buzz.

Our Head Brewer, Chad Brill favors a heavily hopped beer and yet this India Pale Ale is not as hoppy as you might expect. For his first run at an IPA, he decided to focus on creating a subtle balance of malt and hops without over stimulating your palate. You will find this to be a highly drinkable India Pale Ale; a perfect thirst quenching ale.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,India Pale Ale,santa-cruz-mountain-brewing-india-pale-ale,IPA - Imperial / Double,15944,3731,https://untappd.akamaized.net/site/brewery_logos/brewery-SantaCruzMountainBrewing_3731.jpeg,Santa Cruz Mountain Brewing,santa-cruz-mountain-brewing,Micro Brewery,http://www.facebook.com/pages/Santa-Cruz-Mountain-Brewing/59113986812?sk=info,scmbrewing,http://www.santacruzmountainbrewing.com/,United States,Santa Cruz,CA,36.9587,-122.049,"Tue, 21 Dec 2010 15:28:02 +0000",0,1,,,,1771,3.48278,28,2314,2010,0,,,,,,0.0,[],3.50748,False
0,5.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Palapa Pale Ale,pizza-port-brewing-co-palapa-pale-ale,Pale Ale - American,15945,1534,https://untappd.akamaized.net/site/brewery_logos/brewery-1534_f0f6d.jpeg,Pizza Port Brewing Co.,pizza-port-brewing-co,Micro Brewery,http://www.facebook.com/pages/Pizza-Port/18371767981,pizzaportbeer,http://www.pizzaport.com,United States,Carlsbad,CA,33.1596,-117.348,"Tue, 21 Dec 2010 15:28:33 +0000",0,1,,,,65,3.71154,0,77,76,0,,,,,,0.0,[],3.6526,False
0,7.5,Black IPA made with a ton of Chinook hops.,0,https://untappd.akamaized.net/site/beer_logos/beer-ChinookianAle_15946.jpeg,,Chinookian Ale,drake-s-brewing-company-chinookian-ale,IPA - Black / Cascadian Dark Ale,15946,464,https://untappd.akamaized.net/site/brewery_logos/brewery-464_df7ef.jpeg,Drake's Brewing Company,drake-s-brewing-company,Micro Brewery,https://www.facebook.com/DrakesBeer/,DrakesBeer,http://drinkdrakes.com/,United States,San Leandro,CA,37.7176,-122.182,"Tue, 21 Dec 2010 15:50:03 +0000",0,0,,,,4,0.0,0,17,13,0,,,,,,0.0,[],3.56651,False
0,6.5,"This dark ale is dominated by a pronounced hop aroma of pine and spruce, with subdued notes of fresh cut wood and special herbs.  It features a clean hop taste with a subtle, dry roasted malt character in the background and a tangy, opulent mouthfeel. ",50,https://untappd.akamaized.net/site/beer_logos/beer-18214_6ab54_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18214_e21b2_hd.jpeg,Nettied Madge Black IPA,anderson-valley-brewing-company-nettied-madge-black-ipa,IPA - Black / Cascadian Dark Ale,18214,3880,https://untappd.akamaized.net/site/brewery_logos/brewery-AndersonValleyBrewingCompany_3880.jpeg,Anderson Valley Brewing Company,anderson-valley-brewing-company,Micro Brewery,http://www.facebook.com/AndersonValleyBrewingCompany,avbc,http://www.avbc.com,United States,Boonville,CA,39.0005,-123.356,"Tue, 28 Dec 2010 08:25:53 +0000",0,1,18214.0,"Thu, 01 Jan 1970 00:00:00 +0000",15947.0,1197,3.57978,1,1466,1394,0,,,,,,0.0,[],3.59422,False
