auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,9.1,"This strong, golden colored ale is brewed with pilsner malt and noble hops, but it is the traditional Belgian strain of yeast that provides the complex aromas of fruit and spice. With a dry finish and relatively light body, you will find our Belgian Tripel very drinkable for a beer this potent.",29,https://untappd.akamaized.net/site/beer_logos/beer-25944_94f61_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-25944_73c3f_hd.jpeg,Monk From the 'Yunk,manayunk-brewing-company-monk-from-the-yunk,Belgian Tripel,25944,823,https://untappd.akamaized.net/site/brewery_logos/brewery-823_9bdb2.jpeg,Manayunk Brewing Company,manayunk-brewing-company,Brew Pub,http://www.facebook.com/ManayunkBrewery,ManayunkBrew,http://www.manayunkbrewery.com/,United States,Philadelphia,PA,40.0224,-75.2188,,,"Sat, 22 Jan 2011 22:21:46 +0000",0,1,,,,4521,3.59954,,142,5921,5064,0,,,,,,,0.0,[],3.60279,False
0,5.4,Medium-bodied brown ale with chocolate and roasted flavors as well as a balanced American hop bouquet and bitterness.,35,https://untappd.akamaized.net/site/beer_logos/beer-25945_6c888_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-25945_26fcc_hd.jpeg,American Brown Ale,iron-hill-brewery-and-restaurant-american-brown-ale,Brown Ale - American,25945,2585,https://untappd.akamaized.net/site/brewery_logos/brewery-IronHillBreweryRestaurant_2585.jpeg,Iron Hill Brewery & Restaurant,iron-hill-brewery-restaurant,Brew Pub,https://www.facebook.com/IronHillBrewery/,ironhillbrewery,http://www.ironhillbrewery.com/,United States,Wilmington,DE,39.753,-75.5776,,,"Sat, 22 Jan 2011 22:21:51 +0000",0,1,,,,220,3.51136,,0,305,260,0,,,,,,,0.0,[],3.58903,False
0,0.0,"A big Scottish beer with a deep mahogany color that pours thick and leaves a firm, tan head. A sweet, sticky beer. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wee Heavy,straight-to-ale-wee-heavy,Scotch Ale / Wee Heavy,25946,1739,https://untappd.akamaized.net/site/brewery_logos/brewery-StraighttoAle_1739.jpeg,Straight to Ale,straight-to-ale,Micro Brewery,http://www.facebook.com/pages/Straight-To-Ale-Brewing/106235841469,StraightToAle,http://straighttoale.com,United States,Huntsville,AL,34.6948,-86.5936,,,"Sat, 22 Jan 2011 22:22:08 +0000",0,1,,,,3,0.0,,0,8,7,0,,,,,,,0.0,[],3.61395,False
0,4.8,"No mundo inteiro, ela ? a mais consumida. A pilsen agrada a todos os paladares, e quando ? produzida com os mais puros ingredientes, ela fica melhor ainda. Essa ? a Eisenbahn Pilsen. Uma bebida leve, de cor dourada, baixa fermenta??o, suavemente amarga e de m?dio teor alco?lico.
Harmoniza??o: Pratos: combina com peixes delicados, mariscos, crust?ceos, comida japonesa, salsichas e saladas. Queijos: brie, camembert e saint-maure; os semiduros gruy?re, emmental, appenzeller, asiago e gouda; os frescos ricota, cottage, cream cheese e mozzarella de b?fala; os de casca natural como chabichou e crottin de chavignol; e ainda ch?vre e ch?vre ? l'huile.",0,https://untappd.akamaized.net/site/beer_logos/beer-25947_2bdb8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-25947_d4ff6_hd.jpeg,Pilsen,cervejaria-eisenbahn-pilsen,Pilsner - Other,25947,2207,https://untappd.akamaized.net/site/brewery_logos/brewery-2207_a1bfe.jpeg,Cervejaria Eisenbahn,cervejaria-eisenbahn,Micro Brewery,http://www.facebook.com/cervejaeisenbahn,_eisenbahn_,http://www.eisenbahn.com.br,Brazil,Blumenau,Santa Catarina,-26.8932,-49.1264,,,"Sat, 22 Jan 2011 22:23:34 +0000",0,1,,,,11986,3.29881,,551,23211,14122,0,,,,,,,0.0,[],3.30755,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mocha Stout,voyageur-brewing-mocha-stout,Stout - Other,25948,7090,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Voyageur Brewing,voyageur-brewing,Home Brewery,,,,United States,,,0.0,0.0,,,"Sat, 22 Jan 2011 22:23:42 +0000",1,1,,,,1,0.0,,0,5,5,0,,,,,,,0.0,[],2.524,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cherry Lager,opa-opa-steakhouse-and-brewery-cherry-lager,Fruit Beer,25949,1588,https://untappd.akamaized.net/site/brewery_logos/brewery-OPAOPASteakhouseandBrewery_1588.jpeg,Opa-Opa Steakhouse and Brewery,opa-opa-steakhouse-and-brewery,Micro Brewery,http://www.facebook.com/pages/Opa-Opa-Brewing-Company/77602572418,OpaOpaBrewing,http://www.opaopabrewing.com/,United States,Southampton,MA,42.2362,-72.7248,,,"Sat, 22 Jan 2011 22:23:48 +0000",0,1,,,,51,3.30882,,0,61,56,0,,,,,,,0.0,[],3.60112,False
0,5.2,"In 1888, After enduring one of the coldest winters on record, the employees of Jacob Leinenkugel's spring brewery crafted their first seasonal beer to celebrate the coming of spring. They blended dark and pale roasted malted barley with select hops and allowed for longer aging to create a robust beer with an exceptionally creamy head. Unchanged since 1888, You'll find our bock's sturdy bod and deep color perfect to draw you out of one season and the into next.",0,https://untappd.akamaized.net/site/beer_logos/beer-2748_9f567_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2748_3f494_hd.jpeg,1888 Bock,jacob-leinenkugel-brewing-company-1888-bock,Bock,2748,708,https://untappd.akamaized.net/site/brewery_logos/brewery-JacobLeinenkugelBrewingCompany_708.jpeg,Jacob Leinenkugel Brewing Company,jacob-leinenkugel-brewing-company,Macro Brewery,http://www.facebook.com/Leinenkugels,Leinenkugels,http://leinie.com,United States,Chippewa Falls,WI,44.9433,-91.3953,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,2748.0,"Thu, 01 Jan 1970 00:00:00 +0000",25950.0,954,3.18449,,7,1872,1472,0,,,,,,,0.0,[],3.29749,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Scarlhet,epic-ales-washington-scarlhet,Pale Ale - American,25951,3442,https://untappd.akamaized.net/site/brewery_logos/brewery-EpicAlesWashington_3442.jpeg,Epic Ales (Washington),epic-ales-washington,Micro Brewery,http://www.facebook.com/pages/Epic-Ales/53692664596,epicales,http://www.epicales.com,United States,Seattle,WA,47.5753,-122.334,,,"Sat, 22 Jan 2011 22:26:00 +0000",0,0,,,,13,2.19231,,0,17,16,0,,,,,,,0.0,[],3.51905,False
0,6.5,A complex and artistically balanced multi-layered IPA (India Pale Ale) with an intense finish of cascade hops.,0,https://untappd.akamaized.net/site/beer_logos/beer-ImPaledAle_2293.jpeg,,Im Paled Ale,middle-ages-brewing-im-paled-ale,IPA - English,2293,857,https://untappd.akamaized.net/site/brewery_logos/brewery-857_96666.jpeg,Middle Ages Brewing,middle-ages-brewing,Micro Brewery,https://www.facebook.com/MiddleAgesBrewing/,MiddleAgesBeer,http://middleagesbrewing.com,United States,Syracuse,NY,43.0513,-76.1616,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2293.0,"Thu, 21 Jun 2012 23:36:43 +0000",25952.0,5213,3.44298,,72,7658,5969,0,,,,,,,0.0,[],3.45448,False
0,0.0,Brewed with spruce and juniper berries.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Libation,voyageur-brewing-winter-libation,Winter Ale,25953,7090,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Voyageur Brewing,voyageur-brewing,Home Brewery,,,,United States,,,0.0,0.0,,,"Sat, 22 Jan 2011 22:26:22 +0000",1,1,,,,1,0.0,,0,3,3,0,,,,,,,0.0,[],2.524,False
0,5.3,"Rock is a beer with a tough character. It was first brewed in the spring of 1994 as a special edition beer for a music festival held that year. Nobody remembers much about the festival, but Rock is still alive. Good things always get noticed.

Rock has character. Rock has power. Compared to other lager beers, Rock packs a stronger taste of hops, more punch and not a drop of mildness. A beer for true beer lovers who are not willing to make compromises.

Fender Stratocaster or The Gibson Les Paul? A Mustang or a Challenger? Hard rock of the 70s or heavy-metal of the 80s? Kill 'Em All or The Black Album? A Chopper or a street fighter? The pen or the sword? Black or white? If you have thought about these things, you?re ready - welcome to the world of Rock.",0,https://untappd.akamaized.net/site/beer_logos/beer-_25954_sm_77ad4ed19e2ae15342a1202e007e30.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_25954_hd_be9d38ec5f51450e32985904ce2d8a.jpeg,Saku Rock,saku-olletehas-saku-rock,Lager - Pale,25954,1094,https://untappd.akamaized.net/site/brewery_logos/brewery-1094_f6b9f.jpeg,Saku ?lletehas,saku-a-lletehas,Macro Brewery,,Saku_Olletehas,http://www.saku.ee,Estonia,Saku,,59.3014,24.6679,,,"Sat, 22 Jan 2011 22:26:58 +0000",0,1,,,,1065,2.68099,,59,1484,1216,0,,,,,,,0.0,[],2.89694,False
0,6.8,An American style pale brewed using Pale Ale and lightly kilned Caramel malt leaving a pale golden complexion. ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Full Moon Pale Ale,harvest-moon-brewery-new-jersey-full-moon-pale-ale,Pale Ale - American,25955,636,https://untappd.akamaized.net/site/brewery_logos/brewery-HarvestMoonBreweryCafe_636.jpeg,Harvest Moon Brewery (New Jersey),harvest-moon-brewery-new-jersey,Micro Brewery,,,http://www.harvestmoonbrewery.com,United States,New Brunswick,NJ,40.4962,-74.4443,,,"Sat, 22 Jan 2011 22:27:34 +0000",0,1,,,,473,3.49313,,1,648,567,0,,,,,,,0.0,[],3.555,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-TegernseerSpezial_25956.jpeg,,Tegernseer Spezial,herzoglich-bayerisches-brauhaus-tegernsee-tegernseer-spezial,Lager - Dortmunder / Export,25956,5553,https://untappd.akamaized.net/site/brewery_logos/brewery-HerzoglichBayerischesBrauhausTegernsee_5553.jpeg,Herzoglich Bayerisches Brauhaus Tegernsee,herzoglich-bayerisches-brauhaus-tegernsee,Micro Brewery,,,http://www.braustuberl.de,Germany,Tegernsee,,47.708,11.7567,,,"Sat, 22 Jan 2011 22:29:42 +0000",0,1,,,,3636,3.62493,,183,5158,4072,0,,,,,,,0.0,[],3.62695,False
0,4.0,"Surly Mild is a session ale brewed with pale ale, caramel and chocolate malts. Light brown in color with malt forward flavors of sweet toasted bread and cocoa are balanced by a crisp hop finish. A post holiday session ale? What?s a session ale you ask? It is a low alcohol beer packed with color and flavor, designed for a ?session? of multiple servings",0,https://untappd.akamaized.net/site/beer_logos/beer-_27311_ca3d787d8746e22f88d033a60817.jpeg,,Mild,surly-brewing-company-mild,English Mild Ale,27311,2609,https://untappd.akamaized.net/site/brewery_logos/brewery-2609_28b20.jpeg,Surly Brewing Company,surly-brewing-company,Micro Brewery,http://www.facebook.com/surlybrewing,surlybrewing,http://www.surlybrewing.com,United States,Minneapolis,MN,44.9732,-93.2098,,,"Sat, 29 Jan 2011 06:46:51 +0000",0,1,27311.0,"Thu, 01 Jan 1970 00:00:00 +0000",25957.0,4536,3.5323,,23,5958,5171,0,,,,,,,0.0,[],3.53977,False
0,10.3,"A crisp champagne-like beer with fine bubbles and a fruity, spicy aroma. The crisp clean malt character and delicate fruit notes in this beer are complemented by a slight citrus flavor from dry hopping with Bavarian Noble hops. Bottle conditioning adds another layer of complexity and light spice notes.",0,https://untappd.akamaized.net/site/beer_logos/beer-Infinium2010_7837.jpeg,,Infinium (2010),boston-beer-company-infinium-2010,Bi?re de Champagne / Bi?re Brut,7837,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,1.0,"[{'brewery': {'brewery_id': 88, 'brewery_name': 'Bayerische Staatsbrauerei Weihenstephan', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-88_16162.jpeg', 'country_name': 'Germany', 'location': {'brewery_city': '85354 Freising', 'brewery_state': 'BY'}}}]","Sun, 07 Nov 2010 09:36:47 +0000",0,0,7837.0,"Thu, 01 Jan 1970 00:00:00 +0000",25958.0,1308,3.60531,,6,4472,3050,0,[],,,,,,,,3.61394,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dali's Car,snipes-mountain-brewing-dali-s-car,Sour - Ale,25959,1162,https://untappd.akamaized.net/site/brewery_logos/brewery-1162_4e6a2.jpeg,Snipes Mountain Brewing,snipes-mountain-brewing,Micro Brewery,https://www.facebook.com/pages/Snipes-Mountain-Brewing/42104962882,SnipesBeer,http://www.snipesmountain.com,United States,Sunnyside,WA,46.3284,-120.008,,,"Sat, 22 Jan 2011 22:38:08 +0000",0,0,,,,1,0.0,,0,3,3,0,,,,,,,0.0,[],3.57953,False
