auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-248424_a97a8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-248424_17852_hd.jpeg,Barena,union-de-cervecerias-peruanas-backus-y-johnston-s-a-a-barena,Pilsner - Other,248424,12178,https://untappd.akamaized.net/site/brewery_logos/brewery-UniondeCerveceriasPeruanasBackusyJohnstonSAA_12178_b0c08.jpeg,Uni?n de Cervecer?as Peruanas Backus y Johnston,union-de-cervecerias-peruanas-backus-y-johnston,Macro Brewery,https://www.facebook.com/BackusPeru,BackusOficial,http://backus.pe,Peru,,Lima,-12.0089,-76.8637,"Thu, 18 Oct 2012 21:31:39 +0000",0,1,248424.0,"Wed, 29 Jan 2014 21:41:42 +0000",18712.0,856,2.76957,25,1190,1062,0,,,,,,,,,,,0.0,[],3.0011,False
0,5.5,"Named for one of western North Carolina?s iconic landmarks. A classic American style Pale Ale brewed with British Pale and Caramel Malts, and aggressively hopped with Cascade for superior aroma and flavor. In name and in taste, a landmark beer.",54,https://untappd.akamaized.net/site/beer_logos/beer-_18713_f715e6dc67410779c88adc6bfb59.jpeg,,Pilot Mountain Pale Ale,foothills-brewing-pilot-mountain-pale-ale,Pale Ale - American,18713,543,https://untappd.akamaized.net/site/brewery_logos/brewery-FoothillsBrewing_543.jpeg,Foothills Brewing,foothills-brewing,Micro Brewery,http://www.facebook.com/foothills.brewing,FoothillsBeer,http://www.foothillsbrewing.com/,United States,Winston-Salem,NC,36.0973,-80.2509,"Wed, 29 Dec 2010 14:38:12 +0000",0,1,,,,7603,3.55531,481,10602,8658,0,,,,,,,,,,,0.0,[],3.55899,False
0,7.0,,88,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,India Brown Ale,midwest-supplies-india-brown-ale,Brown Ale - American,18714,5057,https://untappd.akamaized.net/site/brewery_logos/brewery-MidwestSupplies_5057.jpeg,Midwest Supplies,midwest-supplies,Home Brewery,http://www.facebook.com/MidwestSupplies?ref=ts,Midwestbrewing,http://www.midwestsupplies.com/,United States,Minneapolis,MN,44.9288,-93.3544,"Wed, 29 Dec 2010 14:40:37 +0000",1,1,,,,11,3.72727,0,44,23,0,,,,,,,,,,,0.0,[],3.73631,False
0,5.6,"The Prestige beer has captivated the international market as well, winning the gold medal in the category American Style Lager Beer, at the world most prestigious beer contest (World Beer Cup) in 2000 and then in 2012. Prestige as a Haitian product, winning such a prestigious international award continues give self-confidence and pride to the whole nation.",0,https://untappd.akamaized.net/site/beer_logos/beer-18715_a9a73_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18715_61cde_hd.jpeg,Prestige Lager,brasserie-nationale-d-haiti-brana-prestige-lager,Lager - Pale,18715,5058,https://untappd.akamaized.net/site/brewery_logos/brewery-5058_9ca46.jpeg,Brasserie Nationale d?Ha?ti (BRANA),brasserie-nationale-d-haiti-brana,Micro Brewery,,,http://www.branahaiti.com,Haiti,Port-au-Prince,,18.5655,-72.3135,"Wed, 29 Dec 2010 14:42:15 +0000",0,1,,,,2032,3.09387,85,2970,2344,0,,,,,,,,,,,0.0,[],3.16657,False
0,10.0,"Belgian-style Dubbel, created by Kevin McNerney. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lumburg Belgian Dubbel,5-seasons-brewing-lumburg-belgian-dubbel,Belgian Dubbel,20308,2659,https://untappd.akamaized.net/site/brewery_logos/brewery-2659_edec0.jpeg,5 Seasons Brewing,5-seasons-brewing,Brew Pub,http://www.facebook.com/pages/5-Seasons-Brewing/87074234663,5SeasonsBrewing,http://www.5seasonsbrewing.com/,United States,Sandy Springs,GA,33.9077,-84.3788,"Sun, 02 Jan 2011 07:44:05 +0000",0,1,20308.0,"Sun, 13 Nov 2011 21:31:52 +0000",18716.0,37,3.60811,0,52,48,0,,,,,,,,,,,0.0,[],3.60395,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_18717_b84a91081e941ff72ae8b9a38d47.jpeg,,Splinter Blue,troegs-brewing-company-splinter-blue,Sour - American Wild Ale,18717,2583,https://untappd.akamaized.net/site/brewery_logos/brewery-2583_bfb6f.jpeg,Tr?egs Independent Brewing,troegs-independent-brewing,Micro Brewery,https://www.facebook.com/troegsbrewingco,TroegsBeer,http://www.troegs.com/,United States,Hershey,PA,40.2933,-76.6576,"Wed, 29 Dec 2010 14:47:30 +0000",0,0,,,,185,4.32027,0,260,234,0,,,,,,,,,,,0.0,[],3.90312,False
0,5.5,"This is our special ale from the brewers at Anchor. It is sold only from early November to mid-January. The Ale?s recipe is different every year, but the intent with which we offer it remains the same: joy and celebration of the newness of life. Since ancient times, trees have symbolized the winter solstice when the earth, with its seasons appears born anew.",0,https://untappd.akamaized.net/site/beer_logos/beer-OurSpecialAle2009_18623.jpeg,,Merry Christmas & Happy New Year (Our Special Ale) (2009),anchor-brewing-company-merry-christmas-happy-new-year-our-special-ale-2009,Winter Ale,18623,3891,https://untappd.akamaized.net/site/brewery_logos/brewery-AnchorBrewingCompany_3891.jpeg,Anchor Brewing Company,anchor-brewing-company,Micro Brewery,http://www.facebook.com/anchorbrewing,AnchorBrewing,http://www.anchorbrewing.com,United States,San Francisco,CA,37.7635,-122.401,"Wed, 29 Dec 2010 11:37:15 +0000",0,0,18623.0,"Thu, 01 Jan 1970 00:00:00 +0000",18718.0,967,3.69597,4,1513,1306,0,,,,,,,,,,,0.0,[],3.68516,False
0,5.0,"Es una cerveza oscura con un contenido de alcohol del 5%, presenta una espuma densa, compacta y muy cremosa. Una de sus caracter?sticas fundamentales es que al degustarla se siente una cerveza con cuerpo definido, el contenido de amargo es alto, sin embargo por el tipo de maltas que se utilizan se puede apreciar una nota sutil de dulce al momento de degustarla.",0,https://untappd.akamaized.net/site/beer_logos/beer-858_099e9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-858_28996_hd.jpeg,Moza,cerveceria-centro-americana-moza,Bock,858,359,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaCentroAmericana_359.jpeg,Cerveceria Centro Americana,cerveceria-centro-americana,Macro Brewery,http://www.facebook.com/cervezagallogt,Cerveza_Gallo,http://www.cerveceriacentroamericana.com/,Guatemala,Guatemala City,,14.6651,-90.5148,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,858.0,"Tue, 15 Nov 2011 03:41:54 +0000",18719.0,909,3.19829,37,1455,1084,0,,,,,,,,,,,0.0,[],3.31201,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Rio Claro Premium Lager,cerveceria-centro-americana-rio-claro-premium-lager,Lager - Pale,18720,359,https://untappd.akamaized.net/site/brewery_logos/brewery-CerveceriaCentroAmericana_359.jpeg,Cerveceria Centro Americana,cerveceria-centro-americana,Macro Brewery,http://www.facebook.com/cervezagallogt,Cerveza_Gallo,http://www.cerveceriacentroamericana.com/,Guatemala,Guatemala City,,14.6651,-90.5148,"Wed, 29 Dec 2010 14:59:36 +0000",0,1,,,,10,2.375,3,16,16,0,,,,,,,,,,,0.0,[],3.61038,False
0,6.8,"A straightforward malt body supports the distinctive bouquet of Columbus and Falconers Flight hops that impart citrus, grapefruit and pine notes characteristic of the West Coast style. ?F5 is a belligerent hop reckoning.",100,https://untappd.akamaized.net/site/beer_logos/beer-F5IPA_18721.jpeg,,F5 IPA,coop-ale-works-f5-ipa,IPA - American,18721,3365,https://untappd.akamaized.net/site/brewery_logos/brewery-CoopAleWorks_3365.jpeg,COOP Ale Works,coop-ale-works,Micro Brewery,,coopaleworks,http://www.coopaleworks.com,United States,Oklahoma City,OK,35.4186,-97.6578,"Wed, 29 Dec 2010 15:08:45 +0000",0,1,,,,18187,3.832,734,36184,20264,0,,,,,,,,,,,0.0,[],3.82901,False
0,8.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Play In The Hay,kuhnhenn-brewing-company-play-in-the-hay,Sour - American Wild Ale,18723,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,"Wed, 29 Dec 2010 15:14:49 +0000",0,1,,,,52,3.99038,0,80,72,0,,,,,,,,,,,2.0,"[{'beer': {'bid': 158652, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-play-in-the-hay-apricot', 'beer_name': 'Play In The Hay Apricot', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 389212, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-pineapple-play-in-the-hay', 'beer_name': 'Pineapple Play In The Hay', 'is_vintage': 0, 'is_variant': 1}}]",3.70017,False
0,8.5,"The Lewis Black Imperial Stout is served on nitrogen and pours black with a creamy white head and smooth mouthfeel. Flavors are dark chocolate, roasted coffee, slight sweetness from molasses and oats, and a hint of alcohol.  Dark malts are balanced with bitterness from Warrior and Cascade hops.",65,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lewis Black Imperial Stout,top-of-the-hill-restaurant-and-brewery-lewis-black-imperial-stout,Stout - American Imperial / Double,18724,1276,https://untappd.akamaized.net/site/brewery_logos/brewery-topofthehillrestaurantandbrewery_1276.jpeg,Top of the Hill Restaurant and Brewery,top-of-the-hill-restaurant-and-brewery,Micro Brewery,http://www.facebook.com/topofthehillrestaurant,TopOBrewers,http://topofthehillrestaurant.com,United States,Chapel Hill,NC,35.9132,-79.0558,"Wed, 29 Dec 2010 15:15:22 +0000",0,1,,,,504,3.71181,24,623,577,0,,,,,,,,,,,0.0,[],3.68878,False
0,10.0,"The base of the beer is a Belgian-style Golden Ale that has been inoculated with Brettanyomyces,aged in oak and finished with fresh fruit. Close to a Lambic but very unique.
",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Grumpy Peach,grumpy-troll-brewery-restaurant-and-pizzeria-grumpy-peach,Sour - American Wild Ale,18726,617,https://untappd.akamaized.net/site/brewery_logos/brewery-GrumpyTrollBreweryRestaurantandPizzeria_617.jpeg,"Grumpy Troll Brewery, Restaurant and Pizzeria",grumpy-troll-brewery-restaurant-pizzeria,Micro Brewery,http://www.facebook.com/pages/The-Grumpy-Troll/171001369611218,GrumpyTrollBrew,http://thegrumpytroll.com/,United States,Mount Horeb,WI,43.0081,-89.7383,"Wed, 29 Dec 2010 15:17:03 +0000",0,1,,,,0,0.0,0,7,7,0,,,,,,,,,,,0.0,[],3.59537,False
