auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-Troublette_889.jpeg,,Troublette,brasserie-caracole-troublette,Witbier,889,195,https://untappd.akamaized.net/site/brewery_logos/brewery-BrasserieCaracole_195.jpeg,Brasserie Caracole,brasserie-caracole,Micro Brewery,,,http://www.brasseriecaracole.be/,Belgium,Falmignoul,Namur,50.2021,4.89108,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4049,3.31921,,94,4894,4544,0,,,,,,0.0,[],3.34251,False
0,6.5,"Also known as La Binchoise Blonde with a 6.2% abv. Available with two labels - Blonde in Wallonia and Fakir in Flanders and Canada. Though it is also relabelled as La Molagnarde Blonde. This is a particularly good blonde beer with lots of strong, clean citric hop character throughout. The orange peel that is included amongst the ingredients tends to only come through in the nose. We find this beer is great when served straight from the fridge as a little of the freshness is lost as it warms up.",0,https://untappd.akamaized.net/site/beer_logos/beer-LaBinchoiseBlondeTradition_890.jpeg,,Blonde Tradition,brasserie-la-binchoise-blonde-tradition,Blonde Ale - Belgian Blonde / Golden,890,194,https://untappd.akamaized.net/site/brewery_logos/brewery-BrasserieLaBinchoise_194.jpeg,Brasserie La Binchoise,brasserie-la-binchoise,Micro Brewery,https://www.facebook.com/BrasserieLaBinchoise,,http://www.brasserielabinchoise.be,Belgium,Binche,Hainaut,50.4082,4.1663,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,429,3.25874,,9,516,487,0,,,,,,0.0,[],3.42193,False
0,9.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_15908_3daa0eb6e9534e0fa42872e341e4.jpeg,,N?el,birra-baladin-noel,Belgian Strong Dark Ale,15908,128,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioLeBaladin_128.jpeg,Birra Baladin,birra-baladin,Macro Brewery,https://www.facebook.com/pages/Birra-BALADIN/170092883051262,BirraBaladin,http://www.baladin.it,Italy,Piozzo,Cuneo,44.5153,7.8921,"Tue, 21 Dec 2010 12:41:47 +0000",0,1,15908.0,"Mon, 05 Dec 2011 16:37:04 +0000",891.0,2389,3.76674,,22,2883,2738,0,,,,,,5.0,"[{'beer': {'bid': 288041, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'birra-baladin-2005-noel', 'beer_name': '2005 Noel', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 300249, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'b-united-international-baladin-noel-zymatore-aged-in-owl-whiskey-barrels', 'beer_name': 'Baladin Noel Zymatore Aged In Owl Whiskey Barrels', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 348216, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'b-united-international-noel-zytamore-120', 'beer_name': 'Noel Zytamore #120', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 348220, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'b-united-international-noel-zytamore-273', 'beer_name': 'Noel Zytamore #273', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 394514, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'birra-baladin-noel-2008', 'beer_name': 'Noel (2008)', 'is_vintage': 1, 'is_variant': 0}}]",3.75357,False
0,8.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-892_54e3c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-892_b0922_hd.jpeg,Y?ti,brasserie-des-cimes-yeti,Belgian Strong Golden Ale,892,182,https://untappd.akamaized.net/site/brewery_logos/brewery-182_08ef1.jpeg,Brasserie des Cimes,brasserie-des-cimes,Micro Brewery,https://www.facebook.com/BrasserieDesCimes?fref=ts,BrasserieCimes,http://www.brasserie-des-cimes.com,France,Aix les Bains,Savoie,45.707,5.91584,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,835,3.31677,,18,988,917,0,,,,,,0.0,[],3.40633,False
0,8.0,"The Brown Val-Dieu  is colored.  Its aroma is more pronounced, with a coffee / mocha character.  The mocha taste will disappear progressively to make room for a taste of roasted malt that is neither too neutral nor too strong.  It is very slightly spicy, reminding that it is before all a beer for degustation.  Chambered or tempered, it suits all circumstances. ",19,https://untappd.akamaized.net/site/beer_logos/beer-ValDieuBrune_893.jpeg,,Val-Dieu Brune,brasserie-de-l-abbaye-du-val-dieu-val-dieu-brune,Belgian Dubbel,893,175,https://untappd.akamaized.net/site/brewery_logos/brewery-BrasseriedelAbbayeduValDieu_175.jpeg,Brasserie de l'Abbaye du Val-Dieu,brasserie-de-labbaye-du-valdieu,Micro Brewery,https://www.facebook.com/brasserievaldieu/,,http://www.val-dieu.com,Belgium,Aubel,Li?ge,50.7039,5.82167,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,8903,3.49,,253,10687,9664,0,,,,,,0.0,[],3.49534,False
0,8.0,"Brewed with loads of malt and Belgian yeast, Pere Jacques is a wonderfully fruity, malty ale. Pere Jacques? complex flavors stand shoulder to shoulder with the Belgian Dubbels enjoyed in the world?s finest beer bars. At the dining table it?s the perfect alternative to a glass of vintage port.",26,https://untappd.akamaized.net/site/beer_logos/beer-PereJacques_894.jpeg,,Pere Jacques,goose-island-beer-co-pere-jacques,Belgian Dubbel,894,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,14939,3.7796,,136,20014,17469,0,,,,,,5.0,"[{'beer': {'bid': 49124, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_49124_aece4cf6ddb7d3e10cd01b249beb.jpeg', 'beer_slug': 'goose-island-beer-co-pere-jacques-2010', 'beer_name': 'Pere Jacques (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 49125, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-PereJacques2011_49125.jpeg', 'beer_slug': 'goose-island-beer-co-pere-jacques-2011', 'beer_name': 'Pere Jacques (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 73598, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-PereJacques2007_73598.jpeg', 'beer_slug': 'goose-island-beer-co-pere-jacques-2007', 'beer_name': 'Pere Jacques (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 81427, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-PereJacques2009_81427.jpeg', 'beer_slug': 'goose-island-beer-co-pere-jacques-2009', 'beer_name': 'Pere Jacques (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 117436, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_117436_d93312d814df7bf121cb55827eb0.jpeg', 'beer_slug': 'goose-island-beer-co-pere-jacques-2008', 'beer_name': 'Pere Jacques (2008)', 'is_vintage': 1, 'is_variant': 0}}]",3.77702,False
0,5.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jubiliejinis 1784,svyturys-carlsberg-group-jubiliejinis-1784,Lager - Pale,895,1331,https://untappd.akamaized.net/site/brewery_logos/brewery-SvyturysCarlsbergGroup_1331.jpeg,?vyturys,a-vyturys,Macro Brewery,https://www.facebook.com/svyturioalus,,http://www.svyturys.lt,Lithuania,,,54.6871,25.2638,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,30,3.04167,,1,39,37,0,,,,,,0.0,[],3.59579,False
0,5.0," Wheat Hefeweizen style beer, the traditional"" ?vyturys ""collection member. It has a refreshing taste and aroma that is reminiscent of cloves, banana, plum, orange peel and exotic fruit bouquet. Unfiltered, cloudy, distinctive, exceptional flavor beer seasoned recommended a slice of lemon and a special drink chilled cup. 
?
Kvietiniam designed beer glass - a significant praplat?janti the top of his form somewhat reminiscent of an hourglass, so perfectly reveals the distinctive flavor of the beer. ""?vyturys"" white ""beer perfectly with fish, seafood, soft cheeses and light fruit desserts.",0,https://untappd.akamaized.net/site/beer_logos/beer-_37946_sm_23983313cac71df0371442363decf1.jpeg,,Baltas (White),svyturys-baltas-white,Hefeweizen,37946,1331,https://untappd.akamaized.net/site/brewery_logos/brewery-SvyturysCarlsbergGroup_1331.jpeg,?vyturys,a-vyturys,Macro Brewery,https://www.facebook.com/svyturioalus,,http://www.svyturys.lt,Lithuania,,,54.6871,25.2638,"Thu, 17 Mar 2011 19:46:46 +0000",0,1,37946.0,"Mon, 08 Apr 2013 09:31:45 +0000",896.0,4492,3.46672,,147,5933,4982,0,,,,,,0.0,[],3.47845,False
0,4.8,"El Jefe Hefeweizen pushes the wheat beer category to a new level - beyond bland. The flavor profile is ?true Bavarian Style?, complex with fruity influences that only genuine hefeweizen yeast can produce. It?s ?The Boss?. ",24,https://untappd.akamaized.net/site/beer_logos/beer-18360_05b37_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18360_68c31_hd.jpeg,El Jefe Weizen Ale,hale-s-ales-brewery-and-pub-el-jefe-weizen-ale,Hefeweizen,18360,2036,https://untappd.akamaized.net/site/brewery_logos/brewery-HalesAles_2036.jpeg,Hale's Ales Brewery and Pub,hale-s-ales-brewery-and-pub,Brew Pub,https://www.facebook.com/halesbrewery/,HalesAles,http://halesbrewery.com/,United States,Seattle,WA,47.6591,-122.365,"Tue, 28 Dec 2010 14:30:50 +0000",0,1,18360.0,"Tue, 17 Jan 2012 03:16:22 +0000",897.0,4033,3.45369,,52,5157,4533,0,,,,,,0.0,[],3.46759,False
0,6.0,Dark Hefeweizen / Dark Wheat,18,https://untappd.akamaized.net/site/beer_logos/beer-DragonsBreathDarkHeff_21191.jpeg,,Dragon?s Breath Dark Heff,bayern-brewing-dragon-s-breath-dark-heff,Dunkelweizen,21191,89,https://untappd.akamaized.net/site/brewery_logos/brewery-89_b7bcb.jpeg,Bayern Brewing,bayern-brewing,Micro Brewery,http://www.facebook.com/Bayern.Brewing,,http://www.bayernbrewery.com,United States,Missoula,MT,46.8726,-114.02,"Tue, 04 Jan 2011 16:42:38 +0000",0,1,21191.0,"Thu, 01 Dec 2011 15:00:23 +0000",898.0,3506,3.65702,,47,5214,3947,0,,,,,,0.0,[],3.65651,False
0,5.6,,18,https://untappd.akamaized.net/site/beer_logos/beer-899_602da_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-899_c5336_hd.jpeg,Dancing Trout Ale,bayern-brewing-dancing-trout-ale,Kristallweizen ,899,89,https://untappd.akamaized.net/site/brewery_logos/brewery-89_b7bcb.jpeg,Bayern Brewing,bayern-brewing,Micro Brewery,http://www.facebook.com/Bayern.Brewing,,http://www.bayernbrewery.com,United States,Missoula,MT,46.8726,-114.02,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,902,3.47062,,4,1272,1068,0,,,,,,0.0,[],3.51623,False
