auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.2,"To craft this unique brew, John Couchot aged the Gin in oak barrels so the barrels can soak up the flavor of the gin. The barrels are then emptied and rolled by forklift from the Rogue Distillery to the Rogue Brewery. John Maier later fills these barrels with Juniper Pale Ale so that his creation can absorb the gin flavors from the barrel. A hint of cucumber and a Sprucey note in the aroma followed by a Juniper bite mid palate finishing with a soft oakiness.",0,https://untappd.akamaized.net/site/beer_logos/beer-JohnJohnAleJuniper_7236.jpeg,,John John Juniper,rogue-ales-john-john-juniper,Pale Ale - American,7236,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,"Thu, 04 Nov 2010 11:40:47 +0000",0,1,7236.0,"Thu, 01 Jan 1970 00:00:00 +0000",13568.0,1314,3.51826,1,1840,1705,0,,,,,,0.0,[],3.54331,False
0,8.0,"Well - its all about the funk.

The inspirational beer for James Brown was St Bernardus 12. But we wanted to funk things up by using a special Belgian Abbey yeast that we import as a live culture from the manufacturer.

We had used this particular strain of yeast in the Trickster Witbier and Rusty Pale Ale, and really like the funky ester profile &#40;fruit driven yeast characters&#41;. Fermented at high temperatures with a concentrated pool of malt sugars and caramelised Belgian candy sugar, the James Brown has unique stone fruit, banana and bubblegum esters. These are played off against a caramel and chocolate malt base to produce a complex and delicious beer. It should be noted that JB is fermented with care to avoid detectable phenolic flavours and compounds.

Why is it so pricey? Imported live yeast, Belgian Candy Sugar and Federal
Government Excise Tax are all on the take.

Enjoy it in a balloon glass with plenty of head space and serve cool but not cold.",19,https://untappd.akamaized.net/site/beer_logos/beer-13569_842f7_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-13569_bc54d_hd.jpeg,James (Belgian) Brown,2-brothers-brewery-james-belgian-brown,Brown Ale - Belgian,13569,3557,https://untappd.akamaized.net/site/brewery_logos/brewery-3557_e4895.jpeg,2 Brothers Brewery ,2-brothers-brewery,Micro Brewery,http://facebook.com/2brothersbrewery,2brotherbrewery,http://www.2brothers.com.au/,Australia,Moorabbin,VIC,-37.9427,145.069,"Wed, 08 Dec 2010 16:25:31 +0000",0,1,,,,233,3.73927,1,323,275,0,,,,,,0.0,[],3.68907,False
0,7.2,Arrogant Bastard Ale aged on oak chips.,0,https://untappd.akamaized.net/site/beer_logos/beer-stoneOakedArrogantBastard.jpg,,OAKED Arrogant Bastard Ale,arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale,Strong Ale - American,4653,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,Micro Brewery,https://www.facebook.com/arrogantbastardale,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4653.0,"Thu, 01 Jan 1970 00:00:00 +0000",13570.0,43364,3.89769,72,66086,49548,0,,,,,,5.0,"[{'beer': {'bid': 94740, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale-double-dry-hopped', 'beer_name': 'OAKED Arrogant Bastard Ale (Double Dry Hopped)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 331787, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_331787_sm_07b548e9dfeef0d5c184825693b22d.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale-2011', 'beer_name': 'OAKED Arrogant Bastard Ale (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 378245, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_378245_sm_a4e9029a0feab6aa4339b29fc6c55f.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale-2010', 'beer_name': 'OAKED Arrogant Bastard Ale (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 402205, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-stoneOakedArrogantBastard.jpg', 'beer_slug': 'arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale-2012', 'beer_name': 'OAKED Arrogant Bastard Ale (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 549631, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-stoneOakedArrogantBastard.jpg', 'beer_slug': 'arrogant-bastard-brewing-co-oaked-arrogant-bastard-ale-2004', 'beer_name': 'OAKED Arrogant Bastard Ale (2004)', 'is_vintage': 1, 'is_variant': 0}}]",3.89596,False
0,8.4,"Over 100 International Bitterness Units and a starting gravity of 1.074. This beer uses over 60 pounds of hops in a brew size of 400 gallons. 36 pounds alone in the dry hop stage. That's a lot of hops! Hops are: Tomahawk, Centennial, Cascade, Amarillo and Simcoe.",110,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Deuce Imperial IPA,el-toro-brewing-company-deuce-imperial-ipa,IPA - Imperial / Double,13571,487,https://untappd.akamaized.net/site/brewery_logos/brewery-ElToroBrewingCompany_487.jpeg,El Toro Brewing Company,el-toro-brewing-company,Brew Pub,http://www.facebook.com/pages/Morgan-Hill-CA/El-Toro-Brewpub/142406249444,,http://www.eltorobrewing.com,United States,Morgan Hill,CA,37.1304,-121.655,"Wed, 08 Dec 2010 16:39:18 +0000",0,1,,,,582,3.58033,0,901,694,0,,,,,,0.0,[],3.60451,False
0,8.5,"The Bridge Road crew like to make a statement with their anniversary beers and the 2010 special is no exception. A true melding of styles, the B2 Bomber is a Black Belgian IPA, bringing together darker, roasted malt varieties, a swagful of hops and a Belgian yeast variety in a quite intriguing mix.",0,https://untappd.akamaized.net/site/beer_logos/beer-B2Bomber_13572.jpeg,,B2 Bomber Mach 1.0,bridge-road-brewers-b2-bomber-mach-1-0,IPA - Imperial / Double Black,13572,3174,https://untappd.akamaized.net/site/brewery_logos/brewery-3174_296f5.jpeg,Bridge Road Brewers,bridge-road-brewers,Micro Brewery,https://www.facebook.com/BridgeRoadBrewers,NakedNed,http://www.bridgeroadbrewers.com.au,Australia,Beechworth,VIC,-36.3609,146.685,"Wed, 08 Dec 2010 18:27:45 +0000",0,0,,,,76,4.20395,2,176,140,0,,,,,,0.0,[],3.76077,False
0,12.0,A sweet mead made from honey from our hives diluted with mountain well water. Honey aromas and flavors accented with caramel. Partial boiled and sulfite/sorbate added. Gluten-free. A great after dinner drink or as a complement to tropical fruits. ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Meloluna,blacksnake-meadery-meloluna,Mead,13573,3594,https://untappd.akamaized.net/site/brewery_logos/brewery-3594_305a8.jpeg,Blacksnake Meadery,blacksnake-meadery,Cidery / Meadery,,,,United States,Dugspur,VA,36.7028,-80.6354,"Wed, 08 Dec 2010 18:32:28 +0000",0,1,,,,69,3.73913,0,95,82,0,,,,,,0.0,[],3.66662,False
0,5.4,"Craft brewed in the American Pale Ale style using malted barley and Cascade hops. A refreshing ale with a prominent citrus hop note, balanced towards hop flavour and bitterness.",0,https://untappd.akamaized.net/site/beer_logos/beer-13574_44a5e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-13574_3bd07_hd.jpeg,Wicked Elf Pale Ale,the-little-brewing-company-wicked-elf-pale-ale,Pale Ale - American,13574,2351,https://untappd.akamaized.net/site/brewery_logos/brewery-TheLittleBrewingCompany_2351.jpeg,The Little Brewing Company,the-little-brewing-company,Micro Brewery,http://www.facebook.com/thelittlebrewingcompany,LittleBrewingCo,http://www.thelittlebrewingcompany.com.au,Australia,Port Macquarie,NSW,-31.4561,152.883,"Wed, 08 Dec 2010 18:33:17 +0000",0,1,,,,2330,3.56094,58,3406,2536,0,,,,,,0.0,[],3.57136,False
0,5.0,A Bohemian style pilsner craft brewed using European pilsner malt. Golden in colour with enticing aromas and flavours of Czech Saaz hops and complex malt. Finishes with a lingering hop bitterness.,0,https://untappd.akamaized.net/site/beer_logos/beer-WickedElfPilsner_13575.jpeg,,Wicked Elf Pilsner,the-little-brewing-company-wicked-elf-pilsner,Pilsner - Czech,13575,2351,https://untappd.akamaized.net/site/brewery_logos/brewery-TheLittleBrewingCompany_2351.jpeg,The Little Brewing Company,the-little-brewing-company,Micro Brewery,http://www.facebook.com/thelittlebrewingcompany,LittleBrewingCo,http://www.thelittlebrewingcompany.com.au,Australia,Port Macquarie,NSW,-31.4561,152.883,"Wed, 08 Dec 2010 18:35:52 +0000",0,1,,,,314,3.38933,7,490,376,0,,,,,,0.0,[],3.51821,False
0,5.8,"Dedicated to the fall of the Berlin Wall. A German style Rauchbier with an orange-amber hue, a delicate smoke aroma and flavour, with an intense hop finish",40,https://untappd.akamaized.net/site/beer_logos/beer-_13576_c5ebf9d1762fbd8152893fe39fe5.jpeg,,Smoke Ale,rogue-ales-smoke-ale,Smoked Beer,13576,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,"Wed, 08 Dec 2010 18:36:20 +0000",0,1,,,,305,3.25574,2,462,428,0,,,,,,0.0,[],3.4532,False
0,4.7,"Influenced by the surrounding green hills that roll down to meet the Pacific Ocean, Green Coast is brewed with a blend of the finest malts and left unfiltered to create a beer that has a light amber colour with a natural yeast cloud, and a flavour that strikes a fine balance between its subtle hop aroma and full malt palate, finishing soft and clean.",0,https://untappd.akamaized.net/site/beer_logos/beer-13577_d6d8a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-13577_313e1_hd.jpeg,Green Coast,stone-wood-green-coast,Kellerbier / Zwickelbier,13577,2555,https://untappd.akamaized.net/site/brewery_logos/brewery-2555_1cf1c.jpeg,Stone & Wood,stone-wood,Micro Brewery,http://www.facebook.com/pages/Stone-Wood-Brewing/267797382835?v=wall,Stoneandwood,http://www.stoneandwood.com.au,Australia,Byron Bay,NSW,-28.6344,153.586,"Wed, 08 Dec 2010 19:40:55 +0000",0,1,,,,2972,3.343,112,4409,3319,0,,,,,,0.0,[],3.37166,False
