auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,9.5,"Question: What do you get if you blend Hardcore IPA and I Beat You together and then add even more dry hops?

Answer: I Hardcore You. Introducing a new type of collaboration from Mikkeller and BrewDog.
 
I Hardcore You is a 9.5% Imperial India Pale Ale, an international collaborative effort between 2 of Europe's most rock 'n roll brewers. This beer is a blend of BrewDog?s Hardcore IPA and Mikkeller?s I Beat You (2 of our favourite beers). After the blending, the beer isthen dry hopped a further 2 times. Making I Hardcore You a beer which has been dry hopped four times, or maybe even six times.

We kinda lost count.",80,https://untappd.akamaized.net/site/beer_logos/beer-mikkellerBDIHardcoreYou.jpg,,I Hardcore You,brewdog-i-hardcore-you,IPA - Imperial / Double,6042,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,1.0,"[{'brewery': {'brewery_id': 2813, 'brewery_name': 'Mikkeller', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-2813_649c4.jpeg', 'country_name': 'Denmark', 'location': {'brewery_city': 'Copenhagen', 'brewery_state': ''}}}]","Sun, 03 Oct 2010 03:11:24 +0000",0,1,,,,11639,4.04674,,15,16781,13223,0,,,,,,0.0,[],4.0366,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,1664 Fleur de Houblon,brasseries-kronenbourg-carlsberg-group-1664-fleur-de-houblon,Lager - North American Adjunct,6043,203,https://untappd.akamaized.net/site/brewery_logos/brewery-203_6e794.jpeg,Kronenbourg,kronenbourg,Macro Brewery,https://www.facebook.com/Kronenbourg.SAS/,Kronenbourg_SAS,http://www.brasseries-kronenbourg.com,France,Obernai,Bas-Rhin,48.466,7.49557,,,"Sun, 03 Oct 2010 03:26:45 +0000",0,1,,,,8,0.0,,0,28,27,0,,,,,,0.0,[],3.52846,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,1664 Rhum Spirit,brasseries-kronenbourg-carlsberg-group-1664-rhum-spirit,Lager - North American Adjunct,6044,203,https://untappd.akamaized.net/site/brewery_logos/brewery-203_6e794.jpeg,Kronenbourg,kronenbourg,Macro Brewery,https://www.facebook.com/Kronenbourg.SAS/,Kronenbourg_SAS,http://www.brasseries-kronenbourg.com,France,Obernai,Bas-Rhin,48.466,7.49557,,,"Sun, 03 Oct 2010 03:28:03 +0000",0,1,,,,2,0.0,,0,16,16,0,,,,,,0.0,[],3.59487,False
0,6.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,1664 Single Malt,brasseries-kronenbourg-carlsberg-group-1664-single-malt,Lager - Dunkel Munich,6045,203,https://untappd.akamaized.net/site/brewery_logos/brewery-203_6e794.jpeg,Kronenbourg,kronenbourg,Macro Brewery,https://www.facebook.com/Kronenbourg.SAS/,Kronenbourg_SAS,http://www.brasseries-kronenbourg.com,France,Obernai,Bas-Rhin,48.466,7.49557,,,"Sun, 03 Oct 2010 03:29:30 +0000",0,1,,,,12,3.4375,,0,33,33,0,,,,,,0.0,[],3.62034,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-AbbayedeStLandelin_6046.jpeg,,Abbaye de Saint Landelin,les-brasseurs-de-gayant-brasserie-goudale-abbaye-de-saint-landelin,Belgian Dubbel,6046,1439,https://untappd.akamaized.net/site/brewery_logos/brewery-LesBrasseursdeGayant_1439.jpeg,Les Brasseurs de Gayant (Brasserie Goudale),les-brasseurs-de-gayant-brasserie-goudale,Macro Brewery,https://www.facebook.com/brasseurs.gayant,,http://www.brasseurs-gayant.com/,France,Douai,Nord,50.3562,3.08561,,,"Sun, 03 Oct 2010 03:31:25 +0000",0,1,,,,31,3.29032,,2,43,37,0,,,,,,0.0,[],3.61769,False
0,6.8,follow @wilmAn_A on twitter to get Untappd tips!,0,https://untappd.akamaized.net/site/beer_logos/beer-SaintLandelinSpecialeNoel_35335.jpeg,,Saint Landelin Sp?ciale No?l,les-brasseurs-de-gayant-brasserie-goudale-saint-landelin-speciale-noel,Winter Ale,35335,1439,https://untappd.akamaized.net/site/brewery_logos/brewery-LesBrasseursdeGayant_1439.jpeg,Les Brasseurs de Gayant (Brasserie Goudale),les-brasseurs-de-gayant-brasserie-goudale,Macro Brewery,https://www.facebook.com/brasseurs.gayant,,http://www.brasseurs-gayant.com/,France,Douai,Nord,50.3562,3.08561,,,"Sat, 05 Mar 2011 21:22:59 +0000",0,1,35335.0,"Sat, 10 Mar 2012 17:04:54 +0000",6047.0,119,3.40756,,0,160,152,0,,,,,,0.0,[],3.58191,False
0,8.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Saint Landelin Triple Brune,les-brasseurs-de-gayant-brasserie-goudale-saint-landelin-triple-brune,Belgian Tripel,6048,1439,https://untappd.akamaized.net/site/brewery_logos/brewery-LesBrasseursdeGayant_1439.jpeg,Les Brasseurs de Gayant (Brasserie Goudale),les-brasseurs-de-gayant-brasserie-goudale,Macro Brewery,https://www.facebook.com/brasseurs.gayant,,http://www.brasseurs-gayant.com/,France,Douai,Nord,50.3562,3.08561,,,"Sun, 03 Oct 2010 03:35:29 +0000",0,0,,,,1,0.0,,0,7,6,0,,,,,,0.0,[],3.58964,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-6049_891c6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6049_2b455_hd.jpeg,Aiguille Blanche,brasserie-des-cimes-aiguille-blanche,Witbier,6049,182,https://untappd.akamaized.net/site/brewery_logos/brewery-182_08ef1.jpeg,Brasserie des Cimes,brasserie-des-cimes,Micro Brewery,https://www.facebook.com/BrasserieDesCimes?fref=ts,BrasserieCimes,http://www.brasserie-des-cimes.com,France,Aix les Bains,Savoie,45.707,5.91584,,,"Sun, 03 Oct 2010 03:37:01 +0000",0,1,,,,629,3.22456,,23,740,688,0,,,,,,0.0,[],3.36408,False
0,6.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-6050_a6578_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6050_0055d_hd.jpeg,Le B?ton de Feu,brasserie-des-cimes-le-baton-de-feu,Bi?re de Garde,6050,182,https://untappd.akamaized.net/site/brewery_logos/brewery-182_08ef1.jpeg,Brasserie des Cimes,brasserie-des-cimes,Micro Brewery,https://www.facebook.com/BrasserieDesCimes?fref=ts,BrasserieCimes,http://www.brasserie-des-cimes.com,France,Aix les Bains,Savoie,45.707,5.91584,,,"Sun, 03 Oct 2010 03:38:24 +0000",0,1,,,,37,3.09459,,1,46,44,0,,,,,,0.0,[],3.59045,False
0,5.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-6051_2f856_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6051_8901e_hd.jpeg,Piste Noire,brasserie-des-cimes-piste-noire,Bi?re de Garde,6051,182,https://untappd.akamaized.net/site/brewery_logos/brewery-182_08ef1.jpeg,Brasserie des Cimes,brasserie-des-cimes,Micro Brewery,https://www.facebook.com/BrasserieDesCimes?fref=ts,BrasserieCimes,http://www.brasserie-des-cimes.com,France,Aix les Bains,Savoie,45.707,5.91584,,,"Sun, 03 Oct 2010 03:39:39 +0000",0,1,,,,757,3.20376,,20,893,828,0,,,,,,0.0,[],3.33247,False
