auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.0,"This rich dark German Doublebock is handcrafted with imported Perle and Hallertau hops and a combination of 8 varieties of malts, giving it a rich structure and bold flavors, yet with a smooth, easy drinking taste and finish. The Brunette has quickly become a Fireman's Brew favorite. Fireman's Brew Brunette is the Los Angeles Times Beer of the Month for November 2010 and won Beer Champion Of The World at BockFest 2012.",0,https://untappd.akamaized.net/site/beer_logos/beer-FiremansBrewBrunette_12578.jpeg,,Fireman's Brew Brunette Beer,fireman-s-brew-fireman-s-brew-brunette-beer,Doppelbock ,12578,2873,https://untappd.akamaized.net/site/brewery_logos/brewery-2873_59610.jpeg,Fireman's Brew,fireman-s-brew,Micro Brewery,https://www.facebook.com/FiremansBrew,FiremansBrew,http://www.firemansbrew.com/,United States,Canoga Park,CA,34.233,-118.59,,,"Fri, 03 Dec 2010 11:36:01 +0000",0,1,,,,8601,3.53613,,113,11316,9550,0,,,,,,0.0,[],3.54007,False
0,5.5,"That's right, our own private label brewed for us by the family-owned Van Steenberge brewery, just outside Ghent, Belgium. Medium body, red color, somewhat fruity nose, malt flavor with a slight lactic taste. Great Stuff! A real thirst quencher and palate cleanser.
",0,https://untappd.akamaized.net/site/beer_logos/beer-MonksCafeFlemishSourRedAle_21927.jpeg,,Monk's Caf? Flemish Sour Ale,brouwerij-van-steenberge-monk-s-cafe-flemish-sour-red-ale,Sour - Ale,21927,7778,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijVanSteenberge_7778.jpeg,Brouwerij Van Steenberge,brouwerij-van-steenberge,Macro Brewery,https://www.facebook.com/pages/Brouwerij-Vansteenberge/115468545211930,,http://www.vansteenberge.com,Belgium,Ertvelde,,51.1765,3.74606,,,"Thu, 06 Jan 2011 09:31:09 +0000",0,1,21927.0,"Thu, 01 Jan 1970 00:00:00 +0000",12579.0,71739,3.84518,,1188,106975,79873,0,,,,,,0.0,[],3.84435,False
0,6.0,"Kettle Black IPA is dry hopped with Citra, Columbus and Simcoe.",75,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kettle Black IPA,buffalo-brewing-co-kettle-black-ipa,IPA - Black / Cascadian Dark Ale,12580,3225,https://untappd.akamaized.net/site/brewery_logos/brewery-BuffaloBrewingCoMissouri_3225.jpeg,Buffalo Brewing (Missouri),buffalo-brewing-missouri,Brew Pub,http://www.facebook.com/pages/Buffalo-Brewing-Co/161505407201442,buffalobrewco,http://buffalobrewingstl.com,United States,St. Louis,MO,38.6348,-90.2242,,,"Fri, 03 Dec 2010 11:43:42 +0000",0,0,,,,4,0.0,,0,13,13,0,,,,,,0.0,[],3.53284,False
0,8.3,"Terminal Gravity's Festivale is in the style of British strong or ""old"" ales.  We brewed it to be fairly dry so that it is completely drinkable and not cloying.  It has huge and complex malt and hops flavors with a nice little alcoholic warmth in the finish.  The color is deep ruby brown and it produces a fine cream colored cascading head.  If you ",0,https://untappd.akamaized.net/site/beer_logos/beer-Festivale_12581.jpeg,,Festivale,terminal-gravity-brewing-tg-festivale,Winter Ale,12581,1242,https://untappd.akamaized.net/site/brewery_logos/brewery-1242_53da3.jpeg,Terminal Gravity Brewing (TG),terminal-gravity-brewing-tg,Micro Brewery,http://www.facebook.com/pages/Terminal-Gravity-Brewery-and-Pub/189281461098478,tgbrew,http://www.terminalgravitybrewing.com/,United States,Enterprise,OR,45.4192,-117.272,,,"Fri, 03 Dec 2010 11:48:54 +0000",0,1,,,,1643,3.66576,,3,2250,1839,0,,,,,,5.0,"[{'beer': {'bid': 177220, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terminal-gravity-brewing-tg-festivale-2008', 'beer_name': 'Festivale (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 603924, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terminal-gravity-brewing-tg-festivale-2009', 'beer_name': 'Festivale (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 876745, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terminal-gravity-brewing-tg-festivale-2013', 'beer_name': 'Festivale (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 926901, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terminal-gravity-brewing-tg-festivale-2014', 'beer_name': 'Festivale (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1302362, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terminal-gravity-brewing-tg-festivale-2015', 'beer_name': 'Festivale (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.66342,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Isle of Skye Scottish Ale,boscos-restaurant-brewing-co-isle-of-skye-scottish-ale,Scottish Ale,12582,5939,https://untappd.akamaized.net/site/brewery_logos/brewery-BoscosRestaurantBrewingCo_5939.jpeg,Boscos Restaurant & Brewing Co.,boscos-restaurant-brewing-co,Micro Brewery,http://www.facebook.com/pages/Boscos-Restaurant-Brewing-Co/260143625128?ref=ts,,http://boscosbeer.com,United States,Memphis,TN,35.1252,-90.0592,,,"Fri, 03 Dec 2010 11:49:13 +0000",0,1,,,,961,3.51197,,13,1345,1153,0,,,,,,0.0,[],3.54551,False
0,8.0,"Rich and decadent. This strong porter is perfect for sipping at the end of the day or to accompany full-flavored foods. The intense, roasty flavor comes from two types of chocolate malt and raw cocoa nibs. Whole vanilla beans introduced post fermentation add complexity and enhance the dessert-like qualities of this full bodied beer.",47,https://untappd.akamaized.net/site/beer_logos/beer-ChocolatePorter_12583.jpeg,,Chocolate Porter,hangar-24-craft-brewery-chocolate-porter,Porter - American,12583,3287,https://untappd.akamaized.net/site/brewery_logos/brewery-3287_54242.jpeg,Hangar 24 Craft Brewery,hangar-24-craft-brewery,Micro Brewery,http://www.facebook.com/hangar24brewery,Hangar24Brewery,http://hangar24brewery.com/,United States,Redlands,CA,34.0831,-117.142,,,"Fri, 03 Dec 2010 11:58:25 +0000",0,1,,,,12967,3.68715,,71,18954,14538,0,,,,,,0.0,[],3.68631,False
0,8.0,"This is a beer that will make you rethink your definition of beer. It doesn?t taste like any beer you?ve ever had, yet it doesn?t taste like anything else either. Pushing the limits of brewing is what makes this job so much fun. Malted barley, wild yeast, hand picked Muscat Grapes, and French oak wine barrels are just a few of the things that went into crafting this beer. Breathe deep, take a long sip, and enjoy the creation in your hand.",0,https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg,,Cuvee De Castleton,captain-lawrence-brewing-company-cuvee-de-castleton,Sour - American Wild Ale,12584,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,,,"Fri, 03 Dec 2010 11:59:05 +0000",0,1,,,,1589,4.21712,,18,2270,1958,0,,,,,,5.0,"[{'beer': {'bid': 220664, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-cuvee-de-castleton-batch-5', 'beer_name': 'Cuvee De Castleton (Batch 5)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 292079, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-cuvee-de-castleton-batch-1', 'beer_name': 'Cuvee De Castleton (Batch 1)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 327329, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-cuvee-de-castleton-batch-4', 'beer_name': 'Cuvee De Castleton (Batch 4)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 411726, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-cuvee-de-castleton-batch-3', 'beer_name': 'Cuvee De Castleton (Batch 3)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1316303, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-CuveeDeCastleton_12584.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-cuvee-de-castleton-batch-6', 'beer_name': 'Cuvee De Castleton (Batch 6)', 'is_vintage': 1, 'is_variant': 0}}]",4.12568,False
0,7.0,Rye IPA,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Holiday Ale,kern-river-brewing-company-holiday-ale,Rye Beer,12585,1498,https://untappd.akamaized.net/site/brewery_logos/brewery-KernRiverBrewingCompany_1498.jpeg,Kern River Brewing Company,kern-river-brewing-company,Micro Brewery,https://www.facebook.com/Kern-River-Brewing-Company-332092754207/,kernriverbrewin,http://www.kernriverbrewingcompany.com/,United States,Kernville,CA,35.7575,-118.419,,,"Fri, 03 Dec 2010 11:59:59 +0000",0,1,,,,26,3.69231,,0,52,49,0,,,,,,0.0,[],3.60537,False
0,5.5,Brewed with locally sourced organic fair trade espresso beans.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Satellite Espresso Stout,dock-street-brewing-co-satellite-espresso-stout,Stout - Other,12586,2917,https://untappd.akamaized.net/site/brewery_logos/brewery-DockStreetBrewingCo_2917.jpeg,Dock Street Brewing Co.,dock-street-brewing-co,Micro Brewery,http://www.facebook.com/DockStreetBeer,dockstreetbeer,http://www.dockstreetbeer.com,United States,Philadelphia,PA,39.9478,-75.2229,,,"Fri, 03 Dec 2010 12:03:10 +0000",0,1,,,,362,3.80456,,0,458,434,0,,,,,,0.0,[],3.7313,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Inglewood IPA,homebrews-inglewood-ipa,IPA - American,12587,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Fri, 03 Dec 2010 12:03:17 +0000",1,1,,,,8,0.0,True,0,11,10,0,,,,,,0.0,[],0.0,False
