auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.4,"This one-of-a-kind red lager is the unique creation of our brewmaster. Special hop characteristics are brought out through a process called ""dry-hopping"", where raw hops are added directly to the lagering brew. Experience this smooth blend of slightly sweet malt flavors balanced by the full taste and aroma of the renowned Hallertau hop.",0,https://untappd.akamaized.net/site/beer_logos/beer-32085_83069_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-32085_093fb_hd.jpeg,Devil's Lake Red Lager,great-dane-pub-brewing-company-devil-s-lake-red-lager,Lager - American Amber / Red,32085,8041,https://untappd.akamaized.net/site/brewery_logos/brewery-8041_0d971.jpeg,Great Dane Pub & Brewing Company,great-dane-pub-brewing-company,Brew Pub,http://www.facebook.com/greatdanedowntown,greatdanepub,http://www.greatdanepub.com/,United States,Madison,WI,43.0745,-89.38,,,"Sun, 20 Feb 2011 08:38:04 +0000",0,1,,,,1578,3.39227,41,1989,1806,0,,,,,,,,,,,,0.0,[],3.43421,False
0,8.5,"This extraordinarily complex yet balanced Double IPA is dry-hopped twice with whole flower cones and then krausened at packaging. The hop character (bitterness, flavor, aroma) is profound ? vast and impactful like our local Suruga Bay is deep and magnificent.",90,https://untappd.akamaized.net/site/beer_logos/beer-9925_93c3b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9925_24f45_hd.jpeg,Suruga Bay Imperial IPA,baird-brewing-company-suruga-bay-imperial-ipa,IPA - Imperial / Double,9925,5697,https://untappd.akamaized.net/site/brewery_logos/brewery-BairdBrewingCompanyFishmarketTaproom_5697.jpeg,Baird Brewing Company,baird-brewing-company,Micro Brewery,https://www.facebook.com/pages/Baird-Brewing/117149904968230,bairdbeer,http://bairdbeer.com,Japan,Izu-shi,Shizuoka,34.9517,138.94,,,"Fri, 19 Nov 2010 00:31:38 +0000",0,1,9925.0,"Thu, 01 Jan 1970 00:00:00 +0000",32086.0,8230,3.73296,166,11614,9157,0,,,,,,,,,,,,0.0,[],3.73004,False
0,4.2,"Brewed with 100% German Pilsener Malt and Czech Saaz Hops. This beer is bright, clean and refreshing.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Czech Point Chicky,naked-city-brewery-czech-point-chicky,Pilsner - Other,32087,3445,https://untappd.akamaized.net/site/brewery_logos/brewery-NakedCity_3445.jpeg,Naked City Brewery,naked-city-brewery,Micro Brewery,http://www.facebook.com/pages/Naked-City-Brewery-Taphouse/74428549642?sk=wall,nakedcitybeer,http://nakedcitybrewing.com,United States,Seattle,WA,47.6918,-122.355,,,"Sun, 20 Feb 2011 08:53:56 +0000",0,1,,,,1,0.0,0,4,3,0,,,,,,,,,,,,0.0,[],3.57953,False
0,4.8,"Stuart Stout is a rich, full bodied, deeply roasty interpretation of the style. It has a lot of roasted malts giving it a great stout flavor.

The mountain: Mt Stuart is a massive mountain easily seen from the storied Enchantments, and from I90 ~13 miles SW from Leavenworth. It is the second tallest non-volcanic peak in WA.",0,https://untappd.akamaized.net/site/beer_logos/beer-_32088_sm_441de5f7fb40262968c11dd2f44a58.jpeg,,Stuart Stout,nw-peaks-brewery-stuart-stout,Stout - American,32088,8486,https://untappd.akamaized.net/site/brewery_logos/brewery-NWPeaksBrewery_8486.jpeg,NW Peaks Brewery,nw-peaks-brewery,Micro Brewery,http://www.facebook.com/NWPeaksBrewery,NWPeaksBrewery,http://www.nwpeaksbrewery.com/,United States,Seattle,WA,47.6648,-122.379,,,"Sun, 20 Feb 2011 09:08:52 +0000",0,1,,,,542,3.52675,14,719,608,0,,,,,,,,,,,,0.0,[],3.57156,False
0,9.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Gale's Prize Old Ale (1996),fuller-smith-turner-gale-s-prize-old-ale-1996,Old Ale,32089,3296,https://untappd.akamaized.net/site/brewery_logos/brewery-3296_73351.jpeg,"Fuller, Smith & Turner ",fuller-smith-turner,Micro Brewery,https://www.facebook.com/FullersBrewery,Fullers,http://www.fullers.co.uk/,England,London,,51.4881,-0.249709,,,"Sun, 20 Feb 2011 09:14:38 +0000",0,0,,,,167,3.3997,2,248,230,0,,,,,,,9.0,Gale's Prize Old Ale,fuller-smith-and-turner-gale-s-prize-old-ale,1563.0,36.0,,,3.56218,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Busta Nut (B-Side Spiced Version),cascade-brewing-company-usa-busta-nut-b-side-spiced-version,Brown Ale - Imperial / Double,32090,1035,https://untappd.akamaized.net/site/brewery_logos/brewery-1035_80425.jpeg,Cascade Brewing Company (USA),cascade-brewing-company-usa,Micro Brewery,http://www.facebook.com/CascadeBrewing?sk=info,cascadebrewing,http://www.cascadebrewing.com/,United States,Portland,OR,45.5167,-122.656,,,"Sun, 20 Feb 2011 09:18:59 +0000",0,1,,,,1,0.0,0,2,2,0,,,,,,,,,,,,0.0,[],3.57948,False
0,4.3,"From Bairdbeer.com: ""This cloudy, golden-hued wheat based ale is fresh and wholesome like a newly baked loaf of bread. It also is supremely quenching. The aroma is delicately floral.""",0,https://untappd.akamaized.net/site/beer_logos/beer-WheatKingAle_32176.jpeg,,Wheat King Ale,baird-brewing-company-wheat-king-ale,Pale Wheat Ale - American,32176,5697,https://untappd.akamaized.net/site/brewery_logos/brewery-BairdBrewingCompanyFishmarketTaproom_5697.jpeg,Baird Brewing Company,baird-brewing-company,Micro Brewery,https://www.facebook.com/pages/Baird-Brewing/117149904968230,bairdbeer,http://bairdbeer.com,Japan,Izu-shi,Shizuoka,34.9517,138.94,,,"Sun, 20 Feb 2011 20:45:07 +0000",0,1,32176.0,"Thu, 01 Jan 1970 00:00:00 +0000",32091.0,278,3.28417,3,406,360,0,,,,,,,,,,,,0.0,[],3.47616,False
0,10.0,"Notice a unique aromatic nose with a hint of vanilla esters, which comes from the Belgian ale yeast. Tripel Horse has a big body and rich mouth feel and finishes mostly dry with only a touch of sweetness. If you shy from some of the sweeter Belgian ales, we think you will enjoy this one. The palate improves with age, so keep some on hand and you can ride Tripel Horse down a new path with each opened bottle.",0,https://untappd.akamaized.net/site/beer_logos/beer-5469_62542_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5469_24f3e_hd.jpeg,Tripel Horse,river-horse-brewing-co-tripel-horse,Belgian Tripel,5469,1058,https://untappd.akamaized.net/site/brewery_logos/brewery-1058_01138.jpeg,River Horse Brewing Co.,river-horse-brewing-co,Micro Brewery,https://www.facebook.com/RiverHorseBrewing,RiverHorseBrew,http://www.riverhorse.com/,United States,Ewing,NJ,40.2764,-74.796,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5469.0,"Thu, 01 Jan 1970 00:00:00 +0000",32092.0,17346,3.75859,281,26597,19512,0,,,,,,,,,,,,0.0,[],3.75673,False
0,0.0,My own beer! First batch of wheat,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,King Wheaty,tarcoola-homebrew-king-wheaty,Hefeweizen,32093,8441,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Tarcoola Homebrew,tarcoola-homebrew,Home Brewery,,,,Australia,,,0.0,0.0,,,"Sun, 20 Feb 2011 09:33:39 +0000",1,1,,,,1,0.0,0,8,1,0,,,,,,,,,,,,0.0,[],2.524,False
0,5.5,"This hoppy, brisk and refreshing Pale Ale is indescribably complex, but holds tenaciously to Japan?s prime aesthetic value?balance. It is a perfect beer for drinking now, later, tomorrow, the next day, every day.
",34,https://untappd.akamaized.net/site/beer_logos/beer-RisingSunPaleAle_10856.jpeg,,Rising Sun Pale Ale,baird-brewing-company-rising-sun-pale-ale,Pale Ale - American,10856,5697,https://untappd.akamaized.net/site/brewery_logos/brewery-BairdBrewingCompanyFishmarketTaproom_5697.jpeg,Baird Brewing Company,baird-brewing-company,Micro Brewery,https://www.facebook.com/pages/Baird-Brewing/117149904968230,bairdbeer,http://bairdbeer.com,Japan,Izu-shi,Shizuoka,34.9517,138.94,,,"Thu, 25 Nov 2010 05:18:24 +0000",0,1,10856.0,"Thu, 01 Jan 1970 00:00:00 +0000",32094.0,6601,3.49936,131,8940,7482,0,,,,,,,,,,,,0.0,[],3.50606,False
