auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,10.75,Oak Aged,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Damnation Batch 23/46/69,russian-river-brewing-company-damnation-batch-234669,Strong Ale - American,31007,5143,https://untappd.akamaized.net/site/brewery_logos/brewery-russianRiver.jpg,Russian River Brewing Company,russian-river-brewing-company,Micro Brewery,https://www.facebook.com/russianriverbrewing,,http://www.russianriverbrewing.com/,United States,Santa Rosa,CA,38.4418,-122.712,"Wed, 16 Feb 2011 10:43:40 +0000",0,1,31007.0,"Thu, 01 Jan 1970 00:00:00 +0000",30996.0,0,0.0,True,0,0,0,0,,,,,,,,,,,0.0,[],0.0,False
0,4.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-TimmermansStrawberryLambic_19054.jpeg,,Strawberry Lambicus,brewery-john-martin-and-brewery-timmermans-strawberry-lambic,Lambic - Fruit,19054,2313,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijTimmermansJohnMartinNV_2313.jpeg,Brewery John Martin & Brewery Timmermans,brewery-john-martin-brewery-timmermans,Macro Brewery,http://www.facebook.com/breweryjohnmartin,BreweryMartin,http://www.anthonymartin.com,Belgium,Genval,,50.7315,4.50006,"Thu, 30 Dec 2010 09:17:17 +0000",0,1,19054.0,"Thu, 20 Oct 2011 03:30:41 +0000",30997.0,10997,3.56891,,128,13868,12639,0,,,,,,,,,,,0.0,[],3.57113,False
0,8.0,"A Scottish ale with a rich roasted maltiness blended with mellow hoppiness, and an alcohol by volume of 8%. Original gravity ~ 1080; Malts ~ Two row English malt (pale, crystal and black); Hops ~ Cascade and Golding.",0,https://untappd.akamaized.net/site/beer_logos/beer-_30998_246bd671837f866a6c4fcb3ad988.jpeg,,Geary's Wee Heavy,d-l-geary-brewing-company-geary-s-wee-heavy,Scotch Ale / Wee Heavy,30998,423,https://untappd.akamaized.net/site/brewery_logos/brewery-DLGearyBrewingCompany_423.jpeg,D.L. Geary Brewing Company,d-l-geary-brewing-company,Micro Brewery,https://www.facebook.com/GearyBrewingCo,gearybrewing,http://www.gearybrewing.com/,United States,Portland,ME,43.708,-70.3143,"Wed, 16 Feb 2011 08:02:24 +0000",0,1,,,,59,3.34322,,0,100,84,0,,,,,,,,,,,0.0,[],3.5934,False
0,2.5,"The appearance of this exceptional beer is matched only by its taste! To make our Framboise, we add raspberry juice to our lambic. That gives it a delicate fruity aroma and a beautiful dark pink colour, just like the dress I wore to our cousin Willy's wedding. (But that's of no interest to you since you undoubtedly don't know Willy). Framboise is served as an aperitif, but I also use it in cooking. And when I don't finish the bottle in my preparations, I finish it in my glass.",12,https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2329_a2d06_hd.jpeg,Framboise,brouwerij-lindemans-framboise,Lambic - Framboise,2329,288,https://untappd.akamaized.net/site/brewery_logos/brewery-brouwerijlindemans_288.jpeg,Brouwerij Lindemans,brouwerij-lindemans,Micro Brewery,http://www.facebook.com/Lindemansbrouwerij,,http://www.lindemans.be,Belgium,Vlezenbeek,Vlaams-Brabant,50.8173,4.25154,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2329.0,"Thu, 01 Jan 1970 00:00:00 +0000",30999.0,71091,3.78258,,1185,99019,81044,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 691116, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg', 'beer_slug': 'brouwerij-lindemans-framboise-1987', 'beer_name': 'Framboise (1987)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 803451, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg', 'beer_slug': 'brouwerij-lindemans-framboise-1984', 'beer_name': 'Framboise (1984)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1053262, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg', 'beer_slug': 'brouwerij-lindemans-framboise-2012', 'beer_name': 'Framboise (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1302496, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg', 'beer_slug': 'brouwerij-lindemans-framboise-1990', 'beer_name': 'Framboise (1990)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1518894, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-2329_edfdd_sm.jpeg', 'beer_slug': 'brouwerij-lindemans-framboise-2014', 'beer_name': 'Framboise (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.78202,False
0,5.4,"In honour of our hopyards, this is a proper India Pale Ale at a drinkable alcohol level. A pale amber malt body emphasizes munich and caramel malts, with enough sweetness to hold up the rather large volumes of fresh Cascade and Golding hops. Spicy, aromatic, and bitter, this is a quenching and lively beer. Order an Insurrection!",54,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Insurrection IPA,crannog-ales-insurrection-ipa,IPA - English,31000,4651,https://untappd.akamaized.net/site/brewery_logos/brewery-CrannogAles_4651.jpeg,Crann?g Ales,crann-g-ales,Micro Brewery,http://www.facebook.com/pages/Crann?g-Ales/147130382004277,,http://www.crannogales.com/,Canada,Sorrento,BC,50.881,-119.507,"Wed, 16 Feb 2011 08:42:26 +0000",0,1,,,,287,3.37456,,2,397,331,0,,,,,,,,,,,0.0,[],3.51697,False
0,5.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Extra Hopped India Pale Ale,lobethal-bierhaus-extra-hopped-india-pale-ale,IPA - American,31001,3165,https://untappd.akamaized.net/site/brewery_logos/brewery-LobethalBierhaus_3165.jpeg,Lobethal Bierhaus,lobethal-bierhaus,Micro Brewery,http://www.facebook.com/pages/Lobethal-Bierhaus/117162848343130,,http://www.ahcb.com.au,Australia,Lobethal,SA,-34.9075,138.873,"Wed, 16 Feb 2011 09:25:47 +0000",0,1,,,,423,3.79433,,7,817,491,0,,,,,,,,,,,0.0,[],3.7343,False
0,10.3,"Introducing the Guvnor - Extra Strong English Ale. Weighing in at 10.3%,
and with a final gravity of 7 Plato, this is the biggest beer we've
Made to date.

Brewer's notes: Deep red color with a soft creamy head. Aroma is spicey
with hints of dried fruit. Smooth alcoholic warming with rum and raisin
notes. Best served at 10 degrees, and great at room temp!
The Guvnor won 2011 Trophies for Champion Barley Wine and Best Victorian Beer! ",0,https://untappd.akamaized.net/site/beer_logos/beer-Guvnor_29794.jpeg,,Guvnor,2-brothers-brewery-guvnor,Barleywine - English,29794,3557,https://untappd.akamaized.net/site/brewery_logos/brewery-3557_e4895.jpeg,2 Brothers Brewery ,2-brothers-brewery,Micro Brewery,http://facebook.com/2brothersbrewery,2brotherbrewery,http://www.2brothers.com.au/,Australia,Moorabbin,VIC,-37.9427,145.069,"Fri, 11 Feb 2011 10:49:17 +0000",0,1,29794.0,"Thu, 01 Jan 1970 00:00:00 +0000",31002.0,22,3.88636,,0,62,51,0,,,,,,,,,,,0.0,[],3.66665,False
0,5.2,"WFA is not your typical wheat beer, but none of our beers are typical anyway, it has a pretty good load of Cascade and Centennial hops in it and its around 5.2% ABV.",32,https://untappd.akamaized.net/site/beer_logos/beer-31003_72474_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31003_b1f21_hd.jpeg,Wheat Freak,2nd-shift-brewing-wheat-freak,Pale Wheat Ale - American,31003,2476,https://untappd.akamaized.net/site/brewery_logos/brewery-2ndShiftBrewing_2476.jpeg,2nd Shift Brewing,2nd-shift-brewing,Micro Brewery,https://www.facebook.com/pages/2nd-Shift-Brewing/166718446726298,2ndshiftbrewing,http://2ndshiftbrewing.com/,United States,Saint Louis,MO,38.6214,-90.2813,"Wed, 16 Feb 2011 09:40:12 +0000",0,0,,,,81,3.58642,,0,196,132,0,,,,,,,,,,,0.0,[],3.63245,False
0,6.75,"100% Brettanomyces Fermented Golden. The base recipe is for a Golden Ale, but they did not do the primary fermentation with 100% brettanomyces. The brett gives it some sour notes but not as much as it had been aged with lacto and pedio. It's rather refreshing on a warm day! ",0,https://untappd.akamaized.net/site/beer_logos/beer-russianRiverSanctification.jpg,,Sanctification,russian-river-brewing-company-sanctification,Sour - American Wild Ale,8381,5143,https://untappd.akamaized.net/site/brewery_logos/brewery-russianRiver.jpg,Russian River Brewing Company,russian-river-brewing-company,Micro Brewery,https://www.facebook.com/russianriverbrewing,,http://www.russianriverbrewing.com/,United States,Santa Rosa,CA,38.4418,-122.712,"Wed, 10 Nov 2010 13:32:41 +0000",0,1,8381.0,"Thu, 01 Jan 1970 00:00:00 +0000",31004.0,19382,4.12826,,335,27312,22386,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 132518, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SanctificationBatch5_132518.jpeg', 'beer_slug': 'russian-river-brewing-company-sanctification-batch-005-2010', 'beer_name': 'Sanctification (Batch 005) (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 150203, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SanctificationBatch6_150203.jpeg', 'beer_slug': 'russian-river-brewing-company-sanctification-batch-006', 'beer_name': 'Sanctification (Batch 006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 155713, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SanctificationBatch4_155713.jpeg', 'beer_slug': 'russian-river-brewing-company-sanctification-batch-004-2009', 'beer_name': 'Sanctification (Batch 004) (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 275915, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_275915_sm_0733220d4cc85e81187e7ea0752ab8.jpeg', 'beer_slug': 'russian-river-brewing-company-sanctification-batch-003', 'beer_name': 'Sanctification (Batch 003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 339716, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_339716_sm_2747c1aa508a30c0a312361efcc322.jpeg', 'beer_slug': 'russian-river-brewing-company-sanctification-batch-112812', 'beer_name': 'Sanctification (Batch 112812)', 'is_vintage': 1, 'is_variant': 0}}]",4.12085,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,fanta,tomi-topi-miring-fanta,Stout - Russian Imperial,31005,5991,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Tomi / Topi Miring,tomi-topi-miring,Micro Brewery,,,,Indonesia,,,0.0,0.0,"Wed, 16 Feb 2011 10:29:40 +0000",0,1,,,,1,0.0,,0,8,7,0,,,,,,,,,,,0.0,[],3.62327,False
