auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-FestivalBock_31689.jpeg,,Festival Bock,hudepohl-schoenling-brewing-festival-bock,Bock,31689,683,https://untappd.akamaized.net/site/brewery_logos/brewery-683_651bf.jpeg,Hudepohl-Schoenling Brewing,hudepohl-schoenling-brewing,Micro Brewery,,hudepohlbeers,http://www.hudepohlbeer.com,United States,Cincinnati,OH,39.1138,-84.515,,,"Sat, 19 Feb 2011 07:05:16 +0000",0,1,,,,774,3.46479,,1,1261,916,0,,,,,,,,,,,,0.0,[],3.51741,False
0,4.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kilkenny Irish Cream Ale,guinness-kilkenny-irish-cream-ale,Red Ale - Irish,42100,49,https://untappd.akamaized.net/site/brewery_logos/brewery-49_a03fc.jpeg,Guinness,guinness,Macro Brewery,https://www.facebook.com/guinness,GuinnessIreland,http://www.guinness.com,Ireland,Dublin 8,Co. Dublin,53.3419,-6.28671,,,"Thu, 07 Apr 2011 05:19:08 +0000",1,1,42100.0,"Thu, 01 Jan 1970 00:00:00 +0000",31690.0,0,0.0,True,0,0,0,0,,,,,,,,,,,,0.0,[],0.0,False
0,7.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Red Alert,maui-brewing-co-red-alert,Red Ale - American Amber / Red,31691,836,https://untappd.akamaized.net/site/brewery_logos/brewery-836_fd28d.jpeg,Maui Brewing Company,maui-brewing-company,Micro Brewery,http://www.facebook.com/MauiBrewingCo,MauiBrewingCo,http://www.mauibrewing.com,United States,Kihei,HI,20.7495,-156.437,,,"Sat, 19 Feb 2011 07:09:21 +0000",0,1,,,,2,0.0,,0,9,9,0,,,,,,,,,,,,0.0,[],3.60667,False
0,6.6,"Barrel aged Lost Gold IPA
",0,https://untappd.akamaized.net/site/beer_logos/beer-31692_b7545_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31692_5af6a_hd.jpeg,Empire (Mysterium Verum),real-ale-brewing-company-empire-mysterium-verum,IPA - American,31692,1044,https://untappd.akamaized.net/site/brewery_logos/brewery-1044_fcb79.jpeg,Real Ale Brewing Company,real-ale-brewing-company,Micro Brewery,https://www.facebook.com/pages/Real-Ale-Brewing-Company/85360426538,RealAleBrewing,http://www.realalebrewing.com/,United States,Blanco,TX,30.1133,-98.4128,,,"Sat, 19 Feb 2011 07:11:12 +0000",0,1,,,,2156,3.81482,,23,2920,2488,0,,,,,,,,,,,,5.0,"[{'beer': {'bid': 490517, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-31692_b7545_sm.jpeg', 'beer_slug': 'real-ale-brewing-company-empire-mysterium-verum-2012', 'beer_name': 'Empire (Mysterium Verum) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 602715, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-31692_b7545_sm.jpeg', 'beer_slug': 'real-ale-brewing-company-empire-mysterium-verum-2011', 'beer_name': 'Empire (Mysterium Verum) (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 653682, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-31692_b7545_sm.jpeg', 'beer_slug': 'real-ale-brewing-company-empire-mysterium-verum-2013', 'beer_name': 'Empire (Mysterium Verum) (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1326390, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'real-ale-brewing-company-empire-mysterium-verum-2015', 'beer_name': 'Empire (Mysterium Verum) (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1867320, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'real-ale-brewing-company-empire-mysterium-verum-2016', 'beer_name': 'Empire (Mysterium Verum)  (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.79454,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-BellegemsBruin_1373.jpeg,,Bellegems Bruin,brouwerij-omer-vander-ghinste-bockor-bellegems-bruin,Sour - Flanders Red Ale,1373,5213,https://untappd.akamaized.net/site/brewery_logos/brewery-5213_890da.jpeg,Brouwerij Omer Vander Ghinste,brouwerij-omer-vander-ghinste,Micro Brewery,https://www.facebook.com/omervanderghinste,omervdg,http://www.omervanderghinste.be,Belgium,Bellegem,West-Vlaanderen,50.7771,3.27887,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,1373.0,"Thu, 01 Jan 1970 00:00:00 +0000",31693.0,0,0.0,True,0,5158,4399,0,,,,,,,,,,,,0.0,[],0.0,False
0,5.0,"One of our orginal 3 brews dating back to 2004, this has always been the best seller. A well balanced special bitter, good biscuitiy malt balanced by a good dose of Styrian Golding aroma hops.  Martin (Brewer)",37,https://untappd.akamaized.net/site/beer_logos/beer-_261612_sm_52ce6641b98d68efc8fd4b2934fbc2.jpeg,,Challenger,the-twisted-hop-real-ale-brewery-challenger,Extra Special / Strong Bitter,261612,4517,https://untappd.akamaized.net/site/brewery_logos/brewery-thetwistedhoprealalebrewery_4517.jpeg,The Twisted Hop Real Ale Brewery,twisted-hop-real-ale-brewery,Micro Brewery,http://www.facebook.com/pages/The-Twisted-Hop/31786968640,twistedhop,http://www.thetwistedhopbrewery.co.nz,New Zealand,Wigram,Christchurch,-43.5464,172.563,,,"Sun, 11 Nov 2012 00:40:11 +0000",0,1,261612.0,"Wed, 10 Apr 2013 07:17:23 +0000",31694.0,288,3.50087,,3,451,343,0,,,,,,,,,,,,0.0,[],3.57815,False
0,12.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-stoneOldGaurdianBELGO.jpg,,2011 Stone Old Guardian BELGO Barley Wine,stone-brewing-co-2011-stone-old-guardian-belgo-barley-wine,Barleywine - American,26792,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,,,"Thu, 27 Jan 2011 07:55:42 +0000",0,0,26792.0,"Thu, 01 Jan 1970 00:00:00 +0000",31695.0,2389,3.90666,,22,3689,3148,0,,,,,,[],,,,,,,,3.87773,False
0,8.1,Pozharnik is an intensely flavored Russian Imperial Stout infused with espresso that compliments its rich chocolate & roasted malt character. Pozharnik is guaranteed to warm a winter chill with its 8.1% ABV and dark fruit (raisin & plum) undertones. Notes of whiskey aromatics are brought on by the aging process in a ?single barrel? whiskey cask.,0,https://untappd.akamaized.net/site/beer_logos/beer-Pozharnik_4989.jpeg,,Pozharnik,pennichuck-brewing-company-pozharnik,Stout - Russian Imperial,4989,976,https://untappd.akamaized.net/site/brewery_logos/brewery-PennichuckBrewingCompany_976.jpeg,Pennichuck Brewing Company,pennichuck-brewing-company,Micro Brewery,,,http://pennichuckbrewing.blogspot.com/,United States,Milford,NH,42.8366,-71.662,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,4989.0,"Wed, 04 Feb 2015 12:42:52 +0000",31696.0,155,4.05161,,0,223,199,0,,,,,,,,,,,,0.0,[],3.78551,False
0,5.1,,0,https://untappd.akamaized.net/site/beer_logos/beer-Gambrinussvetly_31697.jpeg,,Gambrinus Sv?tl?,plzensky-prazdroj-gambrinus-svetly,Pilsner - Czech,31697,1459,https://untappd.akamaized.net/site/brewery_logos/brewery-1459_c1a81.jpeg,Plze?sk? Prazdroj,plzensky-prazdroj,Macro Brewery,https://www.facebook.com/plzen.prazdroj/,Prazdroj1,http://www.prazdroj.cz,Czech Republic,Plze?,,49.7466,13.3861,,,"Sat, 19 Feb 2011 07:32:04 +0000",0,0,,,,794,3.15019,,0,1283,978,0,,,,,,,,,,,,0.0,[],3.28894,False
0,5.0,"Light blond in color with a gentle malt flavor and subtle hop character. Islander is a blend of malted barley, wheat, and a combination of Yakima and Czech Republic hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-669_ebb88_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-669_1e22b_hd.jpeg,Islander Pale Ale,maritime-pacific-brewing-company-islander-pale-ale,Pale Ale - American,669,829,https://untappd.akamaized.net/site/brewery_logos/brewery-MaritimePacificBrewing_829.jpeg,Maritime Pacific Brewing Company,maritime-pacific-brewing-company,Micro Brewery,http://www.facebook.com/pages/Maritime-Pacific-Brewery/130576053648026,maritimepacific,http://maritimebrewery.ypguides.net/,United States,Seattle,WA,47.6628,-122.372,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,669.0,"Tue, 17 Jul 2012 12:07:35 +0000",31698.0,2172,3.46823,,22,3155,2518,0,,,,,,,,,,,,0.0,[],3.49076,False
0,5.0,"A blend of 50% porter and 50% amber bock brews. The malts for the porter are specialty malts that are dark roasted for the chocolate tones. Three hops are used for citrus flavors, floral aroma, and bitterness. The bock beer is sweeter with mild bitterness and lighter in color. These two brews are then blended to create a unique and distinctive ale. The water from a glacial spring with natural minerals allows us to brew great ale only here in Cold Spring, Minnesota.",0,https://untappd.akamaized.net/site/beer_logos/beer-31699_b4aab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31699_64e63_hd.jpeg,Moonlight Ale,cold-spring-brewery-moonlight-ale,Black & Tan,31699,392,https://untappd.akamaized.net/site/brewery_logos/brewery-ColdSpringBrewing_392.jpeg,Cold Spring Brewery,cold-spring-brewery,Micro Brewery,,ColdSpringBrew,http://www.coldspringbrewery.com,United States,Cold Spring,MN,45.4582,-94.4291,,,"Sat, 19 Feb 2011 07:44:31 +0000",0,1,,,,312,3.02804,,1,412,379,0,,,,,,,,,,,,0.0,[],3.33643,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-MrPigs_31700.jpeg,,Mr. Pig's,coalition-brewing-co-mr-pig-s,Pale Ale - American,31700,6799,https://untappd.akamaized.net/site/brewery_logos/brewery-CoalitionBrewingCo_6799.jpeg,Coalition Brewing Co.,coalition-brewing-co,Micro Brewery,https://www.facebook.com/pages/Coalition-Brewing/273849830697,CoalitionBrewin,http://www.coalitionbrewing.com/,United States,Portland,OR,45.5221,-122.638,,,"Sat, 19 Feb 2011 07:47:30 +0000",0,1,,,,113,3.32965,,0,164,147,0,,,,,,,,,,,,0.0,[],3.55243,False
0,6.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-_31701_6f562050ac078fa5e22c79a2bfda.jpeg,,Hanso Stout,coalition-brewing-co-hanso-stout,Stout - American,31701,6799,https://untappd.akamaized.net/site/brewery_logos/brewery-CoalitionBrewingCo_6799.jpeg,Coalition Brewing Co.,coalition-brewing-co,Micro Brewery,https://www.facebook.com/pages/Coalition-Brewing/273849830697,CoalitionBrewin,http://www.coalitionbrewing.com/,United States,Portland,OR,45.5221,-122.638,,,"Sat, 19 Feb 2011 08:14:30 +0000",0,1,,,,62,3.53629,,0,90,81,0,,,,,,,,,,,,0.0,[],3.61921,False
0,6.7,"Dark beer fans rejoice, King Kong is here! Five specialty malts have combined to create quite a malty beast, which is tamed slightly by Warrior and Willamette hop additions. Rich and complex, this Porter is substantial enough for the largest of creatures, be they man, or Beast.",45,https://untappd.akamaized.net/site/beer_logos/beer-31702_587ca_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31702_439c9_hd.jpeg,King Kong Imperial Porter,cascade-lakes-brewing-company-king-kong-imperial-porter,Porter - Imperial / Double,31702,2632,https://untappd.akamaized.net/site/brewery_logos/brewery-CascadeLakesBrewingCompany_2632.jpeg,Cascade Lakes Brewing Company,cascade-lakes-brewing-company,Micro Brewery,http://www.facebook.com/cascadelakesale,CascadeLakesAle,http://www.cascadelakes.com/,United States,Redmond,OR,44.256,-121.169,,,"Sat, 19 Feb 2011 08:15:02 +0000",0,0,,,,11,3.56818,,0,18,16,0,,,,,,,,,,,,0.0,[],3.59687,False
0,9.5,Rapscallion,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,White Thai Affair,social-kitchen-brewery-white-thai-affair,Spiced / Herbed Beer,31703,7083,https://untappd.akamaized.net/site/brewery_logos/brewery-7083_27e2c.jpeg,Social Kitchen & Brewery,social-kitchen-brewery,Brew Pub,http://facebook.com/SocialKitchenandBrewery,socialbrewery,http://socialkitchenandbrewery.com/,United States,San Francisco,CA,37.7635,-122.466,,,"Sat, 19 Feb 2011 08:18:16 +0000",0,1,,,,29,3.81034,,0,43,38,0,,,,,,,,,,,,0.0,[],3.65133,False
0,5.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Maduro Oatmeal Brown Ale - Caramel Mate,cigar-city-brewing-maduro-oatmeal-brown-ale-caramel-mate,Brown Ale - English,31704,379,https://untappd.akamaized.net/site/brewery_logos/brewery-379_e6ae7.jpeg,Cigar City Brewing,cigar-city-brewing,Micro Brewery,http://www.facebook.com/cigarcitybeer,CigarCityBeer,http://cigarcitybrewing.com/,United States,Tampa,FL,27.959,-82.5092,,,"Sat, 19 Feb 2011 08:18:49 +0000",0,1,,,,47,3.90957,,1,60,57,0,5.5,Maduro Brown Ale,cigar-city-brewing-maduro-brown-ale,17113.0,196.0,,,,,,,,,3.68565,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Raspberry Brewbie SupPorter,big-dog-s-brewing-company-raspberry-brewbie-supporter,Porter - American,31705,116,https://untappd.akamaized.net/site/brewery_logos/brewery-116_bcaa2.jpeg,Big Dog's Brewing Company,big-dog-s-brewing-company,Micro Brewery,http://www.facebook.com/pages/Big-Dogs-Brewing-Company/287773512358,BigDogsBrewing,http://www.bigdogsbrews.com,United States,Las Vegas,NV,36.2427,-115.236,,,"Sat, 19 Feb 2011 08:20:00 +0000",0,1,,,,1,0.0,,0,5,5,0,,,,,,,,,,,,0.0,[],3.57953,False
0,4.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Crackenback Pale Ale,snowy-mountains-brewery-crackenback-pale-ale,Pale Ale - American,31706,7991,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Snowy Mountains Brewery,snowy-mountains-brewery,Micro Brewery,https://www.facebook.com/pages/Snowy-Mountains-Brewery/121038477920909,,,Australia,East Lindfield,NSW,-33.767,151.191,,,"Sat, 19 Feb 2011 08:20:47 +0000",0,1,,,,18,3.25,,0,32,30,0,,,,,,,,,,,,0.0,[],3.62779,False
