auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.5,"During the summer, YuleSmith is transformed into a big, hoppy, Double IPA. The enormous load of hops requires a substantial malt background to create just the right balance for a Double IPA. Lighter in color, summer YuleSmith is available around the 4th of July and is packaged in a red, white, and blue bottle.",105,https://untappd.akamaized.net/site/beer_logos/beer-YuleSmithSummer_8518.jpeg,,YuleSmith (Summer),alesmith-brewing-company-yulesmith-summer,IPA - Imperial / Double,8518,2471,https://untappd.akamaized.net/site/brewery_logos/brewery-2471_6bfa2.jpeg,AleSmith Brewing Company,alesmith-brewing-company,Micro Brewery,https://www.facebook.com/AleSmithBrewing,AleSmithBrewing,http://www.AleSmith.com,United States,San Diego,CA,32.8883,-117.15,,,"Thu, 11 Nov 2010 10:26:54 +0000",0,0,,,,11440,3.91399,,7,15044,12784,0,,,,,,,5.0,"[{'beer': {'bid': 127262, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-yulesmith-summer-2010', 'beer_name': 'YuleSmith (Summer) (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 168178, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-yulesmith-summer-2008', 'beer_name': 'YuleSmith (Summer) (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 185621, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-yulesmith-summer-2012', 'beer_name': 'YuleSmith (Summer) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 293196, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-yulesmith-summer-2011', 'beer_name': 'YuleSmith (Summer) (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 375371, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-yulesmith-summer-2013', 'beer_name': 'YuleSmith (Summer) (2013)', 'is_vintage': 1, 'is_variant': 0}}]",3.90713,False
0,5.0,"A sheer, shimmering gold coloured Chinese lager adorned with a clean kiwi fruit aroma; a clipped bready, toasty malt base and a quenching mineral mouthfeel. Formed using flaked rice for a fuller, rounded flavour, this tight and toned lager is an ideal all-rounder when it comes to Far Eastern food.",0,https://untappd.akamaized.net/site/beer_logos/beer-SunLikBeer_23020.jpeg,,Sun Lik Beer,san-miguel-brewery-hong-kong-sun-lik-beer,Lager - Pale,23020,6509,https://untappd.akamaized.net/site/brewery_logos/brewery-6509_077b7.jpeg,San Miguel Brewery (Hong Kong),san-miguel-brewery-hong-kong,Micro Brewery,,,http://info.sanmiguel.com.hk/,Hong Kong,,,0.0,0.0,,,"Sun, 09 Jan 2011 01:02:34 +0000",0,1,23020.0,"Thu, 01 Jan 1970 00:00:00 +0000",8519.0,853,2.85668,,36,1243,1005,0,,,,,,,0.0,[],3.06636,False
0,10.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Barley BB10 Riserva 2009,barley-barley-bb10-riserva-2009,Barleywine - English,8520,7147,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioBarley_7147.jpeg,Barley,barley,Micro Brewery,https://www.facebook.com/pages/Barley-Birra-artigianale/18879944955,,www.barley.it,Italy,Maracalagonis,CA,39.2875,9.23077,,,"Thu, 11 Nov 2010 10:31:28 +0000",0,1,,,,7,0.0,,0,16,13,0,,,,,,,0.0,[],3.54068,False
0,5.2,"A Belgian style pale ale blended with hibiscus and kombucha tea, Fleur is a beautiful, rose-colored ale with an aroma of strawberries and hibiscus flowers. Her flavor balance starts with a hint of sweet, ripe berry and finishes tart.",32,https://untappd.akamaized.net/site/beer_logos/beer-Fleur_8521.jpeg,,Fleur,goose-island-beer-co-fleur,Pale Ale - Belgian,8521,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,,,"Thu, 11 Nov 2010 10:31:56 +0000",0,1,,,,1824,3.77426,,3,3074,2510,0,,,,,,,2.0,"[{'beer': {'bid': 83456, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Fleur_8521.jpeg', 'beer_slug': 'goose-island-beer-co-fleur-2010', 'beer_name': 'Fleur (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 143325, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_143325_sm.jpeg', 'beer_slug': 'goose-island-beer-co-fleur-2011', 'beer_name': 'Fleur (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.75651,False
0,7.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,The Great Dismal Black IPA,oconnor-brewing-company-the-great-dismal-black-ipa,Strong Ale - American,46083,6369,https://untappd.akamaized.net/site/brewery_logos/brewery-6369_3a4fc.jpeg,O'Connor Brewing Co.,oconnor-brewing-co,Micro Brewery,https://www.facebook.com/pages/OConnor-Brewing-Co/123090326403,oconnorbrewing,http://oconnorbrewing.com/,United States,Norfolk,VA,36.8701,-76.2862,,,"Mon, 25 Apr 2011 03:46:22 +0000",1,1,46083.0,"Thu, 24 May 2012 17:21:35 +0000",8522.0,0,0.0,True,0,0,0,0,,,,,,,0.0,[],0.0,False
0,9.75,"An Imperial (or Double) India Pale Ale, Denogginizer is a big, bold beer hopped with an abundant amount of Simcoe and Summit hops and a touch of CTZ and Cascade. Crystal and Munich malts add color and flavor and help balance out the hop assault. Denogginizer is also Drake?s most powerful regular offering, at a whopping 9.75% alcohol by volume! Hold on to your head.",90,https://untappd.akamaized.net/site/beer_logos/beer-Denogginizer_8523.jpeg,,Denogginizer,drake-s-brewing-company-denogginizer,IPA - Imperial / Double,8523,464,https://untappd.akamaized.net/site/brewery_logos/brewery-464_df7ef.jpeg,Drake's Brewing Company,drake-s-brewing-company,Micro Brewery,https://www.facebook.com/DrakesBeer/,DrakesBeer,http://drinkdrakes.com/,United States,San Leandro,CA,37.7176,-122.182,,,"Thu, 11 Nov 2010 10:36:51 +0000",0,1,,,,28322,3.93841,,571,46906,31501,0,,,,,,,4.0,"[{'beer': {'bid': 640289, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'drake-s-brewing-company-denogginizer-oaked', 'beer_name': 'Denogginizer (Oaked)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 690126, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'drake-s-brewing-company-denogginizer-doubly-dry-hopped-with-lychees', 'beer_name': 'Denogginizer Doubly Dry-Hopped with Lychees', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 733803, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'drake-s-brewing-company-denogginizer-with-pineapple', 'beer_name': 'Denogginizer with Pineapple', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 850954, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'drake-s-brewing-company-denogginizer-with-orange-grapefruit', 'beer_name': 'Denogginizer with Orange & Grapefruit', 'is_vintage': 0, 'is_variant': 1}}]",3.93534,False
0,8.0,Brewed with kilned local chestnuts,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Strada San Felice,birrificio-grado-plato-strada-san-felice,Red Ale - American Amber / Red,136325,17078,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioGradoPlato_17078.jpeg,Birrificio Grado Plato,birrificio-grado-plato,Macro Brewery,http://www.facebook.com/pages/Birrificio-Grado-Plato/271739465304,,www.gradoplato.it,Italy,Chieri,TO,45.0111,7.81599,,,"Thu, 23 Feb 2012 18:22:22 +0000",0,1,136325.0,"Tue, 06 Mar 2012 03:46:06 +0000",8524.0,0,0.0,True,0,0,0,0,,,,,,,0.0,[],0.0,False
0,6.0,"100 % of the hops in 2011 Hopivore were sourced through the Michigan Hop Alliance. Hopivore features Cascade and Brewer?s Gold hops from the Leelanau Peninsula. The hot and dry weather this year helped create productive and flavorful alpha and beta acids in these maturing vines, which are in their third and fourth season.

Hopivore is a wet-hopped Harvest Ale, so the hops were introduced to the kettle only hours after harvest, without being dried. Hopivore presents a round, deep hop character, balanced by modestly sweet maltiness. Expect a more herbaceous hoppiness than other hop-forward beers.",55,https://untappd.akamaized.net/site/beer_logos/beer-Hopivore_8525.jpeg,,Hopivore,new-holland-brewing-company-hopivore,Pale Ale - American,8525,908,https://untappd.akamaized.net/site/brewery_logos/brewery-NewHollandBrewingCompany_908.jpeg,New Holland Brewing Company,new-holland-brewing-company,Micro Brewery,http://www.facebook.com/pages/New-Holland-Brewing-Co/13765181660,NewHollandBrew,http://newhollandbrew.com/,United States,Holland,MI,42.79,-86.1041,,,"Thu, 11 Nov 2010 10:37:39 +0000",0,1,,,,9767,3.55908,,9,12916,10908,0,,,,,,,2.0,"[{'beer': {'bid': 861688, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Hopivore_8525.jpeg', 'beer_slug': 'new-holland-brewing-company-hopivore-2014', 'beer_name': 'Hopivore (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1327506, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Hopivore_8525.jpeg', 'beer_slug': 'new-holland-brewing-company-hopivore-2015', 'beer_name': 'Hopivore (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.56186,False
0,5.8,"""Mad Brewer"" Jared, balancing caramel and rye malts with Chinook and Nugget hops, crafted this crisp, dry autumnal potion.  ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,R.I.P. Ale,goose-island-brewpubs-r-i-p-ale,IPA - American,8526,26537,https://untappd.akamaized.net/site/brewery_logos/brewery-gooseislandbrewpubs_26537.jpeg,Goose Island (Brewpubs),goose-island-brewpubs,Brew Pub,http://www.facebook.com/GooseClybourn,GooseClybourn,http://www.gooseislandbrewpubs.com,United States,Chicago,IL,41.9137,-87.6544,,,"Thu, 11 Nov 2010 10:44:10 +0000",0,1,,,,2,0.0,,0,8,8,0,,,,,,,0.0,[],3.56383,False
0,10.8,"Produced in 2010: This is a celebration of our fifteenth year making craft beer and it stands as an example of the bold flavorful beers that we have come to make. This is not a timid ale; it?s an intense, full-bodied smoke experience. Fifteen has a rich flavor profile balancing notes of dark roast, burnt toast, and spicy rye with a deep earthy aroma of smoke and wood. This beer should age nicely and be a smoky treasure for many years. Recipe by Chris Wilson, Head Brewer and Dan Hitchcock, Brewer.",0,https://untappd.akamaized.net/site/beer_logos/beer-Fifteen_8527.jpeg,,Fifteen,weyerbacher-brewing-company-fifteen,Smoked Beer,8527,1352,https://untappd.akamaized.net/site/brewery_logos/brewery-weyerbacherbrewingcompany_1352.jpeg,Weyerbacher Brewing Company,weyerbacher-brewing-company,Micro Brewery,http://www.facebook.com/WeyerbacherBrewing?ref=ts,weyerbacher,http://weyerbacher.com,United States,Easton,PA,40.6733,-75.2252,,,"Thu, 11 Nov 2010 10:50:45 +0000",0,0,,,,858,3.9461,,3,1407,1131,0,,,,,,,0.0,[],3.86843,False
