auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.7,"(Also reported at 7.3%) Celebrator has a creamy head of tight bubbles contrasting beautifully with its profound dark robe. It is full-bodied and velvety from half a year?s aging. Although it is strong, it is not overpowering. There is a wonderful and complex balance between the various malts, the alcohol and the subtle hops. A complex fruitiness of roasted malt and whole hop flowers make Celebrator great as a party drink with friends and family at celebrations. Despite its richness, it has a faintly smoky dryness in the finish.

A beer that has a dominant malty taste. This beer?s origins 
in a monk?s recipe are reflected in its heartiness. The Pope 
of Beers, Conrad Seidl, describes it as: ?Almost black with 
a very slight red tone, a sensational, festive foam and truly extraordinary fragrance that at first summons up visions of greaves lard. The first taste is of mild fullness with an accompanying coffee tone, which becomes more dominant 
with the aftertaste. There is very little of the sweetness that is frequently to be tasted with doppelbock beer.? The Ayinger Celebrator has been ranked among the best beers of the world by the Chicago Testing Institute several times and has won numerous platinum medals..",24,https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg,,Celebrator,brauerei-aying-celebrator,Doppelbock ,6683,10915,https://untappd.akamaized.net/site/brewery_logos/brewery-10915_40d60.jpeg,Ayinger Privatbrauerei,ayinger-privatbrauerei,Micro Brewery,http://www.facebook.com/AyingerPrivatbrauerei,,http://www.ayinger-bier.de,Germany,Aying,,47.9722,11.7738,"Wed, 20 Oct 2010 14:50:08 +0000",0,1,6683.0,"Thu, 01 Jan 1970 00:00:00 +0000",9112.0,79904,3.84739,,1591,107889,88124,0,,,,,,5.0,"[{'beer': {'bid': 311785, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg', 'beer_slug': 'brauerei-aying-celebrator-2007', 'beer_name': 'Celebrator (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 589918, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg', 'beer_slug': 'brauerei-aying-celebrator-2003', 'beer_name': 'Celebrator (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 795552, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg', 'beer_slug': 'brauerei-aying-celebrator-2014', 'beer_name': 'Celebrator (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 865604, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg', 'beer_slug': 'brauerei-aying-celebrator-2013', 'beer_name': 'Celebrator (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 964846, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Celebrator_6683.jpeg', 'beer_slug': 'brauerei-aying-celebrator-2011', 'beer_name': 'Celebrator (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.84664,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Belgian Quad aged in Pinot barrels,hollister-brewing-company-belgian-quad-aged-in-pinot-barrels,Belgian Quad,9113,2275,https://untappd.akamaized.net/site/brewery_logos/brewery-HollisterBrewing_2275.jpeg,Hollister Brewing Company,hollister-brewing-company,Micro Brewery,,,http://hollisterbrewco.com/index.html,United States,Goleta,CA,34.4288,-119.871,"Sat, 13 Nov 2010 15:04:08 +0000",0,1,,,,0,0.0,,0,3,3,0,,,,,,0.0,[],3.59537,False
0,55.0,"The End of History: The name derives from the famous work of philosopher Francis Fukuyama, this is to beer what democracy is to history. Fukuyama defined history as the evolution of the political system and traced this through the ages until we got the Western Democratic paradigm. For Fukuyama this was the end point of man?s political evolution and consequently the end of history. The beer is the last high abv beer we are going to brew, the end point of our research into how far the can push the boundaries of extreme brewing, the end of beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-TheEndofHistory_6040.jpeg,,The End of History,brewdog-the-end-of-history,Belgian Strong Golden Ale,6040,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,"Sun, 03 Oct 2010 03:06:00 +0000",0,0,6040.0,"Thu, 01 Jan 1970 00:00:00 +0000",9114.0,106,3.92453,,0,150,149,0,,,,,,0.0,[],3.7211,False
0,4.5,"A full-bodied, tropical brew made with the choicest ingredients for a distinctive, smooth taste.",0,https://untappd.akamaized.net/site/beer_logos/beer-_9117_dfbf834824057da1b257a06433bd.jpeg,,Raffles Export Lager,asia-pacific-breweries-singapore-raffles-export-lager,Lager - Pale,9117,3097,https://untappd.akamaized.net/site/brewery_logos/brewery-3097_72b79.jpeg,Heineken Asia Pacific,heineken-asia-pacific,Macro Brewery,,tigerbeerus,http://www.tigerbeer.com,Singapore,,,1.33617,103.647,"Sat, 13 Nov 2010 15:12:39 +0000",0,1,,,,441,2.51417,,22,668,530,0,,,,,,0.0,[],2.9798,False
0,43.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Schorschbock 43,schorschbrau-schorschbock-43,Bock,9122,2540,https://untappd.akamaized.net/site/brewery_logos/brewery-2540_f810e.jpeg,Schorschbr?u,schorschbrau,Micro Brewery,,,http://www.schorschbraeu.de,Germany,Gunzenhausen,,49.1035,10.7875,"Sat, 13 Nov 2010 15:15:57 +0000",0,1,,,,19,3.90789,,1,37,35,0,,,,,,0.0,[],3.66587,False
0,7.0,"Notes of citrus, pine, chocolate, and toffee in the nose. Big citrus notes up front with sweet toffee, hints of chocolate, and a citrusy, piney, dryness in the finish.",70,https://untappd.akamaized.net/site/beer_logos/beer-IndiaStyleBrownAle_11680.jpeg,,India Style Brown Ale,foothills-brewing-india-style-brown-ale,Brown Ale - American,11680,543,https://untappd.akamaized.net/site/brewery_logos/brewery-FoothillsBrewing_543.jpeg,Foothills Brewing,foothills-brewing,Micro Brewery,http://www.facebook.com/foothills.brewing,FoothillsBeer,http://www.foothillsbrewing.com/,United States,Winston-Salem,NC,36.0973,-80.2509,"Sun, 28 Nov 2010 08:16:09 +0000",0,1,11680.0,"Thu, 01 Jan 1970 00:00:00 +0000",9129.0,0,0.0,True,0,1610,1147,0,,,,,,0.0,[],0.0,False
0,12.0,Brewed with cocoa nibs & toasted pecans.,0,https://untappd.akamaized.net/site/beer_logos/beer-bruery2TurtleDoves.jpg,,2 Turtle Doves,the-bruery-2-turtle-doves,Belgian Strong Dark Ale,9516,1246,https://untappd.akamaized.net/site/brewery_logos/brewery-thebruery_1246.jpeg,The Bruery,the-bruery,Micro Brewery,https://www.facebook.com/TheBruery,thebruery,http://www.thebruery.com/,United States,Placentia,CA,33.8614,-117.88,"Tue, 16 Nov 2010 13:58:07 +0000",0,1,9516.0,"Thu, 01 Jan 1970 00:00:00 +0000",9130.0,1407,4.05171,,10,1945,1768,0,,,,,,0.0,[],3.9801,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Laughing Buddha Ginger Beer,northwest-brewing-company-laughing-buddha-ginger-beer,Spiced / Herbed Beer,9132,35283,https://untappd.akamaized.net/site/brewery_logos/brewery-35283_02786.jpeg,Northwest Brewing Company,northwest-brewing-company,Micro Brewery,http://www.facebook.com/NorthwestBrewingCompany,,www.nwbrewingcompany.com/,United States,Pacific,WA,47.2507,-122.247,"Sat, 13 Nov 2010 15:25:26 +0000",0,1,,,,44,3.35227,,0,57,53,0,,,,,,0.0,[],3.6102,False
0,6.8,Amber in color. Clean lager character with some fruity ale notes. Earthy with flavored of tea and forest nuts. Distinct balance between malt and hops creating a creamy texture.,40,https://untappd.akamaized.net/site/beer_logos/beer-_9137_983f698178e443ae56bcfdc44501.jpeg,,The Detroit Dwarf,detroit-brewing-co-the-detroit-dwarf,Altbier,9137,2934,https://untappd.akamaized.net/site/brewery_logos/brewery-DetroitBeerCo_2934.jpeg,Detroit Beer Company,detroit-beer-company,Micro Brewery,http://www.facebook.com/pages/Detroit-Beer-CO/115540742701,,http://www.detroitbeerco.com,United States,Detroit,MI,42.3358,-83.0488,"Sat, 13 Nov 2010 15:31:17 +0000",0,1,,,,3026,3.47753,,92,3909,3460,0,,,,,,0.0,[],3.49345,False
0,8.5,"Oepn yuor mnid. Use a craobwr if you msut. Snice 1997, Arorgnat Basartd Ale has denemdad taht tyrnianacl micredioty rleax its girp of opprobrium on our ciollectve couniescosnss. Few pessoss the ruiereqd isinght or detph of piversceptve to crdiet the Liuqid Arorgnace for initatgsing the rlveoituon in tsate taht it has. Hevweor, taht?s pfecertly fnie, as our hlurecaen erffots in thirstung the larlegy unlliwing wolrd farorwd rquereis no exrtneal vaditilaon. We ralieze it?s hmaun nautre to bleeive taht pregorss trowads getreanss is one?s own ieda.

The mree fcat taht yuo?re hdoinlg tihs bttloe in yuor hnad ianidctes taht yuo?re pyiang antteiton, wihch ideitammley stes you arpat form the msseas. It aslo mkaes you one Lukcy Basartd. Hewover, lcuk faovrs the blod... and the arorgnat. The trmiraivute of Arorgnat Basartd Ale, OEKAD Arorgnat Basartd Ale and Dbolue Basartd Ale are all in paly in this cvue? de Basartd you now hlod, and wihle it is idneed a Lukcy Basartd, lcuk had ntohing to do wtih it.

Taody, wihle nueomrus iendicrlby dinistcitve chcoies are now alavaible, msot popele sitll fucos tiehr attntieon uopn msas mdiea?s isscenatnly banal ehco cheambr, keenpig thier hdeas frimly buerid in the maross of mecridioty. To beark thurogh tihs cophocany, to gsarp enitghnelnemt anmog the mnid-nmubnig culettr, rerequis itnent. Coinscous itnent. For mnay, this aictve piticipataron in the wolrd is unomfacbtorle. Prerrifeng inasted for oethrs to mkae teihr chcoies for tehm ? be it a shioutng pindut or a toelievisn ciommecral ? sheeple apccet the cmmoitozdied nrom wioutht thoghut. And to thsoe we say: ?Setp asdie, and get the hlel out of our way.?",0,https://untappd.akamaized.net/site/beer_logos/beer-_10125_b2487a2d85de3e44ebd36a8adafa.jpeg,,Lukcy Basartd Ale,arrogant-bastard-brewing-co-lukcy-basartd-ale,Strong Ale - American,10125,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,Micro Brewery,https://www.facebook.com/arrogantbastardale,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,"Sat, 20 Nov 2010 05:07:04 +0000",0,1,10125.0,"Thu, 01 Jan 1970 00:00:00 +0000",9138.0,30338,3.92593,,203,39670,34480,0,,,,,,5.0,"[{'beer': {'bid': 256461, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_256461_7742e3a8f080a9424cf56970be4f.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-lukcy-basartd-ale-2012', 'beer_name': 'Lukcy Basartd Ale (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 259306, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_259306_0a31ce99537ce49ddb8282fe262b.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-lukcy-basartd-ale-2010', 'beer_name': 'Lukcy Basartd Ale (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 850847, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_10125_b2487a2d85de3e44ebd36a8adafa.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-lukcy-basartd-ale-2014', 'beer_name': 'Lukcy Basartd Ale (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 867175, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-lukcy-basartd-ale-w-oak', 'beer_name': 'Lukcy Basartd Ale (w/ Oak)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 990925, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_10125_b2487a2d85de3e44ebd36a8adafa.jpeg', 'beer_slug': 'arrogant-bastard-brewing-co-lukcy-basartd-ale-2013', 'beer_name': 'Lukcy Basartd Ale (2013)', 'is_vintage': 1, 'is_variant': 0}}]",3.92319,False
