auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,11.0,"Pours dark and thick, with a creamy mocha-colored head and aromas of roasted malts, dark chocolate and french roast coffee. The mouthfeel is full, smooth and round on the tongue. The taste is rich with deep roasted malts, cocoa, coffee and a touch of vanilla balanced perfectly against the alcohol to create an excellent winter warmer. ",55,https://untappd.akamaized.net/site/beer_logos/beer-11489_719fc_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11489_eb4f2_hd.jpeg,Serpent's Stout,the-lost-abbey-serpent-s-stout,Stout - American Imperial / Double,11489,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,"Sat, 27 Nov 2010 11:44:16 +0000",0,1,,,,26744,4.08089,,864,35107,29702,0,,,,,,5.0,"[{'beer': {'bid': 86114, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2009', 'beer_name': ""Serpent's Stout (2009)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 108706, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SerpentsStout_11489.jpeg', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2010', 'beer_name': ""Serpent's Stout (2010)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 131817, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2008', 'beer_name': ""Serpent's Stout (2008)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 266056, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2011', 'beer_name': ""Serpent's Stout (2011)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 288596, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2007', 'beer_name': ""Serpent's Stout (2007)"", 'is_vintage': 1, 'is_variant': 0}}]",4.07602,False
0,5.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-OldHenry_11490.jpeg,,Old Henry,hobsons-brewery-old-henry,English Bitter,11490,2944,https://untappd.akamaized.net/site/brewery_logos/brewery-HobsonsBrewery_2944.jpeg,Hobsons Brewery,hobsons-brewery,Micro Brewery,http://www.facebook.com/HobsonsBeers,hobsonsbrewery,http://www.hobsons-brewery.co.uk,England,Cleobury Mortimer,"Shropshire, DY14 8RD,",52.3748,-2.48624,"Sat, 27 Nov 2010 11:46:06 +0000",0,1,,,,838,3.483,,14,1024,906,0,,,,,,0.0,[],3.5279,False
0,9.0,"Upland Winter Warmer undergoes a lengthy boil to achieve an almost black color, and features a heavy malt character, derived from a combination of British and American malts. Our own special yeast strain lends Winter Warmer a perfect blend of rich fruit flavors and aromas, which we complement by dry-hopping with Hallertauer for a powerful hop profile. From there, barrel aging adds hints of vanilla, oak, and bourbon to further increase the complexity of taste.",0,https://untappd.akamaized.net/site/beer_logos/beer-BourbonBarrelWarmer_11491.jpeg,,Bourbon Barrel Warmer,upland-brewing-company-bourbon-barrel-warmer,Barleywine - English,11491,1313,https://untappd.akamaized.net/site/brewery_logos/brewery-1313_d5e63.jpeg,Upland Brewing Company,upland-brewing-company,Micro Brewery,http://www.facebook.com/UplandBrewingCo,UplandBrewCo,http://www.uplandbeer.com,United States,Bloomington,IN,39.1734,-86.5375,"Sat, 27 Nov 2010 11:52:28 +0000",0,0,,,,1133,3.86871,,0,1405,1305,0,,,,,,2.0,"[{'beer': {'bid': 539025, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'upland-brewing-company-bourbon-barrel-warmer-2013', 'beer_name': 'Bourbon Barrel Warmer (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 574006, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'upland-brewing-company-bourbon-barrel-warmer-2014', 'beer_name': 'Bourbon Barrel Warmer (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.82246,False
0,7.68,,0,https://untappd.akamaized.net/site/beer_logos/beer-_11492_bacae8ca8720d0c25ce29687ef48.jpeg,,Anniversary Ale - Fifteen,avery-brewing-company-anniversary-ale-fifteen,Sour - American Wild Ale,11492,62,https://untappd.akamaized.net/site/brewery_logos/brewery-avery.jpg,Avery Brewing Co.,avery-brewing-co,Micro Brewery,https://www.facebook.com/AveryBrewingCo,AveryBrewingCo,http://www.averybrewing.com/,United States,Boulder,CO,40.0625,-105.205,"Sat, 27 Nov 2010 11:54:46 +0000",0,0,,,,558,3.70027,,5,771,724,0,,,,,,0.0,[],3.68277,False
0,5.4,"This brilliant red ale, brewed with caramel and pale malts, is a best seller at the Carolina Brewery. Using traditional brewing methods, the ale yeast provides a touch of fruit and works in tandem with the malt to make for a very drinkable ale. ",33,https://untappd.akamaized.net/site/beer_logos/beer-_3449_a76f512657e10930639ef49b3b6b.jpeg,,Copperline Amber Ale,carolina-brewery-copperline-amber-ale,Red Ale - American Amber / Red,3449,350,https://untappd.akamaized.net/site/brewery_logos/brewery-350_f8939.jpeg,Carolina Brewery,carolina-brewery,Micro Brewery,http://www.facebook.com/carolinabrewery,carolinabrewery,http://www.carolinabrewery.com/,United States,Pittsboro,NC,35.7436,-79.1648,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3449.0,"Thu, 12 Jul 2012 10:50:24 +0000",11493.0,4906,3.47829,,96,6646,5588,0,,,,,,0.0,[],3.48842,False
0,5.5,,10,https://untappd.akamaized.net/site/beer_logos/beer-30424_77cf0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30424_73d0f_hd.jpeg,Coedo Shiro,kyodo-shoji-coedo-brewery-coedo-shiro,Hefeweizen,30424,8729,https://untappd.akamaized.net/site/brewery_logos/brewery-KyodoShojiKoedoBrewery_8729.jpeg,Kyodo Shoji COEDO Brewery,kyodo-shoji-coedo-brewery,Micro Brewery,https://www.facebook.com/coedobrewery,COEDOBREWERY,http://www.coedobrewery.com/,Japan,Kawagoe-shi,Saitama,35.8794,139.462,"Sun, 13 Feb 2011 10:38:43 +0000",0,1,30424.0,"Thu, 01 Jan 1970 00:00:00 +0000",11494.0,3941,3.57714,,161,4822,4458,0,,,,,,0.0,[],3.58245,False
0,6.0,,85,https://untappd.akamaized.net/site/beer_logos/beer-11495_6f503_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11495_cac70_hd.jpeg,IPA,cannery-brewing-ipa,IPA - American,11495,4131,https://untappd.akamaized.net/site/brewery_logos/brewery-4131_9f86a.jpeg,Cannery Brewing,cannery-brewing,Micro Brewery,http://www.facebook.com/CanneryBrewing,CanneryBrewing,http://www.cannerybrewing.com,Canada,Penticton,BC,49.5007,-119.591,"Sat, 27 Nov 2010 12:00:08 +0000",0,1,,,,999,3.41491,,7,1344,1106,0,,,,,,0.0,[],3.47024,False
0,6.5,A cherry kriek brewed with dark stout malt,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cherry Bomb Stout,strange-brewing-company-cherry-bomb-stout,Stout - Other,11496,3153,https://untappd.akamaized.net/site/brewery_logos/brewery-3153_94c23.jpeg,Strange Craft Beer Company,strange-craft-beer-company,Micro Brewery,https://www.facebook.com/StrangeCraftBeer,StrangeCraftCo,http://strangecraft.com,United States,Denver,CO,39.7372,-105.015,"Sat, 27 Nov 2010 12:04:30 +0000",0,1,,,,1071,3.63912,,0,1471,1255,0,,,,,,0.0,[],3.6416,False
0,8.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Farmhouse,strange-brewing-company-farmhouse,Saison / Farmhouse Ale,11497,3153,https://untappd.akamaized.net/site/brewery_logos/brewery-3153_94c23.jpeg,Strange Craft Beer Company,strange-craft-beer-company,Micro Brewery,https://www.facebook.com/StrangeCraftBeer,StrangeCraftCo,http://strangecraft.com,United States,Denver,CO,39.7372,-105.015,"Sat, 27 Nov 2010 12:05:06 +0000",0,1,,,,1381,3.6231,,14,1812,1608,0,,,,,,0.0,[],3.62814,False
0,4.5,Translates as 'English'.,30,https://untappd.akamaized.net/site/beer_logos/beer-Engels_11498.jpeg,,Engels,brouwerij-de-molen-engels,English Bitter,11498,3367,https://untappd.akamaized.net/site/brewery_logos/brewery-3367_c1d5d.jpeg,Brouwerij De Molen,brouwerij-de-molen,Micro Brewery,http://www.facebook.com/BierbrouwerijDeMolen,molenbier,http://www.brouwerijdemolen.nl,Netherlands,Bodegraven,Zuid Holland,52.0857,4.74211,"Sat, 27 Nov 2010 12:08:31 +0000",0,0,,,,696,3.31825,,1,870,821,0,,,,,,0.0,[],3.41957,False
