auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Harvest Wheat,lost-coast-brewery-harvest-wheat,Hefeweizen,372707,803,https://untappd.akamaized.net/site/brewery_logos/brewery-803_5ae80.jpeg,Lost Coast Brewery,lost-coast-brewery,Micro Brewery,http://www.facebook.com/pages/Lost-Coast-Brewery/18938996622,lostcoastbrewer,http://www.lostcoast.com,United States,Eureka,CA,40.7674,-124.189,"Sat, 25 May 2013 23:10:19 +0000",0,1,372707.0,"Tue, 27 May 2014 06:05:25 +0000",3267.0,145,3.42586,7,176,170,0,0,[],3.57841,False
0,5.2,"Ahoy beer-lubbers! No need to get out the plank, there is plenty for everyone. Our Pale Ale is unfurling her sails with Pale malt. Wheat and Vienna for a warm maltiness. The hops are the main event in our Pale Ale. Hopped with Cascade (grapfruit, citrus), Centennial (floral, lemon) and Citra (grapefruit, lime, passionfruit). We dry hop with the same three hops for an extra round of great flavor!",52,https://untappd.akamaized.net/site/beer_logos/beer-1283448_4cd3e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1283448_42577_hd.jpeg,ARRGH! Pale Ale,lost-coast-brewery-arrgh-pale-ale,Pale Ale - American,1283448,803,https://untappd.akamaized.net/site/brewery_logos/brewery-803_5ae80.jpeg,Lost Coast Brewery,lost-coast-brewery,Micro Brewery,http://www.facebook.com/pages/Lost-Coast-Brewery/18938996622,lostcoastbrewer,http://www.lostcoast.com,United States,Eureka,CA,40.7674,-124.189,"Thu, 22 Oct 2015 00:49:42 +0000",0,1,1283448.0,"Mon, 24 Oct 2016 20:45:54 +0000",3268.0,3910,3.53344,163,4807,4382,0,0,[],3.54195,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dark,red-kettle-brewing-dark,Porter - American,3269,1046,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Red Kettle Brewing,red-kettle-brewing,Home Brewery,,,,United States,Encinitas,CA,33.037,-117.292,"Sat, 21 Aug 2010 09:26:35 +0000",1,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Amber,red-kettle-brewing-amber,Red Ale - American Amber / Red,3270,1046,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Red Kettle Brewing,red-kettle-brewing,Home Brewery,,,,United States,Encinitas,CA,33.037,-117.292,"Sat, 21 Aug 2010 09:26:35 +0000",1,1,,,,0,0.0,0,2,2,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pale,red-kettle-brewing-pale,Pale Ale - American,3271,1046,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Red Kettle Brewing,red-kettle-brewing,Home Brewery,,,,United States,Encinitas,CA,33.037,-117.292,"Sat, 21 Aug 2010 09:26:35 +0000",1,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,8.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Aviator Doppelbock,goose-island-brewpubs-aviator-doppelbock,Doppelbock ,3272,26537,https://untappd.akamaized.net/site/brewery_logos/brewery-gooseislandbrewpubs_26537.jpeg,Goose Island (Brewpubs),goose-island-brewpubs,Brew Pub,http://www.facebook.com/GooseClybourn,GooseClybourn,http://www.gooseislandbrewpubs.com,United States,Chicago,IL,41.9137,-87.6544,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,667,3.6488,0,789,756,0,0,[],3.64923,False
0,6.6,"Dark mahogany color, milk chocolate aroma, honey oats and roasted malt flavor, medium body.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Honest Stout,goose-island-brewpubs-honest-stout,Stout - Foreign / Export,3273,26537,https://untappd.akamaized.net/site/brewery_logos/brewery-gooseislandbrewpubs_26537.jpeg,Goose Island (Brewpubs),goose-island-brewpubs,Brew Pub,http://www.facebook.com/GooseClybourn,GooseClybourn,http://www.gooseislandbrewpubs.com,United States,Chicago,IL,41.9137,-87.6544,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,901,3.72586,3,1135,1070,0,0,[],3.70679,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-ChristmasAle_3274.jpeg,,Christmas Ale,goose-island-beer-co-christmas-ale,Brown Ale - American,3274,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2816,3.35627,5,4002,3574,0,5,"[{'beer': {'bid': 65052, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-ChristmasAle2009_65052.jpeg', 'beer_slug': 'goose-island-beer-co-christmas-ale-2009', 'beer_name': 'Christmas Ale (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 90098, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-ChristmasAle2011_90098.jpeg', 'beer_slug': 'goose-island-beer-co-christmas-ale-2011', 'beer_name': 'Christmas Ale (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 108986, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-christmas-ale-2006', 'beer_name': 'Christmas Ale (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 159480, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-christmas-ale-2008', 'beer_name': 'Christmas Ale (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 202345, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'goose-island-beer-co-christmas-ale-2004', 'beer_name': 'Christmas Ale (2004)', 'is_vintage': 1, 'is_variant': 0}}]",3.38513,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Independence Ale,kelmer-s-brewhouse-independence-ale,Pale Ale - American,3279,736,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kelmer's Brewhouse,kelmer-s-brewhouse,Micro Brewery,,,,United States,Santa Rosa,CA,38.4405,-122.714,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,0,6,6,0,0,[],3.59303,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Klout,kelmer-s-brewhouse-klout,Stout - American,3280,736,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kelmer's Brewhouse,kelmer-s-brewhouse,Micro Brewery,,,,United States,Santa Rosa,CA,38.4405,-122.714,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,0,3,3,0,0,[],3.61885,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Klassic,kelmer-s-brewhouse-klassic,Pale Ale - American,3281,736,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kelmer's Brewhouse,kelmer-s-brewhouse,Micro Brewery,,,,United States,Santa Rosa,CA,38.4405,-122.714,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,0,4,4,0,0,[],3.62696,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Krystal,kelmer-s-brewhouse-krystal,Lager - North American Adjunct,3282,736,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kelmer's Brewhouse,kelmer-s-brewhouse,Micro Brewery,,,,United States,Santa Rosa,CA,38.4405,-122.714,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,5.4,"Boasting a ruby hue and an exquisite floral aroma, Red Nectar is a robust yet elegant brew with distinctive accents of toasted malt, caramel, spice and residual sweetness.

The beer that started it all? Red Nectar was considered a strange bird when it was first released in 1987. After all, where did a robust, handcrafted all-natural amber ale fit into the massive flock of American industrial lagers? Answer: it didn?t. So it blazed its own trail, helping set the pace for the craft brew revolution.

Enjoy Red Nectar for its dazzling reddish copper hue, original flavors and caramel spice accents.
 ",35,https://untappd.akamaized.net/site/beer_logos/beer-3286_4fec4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3286_63f17_hd.jpeg,Red Nectar,humboldt-brewing-company-red-nectar,Red Ale - American Amber / Red,3286,65523,https://untappd.akamaized.net/site/brewery_logos/brewery-nectarales_65523.jpeg,Humboldt Brewing Company,humboldt-brewing-company,Micro Brewery,https://www.facebook.com/HumboldtBrewingCo,HumboldtBrewing,http://humboldtbrewingco.com,United States,Paso Robles,CA,35.5954,-120.695,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,15125,3.41907,126,19369,17070,0,0,[],3.42367,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Coal Porter,traffic-jam-and-snug-coal-porter,Porter - American,3289,1278,https://untappd.akamaized.net/site/brewery_logos/brewery-TrafficJamandSnug_1278.jpeg,Traffic Jam and Snug,traffic-jam-and-snug,Brew Pub,,,http://www.trafficjamdetroit.com/,United States,Detriot,MI,42.3511,-83.0661,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2,0.0,0,6,6,0,0,[],3.56383,False
