auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.9,"Many Mexican beer styles today are descendants of old Austrian styles, from when Austria ruled Mexico in the late 19th century. Our Dos Perros is made with German Munich malt, English Pale malt, and Chocolate malt, and hopped with Perle and Saaz hops. To lighten the body, as many Mexican brewers do, we add a small portion of flaked maize. The result is a wonderfully bready malt aroma, balanced with some maize sweetness and a noble hop finish.

Food Pairings: The toasty malt flavors go great with barbeque, grilled salmon, carmelized onions, and most hot and spicy foods. Try it with Mexican or Thai dishes.

OG: 10.4 Plato
FG: 3.3 Plato
IBUs: 21
SRM: 13
3.5% abv",16,https://untappd.akamaized.net/site/beer_logos/beer-4457_5f824_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4457_08e65_hd.jpeg,Dos Perros,yazoo-brewing-company-dos-perros,Brown Ale - American,4457,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,24635,3.51482,,488,38141,27979,0,0,[],3.51649,False
0,5.7,"A rich, chocolaty English Porter with a clean finish. We use the finest floor-malted Maris Otter malts from England, the same malts used for the best single-malt scotch. A portion of malted rye gives a spicy, slightly dry finish.

Food Pairings: The rich, chocolate notes pair well with the carmelized surface of steaks, pork tenderloins and lamb, but save this beer for dessert if you???re having chocolate or cr??me brul??e.

OG: 14.40 Plato
FG: 3.8 Plato
IBUs: 28
SRM: 29
5.7% abv",0,https://untappd.akamaized.net/site/beer_logos/beer-4458_33412_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4458_30fd1_hd.jpeg,Sly Rye Porter,yazoo-brewing-company-sly-rye-porter,Porter - American,4458,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,9120,3.66414,,150,13317,10239,0,0,[],3.66371,False
0,5.8,"A new version of an American classic.
Our Yazoo Pale Ale bursts with spicy, citrusy hop aroma and flavor, coming from the newly discovered Amarillo hop. The wonderful hop aroma is balanced nicely with a toasty malt body, ending with a cleansing hop finish. Made with English Pale, Munich, Vienna, and Crystal malts, and generously hopped with Amarillo, Perle, and Cascade hops. Fermented with our English ale yeast.

Food Pairings: The bracing bitterness of this beer can hold its own with spicy foods, while helping to cleanse the palate after rich, creamy dishes. The citrus hop flavors go exceptionally well with any dishes using cilantro, such as Mexican salsas.

OG: 14.0 Plato
FG: 3.3 Plato
IBUs: 55
SRM: 6
5.8% abv",0,https://untappd.akamaized.net/site/beer_logos/beer-4459_44584_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4459_d8483_hd.jpeg,Pale Ale,yazoo-brewing-company-pale-ale,Pale Ale - American,4459,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,25831,3.45726,,550,40346,29442,0,0,[],3.45953,False
0,3.8,"The tan lace clings to the glass as you raise the pint to your lips. Close your eyes and smile as the rich espresso notes fade to a dry, roasted finish. Exceptionally smooth and satisfying. Made with English Pale malt, roasted barley, black patent malt, and flaked barley. Hopped with East Kent Goldings and Target hops, and fermented with our English ale yeast.

Food Pairings: The combination of Onward Stout and oysters is a match made in heaven. It also goes well with other shellfish, grilled steaks, and believe it or not, rich chocolate desserts. Carbonade Flamande, seared beef cubes simmered in Stout for several hours, is a classic Belgian dish.

OG: 11.3 Plato
FG: 4.3 Plato
IBUs: 35
SRM: 45
3.8% abv",35,https://untappd.akamaized.net/site/beer_logos/beer-OnwardStout_4460.jpeg,,Onward Stout,yazoo-brewing-company-onward-stout,Stout - Irish Dry,4460,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,920,3.62582,,1,1456,1136,0,0,[],3.63206,False
0,9.2,"The South is famous for smoking everything - so why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherrywood, and assertive bitterness from Galena and Perle hops to cleanse the finish.",72,https://untappd.akamaized.net/site/beer_logos/beer-yazooSue.jpg,,Sue,yazoo-brewing-company-sue,Smoked Beer,16159,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Wed, 22 Dec 2010 15:04:18 +0000",0,1,16159.0,"Thu, 01 Jan 1970 00:00:00 +0000",4461.0,11895,3.8541,,248,16922,13530,0,5,"[{'beer': {'bid': 548566, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yazoo-brewing-company-sue-2011', 'beer_name': 'Sue (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 718346, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yazoo-brewing-company-sue-2014', 'beer_name': 'Sue (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 884153, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yazoo-brewing-company-sue-2013', 'beer_name': 'Sue (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1004566, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yazoo-brewing-company-sue-2015', 'beer_name': 'Sue (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1045946, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yazoo-brewing-company-sue-2012', 'beer_name': 'Sue (2012)', 'is_vintage': 1, 'is_variant': 0}}]",3.849,False
0,5.0,"An authentic example of a Bavarian Hefeweizen. ?Hefe? means cloudy or yeasty and ?weizen? means wheat. This beer is made with mostly wheat and uses a true Hefeweizen yeast that gives it a fruity, banana aroma with just a hint of cloves. The tart finish makes this the perfect summer beer.

Food pairings: Almost anything goes well with Hefeweizen but it especially shines when paired with salads and omelets.

OG: 12.0 Plato
FG: 2.3 Plato
IBUs: 13
SRM: 3
5.0% abv",13,https://untappd.akamaized.net/site/beer_logos/beer-4462_52188_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4462_71b56_hd.jpeg,Hefeweizen,yazoo-brewing-company-hefeweizen,Hefeweizen,4462,2688,https://untappd.akamaized.net/site/brewery_logos/brewery-YazooBrewingCompany_2688.jpeg,Yazoo Brewing Company,yazoo-brewing-company,Micro Brewery,https://www.facebook.com/yazoobrewing,YazooBrew,http://www.yazoobrew.com,United States,Nashville,TN,36.151,-86.7821,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,15747,3.60958,,374,23432,17922,0,0,[],3.61036,False
0,5.6,"A deep amber colored American ale, featuring a rich malty body. Cascade and Willamette hops add a complex hop flavor and aroma. This ale is exceptionally balanced between malty sweetness and delicate hop bitterness.

IBU: 32
Alcohol content: 5.8% by volume
Hops: Chinook, Willamette and Cascade

Calories per 12 oz. 172.5
Carbs per 12 oz. 17.86",30,https://untappd.akamaized.net/site/beer_logos/beer-_4463_sm_f37d0f13708ef5ceacbc0de959714d.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4463_hd_3e1de2dda5c989691ecc45bcc5bbba.jpeg,Gaelic Ale,highland-brewing-company-gaelic-ale,Red Ale - American Amber / Red,4463,658,https://untappd.akamaized.net/site/brewery_logos/brewery-HighlandBrewingCo_658.jpeg,Highland Brewing Company,highland-brewing-company,Micro Brewery,https://www.facebook.com/HighlandBrewingCompany,highlandbrews,http://www.highlandbrewing.com,United States,Asheville,NC,35.5711,-82.4982,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,48119,3.6188,,946,80117,54548,0,5,"[{'beer': {'bid': 177864, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-bourbon-barrel-aged-gaelic', 'beer_name': 'Bourbon Barrel Aged Gaelic', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 893886, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_4463_sm_f37d0f13708ef5ceacbc0de959714d.jpeg', 'beer_slug': 'highland-brewing-company-gaelic-ale-2014', 'beer_name': 'Gaelic Ale (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 912814, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-whiskey-barrel-gaelic', 'beer_name': 'Whiskey Barrel Gaelic', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1032176, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-gaelic-ale-with-white-oak-soaked-in-old-crow', 'beer_name': 'Gaelic Ale (with White Oak Soaked In Old Crow)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1136586, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-gaelic-ale-with-black-pepper', 'beer_name': 'Gaelic Ale (with Black Pepper)', 'is_vintage': 0, 'is_variant': 1}}]",3.61901,False
0,5.9,"A unique Highland creation, this robust beer is black in color, very malty with hints of chocolate-roasted flavor and a well balanced hop character.

IBU: 32
Alcohol content: 5.8% by volume
Hops: Chinook, Willamette and Cascade

Calories per 12 oz. 191.16
Carbs per 12 oz. 19.42",35,https://untappd.akamaized.net/site/beer_logos/beer-_4464_sm_ee8a2cca8fbd56ee858a48e49b9021.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4464_hd_37c72b708a122ec3f214a853cad0e6.jpeg,Oatmeal Porter,highland-brewing-company-oatmeal-porter,Porter - American,4464,658,https://untappd.akamaized.net/site/brewery_logos/brewery-HighlandBrewingCo_658.jpeg,Highland Brewing Company,highland-brewing-company,Micro Brewery,https://www.facebook.com/HighlandBrewingCompany,highlandbrews,http://www.highlandbrewing.com,United States,Asheville,NC,35.5711,-82.4982,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,31452,3.66334,,450,49627,35326,0,3,"[{'beer': {'bid': 152497, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-highland-whiskey-barrel-aged-oatmeal-porter', 'beer_name': 'Highland Whiskey Barrel Aged Oatmeal Porter', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1326603, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-oatmeal-porter-with-madagascar-vanilla', 'beer_name': 'Oatmeal Porter With Madagascar Vanilla', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1400854, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_4464_sm_ee8a2cca8fbd56ee858a48e49b9021.jpeg', 'beer_slug': 'highland-brewing-company-oatmeal-porter-with-vanilla-and-cayenne', 'beer_name': 'Oatmeal Porter with Vanilla and Cayenne', 'is_vintage': 0, 'is_variant': 1}}]",3.66322,False
0,5.1,"A golden pale having a slightly malty body balanced by an assertive American hop flavor. This pale ale displays a delicate hop nose due to the process of dry hopping. A crisp and refreshing beer perfect for any occasion.

IBU: 24
Alcohol content: 5.2% by volume
Hops: Chinook and Cascade

Calories per 12 oz. 170.1
Carbs per 12 oz. 15.65",24,https://untappd.akamaized.net/site/beer_logos/beer-_4465_sm_a57decf495bac0554aaf8954eaa8aa.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4465_hd_54304cc91491ba0ce6e387b8aa63a2.jpeg,St. Terese's Pale Ale,highland-brewing-company-st-terese-s-pale-ale,Pale Ale - American,4465,658,https://untappd.akamaized.net/site/brewery_logos/brewery-HighlandBrewingCo_658.jpeg,Highland Brewing Company,highland-brewing-company,Micro Brewery,https://www.facebook.com/HighlandBrewingCompany,highlandbrews,http://www.highlandbrewing.com,United States,Asheville,NC,35.5711,-82.4982,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,15469,3.50297,,173,22953,17640,0,5,"[{'beer': {'bid': 953469, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-st-terese-s-pale-ale-whiskey-barrel-aged', 'beer_name': ""St. Terese's Pale Ale (Whiskey Barrel Aged)"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1130588, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1130588_13e29_sm.jpeg', 'beer_slug': 'highland-brewing-company-the-kinsman-project-saint-terese-s-berry-pale-ale', 'beer_name': ""The Kinsman Project: Saint Terese's Berry Pale Ale"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1564123, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-st-terese-s-pale-ale-with-honey-and-jalapeno', 'beer_name': ""St. Terese's Pale Ale With Honey And Jalape?o"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1574750, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-st-terese-s-pale-ale-with-lemongrass-and-honey', 'beer_name': ""St. Terese's Pale Ale With Lemongrass And Honey"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1618935, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-st-terese-s-with-zythos-hops', 'beer_name': ""St. Terese's with Zythos Hops"", 'is_vintage': 0, 'is_variant': 1}}]",3.50584,False
0,6.0,"A brilliant, dry pale ale with an aggressive hop character balanced with a smooth finish. A bold beer best consumed with a stiff upper lip.

IBU: 60
Alcohol Content: 6.0% by volume
Hops: Stryian Goldings, Mt. Hood, Fuggles, Magnum, Willamette

*Contains Wheat

Calories per 12 oz 190.85
Carbs per 12 oz 16.82",60,https://untappd.akamaized.net/site/beer_logos/beer-_4466_sm_3ce65e6d46e17c904d33c1bc996b94.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4466_hd_b5a47d4b7add8eb2c28d393aeb8a4e.jpeg,Kashmir IPA,highland-brewing-company-kashmir-ipa,IPA - English,4466,658,https://untappd.akamaized.net/site/brewery_logos/brewery-HighlandBrewingCo_658.jpeg,Highland Brewing Company,highland-brewing-company,Micro Brewery,https://www.facebook.com/HighlandBrewingCompany,highlandbrews,http://www.highlandbrewing.com,United States,Asheville,NC,35.5711,-82.4982,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,16514,3.43716,,1,24163,18854,0,3,"[{'beer': {'bid': 290007, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-bourbon-barrel-aged-kashmir-ipa', 'beer_name': 'Bourbon Barrel Aged Kashmir IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 300553, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-sour-kashmir-ipa', 'beer_name': 'Sour Kashmir IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1385934, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'highland-brewing-company-ipa-2016', 'beer_name': 'IPA (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.44103,False
