auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"This beer style is over 400 years old, and continues to enjoy overwhelming popularity. Offering low hop bitterness, it is easy to enjoy. It pours very hazy, with a light gold color... we say it's like summertime in a glass. Bitter orange peel and fresh coriander add zest and depth to this refreshing beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-WeepingWillowWit_9607.jpeg,,Weeping Willow Wit,mother-earth-brewing-north-carolina-weeping-willow-wit,Witbier,9607,1452,https://untappd.akamaized.net/site/brewery_logos/brewery-MotherEarthBrewing_1452.jpeg,Mother Earth Brewing (North Carolina),mother-earth-brewing-north-carolina,Micro Brewery,http://pages/Mother-Earth-Brewing/121687044542726,motherearthbrew,http://www.motherearthbrewing.com/,United States,Kinston,NC,35.2626,-77.5827,"Wed, 17 Nov 2010 11:53:31 +0000",0,1,,,,14938,3.58955,,356,22129,17074,0,0,[],3.59078,False
0,6.0,"Munich, wheat and chocolate rye malts are blended for a dark color and unique body. We infuse Germany?s Hallertau Herkules hops at each stage of the brewing process for a smooth floral aroma and a powerful spicy flavor.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Herkulean IPA,craggie-brewing-company-herkulean-ipa,IPA - American,9608,2422,https://untappd.akamaized.net/site/brewery_logos/brewery-CraggieBrewingCompany_2422.jpeg,Craggie Brewing Company,craggie-brewing-company,Micro Brewery,http://www.facebook.com/craggiebrewingco,CraggieBrewing,http://craggiebrewingco.com/,United States,Ashville,NC,35.5912,-82.5559,"Wed, 17 Nov 2010 12:00:49 +0000",0,0,,,,2,0.0,,0,11,11,0,0,[],3.56755,False
0,18.5,An extremely high-gravity experimental stout that has varied in ABV over the years; once brewed to as high as 23.5% ABV.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Solar Eclipse,kuhnhenn-brewing-company-solar-eclipse,Stout - American Imperial / Double,9609,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,"Wed, 17 Nov 2010 12:04:11 +0000",0,1,,,,205,4.00366,,3,297,280,0,0,[],3.79239,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bitches Brew Pumpkin Ale,big-dog-s-brewing-company-bitches-brew-pumpkin-ale,Pumpkin / Yam Beer,9610,116,https://untappd.akamaized.net/site/brewery_logos/brewery-116_bcaa2.jpeg,Big Dog's Brewing Company,big-dog-s-brewing-company,Micro Brewery,http://www.facebook.com/pages/Big-Dogs-Brewing-Company/287773512358,BigDogsBrewing,http://www.bigdogsbrews.com,United States,Las Vegas,NV,36.2427,-115.236,"Wed, 17 Nov 2010 12:05:06 +0000",0,1,,,,28,3.78571,,0,52,45,0,0,[],3.65397,False
0,18.0,"Brewed with a ridiculous amount of barley, World Wide Stout is dark, rich, roasty and complex. This ageable ale clocks in at 15-20% ABV and has a depth more in line with a fine port than with a can of cheap, mass-marketed beer.",70,https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg,,World Wide Stout,dogfish-head-craft-brewery-world-wide-stout,Stout - American Imperial / Double,6730,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,"Fri, 22 Oct 2010 05:30:34 +0000",0,1,6730.0,"Thu, 01 Jan 1970 00:00:00 +0000",9611.0,38916,4.26149,,1805,51568,43724,0,5,"[{'beer': {'bid': 51329, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-WorldWideStout2010_51329.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2010', 'beer_name': 'World Wide Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 58469, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-WorldWideStout2009_58469.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2009', 'beer_name': 'World Wide Stout (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63726, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2003', 'beer_name': 'World Wide Stout (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63733, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2004', 'beer_name': 'World Wide Stout (2004)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63738, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2005', 'beer_name': 'World Wide Stout (2005)', 'is_vintage': 1, 'is_variant': 0}}]",4.25672,False
0,4.6,"A deep garnet, Iron Spike Amber pours a dense frothy beige cap with good lacing and retention. To the nose, toasted notes of dark bread and caramel malts as well as deeply rooted dark fruits give way to a perfume of bubblegum, banana, and yeasty esters. The flavour profile is initially sweet with dark fruit and caramel. This leads to toasted and spicy flavours with a hint of smoke and fall fruits while the hops come through to balance the sweetness. This full-bodied amber ale is an ideal balance of creamy grainy fruitiness, and sharp hops bitterness. ",30,https://untappd.akamaized.net/site/beer_logos/beer-9612_75451_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9612_90f08_hd.jpeg,Iron Spike Amber,railway-city-brewing-iron-spike-amber,Red Ale - American Amber / Red,9612,2696,https://untappd.akamaized.net/site/brewery_logos/brewery-2696_5830a.jpeg,Railway City Brewing,railway-city-brewing,Micro Brewery,https://www.facebook.com/RailwayCity/,railwaycity,http://www.railwaycitybrewing.com/,Canada,St. Thomas,ON,42.7863,-81.1695,"Wed, 17 Nov 2010 12:13:08 +0000",0,1,,,,875,3.49657,,24,1188,971,0,0,[],3.53655,False
0,5.5,"Smooth, chocolatey, and easy-drinking... Brewed with the finest two-row barley and Belgian chocolate malt, Bootlegger has a distinctive, chocolatey flavor. Bootlegger is medium-bodied and filtered for a clean, laid-back finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-9613_b5d45_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9613_d6a4e_hd.jpeg,Bootlegger Brown Ale,independence-brewing-co-bootlegger-brown-ale,Brown Ale - American,9613,2252,https://untappd.akamaized.net/site/brewery_logos/brewery-2252_bb773.jpeg,Independence Brewing Co.,independence-brewing-co,Micro Brewery,http://www.facebook.com/independencebrewing,indybrewing,http://www.independencebrewing.com,United States,Austin,TX,30.2131,-97.7358,"Wed, 17 Nov 2010 12:18:01 +0000",0,1,,,,4358,3.54492,,3,6291,5016,0,0,[],3.55184,False
0,5.5,"A deep amber ale with a rich and smooth flavor. Malty undertones of vanilla and caramel are kept in check with the addition of Magnum, Golding and Fuggles hops.",31,https://untappd.akamaized.net/site/beer_logos/beer-WolaversBrownAle_16429.jpeg,,Wolaver's Brown Ale,otter-creek-brewing-otter-creek-wolaver-s-wolaver-s-brown-ale,Brown Ale - English,16429,959,https://untappd.akamaized.net/site/brewery_logos/brewery-959_b9838.jpeg,Otter Creek Brewing,otter-creek-brewing,Micro Brewery,http://www.facebook.com/OtterCreekBrewing,OtterCreekBeer,http://www.ottercreekbrewing.com/,United States,Middlebury,VT,44.0197,-73.1692,"Thu, 23 Dec 2010 13:46:10 +0000",0,0,16429.0,"Thu, 01 Jan 1970 00:00:00 +0000",9614.0,2894,3.40722,,2,3982,3329,0,0,[],3.43051,False
0,3.8,"Stout & Flavoured

Bottle: Filtered.
Milk Stout with caramel color added.
First brewed in 1946. Abv changed from 3.4% to 3.8% in 2006. Lactose added after fermentation.
Michael Jackson 500 Classic Brews.",0,https://untappd.akamaized.net/site/beer_logos/beer-62383_c650f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-62383_291a1_hd.jpeg,Farsons Lacto,simonds-farsons-cisk-plc-farsons-lacto,Stout - Milk / Sweet,62383,1809,https://untappd.akamaized.net/site/brewery_logos/brewery-1809_6551c.jpeg,Simonds Farsons Cisk,simonds-farsons-cisk,Macro Brewery,,,http://www.farsons.com/,Malta,Mriehel BKR 3000,,35.8881,14.4068,"Tue, 05 Jul 2011 06:46:15 +0000",0,1,62383.0,"Mon, 03 Nov 2014 17:18:07 +0000",9616.0,543,2.66436,,9,658,632,0,0,[],3.01992,False
0,6.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-NorthernLibertiesIPA_9617.jpeg,,Northern Liberties IPA,christian-moerlein-brewing-northern-liberties-ipa,IPA - American,9617,1404,https://untappd.akamaized.net/site/brewery_logos/brewery-1404_0e5a5.jpeg,Christian Moerlein Brewing,christian-moerlein-brewing,Micro Brewery,https://www.facebook.com/christianmoerlein/,moerleinbeers,http://www.christianmoerlein.com/,United States,Cincinnati,OH,39.1031,-84.512,"Wed, 17 Nov 2010 12:31:15 +0000",0,1,,,,6295,3.49142,,16,9494,7096,0,0,[],3.49881,False
