auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.7,"Scratch #27-2010 begins a new fold in the Scratch series. For the next several batches individual Troegs brewers will create recipes of their choice. First up, The Ticeman had a hankering for a sweet stout, so the Troegs brothers and all the brewers met with Scharffen Berger Chocolate Company engineers to eat ridiculous amounts of cocoa nibs and chocolates over a few pints of beer.

This collaboration resulted in the delivery of a special blend of cocoa nibs that were added during the boiling process. In addition to the nibs, lactose was added at the end of the boil to give a little sweetness in the body. The addition of Galena and Simcoe hops lends a subtle fruity balance. After primary fermentation, the beer was aged for three weeks on a blend of cocoa nibs and Ugandan vanilla beans.

Dubbed Cocaoabunga, this unfiltered beer has a pleasant cocoa aroma, a subtle sweetness in the mouthfeel, a full-bodied flavor, and hints of vanilla. Enjoy!",0,https://untappd.akamaized.net/site/beer_logos/beer-Scratch27Cacaoabunga_5744.jpeg,,Scratch 27 - Cacaoabunga,troegs-brewing-company-scratch-27-cacaoabunga,Stout - Milk / Sweet,5744,2583,https://untappd.akamaized.net/site/brewery_logos/brewery-2583_bfb6f.jpeg,Tr?egs Independent Brewing,troegs-independent-brewing,Micro Brewery,https://www.facebook.com/troegsbrewingco,TroegsBeer,http://www.troegs.com/,United States,Hershey,PA,40.2933,-76.6576,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,59,3.92373,0,100,89,0,,,,,,0.0,[],3.69462,False
0,5.5,,45,https://untappd.akamaized.net/site/beer_logos/beer-FreshChesterPaleAle_10920.jpeg,,Freshchester Pale Ale,captain-lawrence-brewing-company-freshchester-pale-ale,Pale Ale - American,10920,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Thu, 25 Nov 2010 09:42:20 +0000",0,1,10920.0,"Thu, 01 Jan 1970 00:00:00 +0000",5745.0,19564,3.48468,317,30714,22568,0,,,,,,0.0,[],3.48724,False
0,10.0,"This beer is the result of the marriage between two very distinct beer styles; the Belgian Tripel & American IPA. We have taken the best qualities from both styles and allowed them to shine through. The fruity and spicy notes from the imported Belgian yeast strain & the pungent flavors and aromas of the American grown Amarillo hops flow seamlessly together to create this flavorful ale.  Straight from the Captain???s cellar to yours, we hope you enjoy.",45,https://untappd.akamaized.net/site/beer_logos/beer-_5746_sm_a3fec28ac3633fc5ef2e76bddfd828.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_5746_hd_fe67b199ba0ea140b6c73582353821.jpeg,Xtra Gold,captain-lawrence-brewing-company-xtra-gold,Belgian Tripel,5746,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1907,3.75184,5,2642,2321,0,,,,,,2.0,"[{'beer': {'bid': 853581, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-xtra-gold-2010', 'beer_name': 'Xtra Gold (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1456553, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-xtra-gold-2014', 'beer_name': 'Xtra Gold (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.73787,False
0,6.5,"Don't let the golden color fool you - this isn't your father's lite beer!

Brewed with imported German malts and US-grown hops, this beer is a full-flavored introduction to craft-brewed beer. We add the hops late in the boil, allowing you to enjoy the flavor and aroma of the hops without an aggressive bitterness.",15,https://untappd.akamaized.net/site/beer_logos/beer-LiquidGold_5747.jpeg,,Liquid Gold,captain-lawrence-brewing-company-liquid-gold,Pale Ale - Belgian,5747,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,15170,3.48596,156,22134,17632,0,,,,,,0.0,[],3.48922,False
0,6.4,"A complex beer, with layers of flavors unfolding as this beer slides down your throat. Before the introduction of indirect-fired malt kilns, all beers had a smoky flavor. Today only a handful of brewers produce beer reminiscent of those of the past. We use imported German smoked malt to add depth and complexity to our Smoked Porter.",45,https://untappd.akamaized.net/site/beer_logos/beer-_5748_2bc281730f9cf401146f6d11c3c3.jpeg,,Smoked Porter,captain-lawrence-brewing-company-smoked-porter,Smoked Beer,5748,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,3416,3.62485,4,4572,4006,0,,,,,,0.0,[],3.62699,False
0,9.0,"This beer is a salute to the ingenuity and creativity of the American craft brewers. A uniquely American style of beer, the Double or Imperial IPA, has become the calling card of many craft brewers who aren't afraid to push the limits of what hops can add to a beer. This beer is big and hoppy - not for the faint of heart! Be prepared to experience sensory overload as you savor this Imperial IPA.",90,https://untappd.akamaized.net/site/beer_logos/beer-CaptainsReserveImperialIPA_5749.jpeg,,Captain's Reserve Imperial IPA,captain-lawrence-brewing-company-captain-s-reserve-imperial-ipa,IPA - Imperial / Double,5749,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,11007,3.87599,1,16412,12670,0,,,,,,0.0,[],3.86989,False
0,4.5,"This beer was created as a summer thirst quencher, because we all know how hot and humid it can get in New York during the summer. We brewed this beer using both coriander and orange peel in the boil to increase both the aroma and flavor of this beer. Make sure you don???t get burned this summer, drink your Sun Block.",0,https://untappd.akamaized.net/site/beer_logos/beer-_5750_sm_9d788b44d641f6470ab6266fa40ad6.jpeg,,Sun Block Witte,captain-lawrence-brewing-company-sun-block-witte,Pale Wheat Ale - American,5750,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,9148,3.28924,62,12686,10453,0,,,,,,0.0,[],3.30095,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-BrownBird_40176.jpeg,,Brown Bird,captain-lawrence-brewing-company-brown-bird,Brown Ale - American,40176,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sun, 27 Mar 2011 14:54:30 +0000",0,1,40176.0,"Mon, 06 May 2013 04:22:11 +0000",5751.0,3249,3.5404,57,4592,3846,0,,,,,,0.0,[],3.5499,False
0,12.0,"This is a truly unique brew, combining some unusual elements to create a powerful, yet flavorful brew. I brewed a similar beer to this one back in 1998, while I was home brewing out in California. Only this time around I decided to age it in bourbon barrels to add a new element to the already rich sensory profile. The combination of dark malt, elderberries and bourbon barrels makes for an interesting tasting experience. This is a sippin??? beer, so sit back by the fire and enjoy. 12% alcohol by volume.",32,https://untappd.akamaized.net/site/beer_logos/beer-NorEaster_5752.jpeg,,Nor' Easter,dogfish-head-craft-brewery-nor-easter,Belgian Strong Dark Ale,5752,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,268,3.77612,0,459,412,0,,,,,,0.0,[],3.70934,False
0,11.0,"There's nothing quite likes Mom's apple pie? But I am willing to bet this beer is pretty darn close.  An American Tripel, dry-hoped with Amarillo hops and aged in Apple Brandy barrels from one of this country's oldest distilleries.  The tropical aroma of the hops and the delicate apple aroma from the barrels are a perfect match.  Straight from the Captain's cellar to yours, we hope you enjoy.",0,https://untappd.akamaized.net/site/beer_logos/beer-5753_e7dad_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5753_ab01d_hd.jpeg,Golden Delicious,captain-lawrence-brewing-company-golden-delicious,Belgian Tripel,5753,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,6998,3.72642,71,9659,8168,0,,,,,,5.0,"[{'beer': {'bid': 152762, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-golden-delicious-2008', 'beer_name': 'Golden Delicious (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 511300, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-golden-delicious-2009', 'beer_name': 'Golden Delicious (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 581620, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-golden-delicious-2012', 'beer_name': 'Golden Delicious (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 816047, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-GoldenDelicious_5753.jpeg', 'beer_slug': 'captain-lawrence-brewing-company-golden-delicious-2014', 'beer_name': 'Golden Delicious (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 930465, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'captain-lawrence-brewing-company-golden-delicious-2011', 'beer_name': 'Golden Delicious (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.72326,False
