auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,S-Team,sam-choy-s-big-aloha-brewery-s-team,California Common,3564,6115,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Sam Choy's Big Aloha Brewery,sam-choy-s-big-aloha-brewery,Micro Brewery,,,,United States,Honolulu,HI,21.3136,-157.87,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,,0,3,3,0,,,,,,0.0,[],3.59537,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ehu Ale,sam-choy-s-big-aloha-brewery-ehu-ale,Extra Special / Strong Bitter,178197,6115,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Sam Choy's Big Aloha Brewery,sam-choy-s-big-aloha-brewery,Micro Brewery,,,,United States,Honolulu,HI,21.3136,-157.87,"Fri, 25 May 2012 22:19:05 +0000",0,0,178197.0,"Sat, 10 Nov 2012 18:05:49 +0000",3565.0,9,0.0,,0,13,13,0,,,,,,0.0,[],3.50502,False
0,6.8,"Rich ruby-brown with a firm, silky head and strong natural carbonation. Leads on complex clove, spice, anise, raisin, molasses and banana aromas. A deep spicy clove flavor mellows into softer, caramel fruity taste.

A silky, spicy mouth-feel. Finaly balanced alcohol with plenty of hoppy dryness gives great structure and keeps it brighter than many other doubles. On swirling, the yeast-bite gives out stronger banana notes, yeasty spice and aroma hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-3566_19b5b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3566_eba88_hd.jpeg,Affligem Dubbel,affligem-brouwerij-affligem-dubbel,Belgian Dubbel,3566,16791,https://untappd.akamaized.net/site/brewery_logos/brewery-16791_f0492.jpeg,Affligem Brouwerij,affligem-brouwerij,Macro Brewery,,,http://www.affligembeer.be,Belgium,Opwijk,Vlaams-Brabant,50.971,4.19098,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,39548,3.51208,,1454,56521,43698,0,,,,,,5.0,"[{'beer': {'bid': 1291793, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'affligem-brouwerij-affligem-dubbel-2013', 'beer_name': 'Affligem Dubbel (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1619403, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3566_19b5b_sm.jpeg', 'beer_slug': 'affligem-brouwerij-affligem-dubbel-2016', 'beer_name': 'Affligem Dubbel (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1902025, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3566_19b5b_sm.jpeg', 'beer_slug': 'affligem-brouwerij-affligem-dubbel-2017', 'beer_name': 'Affligem Dubbel (2017)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1927611, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3566_19b5b_sm.jpeg', 'beer_slug': 'affligem-brouwerij-affligem-dubbel-2012', 'beer_name': 'Affligem Dubbel (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1951759, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3566_19b5b_sm.jpeg', 'beer_slug': 'affligem-brouwerij-affligem-dubbel-2011', 'beer_name': 'Affligem Dubbel 2011', 'is_vintage': 1, 'is_variant': 0}}]",3.51315,False
0,4.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3567_948ad_hd.jpeg,Gueuze Lambic,brouwerij-mort-subite-formerly-de-keersmaeker-gueuze,Sour - Gueuze,3567,274,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijMortSubiteformerlyDeKeersmaeker_274.jpeg,Brouwerij Mort Subite,brouwerij-mort-subite,Micro Brewery,,,http://www.mort-subite.be,Belgium,Asse-Kobbegem,Vlaams Brabant,50.9101,4.24987,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,11285,3.29302,,549,14398,12480,0,,,,,,5.0,"[{'beer': {'bid': 169872, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg', 'beer_slug': 'brouwerij-mort-subite-gueuze-lambic-1987', 'beer_name': 'Gueuze Lambic (1987)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 354372, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg', 'beer_slug': 'brouwerij-mort-subite-gueuze-lambic-1990', 'beer_name': 'Gueuze Lambic (1990)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 901530, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg', 'beer_slug': 'brouwerij-mort-subite-gueuze-lambic-1996', 'beer_name': 'Gueuze Lambic (1996)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1179008, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg', 'beer_slug': 'brouwerij-mort-subite-gueuze-lambic-2015', 'beer_name': 'Gueuze Lambic (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1518899, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-3567_3fc71_sm.jpeg', 'beer_slug': 'brouwerij-mort-subite-gueuze-lambic-1983', 'beer_name': 'Gueuze Lambic (1983)', 'is_vintage': 1, 'is_variant': 0}}]",3.30247,False
0,9.2,"This Barley Wine Style Ale is brewed with double amounts of malts and hops to create a rich, mahogany colored, resinous brew. Aged for three full months before release, this ale is complex, strong, malty and full of character.",60,https://untappd.akamaized.net/site/beer_logos/beer-11528_08f27_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11528_9b98a_hd.jpeg,Old Knucklehead,bridgeport-brewing-co-old-knucklehead,Barleywine - American,11528,3787,https://untappd.akamaized.net/site/brewery_logos/brewery-BridgePortBrewingCo_3787.jpeg,BridgePort Brewing Co.,bridgeport-brewing-co,Micro Brewery,http://www.facebook.com/BridgePortBrewingCompany,bridgeportbrew,http://www.bridgeportbrew.com/,United States,Portland,OR,45.5315,-122.682,"Sat, 27 Nov 2010 13:24:40 +0000",0,1,11528.0,"Thu, 01 Jan 1970 00:00:00 +0000",3568.0,3999,3.54751,,32,5143,4828,0,,,,,,5.0,"[{'beer': {'bid': 42902, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_42902_cdc830b9c369a576a0ec47962c5b.jpeg', 'beer_slug': 'bridgeport-brewing-co-old-knucklehead-1995', 'beer_name': 'Old Knucklehead (1995)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 140014, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_140014_121749623b3be50842b1176dd685.jpeg', 'beer_slug': 'bridgeport-brewing-co-old-knucklehead-2006', 'beer_name': 'Old Knucklehead (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 547654, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bridgeport-brewing-co-old-knucklehead-1990', 'beer_name': 'Old Knucklehead (1990)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 547685, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bridgeport-brewing-co-old-knucklehead-1993', 'beer_name': 'Old Knucklehead (1993)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 547701, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bridgeport-brewing-co-old-knucklehead-1992', 'beer_name': 'Old Knucklehead (1992)', 'is_vintage': 1, 'is_variant': 0}}]",3.55485,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Lava Lager,hapa-s-brew-haus-and-restaurant-black-lava-lager,Schwarzbier,3569,631,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Hapa's Brew Haus and Restaurant,hapa-s-brew-haus-and-restaurant,Micro Brewery,,,,United States,Kihei,HI,20.7479,-156.454,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,,0,5,5,0,,,,,,0.0,[],3.57953,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Red Sky Amber Lager,hapa-s-brew-haus-and-restaurant-red-sky-amber-lager,Lager - American Amber / Red,3570,631,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Hapa's Brew Haus and Restaurant,hapa-s-brew-haus-and-restaurant,Micro Brewery,,,,United States,Kihei,HI,20.7479,-156.454,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1,0.0,,0,4,4,0,,,,,,0.0,[],3.57953,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Paradise Pale Lager,hapa-s-brew-haus-and-restaurant-paradise-pale-lager,Lager - Pale,3571,631,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Hapa's Brew Haus and Restaurant,hapa-s-brew-haus-and-restaurant,Micro Brewery,,,,United States,Kihei,HI,20.7479,-156.454,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,2,0.0,,0,9,9,0,,,,,,0.0,[],3.56383,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Moonset Lager,hapa-s-brew-haus-and-restaurant-moonset-lager,Lager - Pale,3572,631,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Hapa's Brew Haus and Restaurant,hapa-s-brew-haus-and-restaurant,Micro Brewery,,,,United States,Kihei,HI,20.7479,-156.454,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.59537,False
0,6.8,"Aldaris Porteris is a special and traditional variety of strong beer with a wonderful caramel taste and a light wine flavour which is also discernible in its aroma.

In 2007 Aldaris achieved a great result at the annual Australian International Beer Awards where in a competition featuring around 940 beers, Aldaris Porteris won a silver medal.

In late 2009, Porteris was awarded a top prize in one of the largest worldwide beer contests, the ?European Beer Star Award 2009?, receiving the silver medal. Since 2010 Porteris comes in a new packaging design, which is in line with the Aldaris product range. ",0,https://untappd.akamaized.net/site/beer_logos/beer-3573_1d4f2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3573_65f1a_hd.jpeg,Porteris,aldaris-porteris,Porter - Baltic,3573,19,https://untappd.akamaized.net/site/brewery_logos/brewery-AldarisCarlsbergGroup_19.jpeg,Aldaris,aldaris,Macro Brewery,http://www.facebook.com/ASAldaris,AldarisAlus,http://www.aldaris.lv/,Latvia,Riga,,57.0064,24.1206,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2461,3.33046,,61,2955,2658,0,,,,,,0.0,[],3.36588,False
