auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.0,"Limited Edition IPA
100 IBU ",0,https://untappd.akamaized.net/site/beer_logos/beer-HeavySeasThankYouThankYouVeryMuch_12479.jpeg,,"Heavy Seas Thank You, Thank You Very Much",heavy-seas-beer-heavy-seas-thank-you-thank-you-very-much,IPA - Imperial / Double,12479,385,https://untappd.akamaized.net/site/brewery_logos/brewery-385_4c3de.jpeg,Heavy Seas Beer,heavy-seas-beer,Micro Brewery,https://www.facebook.com/HeavySeasBeer/,HeavySeasBeer,http://www.hsbeer.com/,United States,Baltimore,MD,39.2308,-76.6751,,,"Fri, 03 Dec 2010 04:56:48 +0000",0,0,,,,49,3.84694,,0,135,106,0,0,[],3.66259,False
0,8.7,"The tenacious grip of big, juicy hop aroma and character slides smoothly into rich, dark malts. This heavyweight battle between fresh, Yakima Valley hops and dark, roasted malts is resolved harmoniously as the flavors merge to deliver complex satisfaction with a warming edge. Bask in the ?glory?? of the bright and brassy hops!",70,https://untappd.akamaized.net/site/beer_logos/beer-victoryYakimaGlory.jpg,,Yakima Glory,victory-brewing-company-yakima-glory,IPA - Black / Cascadian Dark Ale,8321,1326,https://untappd.akamaized.net/site/brewery_logos/brewery-1326_6ca88.jpeg,Victory Brewing Company,victory-brewing-company,Micro Brewery,https://www.facebook.com/victorybeer,VictoryBeer,http://victorybeer.com/,United States,Downingtown,PA,40.0061,-75.6942,,,"Wed, 10 Nov 2010 10:29:48 +0000",0,0,8321.0,"Thu, 01 Jan 1970 00:00:00 +0000",12480.0,9440,3.65334,,5,16097,11771,0,0,[],3.65326,False
0,7.2,,54,https://untappd.akamaized.net/site/beer_logos/beer-12481_1f759_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12481_97ab3_hd.jpeg,Mikkel & Menno,brouwerij-de-molen-mikkel-menno,Weizenbock,12481,3367,https://untappd.akamaized.net/site/brewery_logos/brewery-3367_c1d5d.jpeg,Brouwerij De Molen,brouwerij-de-molen,Micro Brewery,http://www.facebook.com/BierbrouwerijDeMolen,molenbier,http://www.brouwerijdemolen.nl,Netherlands,Bodegraven,Zuid Holland,52.0857,4.74211,1.0,"[{'brewery': {'brewery_id': 2813, 'brewery_name': 'Mikkeller', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-2813_649c4.jpeg', 'country_name': 'Denmark', 'location': {'brewery_city': 'Copenhagen', 'brewery_state': ''}}}]","Fri, 03 Dec 2010 05:39:25 +0000",0,0,,,,37,3.75,,0,54,52,0,0,[],3.66099,False
0,10.0,"Brewed in collaboration with Dark Mater Coffee Co.

This beer is a thug. Big and chock full of tender embrace.",0,https://untappd.akamaized.net/site/beer_logos/beer-BigHugs2010_15756.jpeg,,Big Hugs Imperial Coffee Stout (2010),half-acre-beer-company-big-hugs-imperial-coffee-stout-2010,Stout - American Imperial / Double,15756,1862,https://untappd.akamaized.net/site/brewery_logos/brewery-1862_972be.jpeg,Half Acre Beer Company,half-acre-beer-company,Micro Brewery,https://www.facebook.com/HalfAcreBeer,halfacrebeer,http://halfacrebeer.com/,United States,Chicago,IL,41.9595,-87.6826,,,"Mon, 20 Dec 2010 12:02:24 +0000",0,0,15756.0,"Thu, 01 Jan 1970 00:00:00 +0000",12482.0,113,4.00885,,1,323,286,0,0,[],3.74741,False
0,5.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-12483_22d2a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12483_6722c_hd.jpeg,Meteor Bi?re de No?l,brasserie-meteor-meteor-biere-de-noel,Winter Ale,12483,9388,https://untappd.akamaized.net/site/brewery_logos/brewery-9388_1cf40.jpeg,Brasserie Meteor,brasserie-meteor,Macro Brewery,https://www.facebook.com/pages/METEOR/28567899636,bieres_meteor,http://www.brasserie-meteor.fr,France,Hochfelden,Alsace,48.7571,7.56761,,,"Fri, 03 Dec 2010 06:42:41 +0000",0,1,,,,1087,3.02254,,20,1458,1217,0,0,[],3.16056,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-12485_2c115_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12485_ef48a_hd.jpeg,Gorkha Beer,gorkha-brewery-gorkha-beer,Lager - Pale,12485,3368,https://untappd.akamaized.net/site/brewery_logos/brewery-3368_d6ee3.jpeg,Gorkha Brewery,gorkha-brewery,Macro Brewery,,,http://www.gorkhabrewery.com,Nepal,,,0.0,0.0,,,"Fri, 03 Dec 2010 06:54:47 +0000",0,1,,,,1059,2.89825,,91,1476,1208,0,0,[],3.06697,False
0,0.0,Hoppy porter with caramel tones. 4.5%,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,McKennas Reprise,marble-beers-mckennas-reprise,Other,12486,2456,https://untappd.akamaized.net/site/brewery_logos/brewery-Marble_2456.jpeg,Marble Beers,marble-beers,Micro Brewery,http://www.facebook.com/group.php?gid=2468167027,marblebrewers,http://www.marblebeers.co.uk,England,Manchester,Greater Manchester,53.4902,-2.23461,,,"Fri, 03 Dec 2010 06:56:38 +0000",0,0,,,,2,0.0,,0,4,3,0,0,[],3.61597,False
0,5.2,"No gluten beer, lager style.",0,https://untappd.akamaized.net/site/beer_logos/beer-12487_0408f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12487_72741_hd.jpeg,Ambar Especial,la-zaragozana-ambar-especial,Lager - Euro,12487,3369,https://untappd.akamaized.net/site/brewery_logos/brewery-3369_96fe5.jpeg,La Zaragozana,la-zaragozana,Macro Brewery,http://www.facebook.com/cervezambar,cervezasambar,http://www.cervezasambar.com,Spain,Zaragoza,Zaragoza,41.6378,-0.881782,,,"Fri, 03 Dec 2010 07:03:21 +0000",0,1,,,,4963,2.8245,,230,7184,5574,0,0,[],2.87249,False
0,4.8,"1900 is a subtle beer as full of aromas.   Soft on the palate, pale and thin bubble, surprised by the amount of nuances housing. The nose dominated by fresh fruit that comes from the fermentation at high temperature.",0,https://untappd.akamaized.net/site/beer_logos/beer-_12488_984d19f882d70195f04386ee622f.jpeg,,Ambar 1900,la-zaragozana-ambar-1900,Pale Ale - English,12488,3369,https://untappd.akamaized.net/site/brewery_logos/brewery-3369_96fe5.jpeg,La Zaragozana,la-zaragozana,Macro Brewery,http://www.facebook.com/cervezambar,cervezasambar,http://www.cervezasambar.com,Spain,Zaragoza,Zaragoza,41.6378,-0.881782,,,"Fri, 03 Dec 2010 07:05:21 +0000",0,1,,,,1749,2.85906,,69,2128,1943,0,0,[],2.97697,False
0,7.0,"Abrir una Ambar Export es prepararse a disfrutar de una aventura de sensaciones intensas.

Vierta en su copa Ambar Export y disp?ngase a degustar su aroma, cuerpo y sabor.

Con un bouquet y postgusto ?nicos en cerveza.

Tres maitas, doble fermentaci?n Ambar Export est? elaborada con tres maltas que le con?eren su sabor, cuerpo y aroma personal. La malta base caramelizada en verde, llena la cerveza de matices arom?ticos, una segunda malta de alargada tostaci?n aporta el color y el cuerpo. Finalmente, la malta denominada ? Schlaffer  en honor de nuestro primer Maestro Cervecero y producida en nuestra malter?a construida a comienzos del siglo XX, estructura su firmeza y su gran postgusto.

Esta ?coupage"" mezcla de maltas, tan original convierte a Ambar Export en una cerveza roja, tostada y, especialmente exuberante, al paladar. El cuerpo poderoso de Ambar Export, hecho con variedad y densidad de maltas, requiere de un periodo fermentativo de larga duraci?n. 

Si las cervezas Iager normales fermentan en una semana, Ambar Export lo hace en dos. En ese tiempo Ia levadura afinar? todos los aromas propuestos por la mezcla de maltas y l?pulos incorporados durante la cocci?n. Lentamente el grado alcoh?lico llega a los 7 grados y se desencadenan sus complejos matices de sabor. En ese tiempo la levadura a?nar? todos los aromas propuestos por la mezcla de maltas y l?pulos incorporados durante Ia cocci?n.",0,https://untappd.akamaized.net/site/beer_logos/beer-12489_cc214_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12489_902da_hd.jpeg,Ambar Export,la-zaragozana-ambar-export,Lager - Dortmunder / Export,12489,3369,https://untappd.akamaized.net/site/brewery_logos/brewery-3369_96fe5.jpeg,La Zaragozana,la-zaragozana,Macro Brewery,http://www.facebook.com/cervezambar,cervezasambar,http://www.cervezasambar.com,Spain,Zaragoza,Zaragoza,41.6378,-0.881782,,,"Fri, 03 Dec 2010 07:06:41 +0000",0,1,,,,3096,3.1141,,99,4258,3395,0,0,[],3.16238,False
