auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.4,"Clean, soft and flavorful local water combines with floor-malted barley and a mix of world hops to yield a fantastically round yet snappy Lager that drinks rich and full like an Ale. Unfiltered and naturally carbonated, this is a true throw-back Lager.",30,https://untappd.akamaized.net/site/beer_logos/beer-NumazuLager_23468.jpeg,,Numazu Lager,baird-brewing-company-numazu-lager,Lager - Vienna,23468,5697,https://untappd.akamaized.net/site/brewery_logos/brewery-BairdBrewingCompanyFishmarketTaproom_5697.jpeg,Baird Brewing Company,baird-brewing-company,Micro Brewery,https://www.facebook.com/pages/Baird-Brewing/117149904968230,bairdbeer,http://bairdbeer.com,Japan,Izu-shi,Shizuoka,34.9517,138.94,"Mon, 10 Jan 2011 23:18:01 +0000",0,1,,,,1105,3.42262,21,1490,1326,0,0,[],3.47202,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-15780_5e132_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15780_6accf_hd.jpeg,Maharaja Premium Indian Pilsner,united-breweries-india-maharaja-premium-indian-pilsner,Pilsner - Other,15780,4657,https://untappd.akamaized.net/site/brewery_logos/brewery-UnitedBreweriesIndia_4657_1d02e.jpeg,United Breweries (India),united-breweries-india,Micro Brewery,,,http://unitedbreweries.com/,India,,Bangalore,12.9719,77.5963,"Mon, 20 Dec 2010 13:32:28 +0000",0,1,15780.0,"Fri, 16 May 2014 13:09:56 +0000",23469.0,3181,3.03442,46,3853,3649,0,0,[],3.08837,False
0,7.75,"Brown ale aged in Pinot Noir wine barrels for one year with sour cherries, Brettanomyces yeast, and Lactobacillus & Pedicoccus bacteria.",0,https://untappd.akamaized.net/site/beer_logos/beer-_5775_24cced3f110d437eebeaf0935f1f.jpeg,,Supplication,russian-river-brewing-company-supplication,Sour - American Wild Ale,5775,5143,https://untappd.akamaized.net/site/brewery_logos/brewery-russianRiver.jpg,Russian River Brewing Company,russian-river-brewing-company,Micro Brewery,https://www.facebook.com/russianriverbrewing,,http://www.russianriverbrewing.com/,United States,Santa Rosa,CA,38.4418,-122.712,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5775.0,"Thu, 01 Jan 1970 00:00:00 +0000",23470.0,45053,4.32467,624,73339,50879,0,5,"[{'beer': {'bid': 163644, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SupplicationBatch06x01_163644.jpeg', 'beer_slug': 'russian-river-brewing-company-supplication-batch-006', 'beer_name': 'Supplication (Batch 006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 178254, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_178254_cde69630f75dd4b05b282fd5234b.jpeg', 'beer_slug': 'russian-river-brewing-company-supplication-batch-010', 'beer_name': 'Supplication (Batch 010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 180038, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_180038_722b73475c5aade18514b646d592.jpeg', 'beer_slug': 'russian-river-brewing-company-supplication-batch-009', 'beer_name': 'Supplication (Batch 009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184467, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_184467_37a479603d31c43f11fa65bca3fa.jpeg', 'beer_slug': 'russian-river-brewing-company-supplication-batch-008', 'beer_name': 'Supplication (Batch 008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 188601, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_188601_20e374fa1c3dcc81301b3d15935e.jpeg', 'beer_slug': 'russian-river-brewing-company-supplication-batch-003', 'beer_name': 'Supplication (Batch 003)', 'is_vintage': 1, 'is_variant': 0}}]",4.32014,False
0,5.0,"Based on our award-winnning Pale Ale recipe, our brewmaster Nakanishi took it to another level and added ""arare""?roasted brown rice to create a truly innovative and thoroughly Japanse-style beer. The resulting ""genmai"" flavored ale gives a refreshingly crisp hoppy flavor and a bitter finish. This recipe even made some Japanese microbrewers stand up and take notice?a true rarity even in Japan.",25,https://untappd.akamaized.net/site/beer_logos/beer-IseKadoyaGenmaiBrownRiceAle_23471.jpeg,,Genmai (Brown Rice) Ale,ise-kadoya-brewery-genmai-brown-rice-ale,Specialty Grain,23471,5862,https://untappd.akamaized.net/site/brewery_logos/brewery-IseKadoyaBreweryNikenjayamochiKadoyaHontenCo_5862.jpeg,Ise Kadoya Brewery,ise-kadoya-brewery,Micro Brewery,https://www.facebook.com/profile.php?id=100009547426286,isekado,http://www.biyagura.jp/,Japan,Ise-shi,Mie,34.4961,136.727,"Mon, 10 Jan 2011 23:24:42 +0000",0,1,,,,191,3.34162,1,234,227,0,0,[],3.53181,False
0,5.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Single Batch: India Pale Ale,little-creatures-brewing-single-batch-india-pale-ale,IPA - English,23472,2560,https://untappd.akamaized.net/site/brewery_logos/brewery-2560_de08e.jpeg,Little Creatures Brewing,little-creatures-brewing,Micro Brewery,http://www.facebook.com/littlecreaturesbrewing,LtCreatures,http://www.littlecreatures.com.au/,Australia,Fremantle,WA,-32.0597,115.745,"Mon, 10 Jan 2011 23:25:11 +0000",0,0,,,,41,3.51829,0,50,48,0,0,[],3.62333,False
0,8.3,"The coffee lover?s consummate beer. Brewed with an abundance of flaked oats, bitter and imported chocolates, and Sumatra and Kona coffee, this stout has an intense fresh-roasted java nose topped with a frothy, cinnamon-colored head that goes forever.",60,https://untappd.akamaized.net/site/beer_logos/beer-961501_7fce9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-961501_b3b17_hd.jpeg,Breakfast Stout,founders-brewing-co-breakfast-stout,Stout - Oatmeal,4589,549,https://untappd.akamaized.net/site/brewery_logos/brewery-foundersbrewingcompany_549.jpeg,Founders Brewing Co.,founders-brewing-co,Micro Brewery,http://www.facebook.com/foundersbrewing,foundersbrewing,http://www.foundersbrewing.com/,United States,Grand Rapids,MI,42.9585,-85.6735,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4589.0,"Thu, 01 Jan 1970 00:00:00 +0000",23473.0,232849,4.18407,2943,538103,255699,0,5,"[{'beer': {'bid': 65231, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-65231_b7c8b_sm.jpeg', 'beer_slug': 'founders-brewing-co-breakfast-stout-2008', 'beer_name': 'Breakfast Stout (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 67382, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-67382_4870d_sm.jpeg', 'beer_slug': 'founders-brewing-co-breakfast-stout-2010', 'beer_name': 'Breakfast Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 74367, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-74367_154dc_sm.jpeg', 'beer_slug': 'founders-brewing-co-breakfast-stout-2009', 'beer_name': 'Breakfast Stout (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 112785, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-112785_575af_sm.jpeg', 'beer_slug': 'founders-brewing-co-breakfast-stout-2006', 'beer_name': 'Breakfast Stout (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 112820, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-112820_24d77_sm.jpeg', 'beer_slug': 'founders-brewing-co-breakfast-stout-2007', 'beer_name': 'Breakfast Stout (2007)', 'is_vintage': 1, 'is_variant': 0}}]",4.18337,False
0,13.4,Everyday Goose Island smells the wonderful coffee roasting next to our brewery at Chicago's Intelligentsia Coffee and Tea. They put the same passion and skill into their coffee as Goose Island does with its beer. This excellent stout is made with Black Cat Espresso beans from our friends next door. You'll like the combination.,60,https://untappd.akamaized.net/site/beer_logos/beer-5817_68211_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5817_39f5f_hd.jpeg,Bourbon County Brand Coffee Stout,goose-island-beer-co-bourbon-county-brand-coffee-stout,Stout - American Imperial / Double,5817,2898,https://untappd.akamaized.net/site/brewery_logos/brewery-2898_7ee53.jpeg,Goose Island Beer Co.,goose-island-beer-co,Macro Brewery,https://m.facebook.com/Goose-Island-157863547303/,GooseIsland,http://www.gooseisland.com/,United States,Chicago,IL,41.8871,-87.6721,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5817.0,"Thu, 01 Jan 1970 00:00:00 +0000",23474.0,30385,4.5626,152,46141,33959,0,5,"[{'beer': {'bid': 98101, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-BourbonCountyBrandCoffeeStout2011_98101.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-coffee-stout-2011', 'beer_name': 'Bourbon County Brand Coffee Stout (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 109898, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_109898_sm_d1a2e4afdb5c2a80b6b96dc1e0f772.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-coffee-stout-2010', 'beer_name': 'Bourbon County Brand Coffee Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 263329, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_263329_sm_45eacfd8dea2a98eb36cd59870536f.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-coffee-stout-2012', 'beer_name': 'Bourbon County Brand Coffee Stout (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 485292, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_485292_sm_b575cd236043babd61dd341d6f061b.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-coffee-stout-2013', 'beer_name': 'Bourbon County Brand Coffee Stout (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 818725, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-818725_f54c7_sm.jpeg', 'beer_slug': 'goose-island-beer-co-bourbon-county-brand-coffee-stout-2014', 'beer_name': 'Bourbon County Brand Coffee Stout (2014)', 'is_vintage': 1, 'is_variant': 0}}]",4.55354,False
0,10.0,"2014: The 7th Vintage

The 2014 vintage is a limited edition handcrafted lager. The brewing team have again used some of the finest French Oak barrels from the highly regarded Dargaud et Jaegle cooperage in France ? the fourth time they have been used in the brewing process.

A portion of Crown Ambassador has been matured inside these barrels, adding an additional layer of toasty complexity to this year's lager and an extra degree of mouthfeel and length on the palate. The taste is unlike any other beer.

Upon release in 2014, the beer has rich tropical fruit and citrus notes as a result of fresh specially selected hops added to the kettle within 24 hours. These lifted notes will mellow and become more integrated as the beer matures.

Crown Ambassador begins with our signature ingredients  the highest quality barley specification, yeast and the first choice Pride of Ringwood Hops with the addition of handpicked specially selected hops from the cooler micro-climate district of the Ovens Valley in Victoria. Paramount to Crown Ambassador?s quality is the stringent use of only the first runnings. The result is a superb tasting and higher-alcohol strength beer (10% ABV). The beer is cooled, then matured for four months following fermentation. This allows the complex flavours to develop further, creating a smooth, full-bodied taste - the hallmark of Crown Ambassador. Finally, the brew undergoes a secondary fermentation, where yeast is added ensuring each bottle is truly unique.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Crown Ambassador Reserve Lager 2014,carlton-and-united-breweries-crown-ambassador-reserve-lager-2014,Lager - Pale,956726,4045,https://untappd.akamaized.net/site/brewery_logos/brewery-4045_ce45d.jpeg,Carlton & United Breweries,carlton-united-breweries,Macro Brewery,,,http://www.cub.com.au,Australia,Abbotsford,VIC,-37.8094,145.003,"Sun, 25 Jan 2015 09:21:00 +0000",0,0,956726.0,"Tue, 07 Feb 2017 21:25:26 +0000",23475.0,52,3.96635,0,77,72,0,0,[],3.69666,False
0,6.2,  ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Christmas Cheer,redoak-boutique-beer-cafe-christmas-cheer,Spiced / Herbed Beer,23476,2556,https://untappd.akamaized.net/site/brewery_logos/brewery-RedoakBoutiqueBeerCafe_2556.jpeg,Redoak Boutique Beer Cafe,redoak-boutique-beer-cafe,Micro Brewery,http://www.facebook.com/pages/Redoak-Boutique-Beer-Cafe-RestaurantCafeBar-Sydney-reviews/200835113272962?sk=wall,,http://www.redoak.com.au,Australia,Sydney,NSW,-33.8697,151.205,"Tue, 11 Jan 2011 00:05:48 +0000",0,1,,,,136,3.36949,0,166,157,0,0,[],3.56415,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,20 to Life,moonlight-brewing-company-20-to-life,Belgian Strong Dark Ale,23477,883,https://untappd.akamaized.net/site/brewery_logos/brewery-MoonlightBrewingCompany_883.jpeg,Moonlight Brewing Company,moonlight-brewing-company,Micro Brewery,https://www.facebook.com/pages/Moonlight-Brewing-Company/104112639626511,,http://www.moonlightbrewing.com,United States,Santa Rosa,CA,38.4405,-122.714,"Tue, 11 Jan 2011 00:32:07 +0000",0,1,,,,30,3.225,0,40,39,0,0,[],3.56632,False
