auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.2,"This is the beer that started it all.  A delicate, creamy mouthfeel contrasts with layered depth revealing distinctive chocolate and coffee notes.  Dark and rich, yet easy to drink.",30,https://untappd.akamaized.net/site/beer_logos/beer-2025_ba60b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-2025_7c9c0_hd.jpeg,Black Butte Porter,deschutes-brewery-black-butte-porter,Porter - American,2025,441,https://untappd.akamaized.net/site/brewery_logos/brewery-441_8b2ad.jpeg,Deschutes Brewery,deschutes-brewery,Micro Brewery,http://www.facebook.com/deschutes.brewery,deschutesbeer,http://www.deschutesbrewery.com,United States,Bend,OR,44.0468,-121.322,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2025.0,"Thu, 01 Jan 1970 00:00:00 +0000",29510.0,153874,3.82838,,2558,269239,170739,0,,,,,,,3.0,"[{'beer': {'bid': 151027, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'deschutes-brewery-espresso-black-butte-porter', 'beer_name': 'Espresso Black Butte Porter', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 240013, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'deschutes-brewery-fresh-hop-porter', 'beer_name': 'Fresh Hop Porter', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 742482, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'deschutes-brewery-vanilla-bourbon-black-butte-porter', 'beer_name': 'Vanilla Bourbon Black Butte Porter', 'is_vintage': 0, 'is_variant': 1}}]",3.82803,False
0,9.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Zatek,buckeye-brewing-company-zatek,Stout - American Imperial / Double,26007,1619,https://untappd.akamaized.net/site/brewery_logos/brewery-BuckeyeBrewingCompany_1619_b67c0.jpeg,Buckeye Brewing Company,buckeye-brewing-company,Micro Brewery,https://www.facebook.com/buckeyebrewing,Buckeyebrewing,http://buckeyebrewing.com/,United States,Cleveland,OH,41.4545,-81.7523,"Sun, 23 Jan 2011 00:54:11 +0000",0,1,26007.0,"Thu, 01 Jan 1970 00:00:00 +0000",29511.0,21,3.69048,,0,28,26,0,,,,,,,0.0,[],3.64114,False
0,7.0,,100,https://untappd.akamaized.net/site/beer_logos/beer-Vestkyst_29512.jpeg,,Vestkyst,kinn-bryggeri-vestkyst,IPA - American,29512,5233,https://untappd.akamaized.net/site/brewery_logos/brewery-KinnBryggeri_5233.jpeg,Kinn Bryggeri,kinn-bryggeri,Micro Brewery,,,http://www.kinn.no,Norway,Flor?,,61.6,5.03114,"Wed, 09 Feb 2011 19:11:35 +0000",0,1,,,,13304,3.92741,,270,22438,14219,0,,,,,,,0.0,[],3.92122,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Barrel Aged Flemish Brown,buckeye-brewing-company-barrel-aged-flemish-brown,Belgian Strong Dark Ale,29513,1619,https://untappd.akamaized.net/site/brewery_logos/brewery-BuckeyeBrewingCompany_1619_b67c0.jpeg,Buckeye Brewing Company,buckeye-brewing-company,Micro Brewery,https://www.facebook.com/buckeyebrewing,Buckeyebrewing,http://buckeyebrewing.com/,United States,Cleveland,OH,41.4545,-81.7523,"Wed, 09 Feb 2011 19:12:50 +0000",0,1,,,,0,0.0,,0,1,1,0,,,,,,,0.0,[],3.59537,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lager,striker-beer-lager,Lager - Helles,29514,7974,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Striker Beer,striker-beer,Micro Brewery,https://www.facebook.com/strikerbeer/,,,Switzerland,Z?rich,ZH,47.3769,8.54169,"Wed, 09 Feb 2011 20:37:46 +0000",0,0,,,,8,0.0,,0,21,10,0,,,,,,,0.0,[],3.47245,False
0,3.9,"One of only four ales to ever win the Champion Beer of Britain twice! Daniel Thwaites uses only the finest dark kiln roasted malts, English barley and select fuggles and goldings hops to create this bittersweet dark mild with a deliciously dry finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-25221_39e81_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-25221_ad237_hd.jpeg,Nutty Black,thwaites-brewery-nutty-black,English Mild Ale,25221,4609,https://untappd.akamaized.net/site/brewery_logos/brewery-danielthwaitesbreweryplc_4609.jpeg,Thwaites Brewery,thwaites-brewery,Micro Brewery,https://www.facebook.com/ThwaitesBrewery/,ThwaitesBrewery,http://www.danielthwaites.co.uk,England,Blackburn,Lancashire,53.7492,-2.47943,"Tue, 18 Jan 2011 21:03:23 +0000",0,1,25221.0,"Thu, 01 Jan 1970 00:00:00 +0000",29515.0,1912,3.32178,,26,2695,2114,0,,,,,,,0.0,[],3.36709,False
0,6.0,This is a malty dark ale with a complex and flavorful roasty character. Our Porter is more of an American interpretation in that it is a bit bigger and bolder than the English style. The full body in combination with the moderately dry finish makes our style drinkable throughout the year.,42,https://untappd.akamaized.net/site/beer_logos/beer-29516_d5d4d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29516_c90aa_hd.jpeg,Porter,joboy-s-brew-pub-porter,Porter - Other,29516,718,https://untappd.akamaized.net/site/brewery_logos/brewery-718_84ff4.jpeg,JoBoy's Brew Pub,joboys-brew-pub,Brew Pub,https://www.facebook.com/joboysbrewpub,joboybrewpub,http://www.joboysbrewpub.com/,United States,Lititz,PA,40.157,-76.3061,"Wed, 09 Feb 2011 20:59:45 +0000",0,1,,,,619,3.69184,,11,851,700,0,,,,,,,0.0,[],3.67839,False
0,4.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-29517_7a6e0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29517_bbe64_hd.jpeg,Vollbier,brauerei-meister-vollbier,Lager - Dunkel Munich,29517,7975,https://untappd.akamaized.net/site/brewery_logos/brewery-7975_30acf.jpeg,Brauerei Meister,brauerei-meister,Micro Brewery,,,http://www.xn--meisterbru-y5a.de/,Germany,91362 Pretzfeld,BY,49.7378,11.2232,"Wed, 09 Feb 2011 21:17:55 +0000",0,1,,,,766,3.58159,,32,1120,850,0,,,,,,,0.0,[],3.60138,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Society Ale,williams-brothers-brewing-co-society-ale,Golden Ale,29518,1367,https://untappd.akamaized.net/site/brewery_logos/brewery-1367_bb126.jpeg,Williams Brothers Brewing Co.,williams-brothers-brewing-co,Micro Brewery,http://www.facebook.com/WilliamsBrosBrewingCo,WilliamsBrewery,http://www.williamsbrosbrew.com,Scotland,Kelliebank,Clackmannanshire,56.1241,-3.75838,"Wed, 09 Feb 2011 21:49:15 +0000",0,0,,,,0,0.0,,0,3,3,0,,,,,,,0.0,[],3.60066,False
0,5.6,"Aspen Brewing Company?s first real ?seasonal? offering was our Spring Blonde Wheat Ale, which made its debut during the spring season of ?09.  It was released without fanfare or publicity, but despite this under-the-radar status, it was a hit. Like, a huge hit.  Such a hit in fact that its name on our menu in the tasting room was magically changed to Summer Blonde Wheat Ale as the temps warmed up through the late spring into the early summer.  So, guess what?s happened now ? the Blonde has become a year-round offering known as ?This Season?s Blonde?!  Hooray! Every season should involve a Blonde, right?

Similar to our Smuggler Wheat Hefeweizen-styled Ale, this This Season?s Blonde beauty is a Wheat Ale, however it does have some notable differences to our favorite Hefeweizen.  First and foremost, where Smuggler Wheat is a cloudy, yeasty, and nutrient-rich ale, This Season?s Blonde is served clear, with playful carbonation leading to wonderful head and beautiful lace along the side of your pint glass. This Season?s Blonde goes down dangerously easily, but you won?t be disappointed! We have been told by our local regulars that This Season?s Blonde is a bit more floral, citrusy, and generally ?hoppy? than Smuggler Wheat, which the Aspen Brew Crew agrees with ? though don?t be scared, its not bitter like Independence Pass Ale or Conundrum Red.",24,https://untappd.akamaized.net/site/beer_logos/beer-_29519_sm_457f068347385d5d8cbde7a37aaae9.jpeg,,This Season's Blonde,aspen-brewing-company-this-season-s-blonde,Pale Wheat Ale - American,29519,4835,https://untappd.akamaized.net/site/brewery_logos/brewery-AspenBrewingCompany_4835.jpeg,Aspen Brewing Company,aspen-brewing-company,Micro Brewery,http://www.facebook.com/AspenBrewingCompany,AspenBrewingCo,http://www.aspenbrewingcompany.com,United States,Aspen,CO,39.1903,-106.82,"Wed, 09 Feb 2011 21:51:09 +0000",0,1,,,,3579,3.45879,,35,4678,4024,0,,,,,,,0.0,[],3.47389,False
