auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.5,"Rousse go?teuse ? l'ar?me intense de malt caramel et de houblons frais.

Full-bodied Red Ale, presenting bold flavours of caramel malts and fresh hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-105703_880dc_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-105703_2d88f_hd.jpeg,Brasse-camarade,la-barberie-brasse-camarade,Strong Ale - American,105703,4616,https://untappd.akamaized.net/site/brewery_logos/brewery-4616_b9ed4.jpeg,La Barberie,la-barberie,Micro Brewery,https://www.facebook.com/labarberie,,http://www.labarberie.com/,Canada,Quebec City,QC,46.818,-71.2181,"Sun, 04 Dec 2011 14:56:50 +0000",0,1,105703.0,"Sat, 28 Apr 2012 04:02:45 +0000",17326.0,382,3.50916,5,461,421,0,0,[],3.57209,False
0,5.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-_17327_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_17327_hd_602a62baf120b00ff950aed86bfa69.jpeg,Pumpviken P?sk?l,nynashamns-angbryggeri-pumpviken-paskol,English Mild Ale,17327,4617,https://untappd.akamaized.net/site/brewery_logos/brewery-4617_079d1.jpeg,Nyn?shamns ?ngbryggeri ,nynashamns-angbryggeri,Micro Brewery,,,http://www.nyab.se/,Sweden,NYN?SHAMN,,58.9043,17.9468,"Sat, 25 Dec 2010 20:16:24 +0000",0,1,,,,1488,3.21942,290,1712,1608,0,5,"[{'beer': {'bid': 155735, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_155735_sm.jpeg', 'beer_slug': 'nynashamns-angbryggeri-pumpviken-paskol-2011', 'beer_name': 'Pumpviken P?sk?l (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 155740, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_155740_sm.jpeg', 'beer_slug': 'nynashamns-angbryggeri-pumpviken-paskol-2012', 'beer_name': 'Pumpviken P?sk?l (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 326695, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_326695_sm.jpeg', 'beer_slug': 'nynashamns-angbryggeri-pumpviken-paskol-2013', 'beer_name': 'Pumpviken P?sk?l (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 610307, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'nynashamns-angbryggeri-pumpviken-paskol-2014', 'beer_name': 'Pumpviken P?sk?l (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 659145, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'nynashamns-angbryggeri-pumpviken-paskol-2006', 'beer_name': 'Pumpviken P?sk?l (2006)', 'is_vintage': 1, 'is_variant': 0}}]",3.29282,False
0,5.4,"Centurion's Ghost is a multi gold medal award winning dark ruby ale. It has a smooth roasted malt palate, and a combination of Challenger, Fuggle and Bramling Cross hops give it a subtle bitterness with autumn fruit flavours that linger on the aftertaste.",0,https://untappd.akamaized.net/site/beer_logos/beer-CenturionsGhostAle_17329.jpeg,,Centurion's Ghost Ale,york-brewery-centurion-s-ghost-ale,Strong Ale - English,17329,1389,https://untappd.akamaized.net/site/brewery_logos/brewery-1389_f0b6d.jpeg,York Brewery ,york-brewery,Micro Brewery,http://www.facebook.com/YorkBrewery,yorkbrewery,http://www.york-brewery.co.uk,England,York,,53.9569,-1.09056,"Sat, 25 Dec 2010 20:17:34 +0000",0,1,,,,2063,3.75788,65,2937,2288,0,0,[],3.7441,False
0,8.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,N?rke ?,narke-kulturbryggeri-narke,Barleywine - American,17330,2361,https://untappd.akamaized.net/site/brewery_logos/brewery-NarkeKulturbryggeri_2361.jpeg,N?rke Kulturbryggeri,narke-kulturbryggeri,Micro Brewery,,,http://www.kulturbryggeri.se/,Sweden,?rebro,,59.2827,15.2328,"Sat, 25 Dec 2010 20:18:27 +0000",0,1,,,,0,0.0,0,7,7,0,0,[],3.62322,False
0,7.0,"This remarkable Blackford 1488 Whisky Ale is brewed with the pure crystal spring water and malted barley used in the distillation process. It is conditioned in individually numbered oak casks which have been used in the maturation of the majestic Tullibardine single malt Scotch whisky, its distinctive character beautifully balanced by the lightness of touch so familiar to Tullibardine connoisseurs the world over. This truly majestic ale is best drunk cold, perhaps being chased by a dram of your favourite Tullibardine single malt Scotch whisky.",0,https://untappd.akamaized.net/site/beer_logos/beer-1488WhiskyBeer_17331.jpeg,,Tullibardine 1488 Whisky Beer,traditional-scottish-ales-tullibardine-1488-whisky-beer,Scotch Ale / Wee Heavy,17331,3375,https://untappd.akamaized.net/site/brewery_logos/brewery-3375_90259.jpeg,Blackwolf Brewery,blackwolf-brewery,Micro Brewery,https://www.facebook.com/pages/Black-Wolf-Beers/596942577039273,BlackWolfBeers,http://www.blackwolfbrewery.com,Scotland,Throsk,"Stirling, FK7 7NP",56.1031,-3.84613,"Sat, 25 Dec 2010 20:18:36 +0000",0,1,,,,2207,3.23743,32,2557,2393,0,0,[],3.28763,False
0,10.0,"A classic Scotch Ale. Scotch ales are typically sweet and malty, with a very subdued dose of hops? just enough to provide balance. AleSmith Wee Heavy is a wonderful interpretation of this traditional Scotch style.",26,https://untappd.akamaized.net/site/beer_logos/beer-811_2ec21_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-811_8488b_hd.jpeg,Wee Heavy,alesmith-brewing-company-wee-heavy,Scotch Ale / Wee Heavy,811,2471,https://untappd.akamaized.net/site/brewery_logos/brewery-2471_6bfa2.jpeg,AleSmith Brewing Company,alesmith-brewing-company,Micro Brewery,https://www.facebook.com/AleSmithBrewing,AleSmithBrewing,http://www.AleSmith.com,United States,San Diego,CA,32.8883,-117.15,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,811.0,"Thu, 01 Jan 1970 00:00:00 +0000",17332.0,18203,3.97201,207,23092,20380,0,5,"[{'beer': {'bid': 33554, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-wee-heavy-w-oak', 'beer_name': 'Wee Heavy (w/ Oak)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 103051, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-wee-heavy-2007', 'beer_name': 'Wee Heavy (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 112371, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-wee-heavy-2008', 'beer_name': 'Wee Heavy (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 143529, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-wee-heavy-w-english-ale-yeast', 'beer_name': 'Wee Heavy (w/ English Ale Yeast)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 166858, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alesmith-brewing-company-wee-heavy-w-bourbon-soaked-oak-chips', 'beer_name': 'Wee Heavy (w/ Bourbon Soaked Oak Chips)', 'is_vintage': 0, 'is_variant': 1}}]",3.96672,False
0,6.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_17333_a05921d912a8d4ad5ebf3cdd1e32.jpeg,,Jul?l,jamtlands-bryggeri-julol,Winter Ale,17333,2378,https://untappd.akamaized.net/site/brewery_logos/brewery-JamtlandsBryggeri_2378.jpeg,J?mtlands Bryggeri,j-mtlands-bryggeri,Micro Brewery,,,www.jamtlandsbryggeri.se,Sweden,Pilgrimstad,,62.9663,15.0529,"Sat, 25 Dec 2010 20:21:38 +0000",0,1,,,,4390,3.22836,22,5593,4684,0,5,"[{'beer': {'bid': 593011, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'jamtlands-bryggeri-julol-2012', 'beer_name': 'Jul?l (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 644857, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'jamtlands-bryggeri-julol-2013', 'beer_name': 'Jul?l (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 828023, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'jamtlands-bryggeri-julol-2014', 'beer_name': 'Jul?l (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1310513, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'jamtlands-bryggeri-julol-2015', 'beer_name': 'Jul?l (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1420402, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'jamtlands-bryggeri-julol-2005', 'beer_name': 'Jul?l (2005)', 'is_vintage': 1, 'is_variant': 0}}]",3.25581,False
0,7.4,"Owd Rodger, brewed to a recipe believed to be over 500 years old, is Marston?s award winning 7.6% strong ale. Brewed using malted barley, whole leaf English aroma hops and well water, Owd Rodger offers an explosion of rich fruit flavours with a dry bitter-sweet finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-_26140_8fc229a1e7523d7e597b9084181b.jpeg,,Owd Rodger,marston-s-brewery-owd-rodger,Old Ale,26140,1517,https://untappd.akamaized.net/site/brewery_logos/brewery-1517_171eb.jpeg,Marston's Brewery,marston-s-brewery,Macro Brewery,http://Marston's Pedigree,MarstonsBrewery,http://www.marstonsbeercompany.co.uk,England,Burton-on-Trent,Staffordshire,52.8075,-1.65728,"Sun, 23 Jan 2011 06:23:27 +0000",0,1,26140.0,"Wed, 04 Jul 2012 14:05:19 +0000",17334.0,1636,3.57778,38,2136,1811,0,0,[],3.58927,False
0,7.75,"This innovative ale, burnished chestnut in color, contains the malt characteristics of an ESB without the typical bitterness. Lighter carbonation highlights the oak-aged flavor and its enduring tones of toasted vanilla and spice.",27,https://untappd.akamaized.net/site/beer_logos/beer-17335_529d4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17335_5dc2a_hd.jpeg,Extra Special Oak (ESO),element-brewing-company-extra-special-oak-eso,Extra Special / Strong Bitter,17335,3340,https://untappd.akamaized.net/site/brewery_logos/brewery-ElementBrewingCompany_3340.jpeg,Element Brewing Company,element-brewing-company,Micro Brewery,http://www.facebook.com/elementbrew,elementbeer,http://elementbeer.com/,United States,Millers Falls,MA,42.5789,-72.495,"Sat, 25 Dec 2010 20:24:41 +0000",0,1,,,,1764,3.60544,15,2276,2080,0,0,[],3.61215,False
0,6.0,"A subtle snap of ginger makes Ginger Tom a lively breed indeed, giving that lovely purring warmth for those cold winter nights or over ice for a refreshing summers drink.

Specially brewed using an infusion of Chinese bruised ginger root and botanical extracts, this warming speciality ale has a pronounced ginger and spiced herb palate complemented by a sweet roasted malt dryness and wonderful ginger afterburn.",0,https://untappd.akamaized.net/site/beer_logos/beer-_45106_90ed7b24639cc5993b6cabdd427c.jpeg,,Old Tom Ginger,robinsons-old-tom-ginger,Spiced / Herbed Beer,45106,2908,https://untappd.akamaized.net/site/brewery_logos/brewery-2908_e0b24.jpeg,Robinsons Brewery,robinsons-brewery,Micro Brewery,http://www.facebook.com/robinsonsbrewery,robbiesbrewery,http://www.robinsonsbrewery.com,England,Stockport,"Greater Manchester, SK1 1JJ",53.4101,-2.15588,"Thu, 21 Apr 2011 10:36:56 +0000",0,1,45106.0,"Thu, 01 Nov 2012 16:31:01 +0000",17336.0,3131,3.22118,38,3644,3441,0,0,[],3.25932,False
