auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.7,"Great Crescent Cherry Ale starts out as a lightly hopped all malt ale that receives a load of tart cherries in the secondary fermentation. This produces an exceptionally flavorful beer that is balanced and not overpowering with fruit.
 Our cherry ale uses tart cherries from the orchards of the American Midwest that are along the same variety as the cherry?s used for Belgian Kriekbiers. This beer is highly refreshing and exhibits the best qualities of craft-brewed ale - fresh and natural.",18,https://untappd.akamaized.net/site/beer_logos/beer-CherryAle_11687.jpeg,,Cherry Ale,great-crescent-brewery-cherry-ale,Fruit Beer,11687,3191,https://untappd.akamaized.net/site/brewery_logos/brewery-GreatCrescentBrewery_3191.jpeg,Great Crescent Brewery,great-crescent-brewery,Micro Brewery,www.facebook.com/GreatCrescentBrewery,,,United States,Aurora,IN,39.0574,-84.8997,,,"Sun, 28 Nov 2010 08:35:47 +0000",0,1,,,,312,3.19311,,0,428,350,0,,,,,,0.0,[],3.41212,False
0,6.2,"St. Benedict of Nursia lived in the late 5th to early 6th centuries. Legend has it while living in solitude, he was befriended by a raven that later saved his life. He is most remembered for writing the Rule of St. Benedict that, among other virtues, teaches humility. Inspired by this Rule we humbly offer St. Benedict?s Winter Ale, a hand-crafted ale using generous amounts of dark roasted malts and the finest noble hops for a robust warming flavor.",0,https://untappd.akamaized.net/site/beer_logos/beer-11688_67ca3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11688_f30c8_hd.jpeg,St. Benedict's Winter Ale,stevens-point-brewery-st-benedict-s-winter-ale,Winter Ale,11688,1200,https://untappd.akamaized.net/site/brewery_logos/brewery-1200_c82a9.jpeg,Stevens Point Brewery,stevens-point-brewery,Micro Brewery,http://www.facebook.com/point.brewery,pointbrewery,http://www.pointbeer.com/,United States,Stevens Point,WI,44.5104,-89.5734,,,"Sun, 28 Nov 2010 08:49:53 +0000",0,1,,,,5233,3.32505,,4,7473,5924,0,,,,,,0.0,[],3.34305,False
0,7.2,,60,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Uppity Jag-Off IPA (Pittsburgh),rock-bottom-restaurant-brewery-uppity-jag-off-ipa-pittsburgh,IPA - American,11689,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Sun, 28 Nov 2010 08:51:21 +0000",0,1,,,,1841,3.67341,,110,2503,2077,0,,,,,,0.0,[],3.6702,False
0,0.0,India Brown Ale,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kismet,shvitzing-matilda-beer-kismet,Other,11690,2572,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Shvitzing Matilda Beer,shvitzing-matilda-beer,Home Brewery,,,,United States,,,0.0,0.0,,,"Sun, 28 Nov 2010 08:52:17 +0000",1,1,,,,1,0.0,,0,4,2,0,,,,,,0.0,[],2.524,False
0,5.3,,35,https://untappd.akamaized.net/site/beer_logos/beer-DryHoppedLager_11691.jpeg,,Dry-Hopped Lager,brouwerij-slaapmutske-dry-hopped-lager,Lager - Pale,11691,3422,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijSlaapmutske_3422.jpeg,Brouwerij Slaapmutske,brouwerij-slaapmutske,Micro Brewery,http://www.facebook.com/home.php#!/pages/Slaapmutske-Bier-voor-Goedgemutsten/145677080437,Slaapmutske,www.slaapmutske.be,Belgium,Melle,,51.0242,3.78184,,,"Sun, 28 Nov 2010 08:52:30 +0000",0,1,,,,1225,3.21429,,14,1432,1355,0,,,,,,0.0,[],3.30155,False
0,5.0,"Brooklyn Pennant Ale is a honey-colored pale ale with a brisk malt palate and finely balanced hop character. Pennant is a traditional English-style pale ale. Ours is brewed from Scottish Maris Otter malt, which is justly prized for its toasty, biscuity flavor and the round smoothness it imparts to beer. Our house ale yeast brings out an appetizing fruitiness and ferments to a dry finish.",24,https://untappd.akamaized.net/site/beer_logos/beer-BrooklynBreweryPennant.jpg,,Brooklyn Pennant Ale '55,brooklyn-brewery-brooklyn-pennant-ale-55,Pale Ale - English,6374,259,https://untappd.akamaized.net/site/brewery_logos/brewery-BrooklynBrewery_259.jpeg,Brooklyn Brewery,brooklyn-brewery,Micro Brewery,https://www.facebook.com/thebrooklynbrewery,brooklynbrewery,http://brooklynbrewery.com,United States,Brooklyn,NY,40.7215,-73.9575,,,"Fri, 08 Oct 2010 15:48:48 +0000",0,1,6374.0,"Tue, 15 May 2012 21:31:54 +0000",11693.0,19749,3.36035,,10,30099,23687,0,,,,,,0.0,[],3.36478,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Triangle,triangle-brewing-company-triangle,Other,11694,1867,https://untappd.akamaized.net/site/brewery_logos/brewery-TriangleBrewingCompany_1867.jpeg,Triangle Brewing Company,triangle-brewing-company,Micro Brewery,,,http://www.trianglebrewery.com/,United States,Durham,NC,35.9965,-78.8894,,,"Sun, 28 Nov 2010 09:04:23 +0000",0,0,,,,0,0.0,,0,3,3,0,,,,,,0.0,[],3.59537,False
0,5.9,"Inspired by the grand old brown ales of Yorkshire and the grim North of England. Also inspired by St Botolph, the Anglo Saxon saint who gave Boston its name. This is malty brown beer people! Available year round in MA. Cheers!",0,https://untappd.akamaized.net/site/beer_logos/beer-SaintBotolphsTown_11695.jpeg,,Saint Botolph's Town,pretty-things-beer-ale-project-saint-botolph-s-town,Brown Ale - English,11695,1529,https://untappd.akamaized.net/site/brewery_logos/brewery-PrettyThingsBeerAleProject_1529.jpeg,Pretty Things Beer & Ale Project,pretty-things-beer-ale-project,Micro Brewery,http://www.facebook.com/PrettyThingsBeer,PTUntap,http://www.prettythingsbeertoday.com/,United States,Somerville,MA,42.3799,-71.0987,,,"Sun, 28 Nov 2010 09:13:26 +0000",0,0,,,,4386,3.78158,,11,5985,5180,0,,,,,,0.0,[],3.77305,False
0,6.2,,42,https://untappd.akamaized.net/site/beer_logos/beer-11696_685b1_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11696_94c27_hd.jpeg,Barnacle Brown Ale,barrier-brewing-company-barnacle-brown-ale,Brown Ale - American,11696,4171,https://untappd.akamaized.net/site/brewery_logos/brewery-BarrierBrewing_4171.png,Barrier Brewing Company,barrier-brewing-company,Micro Brewery,http://Facebook.com/BarrierBrewingCo,BarrierBrewing,http://www.barrierbrewing.com,United States,Oceanside,NY,40.6387,-73.6401,,,"Sun, 28 Nov 2010 09:13:45 +0000",0,1,,,,1098,3.69649,,0,1501,1272,0,,,,,,0.0,[],3.68645,False
0,4.9,"The lightest in our family of ales, a true single malt. Refreshing to taste, gorgeous to look at and a great introduction to the extraordinary world of craft-brewed Michigan beers. This light golden ale comes with a distinctive malt flavor and just a kiss of hops.",0,https://untappd.akamaized.net/site/beer_logos/beer-PickAxeBlondeAle_11697.jpeg,,Pick Axe Blonde Ale,keweenaw-brewing-company-pick-axe-blonde-ale,Blonde Ale,11697,1703,https://untappd.akamaized.net/site/brewery_logos/brewery-KeweenawBrewingCompany_1703.jpeg,Keweenaw Brewing Company,keweenaw-brewing-company,Micro Brewery,,,keweenawbrewing.com,United States,Houghton,MI,47.1219,-88.5689,,,"Sun, 28 Nov 2010 09:20:39 +0000",0,1,,,,7006,3.42367,,125,9962,7831,0,,,,,,0.0,[],3.43318,False
