auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wine White,virgo-beer-corporation-wine-white,Fruit Beer,24063,6734,https://untappd.akamaized.net/site/brewery_logos/brewery-6734_f1019.jpeg,Virgo Beer Corporation,virgo-beer-corporation,Micro Brewery,,,http://www.virgobeer.com/,Japan,Sumida,Tokyo,35.6936,139.807,"Fri, 14 Jan 2011 07:15:20 +0000",0,1,,,,3,0.0,0,7,6,0,0,[],3.55628,False
0,10.2,"Jack McAuliffe was the first American ""micro"" brewer. His tiny New Albion Brewery in Sonoma, California inspired countless dreamers to start small-scale breweries of their own. Jack agreed to guest brew this very special ale with us in honor of our 30th anniversary. This Black Barleywine Ale is a nod to the legendary ales New Albion served at their legendary summer solstice parties. Rich with bittersweet and roasted malt flavors, balanced with whole-cone American hops, this robust ale should age gracefully for years.",0,https://untappd.akamaized.net/site/beer_logos/beer-30thAnniversaryJackAndKensAle_6357.jpeg,,30th Anniversary - Jack And Ken's Ale (Black Barleywine),sierra-nevada-brewing-co-30th-anniversary-jack-and-ken-s-ale-black-barleywine,Barleywine - American,6357,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,"Fri, 08 Oct 2010 11:35:42 +0000",0,0,6357.0,"Thu, 01 Jan 1970 00:00:00 +0000",24064.0,3783,4.11968,21,5693,4892,0,0,[],4.08471,False
0,6.5,"This dark ale is dominated by a pronounced hop aroma of pine and spruce, with subdued notes of fresh cut wood and special herbs.  It features a clean hop taste with a subtle, dry roasted malt character in the background and a tangy, opulent mouthfeel. ",50,https://untappd.akamaized.net/site/beer_logos/beer-18214_6ab54_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18214_e21b2_hd.jpeg,Nettied Madge Black IPA,anderson-valley-brewing-company-nettied-madge-black-ipa,IPA - Black / Cascadian Dark Ale,18214,3880,https://untappd.akamaized.net/site/brewery_logos/brewery-AndersonValleyBrewingCompany_3880.jpeg,Anderson Valley Brewing Company,anderson-valley-brewing-company,Micro Brewery,http://www.facebook.com/AndersonValleyBrewingCompany,avbc,http://www.avbc.com,United States,Boonville,CA,39.0005,-123.356,"Tue, 28 Dec 2010 08:25:53 +0000",0,1,18214.0,"Thu, 01 Jan 1970 00:00:00 +0000",24065.0,1197,3.57978,1,1466,1394,0,0,[],3.59423,False
0,4.5,"The basic ingredient of our Jacobins Kriek is wort made of wheat and malted barley. This wort is first boiled and then transported to the brewery?s open cooling vessel to cool down.

Afterwards it spontaneously ferments in big oak barrels, giving the beer its refined flavour and aroma.

To obtain its true ?kriek? or cherry flavour, natural cherry juices are also added. The fruitiness of the aroma clearly reveals itself in the mouth. Our Jacobins Kriek has a well-balanced, pleasant and slightly sweet flavour, which is best enjoyed when drunk out of its own bowl-shaped glass. An excellent thirst quencher and... perfect for drinking in an outdoor caf?!
",0,https://untappd.akamaized.net/site/beer_logos/beer-24066_09b9a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-24066_83307_hd.jpeg,Kriek des Jacobins,brouwerij-omer-vander-ghinste-kriek-des-jacobins,Lambic - Kriek,24066,5213,https://untappd.akamaized.net/site/brewery_logos/brewery-5213_890da.jpeg,Brouwerij Omer Vander Ghinste,brouwerij-omer-vander-ghinste,Micro Brewery,https://www.facebook.com/omervanderghinste,omervdg,http://www.omervanderghinste.be,Belgium,Bellegem,West-Vlaanderen,50.7771,3.27887,"Fri, 14 Jan 2011 07:34:42 +0000",0,1,,,,6681,3.91233,259,8115,7438,0,0,[],3.90092,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Virgo Mocha Brown,virgo-beer-corporation-virgo-mocha-brown,Schwarzbier,24067,6734,https://untappd.akamaized.net/site/brewery_logos/brewery-6734_f1019.jpeg,Virgo Beer Corporation,virgo-beer-corporation,Micro Brewery,,,http://www.virgobeer.com/,Japan,Sumida,Tokyo,35.6936,139.807,"Fri, 14 Jan 2011 07:36:19 +0000",0,1,,,,37,2.71622,3,49,48,0,0,[],3.54977,False
0,6.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-_24068_38a2f925a948fba4addff59510cc.jpeg,,Lambicus Dexterius,jolly-pumpkin-artisan-ales-lambicus-dexterius,Sour - Gueuze,24068,723,https://untappd.akamaized.net/site/brewery_logos/brewery-723_cee68.jpeg,Jolly Pumpkin Artisan Ales,jolly-pumpkin-artisan-ales,Micro Brewery,http://www.facebook.com/pages/Jolly-Pumpkin-Artisan-Ales/105654089468393,jollypumpkin,http://www.jollypumpkin.com,United States,Dexter,MI,42.3375,-83.8895,"Fri, 14 Jan 2011 07:37:08 +0000",0,0,,,,185,3.50135,1,272,260,0,0,[],3.59447,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Lady Lambic,homebrews-lady-lambic,Sour - Ale,24069,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,"Fri, 14 Jan 2011 07:39:01 +0000",1,1,,,,0,0.0,0,1,1,0,0,[],3.786,False
0,6.0,"Formerly known as Liefmans Kriek and Cuv?e - Brut.

This classy beer represents the perfect marriage between the fresh accents and slightly acidic flavour of  the black cherries. Liefmans Kriek-Brut is a mixed fermentation beer, with every hectolitre containing up to 13 kilos of fruit!

Liefmans Kriek-Brut is a perfect blend of Oud Bruin and Goudenband from different vintages, and can consist of between 15 and 20 different batches of beers.

The beer is matured for 18 months, bringing out the very best of its intense flavour.

Liefmans Kriek-Brut is a deep reddish-brown colour, with a pale head and wood and almond notes. On the palette, you can clearly taste the slightly sweet, yet at the same time gently bitter fruit flavours. This is a beer that just oozes class?
",0,https://untappd.akamaized.net/site/beer_logos/beer-8472_697cd_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-8472_bfbc9_hd.jpeg,Kriek Brut,brouwerij-liefmans-kriek-brut,Fruit Beer,8472,287,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijLiefmans_287.jpeg,Brouwerij Liefmans,brouwerij-liefmans,Macro Brewery,https://www.facebook.com/liefmansnederland/,,http://www.liefmans.be,Belgium,Oudenaarde,Oost-Vlaanderen,50.8453,3.6175,"Thu, 11 Nov 2010 07:30:43 +0000",0,1,8472.0,"Thu, 01 Jan 1970 00:00:00 +0000",24070.0,23900,3.80554,285,32621,27008,0,5,"[{'beer': {'bid': 92011, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-92011_762da_sm.jpeg', 'beer_slug': 'brouwerij-liefmans-kriekbier-2006', 'beer_name': 'Kriekbier (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 244428, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-92011_762da_sm.jpeg', 'beer_slug': 'brouwerij-liefmans-kriekbier-2007', 'beer_name': 'Kriekbier (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 332496, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-92011_762da_sm.jpeg', 'beer_slug': 'brouwerij-liefmans-kriekbier-1987', 'beer_name': 'Kriekbier (1987)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 357624, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_357624_sm_96a7d54e68ceb11b3b78d7ebfd156e.jpeg', 'beer_slug': 'brouwerij-liefmans-cuvee-brut-2010', 'beer_name': 'Cuv?e - Brut (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 426007, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-1098871_569f1_sm.jpeg', 'beer_slug': 'brouwerij-liefmans-cuvee-brut-2011', 'beer_name': 'Cuv?e - Brut (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.8036,False
0,5.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-_24071_5544914249378ba49dc6216e1cac.jpeg,,Martina,birrificio-pausa-cafe-martina,Fruit Beer,24071,3844,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioPausaCafe_3844.jpeg,Birrificio Pausa Caf?,birrificio-pausa-caf,Brew Pub,,,http://www.pausacafe.org,Italy,10126 Torino,TO,45.0354,7.66797,"Fri, 14 Jan 2011 07:42:35 +0000",0,1,,,,27,3.78704,1,35,33,0,0,[],3.6618,False
0,9.2,2/4 of the experimental X series presented by Mikkeller at K?benhavnske ?ldage 2006. X Lambic is a relatively strong lambic made with cherries. It's aged for 2 years.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,X Lambic (2006),mikkeller-x-lambic-2006,Lambic - Other,24072,2813,https://untappd.akamaized.net/site/brewery_logos/brewery-2813_649c4.jpeg,Mikkeller,mikkeller,Micro Brewery,http://www.facebook.com/mikkeller,MikkellerBeer,http://www.mikkeller.dk,Denmark,Copenhagen,,55.6731,12.5589,"Fri, 14 Jan 2011 07:45:05 +0000",0,0,,,,18,3.31944,0,21,21,0,0,[],3.58856,False
