auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.1,"A seductively soft, easy drinking blonde ale, with an emphasis on a fragile and complex malt character. Made with Belgian candi sugar, honey malt and select Belgian and American grain. Slightly sweet and creamy; perfect for the session connoisseur and the timid domestic drinker looking for an introductory craft beer. ",17,https://untappd.akamaized.net/site/beer_logos/beer-30501_e565e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30501_8b147_hd.jpeg,Alpha Blonde Ale,morgantown-brewing-company-alpha-blonde-ale,Blonde Ale,30501,2073,https://untappd.akamaized.net/site/brewery_logos/brewery-2073_9baab.jpeg,Morgantown Brewing Company,morgantown-brewing-company,Brew Pub,http://www.facebook.com/MorgantownBrewingCompany,mgtnbrewco,http://www.morgantownbrewing.com/,United States,Morgantown,WV,39.6305,-79.958,,,"Sun, 13 Feb 2011 22:32:04 +0000",0,1,,,,2729,3.44678,,54,3874,3093,0,,,,,,,,,,,,0.0,[],3.46732,False
0,6.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_30503_sm_ed8fbb61730382ba1f1583e690cb23.jpeg,,Saison de Lily,magnolia-pub-and-brewery-saison-de-lily,Saison / Farmhouse Ale,30503,813,https://untappd.akamaized.net/site/brewery_logos/brewery-magnoliapubandbrewery_813.jpeg,Magnolia Brewing Company,magnolia-brewing-company,Micro Brewery,https://www.facebook.com/magnoliapub/,magnoliabeer,http://www.magnoliabrewing.com,United States,San Francisco,CA,37.7704,-122.445,,,"Sun, 13 Feb 2011 22:44:16 +0000",0,1,,,,585,3.78034,,12,719,684,0,,,,,,,,,,,,0.0,[],3.73599,False
0,2.1,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Falcon Bayerskt L?tt?l,carlsberg-sverige-carlsberg-group-falcon-bayerskt-lattol,Lager - Vienna,30504,345,https://untappd.akamaized.net/site/brewery_logos/brewery-CarlsbergSverige_345.jpeg,Carlsberg Sverige,carlsberg-sverige,Macro Brewery,,CarlsbergGroup,http://www.carlsbergsverige.se/_layouts/custom/ConfirmAge/ConfirmAge.aspx?ReturnUrl=http://www.carlsbergsverige.se/Sidor/default,Sweden,?rstadv?gen,Falkenberg,56.9008,12.5509,,,"Sun, 13 Feb 2011 22:46:54 +0000",0,1,,,,365,2.16918,,9,526,422,0,,,,,,,,,,,,0.0,[],2.84369,False
0,5.4,"Blue Moon Belgian White, Belgian-style wheat ale, is a refreshing, medium-bodied, unfiltered Belgian-style wheat ale spiced with fresh coriander and orange peel for a uniquely complex taste and an uncommonly smooth finish.",9,https://untappd.akamaized.net/site/beer_logos/beer-3839_207a3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3839_ca8da_hd.jpeg,Belgian White,blue-moon-brewing-company-belgian-white,Witbier,3839,127804,https://untappd.akamaized.net/site/brewery_logos/brewery-127804_1a670.jpeg,Blue Moon Brewing Company,blue-moon-brewing-company,Macro Brewery,https://www.facebook.com/bluemoon,BlueMoonBrewCo,http://www.bluemoonbrewingcompany.com/,United States,Denver,CO,39.7561,-104.992,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3839.0,"Thu, 01 Jan 1970 00:00:00 +0000",30505.0,327891,3.49455,,9561,838282,384951,0,,,,,,,,,,,,0.0,[],3.4947,False
0,8.5,,90,https://untappd.akamaized.net/site/beer_logos/beer-_27425_03c4303e41453f94265cf74f5e6e.jpeg,,Jackson?s Imperial IPA,tustin-brewing-company-jackson-s-imperial-ipa,IPA - Imperial / Double,27425,9786,https://untappd.akamaized.net/site/brewery_logos/brewery-TustinBrewingCompany_9786.jpeg,Tustin Brewing Company,tustin-brewing-company,Micro Brewery,https://www.facebook.com/pages/Tustin-Brewing-Company/190639407635349,tustinbrewery,http://www.tustinbrewery.com/,United States,Tustin,CA,33.7496,-117.811,,,"Sat, 29 Jan 2011 23:05:33 +0000",0,1,27425.0,"Thu, 01 Jan 1970 00:00:00 +0000",30506.0,340,3.93824,,0,688,411,0,,,,,,,,,,,,0.0,[],3.79653,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Barrel Aged Raspberry Infused Devil's Thumb,rock-bottom-restaurant-and-brewery-barrel-aged-raspberry-infused-devil-s-thumb,Belgian Strong Golden Ale,30507,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Sun, 13 Feb 2011 22:55:35 +0000",0,1,,,,2,0.0,,0,9,9,0,8.3,Devil's Thumb,rock-bottom-restaurant-brewery-devil-s-thumb,695772.0,132.0,,,,,,,,,3.62715,False
0,11.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-30508_7abb2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30508_6d22c_hd.jpeg,Fayston Maple Imperial Stout (Bourbon Barrel Aged),lawson-s-finest-liquids-fayston-maple-imperial-stout-bourbon-barrel-aged,Stout - American Imperial / Double,30508,3758,https://untappd.akamaized.net/site/brewery_logos/brewery-3758_07d3b.jpeg,Lawson's Finest Liquids,lawson-s-finest-liquids,Micro Brewery,https://www.facebook.com/LawsonsFinestLiquids,LawsonsFinest,http://www.lawsonsfinest.com,United States,Warren,VT,44.1145,-72.8561,,,"Sun, 13 Feb 2011 22:56:03 +0000",0,1,,,,815,4.30705,,0,1090,985,0,,,,,,[],,,,,,,,4.12789,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Abbey Dubbel,riverside-brewery-restaurant-abbey-dubbel,Belgian Dubbel,30509,8145,https://untappd.akamaized.net/site/brewery_logos/brewery-RiversideBreweryRestaurant_8145.jpeg,Riverside Brewery & Restaurant ,riverside-brewery-restaurant,Brew Pub,http://www.facebook.com/riversidebreweryandrestaurant,,http://www.riversidebreweryandrestaurant.com,United States,West Bend,WI,43.4215,-88.1811,,,"Sun, 13 Feb 2011 23:07:26 +0000",0,1,,,,117,3.45513,,3,161,136,0,,,,,,,,,,,,0.0,[],3.59665,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/MonksCafeCuvedeMonkeGueuze.jpg,,Monk's Caf? Cuvee de Monk's Gueuze,brasserie-cantillon-monk-s-cafe-cuvee-de-monk-s-gueuze,Sour - Gueuze,18453,202,https://untappd.akamaized.net/site/brewery_logos/brewery-202_b1625.jpeg,Brasserie Cantillon,brasserie-cantillon,Micro Brewery,http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553,,http://www.cantillon.be/,Belgium,Bruxelles,Bruxelles-Capitale,50.8503,4.35171,,,"Tue, 28 Dec 2010 22:05:35 +0000",0,1,18453.0,"Thu, 01 Jan 1970 00:00:00 +0000",30510.0,256,4.19727,,0,410,368,0,,,,,,,,,,,,0.0,[],3.89965,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Pepper Brown,the-drewery-black-pepper-brown,Brown Ale - American,30511,8146,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,The Drewery,the-drewery,Home Brewery,,,,United States,,,0.0,0.0,,,"Sun, 13 Feb 2011 23:10:02 +0000",1,1,,,,1,0.0,,0,8,8,0,,,,,,,,,,,,0.0,[],2.524,False
