auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_6240_b71f1a9ecd9596ee588b8eed427b.jpeg,,Challenger IPA,copper-dragon-brewery-challenger-ipa,IPA - American,6240,400,https://untappd.akamaized.net/site/brewery_logos/brewery-CopperDragon_400.jpeg,Copper Dragon Brewery,copper-dragon-brewery,Micro Brewery,,CDBrewery,http://www.copperdragon.uk.com/,England,Skipton,North Yorkshire,53.9628,-2.01628,,,"Wed, 06 Oct 2010 12:04:31 +0000",0,0,,,,57,3.29386,,0,97,91,0,0,[],3.59329,False
0,3.9,"Golden Pippin is now also available in KEG @ 4.2% (As well as Cask & Bottle)

A light refreshing blond ale brewed using a new variety of hop creating a citrus fruit flavour. Originally a seasonal ale, it proved so popular, it?s now brewed all year round.",0,https://untappd.akamaized.net/site/beer_logos/beer-_6241_9b6eeefde8aa12ec6ce37e35d9c7.jpeg,,Golden Pippin,copper-dragon-brewery-golden-pippin,Golden Ale,6241,400,https://untappd.akamaized.net/site/brewery_logos/brewery-CopperDragon_400.jpeg,Copper Dragon Brewery,copper-dragon-brewery,Micro Brewery,,CDBrewery,http://www.copperdragon.uk.com/,England,Skipton,North Yorkshire,53.9628,-2.01628,,,"Wed, 06 Oct 2010 12:05:33 +0000",0,1,,,,4450,3.44584,,144,7663,4943,0,0,[],3.45903,False
0,4.1,"Back on our List of Permanent Ales as of Feb 2016! 

Full bodied flavoursome rounded ale with a distinctive hoppy palate and aroma!",0,https://untappd.akamaized.net/site/beer_logos/beer-Scotts1816_6242.jpeg,,Scotts 1816,copper-dragon-brewery-scotts-1816,Pale Ale - English,6242,400,https://untappd.akamaized.net/site/brewery_logos/brewery-CopperDragon_400.jpeg,Copper Dragon Brewery,copper-dragon-brewery,Micro Brewery,,CDBrewery,http://www.copperdragon.uk.com/,England,Skipton,North Yorkshire,53.9628,-2.01628,,,"Wed, 06 Oct 2010 12:06:41 +0000",0,1,,,,303,3.40182,,7,388,350,0,0,[],3.52695,False
0,4.5,"Wild Range is traditionally brewed using only the best hops and malt, no tricks.",0,https://untappd.akamaized.net/site/beer_logos/beer-6243_d2ef6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6243_6d056_hd.jpeg,Wild Range Amber Ale,winery-exchange-world-brews-wild-range-amber-ale,Red Ale - American Amber / Red,6243,34528,https://untappd.akamaized.net/site/brewery_logos/brewery-WineryExchangeWorldBrews_34528_77069.jpeg,"Winery Exchange, World Brews",winery-exchange-world-brews,Bar / Restaurant / Store,http://www.facebook.com/business/dashboard/#/pages/Novato-CA/Winery-Exchange/84718089695,WineryExchange,http://www.wineryexchange.com/beer.asp,United States,Novato,CA,38.074,-122.543,,,"Wed, 06 Oct 2010 12:07:37 +0000",0,1,,,,116,2.84483,,0,223,159,0,0,[],3.42853,False
0,4.0,"Available 21st March 2016 - now 4% ABV (One off batch...for now!)
A recipe created from restored brewing records from the 1800?s. The use of traditional coloured and roasted malts give a unique rich and luscious flavour.",0,https://untappd.akamaized.net/site/beer_logos/beer-6244_6fb77_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6244_b2327_hd.jpeg,Black Gold,copper-dragon-brewery-black-gold,English Mild Ale,6244,400,https://untappd.akamaized.net/site/brewery_logos/brewery-CopperDragon_400.jpeg,Copper Dragon Brewery,copper-dragon-brewery,Micro Brewery,,CDBrewery,http://www.copperdragon.uk.com/,England,Skipton,North Yorkshire,53.9628,-2.01628,,,"Wed, 06 Oct 2010 12:07:43 +0000",0,0,,,,311,3.41881,,1,431,370,0,0,[],3.53358,False
0,5.0,"With hints of rum mingling with coffee and vanilla flavours, Festivity is lovingly crafted to be a truly wonderful old-style seasonal porter. Available between Nov - Jan.",0,https://untappd.akamaized.net/site/beer_logos/beer-Festivity_6245.jpeg,,Festivity,bath-ales-festivity,Porter - English,6245,1464,https://untappd.akamaized.net/site/brewery_logos/brewery-1464_3d813.jpeg,Bath Ales,bath-ales,Micro Brewery,http://www.facebook.com/bathales,bathales,http://www.bathales.com,England,Bristol,Avon,51.4577,-2.47348,,,"Wed, 06 Oct 2010 12:09:45 +0000",0,1,,,,994,3.67505,,10,1509,1115,0,0,[],3.66935,False
0,5.2,"Full in flavour and appreciably dry and clean on the palate, Bath Ales have worked hard to fashion Rare Hare into a supremely smooth premium ale. Available around Easter.",0,https://untappd.akamaized.net/site/beer_logos/beer-6246_9ef8e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6246_33403_hd.jpeg,Rare Hare,bath-ales-rare-hare,Extra Special / Strong Bitter,6246,1464,https://untappd.akamaized.net/site/brewery_logos/brewery-1464_3d813.jpeg,Bath Ales,bath-ales,Micro Brewery,http://www.facebook.com/bathales,bathales,http://www.bathales.com,England,Bristol,Avon,51.4577,-2.47348,,,"Wed, 06 Oct 2010 12:10:29 +0000",0,1,,,,198,3.59596,,2,307,240,0,0,[],3.62923,False
0,4.0,"With a roasted barley aroma, a deep, dark colour and a smooth, dry taste, Dark Side has all the hallmarks of an exquisite stout.",0,https://untappd.akamaized.net/site/beer_logos/beer-DarkSide_6247.jpeg,,Dark Side,bath-ales-dark-side,Stout - Other,6247,1464,https://untappd.akamaized.net/site/brewery_logos/brewery-1464_3d813.jpeg,Bath Ales,bath-ales,Micro Brewery,http://www.facebook.com/bathales,bathales,http://www.bathales.com,England,Bristol,Avon,51.4577,-2.47348,,,"Wed, 06 Oct 2010 12:11:20 +0000",0,1,,,,4961,3.44321,,400,6427,5372,0,0,[],3.45527,False
0,4.1,"Cask ABV: 4.1%
Bottle ABV: 4.8%
With its rich aroma of hops and malt, and a long, deep, bittersweet finish, Gem has been carefully crafted into an exceptional best bitter. A quintessentially English beer, brewed with skill and passion, Gem is Bath Ales' flagship brand.",0,https://untappd.akamaized.net/site/beer_logos/beer-Gem_6248.jpeg,,Gem,bath-ales-gem,English Bitter,6248,1464,https://untappd.akamaized.net/site/brewery_logos/brewery-1464_3d813.jpeg,Bath Ales,bath-ales,Micro Brewery,http://www.facebook.com/bathales,bathales,http://www.bathales.com,England,Bristol,Avon,51.4577,-2.47348,,,"Wed, 06 Oct 2010 12:12:03 +0000",0,1,,,,10096,3.47088,,655,15345,11061,0,0,[],3.47617,False
0,4.5,"Rich in fruit with hints of chocolate, Barnsey is a full-bodied dark ale that is both complex and deeply satisfying.",0,https://untappd.akamaized.net/site/beer_logos/beer-BarnseyBarnstormer_6249.jpeg,,Barnsey,bath-ales-barnsey,Dark Ale,6249,1464,https://untappd.akamaized.net/site/brewery_logos/brewery-1464_3d813.jpeg,Bath Ales,bath-ales,Micro Brewery,http://www.facebook.com/bathales,bathales,http://www.bathales.com,England,Bristol,Avon,51.4577,-2.47348,,,"Wed, 06 Oct 2010 12:13:00 +0000",0,1,,,,4178,3.47421,,358,5330,4547,0,0,[],3.48626,False
