auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Skopos IPA,power-house-brewing-co-skopos-ipa,IPA - Imperial / Double,25251,2961,https://untappd.akamaized.net/site/brewery_logos/brewery-2961_9a503.jpeg,Power House Brewing Co.,power-house-brewing-co,Micro Brewery,http://facebook.com/PowerHouseBrewing,jackthebum,http://www.powerhousebrewingco.com/,United States,Columbus,IN,39.2024,-85.9222,,,"Wed, 19 Jan 2011 02:21:58 +0000",0,1,,,,2,0.0,,0,3,3,0,,,,,,0.0,[],3.61545,False
0,7.7,Belgian Abbey Ale. Climactic spicy aromas and flavor with a slightly sweet finish.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Happy Ending,ale-asylum-happy-ending,Belgian Dubbel,25252,20,https://untappd.akamaized.net/site/brewery_logos/brewery-AleAsylum_20.jpeg,Ale Asylum,ale-asylum,Micro Brewery,http://www.facebook.com/pages/Ale-Asylum/108187444095?sk=wall&filter=1,ale_asylum,http://www.aleasylum.com,United States,Madison,WI,43.1203,-89.354,,,"Wed, 19 Jan 2011 02:24:14 +0000",0,0,,,,862,3.68068,,0,1201,1012,0,,,,,,0.0,[],3.66934,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Citra Double IPA,mccoy-s-public-house-citra-double-ipa,IPA - Imperial / Double,25253,3399,https://untappd.akamaized.net/site/brewery_logos/brewery-McCoysPublicHouse_3399.jpeg,McCoy's Public House,mccoy-s-public-house,Brew Pub,https://www.facebook.com/pages/McCoys-Public-House/224560000726,McCoyskc,www.mccoyskc.com,United States,Kansas City,MO,39.0534,-94.5919,,,"Wed, 19 Jan 2011 02:28:00 +0000",0,1,,,,3,0.0,,0,14,8,0,,,,,,0.0,[],3.5513,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Two-Hand Reel,ray-krueger-two-hand-reel,Red Ale - Irish,25254,19056,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Ray Krueger,ray-krueger,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 19 Jan 2011 02:28:45 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,0.0,[],3.786,False
0,8.8,"This truly complex ale is a tribute to our gold-medal winning flagship, Boont Amber.  You?ll find components of dark fruit, chocolate, caramel, and spicy noble hop aromas.  When designing this heavy-hitter, we took the recipe for Boont Amber and cranked it up louder:  it goes to eleven.",0,https://untappd.akamaized.net/site/beer_logos/beer-10680_816b3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-10680_7c2c8_hd.jpeg,Imperial Boont Amber Ale,anderson-valley-brewing-company-imperial-boont-amber-ale,Red Ale - Imperial / Double,10680,3880,https://untappd.akamaized.net/site/brewery_logos/brewery-AndersonValleyBrewingCompany_3880.jpeg,Anderson Valley Brewing Company,anderson-valley-brewing-company,Micro Brewery,http://www.facebook.com/AndersonValleyBrewingCompany,avbc,http://www.avbc.com,United States,Boonville,CA,39.0005,-123.356,,,"Wed, 24 Nov 2010 08:15:08 +0000",0,1,10680.0,"Thu, 01 Jan 1970 00:00:00 +0000",25255.0,858,3.60344,,5,1134,1046,0,,,,,,0.0,[],3.6159,False
0,0.0,"My first Homebrew. Initial Gravity 1.05, Final Gravity 1.015, ABV 4.5%.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Vanilla Bean Porter,americo-s-homebrew-vanilla-bean-porter,Porter - Other,25256,6982,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Americo's Homebrew,americo-s-homebrew,Home Brewery,,,,Puerto Rico,,,0.0,0.0,,,"Wed, 19 Jan 2011 02:36:20 +0000",1,1,,,,3,0.0,,0,11,4,0,,,,,,0.0,[],1.5144,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-WorkingMansStout_25257.jpeg,,Working Man's Stout,barley-days-working-man-s-stout,Stout - American,25257,1448,https://untappd.akamaized.net/site/brewery_logos/brewery-BarleyDays_1448.jpeg,Barley Days Brewery,barley-days-brewery,Micro Brewery,http://www.facebook.com/pages/BARLEY-DAYS-BREWERY-The-Official-Page/116754988345456,barleydaysbrews,http://barleydaysbrewery.com,Canada,Picton,ON,44.0121,-77.1303,,,"Wed, 19 Jan 2011 02:39:26 +0000",0,1,,,,70,3.5,,0,90,82,0,,,,,,0.0,[],3.61164,False
0,5.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-JuliusEchterHefeWeissbierDunkel_42112.jpeg,,Julius Echter Premium Weissbier Dunkel,wurzburger-hofbrau-julius-echter-premium-weissbier-dunkel,Dunkelweizen,42112,5211,https://untappd.akamaized.net/site/brewery_logos/brewery-WurzburgerHofbrau_5211.jpeg,W?rzburger Hofbr?u,w-rzburger-hofbr-u,Micro Brewery,,,http://www.wuerzburger-hofbraeu.de,Germany,W?rzburg,,49.7919,9.91506,,,"Thu, 07 Apr 2011 06:04:20 +0000",0,1,42112.0,"Thu, 26 Apr 2012 08:20:41 +0000",25258.0,4957,3.74849,,73,6399,5605,0,,,,,,0.0,[],3.74283,False
0,0.0,Oatmeal Stout with Coffee added. Breakfast in a pint glass!,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Confession Coffee Stout,luther-haus-brewing-co-confession-coffee-stout,Stout - Oatmeal,25259,6983,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Luther Haus Brewing Co,luther-haus-brewing-co,Home Brewery,,,,United States,,,0.0,0.0,,,"Wed, 19 Jan 2011 02:48:30 +0000",1,1,,,,0,0.0,,0,6,3,0,,,,,,0.0,[],3.786,False
0,7.0,"A Fairfax favorite! This IPA is smooth with great floral notes; big & bold, yet smooth & mellow.
",65,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,JC Flyer IPA,iron-springs-pub-brewery-jc-flyer-ipa,IPA - American,25260,701,https://untappd.akamaized.net/site/brewery_logos/brewery-701_02e46.jpeg,Iron Springs Pub & Brewery,iron-springs-pub-brewery,Brew Pub,http://www.facebook.com/ironspringpub,ironspringspub,http://ironspringpub.com/,United States,Fairfax,CA,37.986,-122.584,,,"Wed, 19 Jan 2011 02:49:01 +0000",0,1,,,,2078,3.66049,,61,2852,2357,0,,,,,,0.0,[],3.65927,False
