auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"An especially imported Bavarian yeast strain
gives Emerson?s Weissbier its authentic German
character. The beer pours a cloudy, pale golden
colour, and has a sweet bready aroma with notes
of banana and sherbet. In the mouth the beer is
spicy and tart, with some grainy sweetness. With
age, Emerson?s WeissBier develops a clove-like
aroma and the taste becomes softer and more
cidery. Bottle Conditioned.",0,https://untappd.akamaized.net/site/beer_logos/beer-WeissBier_9805.jpeg,,WeissBier,emerson-s-brewery-weissbier,Hefeweizen,9805,3112,https://untappd.akamaized.net/site/brewery_logos/brewery-EmersonsBrewery_3112.jpeg,Emerson's Brewery,emerson-s-brewery,Micro Brewery,http://www.facebook.com/pages/Emersons-Brewery/59683998616,emersonsbrewery,http://www.emersons.co.nz/,New Zealand,Dunedin,Otago,-45.872,170.518,,,"Thu, 18 Nov 2010 12:42:32 +0000",0,1,,,,105,3.52857,,5,174,158,0,,,,,,,0.0,[],3.61941,False
0,8.0,"A full bodied ale brewed with massive amounts of premium Amarillo, Cascade, Simcoe and Crystal hops, paired with a rich blend of luscious Munich, Caramel & two-row pale malts resulting in a perfect balance of luxuriant malt and heady, exhilarating hop flavors. ",85,https://untappd.akamaized.net/site/beer_logos/beer-ImperialIPA_9806.jpeg,,Imperial IPA,mendocino-brewing-company-imperial-ipa,IPA - Imperial / Double,9806,1628,https://untappd.akamaized.net/site/brewery_logos/brewery-mendocinobrewingcompany_1628.jpeg,Mendocino Brewing Company,mendocino-brewing-company,Micro Brewery,https://www.facebook.com/MendoBrewAleHouse,mendobrew,http://www.mendobrew.com/,United States,Ukiah,CA,39.1232,-123.197,,,"Thu, 18 Nov 2010 12:42:54 +0000",0,1,,,,2515,3.39324,,5,3453,2968,0,,,,,,,0.0,[],3.42119,False
0,0.0,The SmallBar Pale Ale is an American Pale brewed by our friends at 2 Brothers Brewing.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,SmallBar Pale Ale,two-brothers-brewing-company-smallbar-pale-ale,Pale Ale - American,9807,1298,https://untappd.akamaized.net/site/brewery_logos/brewery-1298_ea7cf.jpeg,Two Brothers Brewing Company,two-brothers-brewing-company,Micro Brewery,http://www.facebook.com/TwoBrothersBrewing,twobrothersbeer,http://twobrothersbrewing.com/,United States,Warrenville,IL,41.8243,-88.2123,,,"Thu, 18 Nov 2010 12:49:30 +0000",0,1,,,,15,3.2,,0,48,38,0,,,,,,,0.0,[],3.57076,False
0,4.5,Blue Point fresh Blueberry Ale offers an unusual twist on brewing that turns out to be just perfect. A wonderful blend of fresh blueberries matched with a thirst quenching distinctive ale. We carefully add 132 lbs of blueberries to each special batch. Brewed with 100% American ingredients. Enjoy a truly unique flavorful brew!,14,https://untappd.akamaized.net/site/beer_logos/beer-9457_618be_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9457_c1647_hd.jpeg,Blueberry Ale,blue-point-brewing-company-blueberry-ale,Fruit Beer,9457,144,https://untappd.akamaized.net/site/brewery_logos/brewery-144_19c64.jpeg,Blue Point Brewing Company,blue-point-brewing-company,Macro Brewery,http://www.facebook.com/BluePointBrewery,BluePointBrewer,http://www.bluepointbrewing.com/,United States,Patchogue,NY,40.7591,-73.0215,,,"Tue, 16 Nov 2010 08:32:28 +0000",0,1,9457.0,"Thu, 01 Jan 1970 00:00:00 +0000",9808.0,27536,3.43985,,761,39071,31663,0,,,,,,,0.0,[],3.44217,False
0,8.4,"Russian Imperial Stout with strong malt presence, full mouthfeel from flaked oats and a roasted, chocolaty flavor",27,https://untappd.akamaized.net/site/beer_logos/beer-9809_3b9ff_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9809_18941_hd.jpeg,Black Powder,natty-greene-s-brewing-co-black-powder,Stout - Russian Imperial,9809,2010,https://untappd.akamaized.net/site/brewery_logos/brewery-2010_f40c3.jpeg,Natty Greene's Brewing Co.,natty-greene-s-brewing-co,Micro Brewery,http://facebook.com/nattygreenes,Natty_Greenes,http://nattygreenes.com,United States,greensboro,NC,36.0686,-79.7903,,,"Thu, 18 Nov 2010 12:51:08 +0000",0,1,,,,64,3.63672,,0,98,89,0,,,,,,,0.0,[],3.64792,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-TelemarkIPA_9810.jpeg,,Telemark IPA,backcountry-brewery-telemark-ipa,IPA - American,9810,64,https://untappd.akamaized.net/site/brewery_logos/brewery-backcountrybrewery_64.jpeg,Backcountry Brewery,backcountry-brewery,Micro Brewery,https://www.facebook.com/Backcountrybrewery,backcountrybrew,http://www.backcountrybrewery.com,United States,Frisco,CO,39.5752,-106.103,,,"Thu, 18 Nov 2010 12:52:01 +0000",0,1,,,,807,3.58643,,6,1149,995,0,,,,,,,0.0,[],3.60409,False
0,6.7,"Rich, deep amber ? like the sky on an autumn evening, expansive and robust this harvest beer is made from ingredients grown to full maturity. The hops and grains are all from organic sources. Then we add a few pungent ingredient, like chamomile,  from the historic gardens at Greenfield Village.

To replicate true brewing conditions we use and authentic Belgium Ale yeast that has a direct lineage from a 17th century farm house brewery, fermented without refrigeration .",13,https://untappd.akamaized.net/site/beer_logos/beer-54052_4e2e3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-54052_aea09_hd.jpeg,Greenfield Village Farmhouse Ale,motor-city-brewing-works-greenfield-village-farmhouse-ale,Saison / Farmhouse Ale,54052,1727,https://untappd.akamaized.net/site/brewery_logos/brewery-MotorCityBrewingWorks_1727.jpeg,Motor City Brewing Works,motor-city-brewing-works,Micro Brewery,,MotorCityBeer,http://www.motorcitybeer.com/,United States,Detroit,MI,42.3517,-83.0658,,,"Mon, 30 May 2011 13:07:39 +0000",0,1,54052.0,"Tue, 15 May 2012 20:25:46 +0000",9811.0,158,3.65348,,0,195,182,0,,,,,,,0.0,[],3.65001,False
0,9.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-dfhPoppaskull.jpg,,Poppaskull,collaboration-three-floyds-dogfish-head-poppaskull,Belgian Strong Golden Ale,9812,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,1.0,"[{'brewery': {'brewery_id': 2470, 'brewery_name': '3 Floyds Brewing Company', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-2470_90eff.jpeg', 'country_name': 'United States', 'location': {'brewery_city': 'Munster', 'brewery_state': 'IN'}}}]","Thu, 18 Nov 2010 12:55:24 +0000",0,1,,,,754,3.84383,,1,1349,1206,0,,,,,,,0.0,[],3.78815,False
0,10.8,"Ce sont les Flamands qui, les premiers, d?velopp?rent ce type de bi?re pour le compre des ?cossais. Le chardon ?cossais et le miel de fleurs sauvages sont les ingr?dients cl?s de cette recette. Bi?re douce et complexe, riche et g?n?reuse, elle d?veloppe des ar?mes de vieux porto et de caramel intense.",0,https://untappd.akamaized.net/site/beer_logos/beer-9813_f21b7_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9813_5c8e6_hd.jpeg,MacKroken Flower,le-bilboquet-microbrasserie-mackroken-flower,Scotch Ale / Wee Heavy,9813,2745,https://untappd.akamaized.net/site/brewery_logos/brewery-LeBilboquetMicrobrasserie_2745.jpeg,Le Bilboquet Microbrasserie,le-bilboquet-microbrasserie,Micro Brewery,http://www.facebook.com/BilboquetMicrobrasserie,,http://www.lebilboquet.qc.ca,Canada,Saint-Hyacinthe,QC,45.6307,-72.9563,,,"Thu, 18 Nov 2010 12:55:45 +0000",0,1,,,,2098,3.83711,,37,2824,2321,0,,,,,,,0.0,[],3.8134,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Silence of the Yams,bootlegger-s-brewery-silence-of-the-yams,Pumpkin / Yam Beer,9814,2340,https://untappd.akamaized.net/site/brewery_logos/brewery-2340_6fe0b.jpeg,Bootlegger's Brewery,bootlegger-s-brewery,Micro Brewery,http://www.facebook.com/bootleggersbrewery,bootleggersbrew,http://www.bootleggersbrewery.com/,United States,Fullerton,CA,33.8683,-117.933,,,"Thu, 18 Nov 2010 12:56:40 +0000",0,0,,,,1,0.0,,0,3,3,0,,,,,,,0.0,[],3.57953,False
