auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Boston's Mill Pale Ale,john-boston-premium-beverages-boston-s-mill-pale-ale,Pale Ale - American,15047,3932,https://untappd.akamaized.net/site/brewery_logos/brewery-3932_62646.jpeg,John Boston,john-boston,Macro Brewery,,,http://www.johnboston.com.au,Australia,Surry Hills,NSW,-33.8865,151.211,,,"Thu, 16 Dec 2010 19:26:41 +0000",0,1,,,,287,3.1716,,0,527,355,0,0.0,[],3.41828,False
0,4.5,"Smooth and inviting with a juicy pear sweetness and crisp finish, made from 100% freshly crushed New Zealand pears. Serve over ice for a refreshing summer?s drink.",0,https://untappd.akamaized.net/site/beer_logos/beer-15048_1032c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15048_75889_hd.jpeg,Monteith's Crushed Pear Cider,monteith-s-brewing-co-monteith-s-crushed-pear-cider,Cider,15048,881,https://untappd.akamaized.net/site/brewery_logos/brewery-881_bf04f.jpeg,Monteith's Brewing Co. ,monteith-s-brewing-co,Micro Brewery,https://www.facebook.com/Monteiths,monteithsnz,http://www.monteiths.co.nz,New Zealand,Greymouth,"West Coast, South Island",-42.4517,171.207,,,"Thu, 16 Dec 2010 19:30:06 +0000",0,1,,,,684,3.22588,,8,957,782,0,0.0,[],3.35695,False
0,5.4,"Our tribute to the beers that once quenched the thirst of parched colonials at Admiral Gage?s East India station. This UK-style IPA is rich with caramel malt and overripe stone fruit character, balanced with a big bitter finish.",55,https://untappd.akamaized.net/site/beer_logos/beer-15049_dbc6b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15049_73f55_hd.jpeg,Sleeping Giant,gage-roads-brewing-co-sleeping-giant,IPA - English,15049,2608,https://untappd.akamaized.net/site/brewery_logos/brewery-2608_3878a.jpeg,Gage Roads Brewing Co ,gage-roads-brewing-co,Micro Brewery,http://www.facebook.com/gageroads,GageRoads,http://www.gageroads.com.au,Australia,Palmyra,WA,-32.0516,115.792,,,"Thu, 16 Dec 2010 20:38:36 +0000",0,1,,,,3874,3.33634,,114,6345,4291,0,0.0,[],3.3593,False
0,10.0,"Our annually released Barleywine changes every year depending on what mood we're in. It is, however, always a ""big"" beer usually around 10% ABV. Enjoy now or cellar for a special occasion. ",0,https://untappd.akamaized.net/site/beer_logos/beer-15050_aef75_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15050_590ca_hd.jpeg,Grand Illumination,alewerks-brewing-company-grand-illumination,Barleywine - American,15050,2178,https://untappd.akamaized.net/site/brewery_logos/brewery-2178_38227.jpeg,Alewerks Brewing Company,alewerks-brewing-company,Micro Brewery,https://www.facebook.com/Alewerks,Alewerks,http://alewerks.com,United States,Williamsburg,VA,37.3207,-76.7324,,,"Thu, 16 Dec 2010 23:20:47 +0000",0,1,,,,2394,3.78739,,39,3652,2768,0,3.0,"[{'beer': {'bid': 1965511, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-15050_aef75_sm.jpeg', 'beer_slug': 'alewerks-brewing-company-grand-illumination-2016', 'beer_name': 'Grand Illumination (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1971437, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alewerks-brewing-company-grand-illumination-2013', 'beer_name': 'Grand Illumination (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1993496, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'alewerks-brewing-company-grand-illumination-2007', 'beer_name': 'Grand Illumination (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.77196,False
0,9.0,A one-time brew made to celebrate Jopen's 15th birthday.,0,https://untappd.akamaized.net/site/beer_logos/beer-15051_8aa3f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15051_39b8f_hd.jpeg,JubelJoop III,jopen-jubeljoop-iii,Belgian Tripel,15051,620,https://untappd.akamaized.net/site/brewery_logos/brewery-620_d73ea.jpeg,Jopen,jopen,Micro Brewery,https://www.facebook.com/JopenBier,jopenbier,http://www.jopenbier.nl,Netherlands,Haarlem,Noord-Holland,52.3812,4.62982,,,"Thu, 16 Dec 2010 23:36:38 +0000",0,0,,,,33,3.65152,,0,52,44,0,0.0,[],3.65013,False
0,5.2,"Golden Ale. A blonde, lighter bodied beer with a floral aroma and a crisp, hoppy finish that's not bitter. The hop character of Alaskan Pale is due to dry hopping by hand during the fermentation process.

A clean, softly malted body with a hint of citrus overtones, followed by a hop-accented dry, crisp finish.

Alaskan Pale is made from glacier-fed water and a generous blend or European and Pacific Northwest hop varieties and premium two-row pale and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches or rainfall we receive each year.",0,https://untappd.akamaized.net/site/beer_logos/beer-Pale_4080.jpeg,,Pale,alaskan-brewing-co-pale,Pale Ale - American,4080,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,4080.0,"Thu, 01 Jan 1970 00:00:00 +0000",15052.0,560,3.34509,,0,823,726,0,0.0,[],3.45268,False
0,7.0,"Cask ABV: 5%
Bottle ABV: 7%",0,https://untappd.akamaized.net/site/beer_logos/beer-15053_83fc9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15053_28ebc_hd.jpeg,Christmas Ale,shepherd-neame-christmas-ale,Winter Ale,15053,1132,https://untappd.akamaized.net/site/brewery_logos/brewery-1132_9527c.jpeg,Shepherd Neame,shepherd-neame,Micro Brewery,http://www.facebook.com/shepherdneame,ShepherdNeame,http://www.shepherdneame.co.uk,England,Faversham,Kent,51.3167,0.891721,,,"Fri, 17 Dec 2010 01:06:03 +0000",0,1,,,,6261,3.31185,,17,7657,6673,0,5.0,"[{'beer': {'bid': 301757, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_301757_sm_14418d27bc76a100c2e0a768b0449d.jpeg', 'beer_slug': 'shepherd-neame-christmas-ale-2003', 'beer_name': 'Christmas Ale (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 342756, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'shepherd-neame-christmas-ale-2002', 'beer_name': 'Christmas Ale (2002)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 429616, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'shepherd-neame-christmas-ale-2000', 'beer_name': 'Christmas Ale (2000)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 480204, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'shepherd-neame-christmas-ale-2008', 'beer_name': 'Christmas Ale (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 486425, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'shepherd-neame-christmas-ale-2007', 'beer_name': 'Christmas Ale (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.3276,False
0,3.8,"Pale Gold is a refreshing, easy drinking session beer brewed from pale, wheat and crystal malts. Low in gravity, yet full in flavour, Cascade hops provide both bitterness and a crisp citrusy aroma.",0,https://untappd.akamaized.net/site/beer_logos/beer-15054_656c0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-15054_1e245_hd.jpeg,Pale Gold,ossett-brewery-pale-gold,Golden Ale,15054,3711,https://untappd.akamaized.net/site/brewery_logos/brewery-3711_bb7ad.jpeg,Ossett Brewery,ossett-brewery,Micro Brewery,https://www.facebook.com/pages/Ossett-Brewery/284044384982330?sk=wall,ossettbrewery,http://www.ossett-brewery.co.uk/,England,Ossett,West Yorkshire,53.668,-1.59071,,,"Fri, 17 Dec 2010 01:11:30 +0000",0,1,,,,379,3.44525,,11,538,443,0,0.0,[],3.53695,False
0,5.6,A winter ale brewed with attitude. Brewed with five malts and seven hops and flavored with local honey.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Brukspatron,skebo-bruksbryggeri-brukspatron,Winter Ale,15055,3934,https://untappd.akamaized.net/site/brewery_logos/brewery-SkeboBruksbryggeri_3934.jpeg,Skebo Bruksbryggeri,skebo-bruksbryggeri,Micro Brewery,,,http://www.skebobruksbryggeri.se,Sweden,Skebobruk,,59.9592,18.6309,,,"Fri, 17 Dec 2010 01:14:17 +0000",0,1,,,,201,3.32711,,6,242,223,0,0.0,[],3.52227,False
0,4.5,"In this classic wheat beer we use our own unique wheat yeast. This is a very refreshing beer with flavours of spice and citrus, a perfect summer beer.

HaandBryggeriet makes living beer, not pasturised nor filtered, but refermented in the bottle to create natural carbonation.",0,https://untappd.akamaized.net/site/beer_logos/beer-_126254_sm_954e74db0942cc8c3f6b51cb0f4ed7.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_126254_hd_8fd37ca17fb19948d3e7c5da779ae6.jpeg,Bavaria,haandbryggeriet-bavaria,Hefeweizen,126254,2206,https://untappd.akamaized.net/site/brewery_logos/brewery-HaandBryggeriet_2206.jpeg,HaandBryggeriet,haandbryggeriet,Micro Brewery,https://www.facebook.com/Haandbryggeriet-321958088808/,,http://www.haandbryggeriet.net,Norway,Drammen,,59.7414,10.231,,,"Tue, 31 Jan 2012 14:15:00 +0000",0,0,126254.0,"Mon, 13 Aug 2012 13:58:29 +0000",15056.0,3660,3.31059,,1,4813,3953,0,0.0,[],3.33676,False
