auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.5,"Introduced in the 1890s, originally called El Sol. The logo and presentation has not been changed.",0,https://untappd.akamaized.net/site/beer_logos/beer-7457_d3045_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7457_885a2_hd.jpeg,Sol,cerveceria-cuauhtemoc-moctezuma-s-a-de-c-v-sol,Lager - North American Adjunct,7457,360,https://untappd.akamaized.net/site/brewery_logos/brewery-360_7cfc5.jpeg,Cervecer?a Cuauht?moc Moctezuma S.A. de C.V.,cerveceria-cuauhtemoc-moctezuma-sa-de-cv,Macro Brewery,https://www.facebook.com/cuamocmx,cuamocmx,http://www.cuamoc.com/es,Mexico,Monterrey,Nuevo Le?n,25.6949,-100.317,,,"Sat, 06 Nov 2010 01:54:22 +0000",0,1,7457.0,"Wed, 20 Nov 2013 10:22:09 +0000",17227.0,115101,2.88082,,2762,182632,132996,0,,,,,,,,,,,0.0,[],2.88285,False
0,4.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bluebird Bitter,coniston-brewing-bluebird-bitter,English Bitter,42098,395,https://untappd.akamaized.net/site/brewery_logos/brewery-ConistonBrewing_395.jpeg,Coniston Brewing Company,coniston-brewing-company,Micro Brewery,https://www.facebook.com/coniston.brewing?v=wall,ConistonBrewCo,www.conistonbrewery.com,England,Coniston,"Cumbria, LA21 8HL",54.3699,-3.07692,,,"Thu, 07 Apr 2011 05:16:11 +0000",1,1,42098.0,"Thu, 01 Jan 1970 00:00:00 +0000",17228.0,0,0.0,True,0,0,0,0,,,,,,,,,,,0.0,[],0.0,False
0,8.5,"Thomas Hooker Doppelbock Lager blends huge amounts of imported Munich, Vienna and Moravian malts with select dark roasted malts to achieve a malt lover's dream of a rich and creamy brew. Subtly hopped with noble German and Czech hops and cool fermented with a Bavarian lager yeast, this beer will leave you happy to give up solid food for a while.",24,https://untappd.akamaized.net/site/beer_logos/beer-Liberator_12609.jpeg,,Liberator Doppelbock,thomas-hooker-brewing-co-liberator-doppelbock,Doppelbock ,12609,1258,https://untappd.akamaized.net/site/brewery_logos/brewery-1258_187a1.jpeg,Thomas Hooker Brewing Co.,thomas-hooker-brewing-co,Micro Brewery,http://www.facebook.com/hookerbeer,hookerbeer,https://hookerbeer.com/,United States,Bloomfield,CT,41.8087,-72.7109,,,"Fri, 03 Dec 2010 13:09:00 +0000",0,1,12609.0,"Thu, 01 Jan 1970 00:00:00 +0000",17229.0,1912,3.60277,,10,2643,2273,0,,,,,,,,,,,0.0,[],3.60939,False
0,5.0,The buzz is genuine about this beer! Attila the Honey is a rich amber ale with distinctive malty characteristics followed closely by the light lingering taste of rich clover honey. It truly is the 'ultimate' summer beer.,16,https://untappd.akamaized.net/site/beer_logos/beer-102335_4ae02_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-102335_cd8cc_hd.jpeg,Attila the Honey,mt-begbie-brewing-co-attila-the-honey,Red Ale - American Amber / Red,102335,4243,https://untappd.akamaized.net/site/brewery_logos/brewery-MtBegbieBrewingCo_4243.jpeg,Mt. Begbie Brewing Co.,mt-begbie-brewing-co,Micro Brewery,www.facebook.com/mtbegbiebeer,begbiebeer,http://www.mt-begbie.com,Canada,Revelstoke,BC,51.0004,-118.198,,,"Thu, 24 Nov 2011 23:41:18 +0000",0,1,102335.0,"Mon, 09 Jan 2012 17:31:00 +0000",17230.0,1010,3.47797,,3,1221,1100,0,,,,,,,,,,,0.0,[],3.51808,False
0,7.5,"This hoppy American IPA is a full bodied beer brewed with American pale and crystal malts, and heavily hopped with Chinook, Cascade, Columbus and Centennial. There's a trophy in every glass.

2009 Great American Beer Festival? American-Style Strong Pale Ale ? GOLD
2009 Colorado State Fair ? Best of Show
2006 Great American Beer Festival? American-Style Strong Pale Ale ? SILVER
2005 Great American Beer Festival? American-Style Strong Pale Ale ? SILVER
1999 Great American Beer Festival? India Pale Ale - GOLD",75,https://untappd.akamaized.net/site/beer_logos/beer-BearRepublicRacer5.jpg,,Racer 5 IPA?,bear-republic-brewing-co-racer-5-ipa-r,IPA - American,1553,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,Micro Brewery,http://www.facebook.com/bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.871,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,1553.0,"Thu, 01 Jan 1970 00:00:00 +0000",17231.0,149373,3.88422,,3113,309914,167808,0,,,,,,,,,,,4.0,"[{'beer': {'bid': 253203, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-253203_77e16_sm.jpeg', 'beer_slug': 'bear-republic-brewing-co-racer-5000-tm', 'beer_name': 'Racer 5000?', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 480798, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-480798_913fe_sm.jpeg', 'beer_slug': 'bear-republic-brewing-co-new-oak-racer-5-ipa-r', 'beer_name': 'New Oak Racer 5 IPA?', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1348964, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bear-republic-brewing-co-racer-5-dry-hopped-with-hella-ella', 'beer_name': 'Racer 5 Dry Hopped With Hella Ella', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1832714, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bear-republic-brewing-co-racer-5-2016', 'beer_name': 'Racer 5 (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.88375,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-17232_cfb26_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17232_fc7d7_hd.jpeg,Gueuze Girardin 1882 Black Label,brouwerij-girardin-girardin-gueuze-1882-black-label,Sour - Gueuze,17232,283,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijGirardin_283.jpeg,Brouwerij Girardin,brouwerij-girardin,Micro Brewery,https://www.facebook.com/brouwerijgirardin/,,,Belgium,Sint-Ulriks-Kapelle,Vlaams-Brabant,50.8751,4.23549,,,"Sat, 25 Dec 2010 16:15:59 +0000",0,1,,,,9147,4.03731,,191,12771,10352,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 67704, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Gueuze1882BlackLabel2003_67704.jpeg', 'beer_slug': 'brouwerij-girardin-gueuze-girardin-1882-black-label-2003', 'beer_name': 'Gueuze Girardin 1882 Black Label (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 169432, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-17232_cfb26_sm.jpeg', 'beer_slug': 'brouwerij-girardin-gueuze-girardin-1882-black-label-1999', 'beer_name': 'Gueuze Girardin 1882 Black Label (1999)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 184781, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-17232_cfb26_sm.jpeg', 'beer_slug': 'brouwerij-girardin-gueuze-girardin-1882-black-label-2001', 'beer_name': 'Gueuze Girardin 1882 Black Label (2001)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 185367, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-GirardinGueuze1882BlackLabel_17232.jpeg', 'beer_slug': 'brouwerij-girardin-gueuze-girardin-1882-black-label-2011', 'beer_name': 'Gueuze Girardin 1882 Black Label (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 185371, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-17232_cfb26_sm.jpeg', 'beer_slug': 'brouwerij-girardin-gueuze-girardin-1882-black-label-2005', 'beer_name': 'Gueuze Girardin 1882 Black Label (2005)', 'is_vintage': 1, 'is_variant': 0}}]",4.02484,False
0,5.0,"Made in cooperation with Jeppe from Olbuttikken in Copenhagen. Jeppe provides the blueberries for the beer, and it is brewed at Cantillon and then shipped back to Copenhagen and only sold at Olbutikken.",0,https://untappd.akamaized.net/site/beer_logos/beer-_16564_sm_7d3e5e05e5fcc0d509b2d6097c61d6.jpeg,,Bl?b?r Lambik (Blueberry Lambic),brasserie-cantillon-blabaer-lambik-blueberry-lambic,Lambic - Fruit,16564,202,https://untappd.akamaized.net/site/brewery_logos/brewery-202_b1625.jpeg,Brasserie Cantillon,brasserie-cantillon,Micro Brewery,http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553,,http://www.cantillon.be/,Belgium,Bruxelles,Bruxelles-Capitale,50.8503,4.35171,,,"Fri, 24 Dec 2010 08:38:36 +0000",0,1,16564.0,"Thu, 01 Jan 1970 00:00:00 +0000",17233.0,1007,4.48287,,10,1388,1252,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 95614, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_95614_sm_5151c1f14c7c94aef7c368e636c07a.jpeg', 'beer_slug': 'brasserie-cantillon-blabaer-lambik-blueberry-lambic-2011', 'beer_name': 'Bl?b?r Lambik (Blueberry Lambic) (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 213250, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_213250_sm_ec391825f89dce39105903df6832e3.jpeg', 'beer_slug': 'brasserie-cantillon-blabaer-lambik-blueberry-lambic-2007', 'beer_name': 'Bl?b?r Lambik (Blueberry Lambic) (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 213251, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_213251_sm_70b9a0db1b52d3925f22a07691f107.jpeg', 'beer_slug': 'brasserie-cantillon-blabaer-lambik-blueberry-lambic-2012', 'beer_name': 'Bl?b?r Lambik (Blueberry Lambic) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 222666, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_222666_sm_910823682cf65265f8b42e97df14c8.jpeg', 'beer_slug': 'brasserie-cantillon-blabaer-lambik-blueberry-lambic-2009', 'beer_name': 'Bl?b?r Lambik (Blueberry Lambic) (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 222668, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_222668_sm_937dba9568cf0cdc4454c64bdc0184.jpeg', 'beer_slug': 'brasserie-cantillon-blabaer-lambik-blueberry-lambic-2010', 'beer_name': 'Bl?b?r Lambik (Blueberry Lambic) (2010)', 'is_vintage': 1, 'is_variant': 0}}]",4.28947,False
0,10.5,"Brown in color with ruby and garnet highlights, this strong Scotch Ale is sweet and earthy on the nose. Rich flavors of caramel malt and bready notes, this beer exhibits light fruity esters, reminiscent of dates and dark stone fruits, along with the light smoky-earthy characters the style is known for. Ales in Scotland were traditionally named for their strength, and relative cost, in shillings. This beer would be understated as a 120 Shilling Ale.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,A Few Shillings Too Many,kuhnhenn-brewing-company-a-few-shillings-too-many,Scotch Ale / Wee Heavy,17234,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,,,"Sat, 25 Dec 2010 16:23:40 +0000",0,1,,,,838,3.88126,,18,1115,979,0,,,,,,,,,,,0.0,[],3.8198,False
0,7.0,"Made with Michigan pumpkins, brown sugar and a blend of spices.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,All Hallows Ale,kuhnhenn-brewing-company-all-hallows-ale,Pumpkin / Yam Beer,17235,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,,,"Sat, 25 Dec 2010 16:27:39 +0000",0,1,,,,606,3.94513,,0,923,756,0,,,,,,,,,,,0.0,[],3.84659,False
0,13.0,"An American example of an English style of beer made for the Russian Royals. This ale deep black in color, finally released after being aged for 16 months. Made using large amounts of malt and roasted barley yields the most robust beer we make. Thick coffee like flavor and aroma. This beer is well hopped and finishes bitter. This is a real treat",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,American Imperial Stout,kuhnhenn-brewing-company-american-imperial-stout,Stout - American Imperial / Double,17236,4557,https://untappd.akamaized.net/site/brewery_logos/brewery-KuhnhennBrewingCompany_4557.jpeg,Kuhnhenn Brewing Company,kuhnhenn-brewing-company,Micro Brewery,http://www.facebook.com/KuhnhennBrewingCo,kuhnhennbrew,http://www.kbrewery.com/,United States,Warren,MI,42.5277,-83.0466,,,"Sat, 25 Dec 2010 16:31:22 +0000",0,1,,,,449,4.1431,,0,604,514,0,,,,,,,,,,,4.0,"[{'beer': {'bid': 287656, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-american-imperial-stout-2012', 'beer_name': 'American Imperial Stout (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 619645, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-2-year-barrel-aged-american-imperial-stout', 'beer_name': '2 Year Barrel Aged American Imperial Stout', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 965736, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-american-imperial-stout-2014', 'beer_name': 'American Imperial Stout (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1504856, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'kuhnhenn-brewing-company-american-imperial-stout-2005', 'beer_name': 'American Imperial Stout (2005)', 'is_vintage': 1, 'is_variant': 0}}]",3.94366,False
