auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,"Our flagship ale is named in honor of Tom Crean, Second Officer of The Endurance - an expedition to the South Pole in 1914 under the command of British explorer Sir Ernest Shackleton. ",0,https://untappd.akamaized.net/site/beer_logos/beer-744335_47b83_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-744335_c4e20_hd.jpeg,Endurance Pale Ale,ipswich-ale-brewery-endurance-pale-ale,Pale Ale - American,744335,9341,https://untappd.akamaized.net/site/brewery_logos/brewery-IpswichAleBrewery_9341.jpeg,Ipswich Ale Brewery,ipswich-ale-brewery,Micro Brewery,http://www.facebook.com/ipswichalebrewery,IpswichAleBrew,http://www.ipswichalebrewery.com,United States,Ipswich,MA,42.681,-70.8414,,,"Sat, 12 Jul 2014 19:59:57 +0000",0,0,744335.0,"Mon, 07 Nov 2016 02:19:20 +0000",17029.0,14,3.07143,,0,26,25,0,,,,,,,0.0,[],3.56476,False
0,6.0,"This special porter is made for winter -- rich and warming, the way they like it in the North Pole. It was inspired by this famous line from a well-loved children?s story book:

""And Santa sat on his great butt, drinking a hearty brew.""",0,https://untappd.akamaized.net/site/beer_logos/beer-_11211_8f40113a8fa4915d30440319b844.jpeg,,Santa's Butt,ridgeway-brewing-santa-s-butt,Porter - Other,11211,1056,https://untappd.akamaized.net/site/brewery_logos/brewery-1056_2c706.jpeg,Ridgeway Brewing,ridgeway-brewing,Micro Brewery,,RidgewayBrewery,http://www.ridgewaybrewery.co.uk/,England,,"South Stoke, Oxfordshire",51.5463,-1.13512,,,"Fri, 26 Nov 2010 13:16:36 +0000",0,1,11211.0,"Thu, 01 Jan 1970 00:00:00 +0000",17030.0,9276,3.27124,,29,10901,10439,0,,,,,,,3.0,"[{'beer': {'bid': 998283, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ridgeway-brewing-santa-s-butt-2014', 'beer_name': ""Santa's Butt (2014)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1346288, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ridgeway-brewing-santa-s-butt-2015', 'beer_name': ""Santa's Butt (2015)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1841661, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ridgeway-brewing-santa-s-butt-2016', 'beer_name': ""Santa's Butt (2016)"", 'is_vintage': 1, 'is_variant': 0}}]",3.28336,False
0,5.5,German hops give an earthy aroma and flavor. Pilsner malt provides mild malty sweetness. Light body and high effervescence. ,14,https://untappd.akamaized.net/site/beer_logos/beer-48774_004a4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-48774_64f74_hd.jpeg,Special K?lsch,the-bier-brewery-special-kolsch,K?lsch,48774,3429,https://untappd.akamaized.net/site/brewery_logos/brewery-3429_ca84c.jpeg,The Bier Brewery,the-bier-brewery,Micro Brewery,http://www.facebook.com/pages/The-Bier-Brewery/142149049146462,thebierbrewery,http://www.bierbrewery.com/,United States,Indianapolis,IN,39.8757,-86.083,,,"Sat, 07 May 2011 15:51:34 +0000",0,1,48774.0,"Wed, 12 Dec 2012 06:11:38 +0000",17036.0,2062,3.53771,,54,3104,2354,0,,,,,,,0.0,[],3.55229,False
0,5.4,"This classic, American pale ale displays the complex bitterness and aroma from the hops of Yakima Valley, Washington. It boasts a fragrant bouquet of spice and citrus that combines with an herbal flavor profile. It's hoppy characteristics are balanced by a clean, malty body, from the pale and light caramel malt. ",37,https://untappd.akamaized.net/site/beer_logos/beer-17040_d2fc5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17040_6017b_hd.jpeg,Pale Ale,kirkland-signature-pale-ale,Pale Ale - American,17040,10375,https://untappd.akamaized.net/site/brewery_logos/brewery-KirklandSignature_10375.jpeg,Kirkland Signature,kirkland-signature,Bar / Restaurant / Store,,,,United States,San Jose,CA,37.3394,-121.895,,,"Sat, 25 Dec 2010 11:29:44 +0000",0,1,,,,7171,2.97556,,436,10764,8302,0,,,,,,,0.0,[],3.00311,False
0,6.7,"No season is as synonymous with beer as autumn, when the most storied beer festival of them all, Oktoberfest, takes place in Munich, Germany. Since 1810, this celebration of good food, good company, and, most importantly, good beer, has most prominently featured Marzen-style lager?so much so that many refer to the beer simply as Oktoberfest.
Our Oktoberfest is a traditional Bavarian lager featuring all-German malts and rare German hops. This dedication to authenticity produces a beer that would be as at home in Munich as it is here in the Midwest United States. The aroma is authentic, the taste sweet and malty, and the finish crisp and hoppy; perfect for a beautiful fall day!",20,https://untappd.akamaized.net/site/beer_logos/beer-17042_bf268_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17042_55c0a_hd.jpeg,Oktoberfest,upland-brewing-company-oktoberfest,M?rzen,17042,1313,https://untappd.akamaized.net/site/brewery_logos/brewery-1313_d5e63.jpeg,Upland Brewing Company,upland-brewing-company,Micro Brewery,http://www.facebook.com/UplandBrewingCo,UplandBrewCo,http://www.uplandbeer.com,United States,Bloomington,IN,39.1734,-86.5375,,,"Sat, 25 Dec 2010 11:32:48 +0000",0,1,,,,7233,3.53335,,5,10552,8042,0,,,,,,,0.0,[],3.53811,False
0,5.6,"Bold and rich, with a touch of holiday spice
The first thing one notices in a Samuel Adams? Winter Lager is its color: the deep brown of winter. Then comes the magical aroma which promises something special on the tongue. The warm aroma of cinnamon and ginger which blends with the toasty sweetness of the malted barley and hint of citrus.",22,https://untappd.akamaized.net/site/beer_logos/beer-3919_7f5f8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3919_f3f16_hd.jpeg,Samuel Adams Winter Lager,boston-beer-company-samuel-adams-winter-lager,Lager - Winter,3919,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3919.0,"Thu, 01 Jan 1970 00:00:00 +0000",17043.0,217807,3.42993,,641,475599,250587,0,,,,,,,0.0,[],3.43024,False
0,11.3,"This unique Barley Wine Style beer is brewed iwth 57% wheat, 43% barley, and German hops. We boil the 25.2 Plato wort for three hours. Then we start the fermentation with our Hefe Weizen yeast and finish it with a Scottish Ale yeast. Bare Tree is then oak aged for over one year before its release. The resulting product is extremely complex with flavors of caramel, melon, apricot, vanilla, oak, black pepper, and subtle banana. The flavors come in large part from the raw ingredients and this will vary from year to year. Bare Tree is ready to drink now, but like wine, will age in the bottle for the next several years.",0,https://untappd.akamaized.net/site/beer_logos/beer-BareTreeVintage2006_17051.jpeg,,Bare Tree Weiss Wine (2006),two-brothers-brewing-company-bare-tree-weiss-wine-2006,Wheat Wine,17051,1298,https://untappd.akamaized.net/site/brewery_logos/brewery-1298_ea7cf.jpeg,Two Brothers Brewing Company,two-brothers-brewing-company,Micro Brewery,http://www.facebook.com/TwoBrothersBrewing,twobrothersbeer,http://twobrothersbrewing.com/,United States,Warrenville,IL,41.8243,-88.2123,,,"Sat, 25 Dec 2010 11:44:56 +0000",0,0,,,,36,3.88889,,2,59,58,0,,11.0,Bare Tree Weiss Wine,two-brothers-brewing-company-bare-tree-weiss-wine,109520.0,87.0,,,3.6759,False
0,7.2,"Seize the season with Sleigh'r. Layers of deeply toasted malt are balanced by just enough hop bitterness to make it deceivingly drinkable. Paired with a dry finish, Sleigh?r is anything but your typical winter brew.",60,https://untappd.akamaized.net/site/beer_logos/beer-11779_bcaca_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11779_dc760_hd.jpeg,Sleigh'r,ninkasi-brewing-company-sleigh-r,Winter Ale,11779,2840,https://untappd.akamaized.net/site/brewery_logos/brewery-NinkasiBrewingCompany_2840.jpeg,Ninkasi Brewing Company,ninkasi-brewing-company,Micro Brewery,,NinkasiBrewing,http://www.ninkasibrewing.com/,United States,Eugene,OR,44.057,-123.11,,,"Sun, 28 Nov 2010 14:02:55 +0000",0,1,11779.0,"Thu, 01 Jan 1970 00:00:00 +0000",17053.0,26482,3.65697,,58,40387,29546,0,,,,,,,4.0,"[{'beer': {'bid': 932499, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-11779_bcaca_sm.jpeg', 'beer_slug': 'ninkasi-brewing-company-sleigh-r-dark-double-alt-ale-2013', 'beer_name': ""Sleigh'r Dark D?uble Alt Ale (2013)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1274527, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-11779_bcaca_sm.jpeg', 'beer_slug': 'ninkasi-brewing-company-sleigh-r-dark-double-alt-ale-2015', 'beer_name': ""Sleigh'r Dark Do?ble Alt Ale (2015)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1734121, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-11779_bcaca_sm.jpeg', 'beer_slug': 'ninkasi-brewing-company-sleigh-r-dark-double-alt-ale-2016', 'beer_name': ""Sleigh'r Dark Double Alt Ale (2016)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1889781, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ninkasi-brewing-company-sleigh-r-2012', 'beer_name': ""Sleigh'r (2012)"", 'is_vintage': 1, 'is_variant': 0}}]",3.65691,False
0,6.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-17057_8a8be_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17057_cf738_hd.jpeg,Midnight Sun Espresso Stout,yukon-brewing-midnight-sun-espresso-stout,Stout - American,17057,4607,https://untappd.akamaized.net/site/brewery_logos/brewery-YukonBrewingCompany_4607.jpeg,Yukon Brewing,yukon-brewing,Micro Brewery,http://www.facebook.com/yukonbeer,yukonbeer,http://yukonbeer.com,Canada,Whitehorse,YT,60.7378,-135.079,,,"Sat, 25 Dec 2010 11:51:16 +0000",0,1,,,,2033,3.61744,,28,2753,2223,0,,,,,,,0.0,[],3.6218,False
0,10.3,"A crisp champagne-like beer with fine bubbles and a fruity, spicy aroma. The crisp clean malt character and delicate fruit notes in this beer are complemented by a slight citrus flavor from dry hopping with Bavarian Noble hops. Bottle conditioning adds another layer of complexity and light spice notes.",0,https://untappd.akamaized.net/site/beer_logos/beer-Infinium2010_7837.jpeg,,Infinium (2010),boston-beer-company-infinium-2010,Bi?re de Champagne / Bi?re Brut,7837,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,1.0,"[{'brewery': {'brewery_id': 88, 'brewery_name': 'Bayerische Staatsbrauerei Weihenstephan', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-88_16162.jpeg', 'country_name': 'Germany', 'location': {'brewery_city': '85354 Freising', 'brewery_state': 'BY'}}}]","Sun, 07 Nov 2010 09:36:47 +0000",0,0,7837.0,"Thu, 01 Jan 1970 00:00:00 +0000",17058.0,1308,3.60531,,6,4471,3049,0,[],,,,,,,,3.61393,False
