auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.8,"A silky smooth, full-body beer with a sturdy black color. This beer features a mild bitterness with hints of roasted caramel and chocolate for a true taste sensation. A slight coffee taste in the finish.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Stout,carlyle-brewing-co-stout,Stout - Other,31986,347,https://untappd.akamaized.net/site/brewery_logos/brewery-CarlyleBrewing_347.jpeg,Carlyle Brewing Co.,carlyle-brewing-co,Micro Brewery,http://www.facebook.com/pages/Carlyle-Brewing-Co/168601775943,,http://www.carlylebrewing.com/,United States,Rockford,IL,42.269,-89.0905,,,"Sun, 20 Feb 2011 03:57:25 +0000",0,1,,,,375,3.68067,,25,558,406,0,,,,,,0.0,[],3.66743,False
0,6.0,"Berghoff?s deep mahogany Ale is made with Brewer?s Two-Row Malt, a special blend of Carapils, Caramel, dark roasted Malts and spiced with select domestic hops resulting in rich, well balanced flavors. Availability: November ? February",0,https://untappd.akamaized.net/site/beer_logos/beer-31987_2ac57_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31987_7efe4_hd.jpeg,Berghoff Winter Ale,berghoff-brewery-inc-berghoff-winter-ale,Bock,31987,4091,https://untappd.akamaized.net/site/brewery_logos/brewery-4091_5f04b.jpeg,"Berghoff Brewery, Inc.",berghoff-brewery-inc,Micro Brewery,http://www.facebook.com/profile.php?id=100000925126519,BerghoffBeer,http://www.berghoffbeer.com/,United States,Stevens Point,WI,44.5104,-89.5734,,,"Sun, 20 Feb 2011 03:58:54 +0000",0,1,,,,1114,3.24215,,7,1453,1281,0,,,,,,0.0,[],3.33006,False
0,5.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Walnut Stout,carlyle-brewing-co-black-walnut-stout,Stout - Other,31988,347,https://untappd.akamaized.net/site/brewery_logos/brewery-CarlyleBrewing_347.jpeg,Carlyle Brewing Co.,carlyle-brewing-co,Micro Brewery,http://www.facebook.com/pages/Carlyle-Brewing-Co/168601775943,,http://www.carlylebrewing.com/,United States,Rockford,IL,42.269,-89.0905,,,"Sun, 20 Feb 2011 03:59:48 +0000",0,1,,,,236,4.22564,,1,449,270,0,,,,,,0.0,[],3.90113,False
0,9.9,"We are pleased to announce the release of our winter seasonal beer, Two Term Double IPA. This beer clocks in at 8.5% abv and is only available in draft.",90,https://untappd.akamaized.net/site/beer_logos/beer-TwoTermIPA_20591.jpeg,,Two Term Double IPA,diamond-bear-brewing-co-two-term-double-ipa,IPA - Imperial / Double,20591,444,https://untappd.akamaized.net/site/brewery_logos/brewery-DiamondBearBrewingCo_444.jpeg,Diamond Bear Brewing Co.,diamond-bear-brewing-co,Micro Brewery,https://www.facebook.com/pages/Diamond-Bear-Brewing-Company/34326089130,,www.diamondbear.com,United States,North Little Rock,AR,34.7592,-92.2723,,,"Mon, 03 Jan 2011 05:03:25 +0000",0,1,20591.0,"Mon, 26 Dec 2011 17:17:26 +0000",31989.0,1815,3.50675,,51,2777,2099,0,,,,,,0.0,[],3.52753,False
0,4.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,St. James Irish Dry Stout,mad-fox-brewing-company-st-james-irish-dry-stout,Stout - Irish Dry,146504,2684,https://untappd.akamaized.net/site/brewery_logos/brewery-2684_a8d38.jpeg,Mad Fox Brewing Company,mad-fox-brewing-company,Micro Brewery,http://www.facebook.com/MadFoxBrewing,MadFoxBrewing,http://www.madfoxbrewing.com/,United States,Falls Church,VA,38.8863,-77.1771,,,"Sat, 17 Mar 2012 12:56:25 +0000",0,1,146504.0,"Fri, 20 Sep 2013 21:24:07 +0000",31990.0,722,3.51801,,34,914,834,0,,,,,,0.0,[],3.55753,False
0,9.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Imperial IPA,the-blind-pig-brewery-imperial-ipa,IPA - Imperial / Double,31991,12154,https://untappd.akamaized.net/site/brewery_logos/brewery-12154_d79cf.jpeg,The Blind Pig Brewery,the-blind-pig-brewery,Micro Brewery,http://www.facebook.com/pages/The-Blind-Pig-Brewery/208548229664,BlindPigBrewing,http://www.blindpigbrewery.com/,United States,Champaign,IL,40.1172,-88.2434,,,"Sun, 20 Feb 2011 04:09:00 +0000",0,1,,,,15,3.53333,,0,26,25,0,,,,,,0.0,[],3.64467,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jessica's IPA,homebrews-jessica-s-ipa,IPA - American,31992,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Sun, 20 Feb 2011 04:12:02 +0000",1,1,,,,1,0.0,,0,5,2,0,,,,,,0.0,[],2.524,False
0,10.0,"A wicked combination of chocolate, roasted and black patent malts. But what about hops, you ask? This evil brew's 75 IBUs balance the huge malt base and pack a punch of their own.",75,https://untappd.akamaized.net/site/beer_logos/beer-31993_499f0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-31993_b8059_hd.jpeg,SeaDevil Imperial Stout,reaver-beach-brewing-company-seadevil-imperial-stout,Stout - American Imperial / Double,31993,7192,https://untappd.akamaized.net/site/brewery_logos/brewery-7192_5c484.jpeg,Reaver Beach Brewing Company,reaver-beach-brewing-company,Micro Brewery,http://www.facebook.com/Reaver-Beach-Brewing-Co-124547857572577/?ref=hl,ReaverBeach,http://reaverbeach.com,United States,Virginia Beach,VA,36.7954,-76.0641,,,"Sun, 20 Feb 2011 04:16:03 +0000",0,1,,,,1553,3.72988,,25,2239,1744,0,,,,,,0.0,[],3.71692,False
0,6.33,"Our first beer has been aptly named ?633? after the Regions telephone exchange for starters. It is a mildly hoppy pale ale using a 2 row pale base malt and several other specialty malts for body, color, and head retention. It is hopped with American west coast hops throughout the boil giving it a nice hop bite and mild aroma. This one is a bit stronger than the usual pale ale coincidently weighing in at 6.33 alcohol by volume! ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,633,boothbay-craft-brewery-633,Pale Ale - American,31994,8415,https://untappd.akamaized.net/site/brewery_logos/brewery-BoothbayCraftBrewery_8415.jpeg,Boothbay Craft Brewery,boothbay-craft-brewery,Micro Brewery,,,,United States,Boothbay,ME,43.8808,-69.6331,,,"Sun, 20 Feb 2011 04:18:41 +0000",0,1,,,,1127,3.64352,,16,1480,1260,0,,,,,,0.0,[],3.64515,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Humulus Maximus,bellwether-brewing-co-humulus-maximus,IPA - Imperial / Double,31995,8416,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Bellwether Brewing Co.,bellwether-brewing-co,Home Brewery,,,,United States,Garden Grove,CA,33.769,-117.91,,,"Sun, 20 Feb 2011 04:19:56 +0000",1,1,,,,0,0.0,,0,4,4,0,,,,,,0.0,[],3.786,False
