auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Jed Fest,wynkoop-brewing-co-jed-fest,M?rzen,19603,4373,https://untappd.akamaized.net/site/brewery_logos/brewery-4373_fef36.jpeg,Wynkoop Brewing Co.,wynkoop-brewing-co,Brew Pub,http://www.facebook.com/WynkoopBrewingCompany,Wynkoop,http://www.Wynkoop.com,United States,Denver,CO,39.7534,-104.999,"Fri, 31 Dec 2010 13:16:33 +0000",0,1,,,,1,0.0,,0,3,3,0,,,,,,,,,,,0.0,[],3.57953,False
0,8.66,"As with any good epic, herein lies the promise of larger-than-life experiences, heroics, and twists and turns as the adventure unfolds. This bottle conditioned ale is chapter five, and is specifically designed to be aged until sometime after December 12th, 2012. Provided you can wait that long. At that time, enjoy it in a ""vertical"" tasting along with its ten Stone Vertical Epic Ale brethren. Each on unique to its year of release. Each with its own ""twist & turn"" in the plot line. Each one release one year, one month and one day from the previous year?s edition. In this year?s edition, you?ll notice a deep, rich aroma of toasty malts, anise, Belgian yeast spiciness, and a hint of cedar. The toasty, dark and roasty malt flavors combine with a soft palate - courtesy of specialty dark wheat and barley malts. The body is fairly light for a beer with such a high gravity. There is a pleasant, lingering bitterness, so you know it?s part of the Stone family. This ale was brewed with a specialty Belgian yeast that we?re really liking here at Stone...it?s the same one we used for brewing the Stone 03.03.03 Vertical Epic Ale. And as with the Stone 05.05.05 Vertical Epic Ale, all the spicy, deep, and wonderfully funky aromas and flavor characteristics in this beer come as a result of nothing more than malt, hops, water and yeast!",0,https://untappd.akamaized.net/site/beer_logos/beer-Stone060606VerticalEpicAle_19604.jpeg,,Stone 06.06.06 Vertical Epic Ale,stone-brewing-co-stone-06-06-06-vertical-epic-ale,Belgian Strong Dark Ale,19604,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,"Fri, 31 Dec 2010 13:17:02 +0000",0,0,,,,3466,3.93876,,9,4861,4317,0,,,,,,,,,,,0.0,[],3.91548,False
0,8.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-ObliterationVII_19605.jpeg,,Obliteration VII,midnight-sun-brewing-co-obliteration-vii,Stout - American Imperial / Double,19605,858,https://untappd.akamaized.net/site/brewery_logos/brewery-MidnightSunBrewingCo_858.jpeg,Midnight Sun Brewing Co.,midnight-sun-brewing-co,Micro Brewery,https://www.facebook.com/midnightsunbrewingcompany,MidSunBrewing,http://midnightsunbrewing.com/,United States,Anchorage,AK,61.1473,-149.844,"Fri, 31 Dec 2010 13:17:37 +0000",0,1,,,,119,3.59664,,0,214,198,0,,,,,,,,,,,0.0,[],3.6351,False
0,5.0,"A German style pilsener made using a combination of Australian and imported pale, malted grains.
This produces subtle aromas and flavours of bready malt, or cracker-like taste. The German hops provide the element of bitterness and floral flavours. That, combined with high carbonation makes this beer a drink for any occasion.",0,https://untappd.akamaized.net/site/beer_logos/beer-HixPilsner_19606.jpeg,,Pilsener,hickinbotham-of-dromana-pilsener,Pilsner - German,19606,5381,https://untappd.akamaized.net/site/brewery_logos/brewery-HickinbothamofDromana_5381.jpeg,Hickinbotham of Dromana,hickinbotham-of-dromana,Micro Brewery,http://www.facebook.com/pages/Hickinbotham-of-Dromana/126219574090897,,http://www.hickinbotham.biz/index.php?option=com_content&view=article&id=19&Itemid=51,Australia,Dromana,VIC,-38.3152,145.02,"Fri, 31 Dec 2010 13:19:50 +0000",0,1,,,,216,3.2419,,4,278,240,0,,,,,,,,,,,0.0,[],3.48163,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Inferior Stout,ten-dudes-inferior-stout,Other,19607,5353,https://untappd.akamaized.net/site/brewery_logos/brewery-TenDudes_5353.jpeg,Ten Dudes,ten-dudes,Home Brewery,,tendudes,http://tendudes.com,United States,Brooklyn / Jersey City,,0.0,0.0,"Fri, 31 Dec 2010 13:22:31 +0000",1,1,,,,0,0.0,,0,3,2,0,,,,,,,,,,,0.0,[],3.786,False
0,13.0,"A Belgian Quad by recipe, but aging it in spirits barrels garners its own category: Central Coast Quad.  A beer formulated to sit on the sweeter and malty side so that we could utilize it for blending.  Turbinado brown sugar from Mexico and Belgian candi sugar add wonderful molasses flavors.  It has a full body and lush texture with barrel expression all over this beer:  toasted oak, coconut, leather and cigar tobacco. ",45,https://untappd.akamaized.net/site/beer_logos/beer-257248_5061b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-257248_01580_hd.jpeg,Stickee Monkee,firestone-walker-brewing-company-stickee-monkee,Belgian Quad,257248,524,https://untappd.akamaized.net/site/brewery_logos/brewery-524_e835d.jpeg,Firestone Walker Brewing Company,firestone-walker-brewing-company,Micro Brewery,http://www.facebook.com/#!/firestone.walker,FirestoneWalker,http://www.firestonebeer.com/,United States,Paso Robles,CA,35.5953,-120.694,"Sat, 03 Nov 2012 12:07:03 +0000",0,1,257248.0,"Sat, 27 Dec 2014 02:13:54 +0000",19608.0,12578,4.34079,,119,15780,14130,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 673158, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-673158_07337_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-stickee-monkee-2014', 'beer_name': 'Stickee Monkee (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 678787, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-678787_64eae_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-stickee-monkee-2013', 'beer_name': 'Stickee Monkee (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1056668, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-673158_07337_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-stickee-monkee-2015', 'beer_name': 'Stickee Monkee (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1490463, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-257248_5061b_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-stickee-monkee-2016', 'beer_name': 'Stickee Monkee (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1914436, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-257248_5061b_sm.jpeg', 'beer_slug': 'firestone-walker-brewing-company-stickee-monkee-2017', 'beer_name': 'Stickee Monkee (2017)', 'is_vintage': 1, 'is_variant': 0}}]",4.32446,False
0,8.8,"A Belgian-style Golden Ale made with 100% German Pilsen malt and 100 pounds of sugar, this is a light golden ale fermented with a Belgian yeast strain from the brewery that produces Duvel. This is a seductive beer that has perfumey citrus yeast characteristics.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Diabolik Belgian Strong,mad-fox-brewing-company-diabolik-belgian-strong,Belgian Strong Golden Ale,19609,2684,https://untappd.akamaized.net/site/brewery_logos/brewery-2684_a8d38.jpeg,Mad Fox Brewing Company,mad-fox-brewing-company,Micro Brewery,http://www.facebook.com/MadFoxBrewing,MadFoxBrewing,http://www.madfoxbrewing.com/,United States,Falls Church,VA,38.8863,-77.1771,"Fri, 31 Dec 2010 13:24:12 +0000",0,1,,,,848,3.71167,,1,1147,977,0,,,,,,,,,,,0.0,[],3.69551,False
0,6.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-HarvestAle_19610.jpeg,,Harvest Ale,mount-pleasant-brewing-company-harvest-ale,Harvest Ale,19610,2640,https://untappd.akamaized.net/site/brewery_logos/brewery-2640_03a05.jpeg,Mountain Town Brewing Company,mountain-town-brewing-company,Micro Brewery,http://www.facebook.com/#!/pages/Mount-Pleasant-Brewing-Company/142987668139,MtPBrewingCo,http://mtpleasantbrew.com,United States,Mt Pleasant,MI,43.6122,-84.7829,"Fri, 31 Dec 2010 13:24:53 +0000",0,1,,,,190,3.53553,,1,247,214,0,,,,,,,,,,,0.0,[],3.60661,False
0,6.3,"1845 is a strong, rich, dark beer brewed to 6.3% ABV. It is known for its sweet fruitcake aroma, fruity taste and dry finish. The beer is allowed to mature for 100 days prior to its release, and, as a bottle-conditioned ale, it continues to develop in flavour for as long as it sits unopened thanks to a residue of live yeast in the bottle. ",0,https://untappd.akamaized.net/site/beer_logos/beer-19611_b67ab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-19611_ab24f_hd.jpeg,1845,fuller-smith-turner-1845,Strong Ale - English,19611,3296,https://untappd.akamaized.net/site/brewery_logos/brewery-3296_73351.jpeg,"Fuller, Smith & Turner ",fuller-smith-turner,Micro Brewery,https://www.facebook.com/FullersBrewery,Fullers,http://www.fullers.co.uk/,England,London,,51.4881,-0.249709,"Fri, 31 Dec 2010 13:29:25 +0000",0,1,,,,12963,3.65841,,276,17168,14491,0,,,,,,,,,,,0.0,[],3.65824,False
0,7.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-_430_3900e01f16b0c248237e29c88e91.jpeg,,La Rossa,,Doppelbock ,430,1921,https://untappd.akamaized.net/site/brewery_logos/brewery-BirraPeroniSpA_1921.jpeg,Birra Peroni,birra-peroni,Macro Brewery,http://www.facebook.com/birraperoni,Birra_Peroni,www.peroni.it,Italy,Roma,RM,41.9028,12.5991,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,430.0,"Thu, 01 Jan 1970 00:00:00 +0000",19612.0,0,0.0,True,0,0,0,0,,,,,,,,,,,0.0,[],0.0,False
