auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,10.2,"Jack McAuliffe was the first American ""micro"" brewer. His tiny New Albion Brewery in Sonoma, California inspired countless dreamers to start small-scale breweries of their own. Jack agreed to guest brew this very special ale with us in honor of our 30th anniversary. This Black Barleywine Ale is a nod to the legendary ales New Albion served at their legendary summer solstice parties. Rich with bittersweet and roasted malt flavors, balanced with whole-cone American hops, this robust ale should age gracefully for years.",0,https://untappd.akamaized.net/site/beer_logos/beer-30thAnniversaryJackAndKensAle_6357.jpeg,,30th Anniversary - Jack And Ken's Ale (Black Barleywine),sierra-nevada-brewing-co-30th-anniversary-jack-and-ken-s-ale-black-barleywine,Barleywine - American,6357,1142,https://untappd.akamaized.net/site/brewery_logos/brewery-1142_f241d.jpeg,Sierra Nevada Brewing Co.,sierra-nevada-brewing-co,Micro Brewery,http://www.facebook.com/sierranevadabeer,SierraNevada,http://www.sierranevada.com/,United States,Chico,CA,39.7242,-121.815,"Fri, 08 Oct 2010 11:35:42 +0000",0,0,6357.0,"Thu, 01 Jan 1970 00:00:00 +0000",20197.0,3780,4.11918,,20,5691,4891,0,,,,,,0.0,[],4.08422,False
0,4.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-47935_b4cd6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-47935_3af8f_hd.jpeg,Landbier dunkel,st-georgen-brau-buttenheim-landbier-dunkel,Lager - Dunkel Munich,47935,11214,https://untappd.akamaized.net/site/brewery_logos/brewery-StGeorgenBrau_11214.jpeg,St. Georgen Br?u Buttenheim,st-georgen-brau-buttenheim,Micro Brewery,http://www.facebook.com/Georgenbraeu,,http://www.georgenbraeu.de/,Germany,Buttenheim,,52.5598,13.3652,"Tue, 03 May 2011 07:19:12 +0000",0,1,47935.0,"Tue, 22 Nov 2011 15:43:32 +0000",20198.0,262,3.45229,,12,309,293,0,,,,,,0.0,[],3.55913,False
0,7.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-20199_141b6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20199_de257_hd.jpeg,Schwarzbock,st-georgen-brau-buttenheim-schwarzbock,Bock,20199,11214,https://untappd.akamaized.net/site/brewery_logos/brewery-StGeorgenBrau_11214.jpeg,St. Georgen Br?u Buttenheim,st-georgen-brau-buttenheim,Micro Brewery,http://www.facebook.com/Georgenbraeu,,http://www.georgenbraeu.de/,Germany,Buttenheim,,52.5598,13.3652,"Sun, 02 Jan 2011 01:24:27 +0000",0,1,,,,1,0.0,,0,2,2,0,,,,,,0.0,[],3.63803,False
0,4.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Suma Elphin Brook Organic Bitter,suma-wholefoods-suma-elphin-brook-organic-bitter,English Bitter,20200,5688,https://untappd.akamaized.net/site/brewery_logos/brewery-5688_f0fab.jpeg,Suma Wholefoods ,suma-wholefoods,Micro Brewery,http://www.facebook.com/SumaWholefoods,SumaWholefoods,http://sumawholesale.com,England,,,0.0,0.0,"Sun, 02 Jan 2011 01:25:04 +0000",0,1,,,,46,3.17935,,2,67,56,0,,,,,,0.0,[],3.58911,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Long Wall Mouse Organic Blonde,suma-wholefoods-long-wall-mouse-organic-blonde,Blonde Ale,20201,5688,https://untappd.akamaized.net/site/brewery_logos/brewery-5688_f0fab.jpeg,Suma Wholefoods ,suma-wholefoods,Micro Brewery,http://www.facebook.com/SumaWholefoods,SumaWholefoods,http://sumawholesale.com,England,,,0.0,0.0,"Sun, 02 Jan 2011 01:25:38 +0000",0,1,,,,51,3.43627,,2,80,60,0,,,,,,0.0,[],3.62015,False
0,4.5,"A white hazy beer with aromas of coriander and lemon. Mytholm Mist is a refreshing drink with a fresh, classic finish using hops originating from Hallertau an area of Bavaria between Munich and Nuernberg. An ideal thirst quenching summer beer. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Suma Mytholm Mist Organic Wheat Beer,suma-wholefoods-suma-mytholm-mist-organic-wheat-beer,Pale Ale - Belgian,20202,5688,https://untappd.akamaized.net/site/brewery_logos/brewery-5688_f0fab.jpeg,Suma Wholefoods ,suma-wholefoods,Micro Brewery,http://www.facebook.com/SumaWholefoods,SumaWholefoods,http://sumawholesale.com,England,,,0.0,0.0,"Sun, 02 Jan 2011 01:26:07 +0000",0,1,,,,57,3.32018,,1,88,74,0,,,,,,0.0,[],3.59883,False
0,4.8,"Rich black stout containing chocolate malt mixed with oats and wheat. Penumbra Organic Stout has a creamy roasty flavor with aroma of orange, citrus and berry. Drink this Penumbra Stout when the moon is out and see what happens ...",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Penumbra Organic Stout,suma-wholefoods-suma-penumbra-organic-stout,Stout - Other,20203,5688,https://untappd.akamaized.net/site/brewery_logos/brewery-5688_f0fab.jpeg,Suma Wholefoods ,suma-wholefoods,Micro Brewery,http://www.facebook.com/SumaWholefoods,SumaWholefoods,http://sumawholesale.com,England,,,0.0,0.0,"Sun, 02 Jan 2011 01:26:36 +0000",0,1,,,,66,3.6553,,1,92,71,0,,,,,,0.0,[],3.65168,False
0,5.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-_20204_sm_155716631ead136fbe6afcd06c26c6.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20204_hd_cfe99987133ff89adf50e8e8bdc3d9.jpeg,Thatchers Ciderberry,thatchers-thatchers-ciderberry,Cider,20204,3063,https://untappd.akamaized.net/site/brewery_logos/brewery-Thatchers_3063.jpeg,Thatchers,thatchers,Cidery / Meadery,https://www.facebook.com/ThatchersCiderCompany,thatchers_cider,http://www.thatcherscider.co.uk/,England,Sandford,BS25 5RA,51.3327,-2.83458,"Sun, 02 Jan 2011 01:27:05 +0000",0,1,,,,5,0.0,,0,11,8,0,,,,,,0.0,[],3.59089,False
0,4.7,"A medium dry golden cider, with a smooth and refreshing taste. Crafted from a blend of our favourite apples including Dabinett, Porters Perfection and Harry Masters Jersey.",0,https://untappd.akamaized.net/site/beer_logos/beer-_13810_sm_b3aec4ba7737892995dc94cd667e8f.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_13810_hd_7a65d5803f66b3dc73eab8b84493c9.jpeg,Gold,thatchers-gold,Cider,13810,3063,https://untappd.akamaized.net/site/brewery_logos/brewery-Thatchers_3063.jpeg,Thatchers,thatchers,Cidery / Meadery,https://www.facebook.com/ThatchersCiderCompany,thatchers_cider,http://www.thatcherscider.co.uk/,England,Sandford,BS25 5RA,51.3327,-2.83458,"Fri, 10 Dec 2010 09:10:14 +0000",0,1,13810.0,"Mon, 09 Apr 2012 01:02:12 +0000",20205.0,7877,3.36829,,455,13950,8881,0,,,,,,0.0,[],3.37882,False
0,7.4,"At Thatchers, we think that Katy is a perfect apple for a single variety cider. We've captured the essence of this unique English variety in a light, fragrant, softly sparkling medium dry cider with a distinctive character all of its own. Thatchers Katy is crafted at our family farm in Somerset, where we've been making cider using traditional methods for over 100 years.",0,https://untappd.akamaized.net/site/beer_logos/beer-_20206_sm_a8dfa6cd08b1670f2c6607019dc9cb.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20206_hd_ffa31ff565a23e310050e9d73383ce.jpeg,Katy,thatchers-katy,Cider,20206,3063,https://untappd.akamaized.net/site/brewery_logos/brewery-Thatchers_3063.jpeg,Thatchers,thatchers,Cidery / Meadery,https://www.facebook.com/ThatchersCiderCompany,thatchers_cider,http://www.thatcherscider.co.uk/,England,Sandford,BS25 5RA,51.3327,-2.83458,"Sun, 02 Jan 2011 01:27:59 +0000",0,1,,,,1512,3.59392,,62,2177,1674,0,,,,,,0.0,[],3.60348,False
