auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.4,A dry still perry. Non-filtered available on draught only at the moment. ABV varies,0,https://untappd.akamaized.net/site/beer_logos/beer-17128_bc2a9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17128_f29a7_hd.jpeg,Troggi Perry,troggi-cider-troggi-perry,Perry,17128,4483,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Troggi Cider,troggi-cider,Cidery / Meadery,,,,Wales,Earlswood,"Monmouthshire,  NP16 6RH",51.6578,-2.80715,"Sat, 25 Dec 2010 13:55:04 +0000",0,1,,,,38,3.32237,,0,49,45,0,,,,,,,,,,,0.0,[],3.61395,False
0,4.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,XXX Ale,j-boag-and-son-brewing-xxx-ale,Lager - Pale,14189,19249,https://untappd.akamaized.net/site/brewery_logos/brewery-JamesBoags_19249.jpeg,J. Boag & Son Brewing,j-boag-son-brewing,Macro Brewery,https://www.facebook.com/jamesboagAU,,https://www.jamesboag.com.au/,Australia,Launceston,TAS,-41.4332,147.144,"Sat, 11 Dec 2010 11:32:38 +0000",0,1,14189.0,"Thu, 01 Jan 1970 00:00:00 +0000",17129.0,499,2.94389,,14,779,560,0,,,,,,,,,,,0.0,[],3.2121,False
0,5.8,A deep golden to copper ale brewed with Door County honey. Moderately sweet malt and floral honey notes dominate. Hop levels are low.,12,https://untappd.akamaized.net/site/beer_logos/beer-17130_8c52f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17130_9f118_hd.jpeg,Buzzin' Honey Ale,fox-river-brewing-company-buzzin-honey-ale,Red Ale - American Amber / Red,17130,4486,https://untappd.akamaized.net/site/brewery_logos/brewery-4486_b8d8e.jpeg,Fox River Brewing Company,fox-river-brewing-company,Micro Brewery,https://www.facebook.com/FoxRiverBrewingCompany,foxriverbrewing,http://www.foxriverbrewing.com/fox-river-brewing-beer.html,United States,Oshkosh,WI,44.0342,-88.5608,"Sat, 25 Dec 2010 13:57:10 +0000",0,0,,,,306,3.33578,,0,392,355,0,,,,,,,,,,,0.0,[],3.49269,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_17131_5628fe6700b41d7765199f8f02f9.jpeg,,Formidable Ale (FA),cains-formidable-ale-fa,Golden Ale,17131,3021,https://untappd.akamaized.net/site/brewery_logos/brewery-RobertCainBrewery_3021.jpeg,Cains,cains,Micro Brewery,,CainsBeers,http://www.cains.co.uk,England,Liverpool,L8 5RE,53.3932,-2.97877,"Sat, 25 Dec 2010 13:58:31 +0000",0,1,,,,101,3.44802,,1,157,134,0,,,,,,,,,,,0.0,[],3.60042,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Australian Ale,capitol-city-brewing-company-australian-ale,Lager - Pale,17132,3652,https://untappd.akamaized.net/site/brewery_logos/brewery-CapitolCityBrewingCompany_3652.jpeg,Capitol City Brewing Company,capitol-city-brewing-company,Micro Brewery,http://www.facebook.com/CapCityBrewDC,capcitybrewers,http://www.capcitybrew.com/,United States,Arlington,VA,38.841,-77.0869,"Sat, 25 Dec 2010 14:00:03 +0000",0,1,,,,2,0.0,,0,37,36,0,,,,,,,,,,,0.0,[],3.56383,False
0,4.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Honey Lager,capitol-city-brewing-company-honey-lager,Lager - American Light,17133,3652,https://untappd.akamaized.net/site/brewery_logos/brewery-CapitolCityBrewingCompany_3652.jpeg,Capitol City Brewing Company,capitol-city-brewing-company,Micro Brewery,http://www.facebook.com/CapCityBrewDC,capcitybrewers,http://www.capcitybrew.com/,United States,Arlington,VA,38.841,-77.0869,"Sat, 25 Dec 2010 14:01:01 +0000",0,1,,,,2,0.0,,0,4,4,0,,,,,,,,,,,0.0,[],3.56479,False
0,4.6,"Carlton Draught is a traditional, full-strength lager that is crisp on the mid-palate with a good malt character and smooth full-bodied flavour. Clean hop bitterness gives the brew a slightly dry finish. ",22,https://untappd.akamaized.net/site/beer_logos/beer-5980_dcb18_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5980_a746d_hd.jpeg,Carlton Draught,carlton-united-breweries-carlton-draught,Lager - Pale,5980,4045,https://untappd.akamaized.net/site/brewery_logos/brewery-4045_ce45d.jpeg,Carlton & United Breweries,carlton-united-breweries,Macro Brewery,,,http://www.cub.com.au,Australia,Abbotsford,VIC,-37.8094,145.003,"Sat, 02 Oct 2010 13:07:42 +0000",0,1,5980.0,"Sun, 27 Jan 2013 17:47:29 +0000",17134.0,7114,2.61562,,248,17167,8364,0,,,,,,,,,,,0.0,[],2.65818,False
0,6.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Casta Morena,especialidades-cerveceras-casta-morena,Brown Ale - American,17135,360,https://untappd.akamaized.net/site/brewery_logos/brewery-360_7cfc5.jpeg,Cervecer?a Cuauht?moc Moctezuma S.A. de C.V.,cerveceria-cuauhtemoc-moctezuma-sa-de-cv,Macro Brewery,https://www.facebook.com/cuamocmx,cuamocmx,http://www.cuamoc.com/es,Mexico,Monterrey,Nuevo Le?n,25.6949,-100.317,"Sat, 25 Dec 2010 14:02:37 +0000",0,1,,,,24,3.26042,,0,66,62,0,,,,,,,,,,,0.0,[],3.62165,False
0,3.5,"Treacle-coloured with a creamy contrasting head. A velvety smooth pint, Dark has a combination of chocolate, crystal and brown malts providing a clean palate with hints of liquorice and freshly ground coffee.

Once called Red Dragon the famous pint of Dark has always been synonymous with Brains particularly in Cardiff with the dock-workers of old, the male voice choirs and with rugby fans down in the Arms Park. Nowadays its popularity has expanded and is the biggest selling dark mild in Wales, continually winning awards both nationally and internationally.

Cask ABV: 3.5%
Bottle ABV: 4.1%",0,https://untappd.akamaized.net/site/beer_logos/beer-17092_c1b6f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-17092_ab6ed_hd.jpeg,Dark,brains-dark,English Mild Ale,17092,3779,https://untappd.akamaized.net/site/brewery_logos/brewery-3779_b9620.jpeg,Brains,brains,Micro Brewery,http://www.facebook.com/brainsbrewery,brainsbrewery,http://www.sabrain.com,Wales,Cardiff,Cardiff,51.4736,-3.17906,"Sat, 25 Dec 2010 13:12:50 +0000",0,1,17092.0,"Thu, 01 Mar 2012 14:36:13 +0000",17136.0,1934,3.53943,,58,2924,2180,0,,,,,,,,,,,0.0,[],3.55461,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Centennial Spruce Tip Ale,ketchikan-brewing-co-centennial-spruce-tip-ale,Other,17137,4490,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Ketchikan Brewing Co.,ketchikan-brewing-co,Micro Brewery,,,,United States,,,0.0,0.0,"Sat, 25 Dec 2010 14:04:34 +0000",0,1,,,,1,0.0,,0,3,3,0,,,,,,,,,,,0.0,[],3.63375,False
