auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.2,A raging mouthful of fresh Hops and Malt. Caution: May remove enamel from teeth.,72,https://untappd.akamaized.net/site/beer_logos/beer-5771_1adab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5771_ae57d_hd.jpeg,Maximus,lagunitas-brewing-company-maximus,IPA - Imperial / Double,5771,765,https://untappd.akamaized.net/site/brewery_logos/brewery-765_b53eb.jpeg,Lagunitas Brewing Company,lagunitas-brewing-company,Micro Brewery,https://www.facebook.com/LagunitasBrewingCo,lagunitasbeer,http://www.LAGUNITAS.com/,United States,Petaluma,CA,38.2724,-122.662,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5771.0,"Thu, 01 Jan 1970 00:00:00 +0000",16731.0,134261,3.93019,,2489,230482,147544,0,,,,,,5.0,"[{'beer': {'bid': 823573, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'lagunitas-brewing-company-sebasto-max', 'beer_name': 'Sebasto-Max', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 837880, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'lagunitas-brewing-company-maximus-w-mosaic', 'beer_name': 'Maximus (w/ Mosaic)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1203421, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'lagunitas-brewing-company-maximus-w-mango-puree', 'beer_name': 'Maximus (w/ Mango Puree)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1400130, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'lagunitas-brewing-company-maximus-w-citra', 'beer_name': 'Maximus (w/ Citra)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1993397, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'lagunitas-brewing-company-maximus-2017', 'beer_name': 'Maximus (2017)', 'is_vintage': 1, 'is_variant': 0}}]",3.92956,False
0,4.7,"Labelled as ""Dark"" when on draft.

Plunge the deep dark depths of this highly sessionable porter &
surface refreshed & ready for another. A spectrum of unusual roasted malts give a
deep, rich charcter of rum, raisin
& chocolate.",0,https://untappd.akamaized.net/site/beer_logos/beer-53026_cd2f9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-53026_c7124_hd.jpeg,Darkness London Porter,badlands-brewery-darkness-london-porter,Porter - English,53026,4322,https://untappd.akamaized.net/site/brewery_logos/brewery-BadlandsBrewery_4322.jpeg,Badlands Brewery,badlands-brewery,Micro Brewery,http://www.facebook.com/pages/Badlands-Brewery/114134468637271,BadlandsBrewery,http://www.badlandsbrewery.com.au,Australia,Orange,NSW,-33.2575,149.075,,,"Thu, 26 May 2011 21:08:17 +0000",0,1,53026.0,"Thu, 01 Jan 1970 00:00:00 +0000",16734.0,502,3.57819,,9,696,540,0,,,,,,0.0,[],3.60567,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Otto Bruckman Bavarian Bock,cold-spring-brewery-otto-bruckman-bavarian-bock,Bock,16737,392,https://untappd.akamaized.net/site/brewery_logos/brewery-ColdSpringBrewing_392.jpeg,Cold Spring Brewery,cold-spring-brewery,Micro Brewery,,ColdSpringBrew,http://www.coldspringbrewery.com,United States,Cold Spring,MN,45.4582,-94.4291,,,"Fri, 24 Dec 2010 15:28:59 +0000",0,1,,,,3,0.0,,0,4,4,0,,,,,,0.0,[],3.57418,False
0,8.15,"As a double IPA, this beast employs a sizable malt bill, but it is the crazy amount of hops added to the boil every 4 minutes, for 120 minutes, that really make this beer special. Fruity, floral, and piney hop flavors penetrate throughout the caramelized malt profile. Liberator is a well-balanced, full bodied brew that has a bitter finish due to the post fermentation addition of lemon and orange zest. The original batch brewed on the Bellaire system had 42lbs of hops in it, compared to Huma, which has around 20lbs of hops per batch. Today?s Elk Rapids batches have up to 138lbs of hops. The name, Liberator, came from Joe?s name for the Short?s employees who carry out our company?s mission statement as ?Beer Liberators?, freeing the masses from their misconceptions surrounding beer.",116,https://untappd.akamaized.net/site/beer_logos/beer-_12316_20b1fbcce6fe0e83c9378b0d354d.jpeg,,The Liberator,short-s-brewing-company-the-liberator,IPA - Imperial / Double,12316,1139,https://untappd.akamaized.net/site/brewery_logos/brewery-shortsbrewingcompany_1139.jpeg,Short's Brewing Company,short-s-brewing-company,Micro Brewery,http://www.facebook.com/ShortsBrewing,ShortsBrewing,http://www.shortsbrewing.com/,United States,Bellaire,MI,44.9763,-85.2104,,,"Thu, 02 Dec 2010 06:56:15 +0000",0,1,12316.0,"Thu, 01 Jan 1970 00:00:00 +0000",16742.0,6075,3.82979,,55,11204,6813,0,,,,,,0.0,[],3.82124,False
0,4.2,"Chili in the aroma. Chili on the palate. Chili. Pairs well with a ... chili.
Premium lager beer with a chili pepper added.",0,https://untappd.akamaized.net/site/beer_logos/beer-OriginalC_77737.jpeg,,Original C Cave Creek Chili Beer - Cerveza Con Chili,cerveceria-mexicana-original-c-cave-creek-chili-beer-cerveza-con-chili,Spiced / Herbed Beer,77737,3254,https://untappd.akamaized.net/site/brewery_logos/brewery-3254_4076a.jpeg,Cervecer?a Mexicana,cerveceria-mexicana,Macro Brewery,http://www.facebook.com/pages/Mexicali-Beer/107253925960047?ref=ts,mexicalibeer,http://mexicalibeer.com,Mexico,Tecate,Baja California,32.5749,-116.616,,,"Fri, 09 Sep 2011 17:11:20 +0000",0,1,77737.0,"Thu, 01 Jan 1970 00:00:00 +0000",16752.0,9440,2.75906,,123,12237,10835,0,,,,,,0.0,[],2.78697,False
0,7.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Spring Buck,old-dominion-brewing-co-spring-buck,Pale Ale - Belgian,16758,940,https://untappd.akamaized.net/site/brewery_logos/brewery-940_9079c.jpeg,Dominion Brewing Co.,dominion-brewing-co,Micro Brewery,https://www.facebook.com/pages/Old-Dominion-Brewing-Co/112009196447?ref=ts,FoDoBrewing,http://www.fordhamanddominion.com,United States,Dover,DE,39.154,-75.4884,,,"Fri, 24 Dec 2010 15:52:21 +0000",0,0,,,,10,3.1,,0,15,15,0,,,,,,0.0,[],3.62168,False
0,10.0,2010 Limited Edition.,0,https://untappd.akamaized.net/site/beer_logos/beer-DoubleBarrelOakAgedChristmalAle_16765.jpeg,,Double Barrel Oak Aged Christmal Ale,red-hill-brewery-double-barrel-oak-aged-christmal-ale,Belgian Strong Dark Ale,16765,2985,https://untappd.akamaized.net/site/brewery_logos/brewery-RedHillBrewery_2985.jpeg,Red Hill Brewery,red-hill-brewery,Nano Brewery,http://www.facebook.com/redhillbrewery,RedHillBrewery,http://redhillbrewery.com.au/,Australia,Red Hill South,VIC,-38.391,145.018,,,"Fri, 24 Dec 2010 15:59:51 +0000",0,1,,,,11,4.04545,,0,18,15,0,,,,,,0.0,[],3.65865,False
0,5.0,This bold black cherry cider is made from premium fruit sourced from the lush Okanagan Valley. It's a delicious blend with the refreshing taste of black cherries. It's Seriously Good Cider?.,0,https://untappd.akamaized.net/site/beer_logos/beer-392112_1ae95_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-392112_8cf51_hd.jpeg,Black Cherry,okanagan-cider-company-black-cherry,Cider,392112,18453,https://untappd.akamaized.net/site/brewery_logos/brewery-18453_725e3.jpeg,Okanagan Cider Company,okanagan-cider-company,Cidery / Meadery,,,www.okanagancider.ca,Canada,Vancouver,BC,49.2659,-123.085,,,"Mon, 24 Jun 2013 21:49:31 +0000",0,1,392112.0,"Tue, 04 Aug 2015 17:01:13 +0000",16768.0,371,3.47642,,8,517,414,0,,,,,,0.0,[],3.55514,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Spindle Porter,mill-city-brewing-co-spindle-porter,Porter - Other,16771,5139,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Mill City Brewing Co.,mill-city-brewing-co,Home Brewery,,,,United States,,,0.0,0.0,,,"Fri, 24 Dec 2010 16:06:21 +0000",1,1,,,,1,0.0,,0,4,3,0,,,,,,0.0,[],2.524,False
0,5.1,"Golden-yellow and bright, with 32 bitter units and quite hoppy compared to most of the other Pils our Weihenstephaner Pils comes up with a distinctive aroma of hops with a pleasant bitterness. This combination provides a balanced mix and guarantees great enjoyment. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.",32,https://untappd.akamaized.net/site/beer_logos/beer-16774_e3aa4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-16774_1d98a_hd.jpeg,Weihenstephaner Pils,bayerische-staatsbrauerei-weihenstephan-weihenstephaner-pils,Pilsner - German,16774,88,https://untappd.akamaized.net/site/brewery_logos/brewery-88_16162.jpeg,Bayerische Staatsbrauerei Weihenstephan,bayerische-staatsbrauerei-weihenstephan,Micro Brewery,http://www.facebook.com/weihenstephan,weihenstephan,http://www.weihenstephaner.de,Germany,85354 Freising,BY,48.3952,11.7289,,,"Fri, 24 Dec 2010 16:09:02 +0000",0,1,,,,13144,3.55742,,456,17144,14767,0,,,,,,0.0,[],3.55954,False
