auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.7,"Erdinger's Oktoberfest Wei?bier or Festwei?e (they are the same beer with different labels) is a stronger than usual Weizen, not a Marzen. 

More info on its style: http://help.untappd.com/discussions/beerbrewey-merge-requests/15597-erdinger-oktoberfest-weizbierfestweize",0,https://untappd.akamaized.net/site/beer_logos/beer-20157_3b1ee_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20157_3e28a_hd.jpeg,Erdinger Oktoberfest / Festwei?e,erdinger-weissbrau-erdinger-oktoberfest-festweisse,Hefeweizen,20157,1019,https://untappd.akamaized.net/site/brewery_logos/brewery-ErdingerWeissbrau_1019.jpeg,Erdinger Weissbr?u,erdinger-weissbra-u,Macro Brewery,http://www.facebook.com/erdinger.weissbier,,http://www.erdinger.de,Germany,Erding,,48.3153,11.8911,"Sun, 02 Jan 2011 01:01:01 +0000",0,1,20157.0,"Thu, 01 Jan 1970 00:00:00 +0000",30302.0,20303,3.59218,,79,26757,22771,0,,,,,,,,,,,0.0,[],3.59305,False
0,5.4,"The crisp citrus flavor is derived from an abundance of preimum Cascade hops. Dry-hopping after primary fermentation allows the full aroma and flavor of the Cascades to be captured, yet it?s not too heavy.",0,https://untappd.akamaized.net/site/beer_logos/beer-_30303_e6f495f9ae90865f05fc84adeb9b.jpeg,,Mary Hoppins Pale Ale,hamburger-mary-s-chicago-mary-hoppins-pale-ale,Pale Ale - American,30303,8100,https://untappd.akamaized.net/site/brewery_logos/brewery-8100_48f06.jpeg,Andersonville Brewing Co. ,andersonville-brewing-co,Brew Pub,https://www.facebook.com/AndersonvilleBrewing,MarysChicago,http://hamburgermarys.com/chicago/brewing/,United States,Chicago,IL,41.9799,-87.6683,"Sun, 13 Feb 2011 03:30:45 +0000",0,1,,,,698,3.35244,,10,856,798,0,,,,,,,,,,,0.0,[],3.44326,False
0,5.0,French,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cidre Pays D'Auge,calvados-christian-drouin-cidre-pays-d-auge,Cider,30304,6695,https://untappd.akamaized.net/site/brewery_logos/brewery-CalvadosChristianDrouinSA_6695.jpeg,Calvados Christian Drouin,calvados-christian-drouin,Micro Brewery,,,http://www.calvados-drouin.com,France,Coudray-Rabut,,49.3088,0.150703,"Sun, 13 Feb 2011 03:32:51 +0000",0,1,,,,674,3.70883,,5,858,800,0,,,,,,,,,,,0.0,[],3.69085,False
0,10.0,"First brewed in 2002 to celebrate the 15th Anniversary of the Pizza Port in Solana Beach, Hop 15 was imagined and designed by Tomme Arthur and Jeff Bagby. It was to be a celebration of 15 years of \Good Beer Brings Good Cheer.\"" So there are 15 different hop varieties that are added to the beer every 15 minutes. Over the years",182,https://untappd.akamaized.net/site/beer_logos/beer-Hop15Ale_3901.jpeg,,Hop-15 Ale,port-brewing-company-hop-15-ale,IPA - Imperial / Double,3901,1009,https://untappd.akamaized.net/site/brewery_logos/brewery-portbrewingcompany_1009.jpeg,Port Brewing Company,port-brewing-company,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.portbrewing.com/,United States,San Marcos,CA,33.1416,-117.149,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3901.0,"Thu, 01 Jan 1970 00:00:00 +0000",30305.0,26208,4.00053,,55,37923,28963,0,,,,,,,,,,,3.0,"[{'beer': {'bid': 622323, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Hop15Ale_3901.jpeg', 'beer_slug': 'port-brewing-company-hop-15-ale-2014', 'beer_name': 'Hop-15 Ale (2014)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1041326, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Hop15Ale_3901.jpeg', 'beer_slug': 'port-brewing-company-hop-15-ale-2015', 'beer_name': 'Hop-15 Ale (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1459423, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'port-brewing-company-hop-15-ale-2016', 'beer_name': 'Hop-15 Ale (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.99651,False
0,0.0,Batch #11 is an American Style India Pale Ale. This Golden brew is well balanced and full bodied. the distinct hop-bite is waiting for you at the end of each sip!,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Olde Richmond Batch No. 11,olde-richmond-beer-company-olde-richmond-batch-no-11,IPA - American,31056,3650,https://untappd.akamaized.net/site/brewery_logos/brewery-StGeorgeBrewingCo_3650.jpeg,The St. George Brewing Company,the-st-george-brewing-company,Micro Brewery,http://www.facebook.com/StGBeer,StGBeer,http://www.stgbeer.com,United States,Hampton,VA,37.0999,-76.3946,"Thu, 17 Feb 2011 01:14:16 +0000",0,1,31056.0,"Thu, 01 Jan 1970 00:00:00 +0000",30306.0,55,3.30455,,0,100,93,0,,,,,,,,,,,0.0,[],3.58818,False
0,9.8,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,The Pilot,karl-strauss-brewing-company-the-pilot,Belgian Strong Golden Ale,35380,1880,https://untappd.akamaized.net/site/brewery_logos/brewery-KarlStraussBrewingCompany_1880.jpeg,Karl Strauss Brewing Company,karl-strauss-brewing-company,Micro Brewery,http://www.facebook.com/pages/Karl-Strauss-Brewing-Company/142025660844,KarlStraussBeer,http://www.karlstrauss.com/,United States,San Diego,CA,32.8325,-117.232,"Sat, 05 Mar 2011 23:19:17 +0000",0,1,35380.0,"Sat, 21 Apr 2012 19:35:20 +0000",30307.0,2,0.0,,0,12,12,0,,,,,,,,,,,0.0,[],3.56383,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-_30308_67530dc058ff7408ad833ba86f69.jpeg,,Gangster Hopped Up Amber Ale,hamburger-mary-s-chicago-gangster-hopped-up-amber-ale,Red Ale - American Amber / Red,30308,8100,https://untappd.akamaized.net/site/brewery_logos/brewery-8100_48f06.jpeg,Andersonville Brewing Co. ,andersonville-brewing-co,Brew Pub,https://www.facebook.com/AndersonvilleBrewing,MarysChicago,http://hamburgermarys.com/chicago/brewing/,United States,Chicago,IL,41.9799,-87.6683,"Sun, 13 Feb 2011 03:50:14 +0000",0,1,,,,528,3.28977,,2,633,599,0,,,,,,,,,,,0.0,[],3.42208,False
0,18.0,"Brewed with a ridiculous amount of barley, World Wide Stout is dark, rich, roasty and complex. This ageable ale clocks in at 15-20% ABV and has a depth more in line with a fine port than with a can of cheap, mass-marketed beer.",70,https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg,,World Wide Stout,dogfish-head-craft-brewery-world-wide-stout,Stout - American Imperial / Double,6730,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,"Fri, 22 Oct 2010 05:30:34 +0000",0,1,6730.0,"Thu, 01 Jan 1970 00:00:00 +0000",30309.0,39779,4.26031,,1414,52702,44681,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 51329, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-WorldWideStout2010_51329.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2010', 'beer_name': 'World Wide Stout (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 58469, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-WorldWideStout2009_58469.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2009', 'beer_name': 'World Wide Stout (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63726, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2003', 'beer_name': 'World Wide Stout (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63733, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2004', 'beer_name': 'World Wide Stout (2004)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 63738, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-dfhWWS.jpg', 'beer_slug': 'dogfish-head-craft-brewery-world-wide-stout-2005', 'beer_name': 'World Wide Stout (2005)', 'is_vintage': 1, 'is_variant': 0}}]",4.25567,False
0,7.2,"First packaged way back in 2003, this IPA from Colorado?s First Craft Brewery is anything but traditional. Mojo India Pale Ale was inspired by the English who first shipped their ales to India and the Far East ? but brewed with an attitude of the great American West. Pale in color but packed with flavor, Mojo reflects the perfect balance of hop bitterness and malt character. The unique Amarillo hop creates a big, grapefruit-like citrus flavor and aroma, making Mojo a very zesty IPA that's crisp and refreshing. ",70,https://untappd.akamaized.net/site/beer_logos/beer-799_43a5e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-799_3e347_hd.jpeg,Mojo IPA,boulder-beer-company-mojo-ipa,IPA - American,799,160,https://untappd.akamaized.net/site/brewery_logos/brewery-160_269c6.jpeg,Boulder Beer Company,boulder-beer-company,Micro Brewery,https://www.facebook.com/BoulderBeerCo/?ref=sgm,BoulderBeerCo,http://www.boulderbeer.com/,United States,Boulder,CO,40.0267,-105.248,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,799.0,"Thu, 01 Jan 1970 00:00:00 +0000",30310.0,58836,3.55391,,545,82627,66377,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 25500, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-25500_660ee_sm.jpeg', 'beer_slug': 'boulder-beer-company-apple-mojo-ipa', 'beer_name': 'Apple Mojo IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 59093, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-59093_14447_sm.jpeg', 'beer_slug': 'boulder-beer-company-acai-berry-mojo-ipa', 'beer_name': 'Acai Berry Mojo IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 78608, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-grapefruit-mojo-ipa-oak-aged', 'beer_name': 'Grapefruit Mojo IPA (Oak Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 134394, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-rainbow-peppercorn-mojo', 'beer_name': 'Rainbow Peppercorn Mojo', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 186333, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-cranberry-apricot-mojo', 'beer_name': 'Cranberry Apricot Mojo', 'is_vintage': 0, 'is_variant': 1}}]",3.55441,False
0,9.8,"Our extraordinary Imperial Stout is black as midnight with a rich, palate-warming mouth feel. It offers an alluring aroma of dark roasted malts and blackstrap molassus with a hint of smoke. The flavor features notes of coffee, bittersweet cocoa, black licorice and hints of prune and sour cherries. A generous addition of hops contributes complexity, balance and a pleasing finish.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mavericks Imperial Stout,half-moon-bay-brewing-company-mavericks-imperial-stout,Stout - American Imperial / Double,367652,6052,https://untappd.akamaized.net/site/brewery_logos/brewery-6052_39d06.jpeg,Half Moon Bay Brewing Company,half-moon-bay-brewing-company,Micro Brewery,http://www.facebook.com/pages/Half-Moon-Bay-Brewing-Company/68771224360,hmbbrewingco,http://www.hmbbrewingco.com,United States,Half Moon Bay,CA,37.5039,-122.486,"Sat, 18 May 2013 17:06:31 +0000",0,0,367652.0,"Thu, 19 Sep 2013 19:37:12 +0000",30311.0,45,3.57778,,0,56,52,0,,,,,,,,,,,0.0,[],3.6256,False
